yearmonth,log_scope1,log_scope2,log_total_emissions,log_energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int,year,month,smb,hml,rmw,cma,wml,asx500_ret,rf,rmrf
201005,-0.0047139212298537,0.021822999098106,-0.0017982126635943,0.0040075135921731,0.0725241806057313,-0.0719758089692579,0.074195175927084,0.0546049250813994,0.0005095875461164,-0.0090343521795542,0.0004618649726752,1.63714279485e-05,2010,5,0.0618869253839999,0.112494699216,0.0579434624879999,0.1245441691759998,0.0519187275079999,-0.0488781879835425,0.0450666666666666,-0.0939448546502091
201006,0.009243301544773,0.0267033132263759,0.0239988009380641,0.0031550014969827,0.0556923012662153,0.429755458239903,0.2314646465673071,0.0835906976719318,0.0043886906205161,0.0556575746045729,0.0046664515084045,0.000315502726592,2010,6,-0.014331221302,0.0090777896119997,-0.0039714888124,0.0078824358631999,-0.0228979231684,-0.0220718983292839,0.0450190476190476,-0.0670909459483315
201007,0.0104324194320591,-9.98378232935e-05,0.0142125631058594,0.0052374883899397,-0.0631496525646663,-0.4312961275490466,-0.2630575086288154,-0.1677696166356242,0.0003676580514098,-0.0184372621164766,0.0002552176700337,-0.0001407422162513,2010,7,-0.0617681283848,-0.0601557201946,-0.0409016694527999,-0.037771700613,-0.0462131317263999,0.0424354607816254,0.0451090909090909,-0.0026736301274655
201008,-0.0218232186018909,0.0385281599459677,-0.0184803143400848,-0.0465246532986408,0.143839827221997,0.5160824430059081,0.4303170365576728,0.2907639733147199,0.0005571289508318,-0.0165660529551248,0.0004356689421129,-0.0001521750831246,2010,8,0.0069196904804,0.0123608656316001,-0.0056756223695999,0.0102448530728,0.0420858039576002,0.0002917905496064,0.0447681818181818,-0.0444763912685754
201009,0.0122082015719118,0.0082992978514642,0.0082772545054519,0.0027249617462881,-0.0205334019177595,-0.2683516391540302,-0.167051125753169,-0.0739987250182126,-0.0013085168305428,0.0303837805227293,-0.0011097190711106,-0.0001310577108252,2010,9,-0.0623507604267999,-0.084860246304,-0.0899341058254999,-0.0750815352261999,-0.0888270819298999,0.0475335604752975,0.0459545454545454,0.001579015020752
201010,0.0022016272530559,-0.0241771280468227,-0.0210003713005178,-0.0065238883457241,-0.1459146937885478,-0.0169038697677286,-0.2062765049642454,-0.1344641337817074,-0.004608259550042,0.0296684029970452,-0.0042933904998792,-0.0002403476157802,2010,10,0.0046311646815999,-0.0326067412648,-0.0060648295795999,-0.0011129803846,0.0034427208748,0.1745809098148189,0.0460619047619047,0.1285190050529141
201011,0.0212664450511256,0.0132451244807001,0.0366528683132192,0.0100185209246489,-0.0215086468446097,-0.0888111354947095,-0.031538053778327,-0.0357791255101794,0.0032689688530008,0.032538457179884,0.0033470772664439,0.0002564359693578,2010,11,0.0258285299248,0.0215660845095999,-0.0067487314627999,0.0309028697048001,0.0670321689383999,0.0022229367361711,0.0474681818181818,-0.0452452450820107
201012,0.0078896759296787,-0.0243988831923618,-0.0060089400291092,-0.0090031914364884,,,,,-0.0033496621528728,0.0352807266796129,-0.0030282678171945,-0.000351698852207,2010,12,-0.0304397325009999,-0.0803136476763999,-0.050786775694,-0.0570328447671999,-0.0516385123857999,0.0357648158285445,0.0474761904761904,-0.0117113746476459
201101,-0.0239563552276829,-0.0017648319239814,-0.0227583310670448,-0.0073878717173547,0.0576884983423246,0.4673323055954856,0.3091883574302272,0.0518494355467953,-0.000405821981225,-0.0118834816062307,-0.0005003871213175,-8.1869103986e-05,2011,1,0.0149686920240998,0.0548055219300001,0.0197818822697999,0.0443598750138001,0.0282817714270999,0.0034134273574867,0.0474315789473684,-0.0440181515898817
201102,0.0141587416800505,0.00289076825947,0.0172609959364473,0.0022954669315389,-0.1071734877187234,-0.312070715746784,-0.2157071668311117,-0.1040980966233134,-0.0008360155998587,-0.0042543339234151,-0.0008612115342018,-9.74821441351e-05,2011,2,-0.0204895797017998,-0.0660913508392,0.0016765917076,-0.0299614679252,-0.0122871197969999,0.0187061207554456,0.04747,-0.0287638792445543
201103,0.0067956562642726,-0.0056170081183724,0.0128705155706828,0.0012037614570265,,,,,0.0018566479995941,-0.0490917906719559,0.0016214615275446,0.0001087994930405,2011,3,-0.024021560368,-0.033069325024,0.006367127444,-0.0309057291279999,-0.0134986166919999,0.0039486387326682,0.0472,-0.0432513612673318
201104,0.002053185709852,-0.0253183013370418,-0.0100637244430678,-0.0084749488643691,0.1298233076240765,-0.3894383326363773,-0.082675089140511,0.0556158821222015,0.0028084273047919,-0.0572994167319555,0.0025126535032302,0.0001033586384336,2011,4,-0.0577098537033999,-0.0569513949882,-0.0267078537196,-0.0581838904004,-0.0318274500471998,-0.004706153514578,0.0473722222222222,-0.0520783757368002
201105,0.0182775256823754,0.0068291466784655,0.0229454651412782,0.0103775630179749,0.0134340559400705,-0.5067931418907536,0.2225260876809818,0.1283486787474675,-0.0005742662712577,0.0032340022108717,-0.0005429785860244,5.97374507326e-05,2011,5,-0.0023176772069999,0.0382939578465,0.0193622181975001,0.0274031183710001,0.0617041735415,0.0128806395158438,0.0479636363636363,-0.0350829968477925
201106,-0.0010330138045066,-0.0029404125855008,-0.0067575747156827,-0.0033079036663422,-0.1235670694305746,-0.0917160076937555,-0.132818218344025,-0.20037121885224,-0.0013652436750026,0.003958167972075,-0.0013384462272141,-0.0001753148436104,2011,6,-0.0225382435912,-0.0033918798663999,0.0314106250292001,-0.0113695314184,-0.0012977463339999,-0.0202867448214034,0.0473428571428571,-0.0676296019642605
201107,0.0273882012348939,-0.0106634195481213,0.0206003814359724,0.0040335503629309,,,,,0.0043929733051268,0.0562886691931939,0.0045547164684857,0.0003163372128494,2011,7,-0.0073728771625,-0.0300194811502,-0.0397251685734999,-0.0262940657756,0.0232147438079,-0.0287113987184092,0.0467857142857142,-0.0754971130041234
201108,-0.0343355791580222,-0.0125269622648563,-0.053837415060773,-0.0119603812725529,-0.1046866055607758,-0.2174563459292465,-0.3833775171280482,-0.2144862693203127,-0.0102224690369076,-0.0293156386318836,-0.0097943001834749,-0.000922167210549,2011,8,0.0024687681703998,0.0053376485371998,0.0626127958600997,0.0327969320479999,0.03484613231,-0.0241546534990881,0.0434590909090909,-0.067613744408179
201109,-0.0102404050484437,-0.0086352298903249,-0.0006370644686546,-0.0050763867622296,,,,,0.0013761651424164,0.0013322059756087,0.0013430390909563,4.55778283727e-05,2011,9,0.0910700544603999,0.1140238424224,0.1092144773255998,0.1341357328271999,0.0545626012255999,-0.0610747934576375,0.0437818181818181,-0.1048566116394556
201110,0.0134377170372755,0.0320860086327734,0.0457648284145291,0.0085836475002929,,,,,0.0046698068298536,0.1318614008324376,0.006076794390709,0.0005453626644263,2011,10,-0.0947758496055999,-0.0775574177915999,-0.0629450189008,-0.0656441244283999,-0.0795119424839999,0.0715040560965947,0.043825,0.0276790560965946
201111,0.0033712190110426,-0.029197502154393,-0.0268260020428919,-0.0045138083723194,,,,,0.0022754912046322,-0.0246300217598253,0.0021502488127941,3.88569535764e-05,2011,11,0.0588701030295,0.0374766692354999,0.0649525498925001,0.0631697637429999,0.1053274126900001,-0.0305340711126193,0.0413181818181818,-0.0718522529308011
201112,0.0096180082278933,-0.0120496516106309,0.006377737335908,-0.0065947761369448,0.131206138114532,0.5044893844359937,-0.0578509181696716,0.102487355569342,0.0167812878936432,0.0351133842526372,0.0154030682115523,0.0003769321404623,2011,12,-0.0297706479955,-0.00145214662,-0.0105298543780001,-0.0094444762765,-0.0143780131014999,-0.0070947213175476,0.03986,-0.0469547213175476
201201,-0.0021796178084683,-0.0237616355335047,0.0062921058834107,-0.0155518427806506,-0.03293825593471,-0.1582087317807748,-0.0478095057442403,-0.0373589524121059,0.0169807990439277,0.0578690642160309,0.0188889179508663,-0.0007397418086624,2012,1,-0.0668930339641,-0.0386315316673001,-0.0584909657137,-0.076727272939,-0.0965867069853999,0.0602281971722766,0.03966,0.0205681971722766
201202,-0.0326226313482803,0.0081991380769272,-0.019292068663507,-0.0050759179055021,0.2126915720214981,-0.2542398196816578,0.5029225327593849,0.1510514744913394,-0.0051168985966714,0.0593243264181353,0.0028257257569819,-0.0006454527073603,2012,2,0.0128556122756,-0.0086819524479999,-0.0348417342583998,-0.0184181118435999,-0.0578544746479999,0.0135061575928511,0.0409571428571428,-0.0274509852642917
201203,0.0021217506732474,0.0176179734437051,-0.0113250719985158,0.0073832927033343,,,,,-0.0126030990175847,0.0087210136796239,-0.010605106331483,2.48206391357e-05,2012,3,0.046558738247,0.0385522779544,0.0632995188588001,0.0657950389499999,0.0956373000406001,0.5633066261082013,0.0414318181818181,0.5218748079263831
201204,0.0716453965671577,-0.006149517391532,0.1227912844905008,0.00494632553813,,,,,0.0251706667297885,-0.041635167384543,0.0207180882476889,0.0021539939990246,2012,4,-0.0245823781564,0.0082566154376,0.0121375874077998,-0.000400937419,0.0144263657492,0.0319246776568691,0.0396888888888888,-0.0077642112320197
201205,-0.0205379055345194,-0.0221728140434206,-0.0756394676099603,-0.0112853654457659,0.1441767622776027,0.1171101059691608,0.1335875321716493,0.1175562004177166,0.0105747897030082,-0.021028607052699,0.0080194286557176,-0.0012995465507481,2012,5,0.0814078239241,0.1135394883734002,0.078936157428,0.0935512288832001,0.1255754295718001,-0.0668224872711564,0.0336434782608695,-0.1004659655320259
201206,0.0603115290268921,0.0362510458587855,0.0608209612350734,0.0250421658857481,0.29733486278284,0.222344844157954,0.270008176148508,0.257842131131703,-0.0294124013429695,-0.1458771983069012,-0.0324924011788233,0.0004845562433674,2012,6,-0.0749280346040001,-0.033504052662,-0.033885840514,-0.0373219311820001,-0.0079242665779999,0.0061584555160249,0.031645,-0.0254865444839751
201207,-0.0353174247654398,-0.0437504907731482,-0.0811083030178237,-0.0199871646399578,,,,,0.035870863817464,-0.009201702577923,0.0261614625099321,-0.0013727363405955,2012,7,-0.0665834032155,-0.017496979134,-0.0242741974489999,-0.000263481133,0.0060296501594998,0.0347382075992023,0.0327636363636363,0.0019745712355659
201208,-0.021064561923696,-0.0599467189012161,0.010208209240016,-0.0261125110285315,,,,,0.0431738215241877,0.0144396783821223,0.0280944356614582,0.0010885184646033,2012,8,0.0295063590499999,0.0241927778419999,0.0207185132059999,0.0163245902839999,0.0421772065459999,0.0088747642053055,0.0330217391304347,-0.0241469749251292
201209,-0.0539077506172223,0.0468888346097565,0.0289551916748039,-0.0135238631058741,,,,,0.0005921097588427,0.05513027284508,0.0262509351656712,0.0002730390078122,2012,9,-0.0059298737266,0.0002719898062999,-0.0228619455941999,-0.0343796921553,-0.0267011944478999,0.025203057619922,0.032235,-0.007031942380078
201210,0.0712168619574403,-0.0382843179945147,0.0215090044817785,0.0564053283277732,-0.1381993116314426,-0.2063029593143115,-0.1868026461068677,0.2107348004300462,-0.0020551502367729,0.0259804873752685,-0.0019749429946547,4.77021000097e-05,2012,10,0.002539525468,0.001833724736,0.0158489107000001,0.0213944878799998,0.006673501184,0.0309793090945572,0.0302478260869565,0.0007314830076006
201211,-0.0091895407962567,0.030419099104426,-0.00269671475154,-0.0085990799533335,-0.084095924323482,-0.0427915395874852,-0.0817922864114966,-0.0844499639399437,4.63890667945e-05,0.0060468014675082,8.53269851888e-05,-2.47167497197e-05,2012,11,-0.0316453460596999,0.0236721498398999,-0.007070846982,0.0007890130469001,0.0451624000454999,0.0019597600171065,0.0305863636363636,-0.0286266036192571
201212,0.0142473938035923,-0.0082359130704951,0.016718783101298,-0.0038994309121441,0.1407986569921436,0.1539726634347733,0.1585392074348877,,0.0024071435981492,0.0481372565315983,0.0026265051821438,0.000154197469942,2012,12,0.0224067602532,0.0130646666489999,0.0107542564028,0.0097497302088001,-0.0071263098503999,0.0473902359403159,0.0286421052631578,0.018748130677158
201301,0.0022416177194551,0.007640523883914,0.0012847753899802,0.002967413827161,0.0564821913261118,0.085530165320957,0.0731650333860186,0.0334141755575919,-0.003921943244921,0.0083424167478102,-0.003699055247691,-0.0002888093764001,2013,1,0.0141233783805998,0.0284096204364001,0.004532614483,-0.0101532427352,0.0166209731455999,0.0506947586720326,0.0282571428571428,0.0224376158148897
201302,-0.0127382657662691,0.0023411186617962,-0.0083426692358624,-0.0052203072010335,-0.173060218437699,0.0355141468961315,-0.1821302482266973,-0.0904081907856784,-0.0025727795303104,-0.0175778278097168,-0.0027455648365271,-0.0002312337480875,2013,2,0.0067259177567999,0.0261482827296,0.0208880588827999,0.0324200880853999,0.0475938107204001,0.0427684319290795,0.0282599999999999,0.0145084319290795
201303,0.0044856512941327,0.0132873704257322,0.0240470768132846,0.0115618243163153,-0.0259750587629943,0.1365563934096026,-0.0128141629466222,-0.0405715449886785,0.0006783366083327,0.0460557853000891,0.0013103321615956,3.71946268565e-05,2013,3,-0.0183265392103,-0.0231555723976,-0.0058104736024001,-0.0022626124852,0.0497726839003997,-0.0280302737960027,0.028855,-0.0568852737960026
201304,-0.0063574351225728,-0.0160376418478045,-0.007184644596298,-0.0055571449114886,-0.0053164814703109,-0.2202651681060965,-0.0229248336416472,-0.0597888975840222,0.0047580739395916,-0.0357853840243063,0.0041248475859482,0.0004289653023243,2013,4,-0.0483057096895999,0.0273149693376,0.0126332949519998,0.0406893713464,0.0859411074664,0.041900771957356,0.02837,0.013530771957356
201305,0.0272691874546217,-0.0010377510960141,0.0263686511475628,0.0126105969314356,-0.0774892991595353,-0.2742433326227753,-0.1005918371919206,-0.0415244040837177,0.0042726569384277,0.0302606747621976,0.0045251453547112,0.0004724345137659,2013,5,0.0977250286703999,0.1079329258633998,0.0630181782141998,0.0356180331171998,0.0636628875106,-0.0272168222152426,0.0261217391304347,-0.0533385613456773
201306,-0.0170290385919996,-0.0089040945462832,-0.0250579809742666,-0.0007247594555213,0.0140083140478037,-0.0485468555702865,0.0681830053009253,-0.0254514962782996,0.0025373289635517,-0.0490630930594698,0.0018644634621949,0.0002560186612328,2013,6,0.037306511995,0.0559283017499998,0.027319406875,0.07548638261,0.077046867785,-0.0276643081644394,0.0257526315789473,-0.0534169397433867
201307,0.0076516404800102,0.0044887808660751,0.0146013243528778,-0.0039953399312783,-0.0837939069898763,-0.0197154004509754,-0.1555329688082147,-0.041563833420859,-0.0017915782667696,0.0434402521301073,-0.001183406412667,-0.0002261675700444,2013,7,0.0455286604538001,-0.0035302086633999,0.0368048029748,0.0112490322422,0.0346494970094,0.0644204690204528,0.025391304347826,0.0390291646726267
201308,0.0107203348712099,0.0086108114473108,0.0336486840857586,0.0138425675188318,0.0849594659263339,0.0291554738481267,0.1319770292557546,0.0408581737836977,0.0120064741576063,0.0088018438221803,0.0113207034063704,0.0012478690352822,2013,8,0.0212708955418001,-0.0076167986649999,0.0224829666274,0.0053119595813999,0.0193517829896001,0.0201836582800716,0.0239380952380952,-0.0037544369580236
201309,0.0072430217726269,0.002378317030897,0.0078625557239735,0.0128141931108315,0.023557650100319,0.1579722929120253,0.074537733924854,0.0186903926696554,-0.0025526791737626,-0.0133459024084595,-0.0026695259511849,-9.08774938125e-05,2013,9,-0.0351387586860999,-0.0579171344398,-0.0375415409385999,-0.0336970893345999,-0.0241820716146998,0.021966558468477,0.0240095238095238,-0.0020429653410468
201310,-0.0057563000180461,-0.0004942028753444,-0.011372985985314,-0.0048855727291794,-0.0135994318577046,0.037104781809666,0.0183318279963532,0.0043152744478139,-0.0008450278436679,-0.0026162244004085,-0.0008693036763433,-0.0001108803123496,2013,10,-0.0420264066327999,-0.0118138460391999,0.0247747419523998,-0.0200536352920001,-0.0005331821812001,0.0405125669474856,0.0242636363636363,0.0162489305838492
201311,-0.0015334271738618,-0.0001903498497814,0.0115744227118699,0.0011169420215117,0.0527558970071139,0.0551159500449057,0.0444108629741058,0.0294257815458243,0.003963886903501,0.0166879090901035,0.0040869510326031,0.0003122402263286,2013,11,0.040589413348,0.062625178725,0.020224606483,0.0510329040479999,0.09865522164,-0.0122942771681552,0.0243666666666666,-0.0366609438348218
201312,0.0034839693930009,-0.0042956604406714,-0.0005432975746908,-0.0032594061745172,-0.038332603257488,-0.0445232555546322,-0.0317433825400044,-0.0251091067244354,0.001595595292303,0.0016894961376324,0.0016086793515128,0.0001020356721212,2013,12,0.0242677921028,0.0034493410438001,0.0232522579048002,0.0102534201704,0.0501639141518002,0.0110176561332625,0.024355,-0.0133373438667375
201401,0.0142529458464636,0.0052761672923841,0.0175725058578003,0.0184192186575265,0.0354824823440133,-0.030948113906752,0.0491341253693173,0.0039630958728335,0.0002856438133226,-0.0005358797089936,0.0002773785620383,7.41304314858e-05,2014,1,0.0607306168507999,0.008858153108,0.0240727143238999,0.0311183836118,0.0327521619974002,-0.0269854579828479,0.0245904761904761,-0.051575934173324
201402,-0.0172097361142504,0.0069606964523148,-0.0233678650873881,-0.0227033715300672,-0.1500152250813425,-0.0254290008972995,-0.1593381878405027,-0.1410905100729578,-0.0041784575744422,0.0167381840464863,-0.0043063438330972,-0.0004132336853643,2014,2,-0.0373138820437,-0.0309475581382,-0.0092041134147998,-0.0148848332073999,-0.001956298507,0.0415999916398656,0.02474,0.0168599916398656
201403,-0.0013785877578174,-0.0057779242168067,-0.0036852052828297,-0.0038420074334573,0.0144288360467658,0.0692190316543995,0.004354130456192,0.0191148432961392,-0.001036241180603,-0.0154026510331987,-0.0014309079778765,-0.0001367187451857,2014,3,-0.0320434655256,-0.0229227844670001,-0.0191386721129001,-0.0130258752331998,-0.0502848276428,0.0006637336722653,0.0247904761904761,-0.0241267425182108
201404,0.0045068963227032,0.0441868571018349,0.01541304547807,0.0065652666892555,-0.0491871220859874,0.1255445289753242,-0.0445937408130104,-0.0484532407797951,-0.0010649625683,0.0229978837984654,-0.0007701868916984,-0.0001677134112078,2014,4,-0.0442409171208,0.0184106496044,-0.0118725958016,-0.0045251854408,-0.035900613468,0.0134601799409335,0.0248631578947368,-0.0114029779538033
201405,0.001045557750084,-0.0081940132520855,-0.00423909040727,-0.0029358365275214,0.0297128787504322,0.1797121237133745,0.0334275201575828,0.1036149469461694,-6.25395558886e-06,0.0060934587277195,0.0001058975614051,-3.58174665715e-05,2014,5,-0.008815302237,0.0124115568645,-0.013200193319,0.0061331900879999,0.0107173944009999,0.0008528663501398,0.0248090909090909,-0.0239562245589511
201406,0.0075977692283419,-0.0040145679975697,0.0106138979339028,0.0093371669099782,-0.0871496933909686,-0.055147433567535,-0.1015921744458069,-0.0327907845765394,0.0018343618313918,-0.0051915991260225,0.0019176656940477,0.0002182576956167,2014,6,0.002633386782,-0.0029065707571999,-0.0122057851979998,-0.0116122183187999,-0.0009280144931999,-0.0168420845551931,0.024795,-0.0416370845551931
201407,0.0010897564044517,0.0061079595890647,0.0038997361593003,0.0027567168002484,0.0193412635210687,-0.0585779196461205,0.031153078161325,-7.03994682714e-05,-0.0007093440401661,0.0088400375568588,-0.0006186538286371,1.42367149365e-05,2014,7,0.011407335611,0.0382812094769999,0.0047393819450001,0.0060527667580001,0.0076692403739999,0.0521885803361451,0.0246695652173913,0.0275190151187537
201408,-0.0088907771706833,0.0192671730240566,-0.0063924412749468,-0.0079390037649187,-0.0321465273174,-0.0191673753633139,-0.0737975980141962,-0.0479865433550543,-0.0019405048007044,0.0262851529968552,-0.0016870110699719,-0.0001938542038573,2014,8,0.0180702960735998,-0.0034719437336,-0.0116500162530001,0.0104906191044,-0.0220222057898,-0.0040287855247225,0.0247,-0.0287287855247225
201409,0.0090218456107569,0.0033441929178157,0.0189294155694335,0.0128105189467769,0.0436682215509303,-0.0427144920622893,0.0502994270118404,0.0395230742237986,0.00310204845481,0.0091253672665905,0.0035324822363032,0.0002843794739662,2014,9,0.089790882196,0.1098732862199998,0.0437509027579998,0.089470418302,0.0628719150999999,-0.0511826409695171,0.0248227272727272,-0.0760053682422443
201410,0.0033982367726289,0.0124251477855779,0.0077458608567528,0.0098476087840795,0.1508397503089018,0.0953761993889555,0.2361886941618447,0.0640122634186244,-0.000659880710242,-0.007912199074035,-0.0008489880072103,5.27768852835e-06,2014,10,-0.0506490401157,-0.0257001247214,0.0154506759688,0.0046162864151,0.0176374334933999,0.0357460850541148,0.0247090909090909,0.0110369941450238
201411,-0.0008407240695213,0.0058302683114454,0.0014318163907048,-0.0002076643797637,0.0667519667454566,-0.0427423254150009,0.0917785953234671,0.073808573585068,-0.0002774660944325,0.0163403459176086,8.45776763125e-06,-2.42146467623e-05,2014,11,0.0393653867635999,0.0602086914367998,0.0137519725632,0.0377062182323999,0.0882071604008001,-0.0104146168506983,0.02466,-0.0350746168506983
201412,0.0109474050141847,0.0377493420756091,0.0174168876628267,0.0148866336517061,-0.0603456406611717,-0.0078586903304136,-0.0098297813300696,-0.0935545324303299,-0.0012184112191799,-0.0035477190890774,-0.001377299991817,-7.93899766775e-05,2014,12,0.0145306018399999,0.0435171904640001,0.0418608139712,0.0337859785688001,0.0822349909832,0.0178567291907958,0.0242428571428571,-0.0063861279520613
201501,-0.0064567841083778,0.0056634277088546,-0.0048960353007508,-0.0073367537898929,0.2130436337678089,0.2775478120287267,0.3134363261663651,0.2615617327504179,-0.0010746375770003,0.0135370612023379,-0.0008663219579519,-0.0001231017732786,2015,1,0.0233262562448,0.1006976480951999,0.0086741806763999,0.0512600693787999,0.1071276956468001,0.0344536149733983,0.0236499999999999,0.0108036149733983
201502,0.0131280131299109,0.0015194443039582,0.0268092062262689,0.0220839266756322,,,,,0.0030592958621491,-0.0041528261236335,0.0031878505300889,0.000402196839729,2015,2,-0.0055059160135999,-0.0332666706424,0.0269482036063999,-0.0045073277175999,0.0031818021615999,0.073303605406443,0.02081,0.052493605406443
201503,0.0183368040870027,0.0046245681428154,0.0262206674649901,0.0215909725712372,0.0648160581586405,0.143307885938436,0.0516667162933267,0.035317967000363,0.0026903351682976,0.0173239300975795,0.0031143475171182,0.0003142374167309,2015,3,0.0264127845391999,0.0317204083255999,0.0044678015761998,0.0239631120223999,0.0865318308889999,-0.0064262222208716,0.0207045454545454,-0.027130767675417
201504,-0.0102908981823545,,-0.0026885430538794,-0.0076155914806222,0.0617018730340062,,-0.0317614031887072,0.0385601377533915,9.24699983913e-05,0.0129420764300961,0.0002600461743238,-3.10535090059e-05,2015,4,0.0553304346387,-0.0385043479571999,-0.1030695653397,-0.0711217392570999,0.010086956384,-0.0113330280668102,0.020385,-0.0317180280668102
