yearmonth,ticker,industry,ret,log_scope1,log_scope2,log_total_emissions,log_energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int,logsize,bm,leverage,mom,investa,roe,logppe,beta,volat,salesgr,epsgr
200901,AGL,91.0,-0.0399745699855189,14.3002463835305,10.87583720514026,14.332295787946718,17.52329044330219,,,,,2.363806556804286,0.0769856751877948,2.4407922319920807,59.34200052407849,22.518246645418728,0.9711498858549594,0.1239886216476474,0.0154443555320713,-0.0654033891551462,-0.0853999999999999,21.600524637846807,0.3451,0.1272551862733779,0.1917254062555941,22.619310405721603
200901,AIO,81.0,-0.2617079889807162,13.841222163400168,11.351582314561464,13.920901573156986,16.52622274616618,,,,,3.651018504087467,0.3028148616267741,3.9538333657142415,53.51739566408972,21.210094298500696,1.3543744771586252,0.6220724920564068,-0.0824562399773543,-0.0624556409605286,0.0039,21.704653808845663,3.99,0.513540494820965,-0.1503657691419184,-1.5485074626865665
200901,AMP,104.0,-0.0276752767527675,8.995412975433313,12.120155215416954,12.163165144518898,13.584176052186194,,,,,0.0071053558844256,0.1616754756871035,0.1687808315715292,0.6989728682170542,23.341765582290066,0.1920506495463981,0.1374819102749638,-0.046213970171215,0.0,0.2952,19.978825361998915,1.0059,0.1415089413578003,0.0636037221507579,1.138519924098672
200901,AOE,50.0,-0.205223880597015,12.702906844209402,10.580886376127934,12.816047434394047,15.220808207386192,,,,,4.819585550422059,0.5773350361356748,5.396920586557734,59.77510692611431,21.670279376412918,0.4503620728610344,0.1630824264735296,0.0337221751610729,-0.4244695698966566,-0.0206,20.280653225100377,1.69,0.3437677404176704,0.3828747582598715,23.03755868544601
200901,BKN,43.0,-0.1058394160583942,10.488520429241628,11.523924750428597,11.827787298395473,13.909681907729585,,,,,0.2934869777977972,0.8265311377739919,1.120018115571789,8.982151747343362,20.119946153480036,0.6392314769493411,0.4300163121915356,-0.0620098685056806,-0.0845811150354127,0.1626,19.785061751760367,2.89,0.3784504187935534,1.5197066789984806,-1.020408163265306
200901,BKW,30.0,0.0824742268041238,12.60941884366667,11.748337450338292,12.961978639486947,15.669064787658836,,,,,5.047666740856147,2.1336725815915667,7.181339322447712,107.616292009793,21.26315136818684,0.7993004149123684,0.1873297640768951,-0.0233682293921937,-0.0085455155127777,0.0828999999999999,19.80649749103283,0.4788,0.1467546620868785,0.0063089538117491,14.538095238095236
200901,BLD,30.0,-0.2835445094217024,14.828304575790284,13.261128301182454,15.017794937703298,,,,,,5.57864205535519,1.1638914778943956,6.742533533249586,,21.60416333566519,1.141121610696323,0.2939430361305361,-0.0170739526252826,-0.0421583624708624,0.0475999999999999,21.855957439267385,1.3384,0.1272911613616482,-0.1450860045903499,-9.426368892415828
200901,BSL,56.0,0.0085711079314312,15.888728900647708,14.063495783929286,16.03816568692898,19.052555285903345,,,,,7.657101993643456,1.2341722045651544,8.891274198208611,181.17437542136184,22.252131903457688,1.2276977833494944,0.1268979987816709,-0.0688726544279639,-0.084064706811362,0.0078,22.172910513567064,1.4175,1.918588235284672,-0.0785486092792872,-6.033631444983795
200901,CCL,114.0,-0.0043525571273121,10.975139659621457,11.744981184671014,12.125529395939765,14.223107392328645,,,,,0.1284507785695434,0.2773796956100994,0.4058304741796428,3.3060636051728687,22.878159432741,0.1854764297218632,0.4407804983126301,0.0002489757466002,-0.0552164859625188,0.2805999999999999,21.099782623098683,0.28,0.0887367742695268,0.0473473171586855,0.7912568306010923
200901,CEY,49.0,-0.147590361445783,14.671914121036664,12.483473294823778,14.77815649189231,14.31701285426938,,,,,26.31218013185831,2.949368644541289,29.2615487763996,18.45122360040228,20.63937489479748,0.7185180458324145,0.1850668460438913,0.0280959855647428,-0.1468090473387707,0.1241,20.59429545564945,1.38,0.7900850709927336,-0.2297767882628304,-25.300353356890454
200901,CSR,30.0,-0.1903588275825516,13.376293714543603,12.979374835149926,13.890546599328507,17.87466235594408,,,,,1.8155573082448384,1.2207599785921524,3.0363172868369905,163.16486296160673,21.15717004260247,1.0280112662756735,0.2874844809473785,-0.0278877590263593,-0.113718842517429,0.0935,21.53712509266862,1.8003,0.1693771948769602,0.1411086798753703,-16.012569146672778
200901,DOW,216.0,-0.0704862529916526,12.208335084284426,10.720863616235846,12.412045622655407,16.112023351810397,,,,,0.3426747927271633,0.0774250524432458,0.4200998451704091,16.99152787932694,21.33884280024312,0.7188472912554305,0.2397728821204526,-0.0212491969842575,-0.086236276964632,0.1338,20.556389191085504,0.9554,0.0980098000016019,0.3384838873273335,2.062988664552391
200901,ENE1,96.0,-0.0638297872340425,13.546210496367664,8.003363058629947,13.550118213486554,16.666196365612272,,,,,31.24622671607726,0.1223402949910422,31.368567011068297,707.6039135805498,19.548094085058967,0.9135107205994196,0.5715810697244935,-0.0384108982280761,-0.0577250515011118,0.0667,20.339846426804694,0.55,0.1997942828770429,0.1174546108214991,-5.418181818181818
200901,ENV1,31.0,-0.1666666666666666,13.34895856496256,3.80666248977032,13.349030314299108,5.262690188904886,,,,,16.1597784076269,0.0011594949755217,16.16093790260242,0.0049729451172378,20.267416642274917,0.7556284537531723,0.7205566240524947,-0.0683739586618609,-0.0424256137572123,0.0987,21.41421059395116,0.97,0.4756508464746093,0.1119268881244544,-49.53333333333333
