yearmonth,ticker,industry,ret,ln_marketcap,bm,roe,leverage,investa,logppe,ppea,carbon_beta
202105,360,451030,0.005199343171367,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,-1.572102859926229
202106,360,451030,0.151724070348397,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,-1.646730368551923
202107,360,451030,0.1931137717388575,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,-1.033750434667602
202108,360,451030,0.1480551894719686,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,-0.5005150683678702
202109,360,451030,-0.0185792441616058,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,0.0038265278567158
202110,360,451030,0.2238307717722154,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,0.0197903040691245
202111,360,451030,0.1010009675368719,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,0.219594914243687
202112,360,451030,-0.1975206832183587,21.285313525339078,0.1966977890074976,-0.1086999999999999,0.0474058563527351,0.0,14.92790082618127,0.007281279403155,0.1492571502801698
201512,3PL,253020,-0.0242718225162591,19.516918700122613,0.1107359453996236,0.1234,0.0005223224103804,-0.1209863646360237,13.779883380321124,0.0132642401583461,-0.1384079573076527
201601,3PL,253020,-0.1641791261899458,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,0.0045138460533174
201602,3PL,253020,-0.1607142793792515,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-2.703969836609544
201603,3PL,253020,0.0,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-2.593581903209104
201604,3PL,253020,-0.1205673482118599,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-0.3809964072813483
201605,3PL,253020,-0.1290322304110303,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,0.0864476853014078
201606,3PL,253020,-0.3194444585776743,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-0.1028456119242138
201607,3PL,253020,0.1292516560414649,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-0.3357145101738344
201608,3PL,253020,0.1385542317535204,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-1.052646008887681
201609,3PL,253020,0.1693121980795611,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-1.141554978511601
201610,3PL,253020,-0.1176470522757521,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-0.5860151454304663
201611,3PL,253020,0.1948717264852089,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-0.7809928873791526
201612,3PL,253020,-0.0128755248834935,18.442345508453204,0.426156678865738,0.1211,0.1163488950443801,-0.1242847611152671,14.01107734150825,0.0122930103722275,-0.7643197932122513
201701,3PL,253020,-0.1739130366729676,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.025919027880029
201702,3PL,253020,0.0526315922437674,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-0.9947559911318083
201703,3PL,253020,-0.0299999709999999,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.007525017572195
201704,3PL,253020,0.0103092677330218,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-0.968996463592528
201705,3PL,253020,0.0816325739275316,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.132584977644021
201706,3PL,253020,-0.0141509309496256,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.083634401815725
201707,3PL,253020,0.0526316452279052,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.178884842956703
201708,3PL,253020,-0.1000000105454543,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.045622289734006
201709,3PL,253020,0.2020202474543408,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.027106976484609
201710,3PL,253020,0.058823470291649,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.022397969374262
201711,3PL,253020,0.015873000919627,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.025174347234312
201712,3PL,253020,0.1601562872222908,18.794966162754346,0.236644663576709,-0.4875,0.1192210316650868,-0.1164252888734236,13.883169206438088,0.0128388188286677,-1.085935614832385
201801,3PL,253020,0.0437710016075463,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-1.100688819307013
201802,3PL,253020,-0.0193548205993751,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-1.058460168930894
201803,3PL,253020,-0.0263157648026313,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.8328710582494339
201804,3PL,253020,-0.0033783749566289,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.8699578015430505
201805,3PL,253020,-0.0813559342694628,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-1.328391197488915
201806,3PL,253020,-0.0774907878433026,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-1.023005114954558
201807,3PL,253020,-0.007999992,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-1.060381543463389
201808,3PL,253020,-0.0161290168054111,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.9192617498061127
201809,3PL,253020,0.0327868524993291,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.4217577004704621
201810,3PL,253020,-0.0476190019652302,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.6380516929944826
201811,3PL,253020,-0.0416667249999976,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.4160571534602364
201812,3PL,253020,0.0434783243856347,18.974811301192887,0.1092145699579349,0.372,0.0005445634416409,-0.1823561444908331,13.738629513628316,0.016808858231984,-0.3005725412127321
201901,3PL,253020,-0.0416667249999976,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,-0.3969032181113475
201902,3PL,253020,-0.0478260418676739,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.0078203567311525
201903,3PL,253020,-0.0593607819895316,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.1327347272567707
201904,3PL,253020,0.0388350311905008,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.5679126025185792
201905,3PL,253020,-0.0280374659271511,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.5047268401024956
201906,3PL,253020,-0.0576922549926016,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.4250326374460212
201907,3PL,253020,0.0,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.5468321167877415
201908,3PL,253020,-0.0816326953561007,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.658859664163439
201909,3PL,253020,-0.0388888521481471,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.3572921100360155
201910,3PL,253020,0.0867051874369342,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.4814794591576186
201911,3PL,253020,-0.0851063661385241,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.1596471376348216
201912,3PL,253020,0.0058139487425636,18.732182999270066,0.1803328689024731,0.2401,0.0002893006959288,-0.1515132033623169,13.85665250129545,0.0167472958421061,0.1128165908655112
202001,3PL,253020,-0.0289017753884187,18.602638786349637,0.218971251403037,0.059,0.0700860884033856,-0.1552919047963539,15.06598519594163,0.0505244881718874,1.041319577353231
202002,3PL,253020,-0.1904761570861668,18.602638786349637,0.218971251403037,0.059,0.0700860884033856,-0.1552919047963539,15.06598519594163,0.0505244881718874,1.002577462230543
202003,3PL,253020,0.2352940666955023,18.602638786349637,0.218971251403037,0.059,0.0700860884033856,-0.1552919047963539,15.06598519594163,0.0505244881718874,1.514077638966033
202004,3PL,253020,-0.1071428295068018,18.602638786349637,0.218971251403037,0.059,0.0700860884033856,-0.1552919047963539,15.06598519594163,0.0505244881718874,1.46676908645511
202005,3PL,253020,0.0,18.602638786349637,0.218971251403037,0.059,0.0700860884033856,-0.1552919047963539,15.06598519594163,0.0505244881718874,1.529132196251674
202112,4DX,351030,-0.0145985262240929,19.703702686488207,0.2310630970708721,-0.1712999999999999,0.0182304504408478,-0.0038140755226095,14.851265755543128,0.0304116613602508,-1.60999676284392
201712,88E,101020,0.2380952857142855,18.610423546967947,0.4593392830345015,-0.1514,0.2595012083333195,-0.2790054833711528,8.428361977709622,5.609376759252281e-05,15.43652739720764
201801,88E,101020,0.1153845340236718,18.494267445718283,0.8743731910794652,-0.0637,0.1892183677581486,-0.1854217012948273,9.321165927065069,9.024526550008478e-05,5.801245853939392
201802,88E,101020,0.0,18.494267445718283,0.8743731910794652,-0.0637,0.1892183677581486,-0.1854217012948273,9.321165927065069,9.024526550008478e-05,6.393305052795794
201612,8IH,402010,0.0069930841703778,19.631074533559534,0.1546019592170214,0.1421,0.0021774370859975,-0.0083511472939974,13.323544306311618,0.010349630860971,1.747895967990171
201701,8IH,402010,-0.0277778336033929,19.22905980963861,0.2572542311602361,-0.0248,0.0020740732890968,-0.0079486428852666,13.65550963210342,0.0132798881559769,-0.3632274694086002
201702,8IH,402010,-0.0142857002448976,19.22905980963861,0.2572542311602361,-0.0248,0.0020740732890968,-0.0079486428852666,13.65550963210342,0.0132798881559769,-0.2246428151090298
200912,A1M,151040,0.260869508506617,18.63653121730772,0.4057322730371737,-0.3018,0.0,-0.1273629909927392,16.718633999785602,0.294813952360161,-2.042876046528509
201001,A1M,151040,-0.1034482856123664,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,0.6910859849762554
201002,A1M,151040,-0.1153845659763295,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,0.7834667702409588
201003,A1M,151040,0.4782608612476373,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,2.325845014679198
201004,A1M,151040,0.1470587688581321,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,0.4960138685822679
201005,A1M,151040,0.4102564916502331,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-0.8885591687372298
201006,A1M,151040,-0.0818182109421481,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-0.8746241550090966
201007,A1M,151040,0.1881188711694936,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-1.083372631877776
201008,A1M,151040,0.2999998996666706,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-0.4816813369983004
201009,A1M,151040,0.628205164381987,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-0.8018670983324023
201010,A1M,151040,0.3031496029605058,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-0.9834697171922202
201011,A1M,151040,0.3776435111490404,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-0.891244350300239
201012,A1M,151040,-0.1184210458044783,20.75847797842397,0.1850761184095878,-0.1559,0.0,-0.0001140827718676,16.541149237597008,0.0769566507294414,-1.107562925846779
201101,A1M,151040,-0.1417910285661244,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.9840295213382926
201102,A1M,151040,0.2289854240604925,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.9607663410069094
201103,A1M,151040,-0.0330188385679942,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.8923735391786112
201104,A1M,151040,-0.1097560533016051,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.5948411355816741
201105,A1M,151040,0.0410958498780269,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.4936016461387005
201106,A1M,151040,-0.2526315921385043,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.5063027259360267
201107,A1M,151040,0.2535211442967671,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.3391510636385062
201108,A1M,151040,-0.1404494404904683,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,-0.2854496781318279
201109,A1M,151040,-0.3921568466487246,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,0.0524208730149132
201110,A1M,151040,0.2258064273326399,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,0.0278030388053734
201111,A1M,151040,-0.0789473992151434,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,0.0177392871548483
201112,A1M,151040,0.0380953169795952,20.16282491368045,0.2913768466662461,-0.2067999999999999,0.0,-0.0061185611922347,16.60381550579661,0.0949240055282298,0.0029223290550984
201201,A1M,151040,0.1697247132101693,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,0.1144006509854012
201202,A1M,151040,0.035294177919263,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,-0.0821280979972734
201203,A1M,151040,-0.4431818295110188,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,0.2864772922196948
201204,A1M,151040,0.1700680239714933,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,-0.1466166381660498
201205,A1M,151040,-0.3604651127366144,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,0.1811814842785866
201206,A1M,151040,-0.0636364095206603,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,0.1781363854456224
201207,A1M,151040,-0.5728155243095482,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,1.257425776704377
201208,A1M,151040,0.2500000329545457,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,1.065622389205853
201209,A1M,151040,0.7090908681652901,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,0.4609604087925754
201210,A1M,151040,-0.2765957346310547,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,-0.4848710269117575
201211,A1M,151040,-0.117647033910035,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,-0.6036267859752654
201212,A1M,151040,-0.3000000513333313,18.5745873489958,0.8980234752818823,-0.6606000000000001,0.0,0.0,8.949494953477961,7.217265520303717e-05,-2.325452347352083
201401,A1M,151040,-0.1111111022927688,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-0.6190449709855206
201402,A1M,151040,-0.0714286104591834,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-0.6448922095338869
201403,A1M,151040,0.0576923714497066,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-0.9080623199846208
201404,A1M,151040,0.0,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.595795853063256
201405,A1M,151040,0.018181799603306,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.579286656914278
201406,A1M,151040,-0.1428571637755101,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.064794774782717
201407,A1M,151040,0.1458333822048623,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.056160703009796
201408,A1M,151040,0.018181799603306,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.038453644228559
201409,A1M,151040,0.0,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.097619104775234
201410,A1M,151040,-0.1964285957270407,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.053141260723828
201411,A1M,151040,-0.2222222148148147,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.262049433500551
201412,A1M,151040,-0.2285713867755093,17.72617894631285,2.289224242857556,-0.0579999999999999,0.0,0.0,17.566433650144106,0.3570712559095078,-1.39614755146465
201501,A1M,151040,-0.0370371097393662,17.608852724831593,1.900367890144616,-0.1432,0.0,-0.0001284971672215,17.1404386591687,0.3247123415688336,-1.345339214166677
201502,A1M,151040,-0.076923064497041,17.608852724831593,1.900367890144616,-0.1432,0.0,-0.0001284971672215,17.1404386591687,0.3247123415688336,-1.391413442768222
200909,A2B,203040,-0.0355932262065498,20.247521480058403,0.4501013064248584,0.2195,0.2561081868204008,-0.0285601747412897,17.485258159762186,0.0936775641255177,17.24227004948671
200910,A2B,203040,0.0369068604387186,20.247521480058403,0.4501013064248584,0.2195,0.2561081868204008,-0.0285601747412897,17.485258159762186,0.0936775641255177,-2.204549857938339
200911,A2B,203040,0.0067796544671072,20.247521480058403,0.4501013064248584,0.2195,0.2561081868204008,-0.0285601747412897,17.485258159762186,0.0936775641255177,-0.9783494530207162
200912,A2B,203040,0.0117845406276568,20.247521480058403,0.4501013064248584,0.2195,0.2561081868204008,-0.0285601747412897,17.485258159762186,0.0936775641255177,-0.9698866583721676
201001,A2B,203040,-0.0549085504868456,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.8112004936074325
201002,A2B,203040,-0.0211267409566547,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.8980944261730454
201003,A2B,203040,0.032374070116065,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.9242462939305832
201004,A2B,203040,0.0452962089499706,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.973704736275351
201005,A2B,203040,-0.130000035,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.7157981150046313
201006,A2B,203040,-0.0153256565552467,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.6745727599689261
201007,A2B,203040,-0.1245135958530782,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.8813850985717125
201008,A2B,203040,0.0688888762222221,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.8675723210011519
201009,A2B,203040,0.1496882069713569,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.8235832118999312
201010,A2B,203040,0.0361663293680056,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.5496446117037861
201011,A2B,203040,-0.0331588231012186,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.5502064062885514
201012,A2B,203040,0.0541516593967081,20.24369054830978,0.4763860520377651,0.1953,0.2833963811026008,-0.0279571186055526,17.366965336166537,0.0776712871992977,-0.5139325231257669
201101,A2B,203040,-0.030821969397986,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.5159712014136877
201102,A2B,203040,-0.0176678280394306,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.5161523619120748
201103,A2B,203040,-0.0071942378435381,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.5257913366658089
201104,A2B,203040,-0.0090580056471198,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.5063827243032316
201105,A2B,203040,-0.0493601446737897,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.4880428295834138
201106,A2B,203040,-0.009615329968563,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.4848992931599333
201107,A2B,203040,-0.0388350062739173,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.4827833267661134
201108,A2B,203040,-0.0626262535275988,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.449878747858534
201109,A2B,203040,-0.0603447715703016,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.452202768159832
201110,A2B,203040,-0.0344036906857579,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.4819691086583859
201111,A2B,203040,0.059382422266857,20.24558161524057,0.494632518515526,0.1993,0.3062381773615003,-0.05029293000998,17.750957078336008,0.1068683005048501,-0.529919879957701
