yearmonth,ticker,industry,ret,log_scope1,log_scope2,log_total_emissions,log_energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int,logsize,bm,leverage,mom,investa,roe,logppe,beta,volat,salesgr,epsgr,ticker_encode,date,winsor_bm,winsor_leverage,winsor_mom,winsor_investa,winsor_roe,winsor_volat,winsor_salesgr,winsor_epsgr
202008,ALD,240,-.0098934555,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.0084634759,-.022164829,-.012,21.966757,1.2079,.14188175,-1.0592072,-13.274405,ALD,2020m8,.45440876,.2344525,.0084634759,-.022164829,-.012,.14188175,-1.0592072,-13.274405
202009,ALD,240,-.079554193,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.016912019,-.022164829,-.012,21.966757,1.2079,.14188421,-1.150754,-14.421712,ALD,2020m9,.45440876,.2344525,.016912019,-.022164829,-.012,.14188421,-1.150754,-14.421712
202002,ALD,240,-.04886562,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.025235886,-.022164829,-.012,21.966757,1.2079,.12552597,-.84283102,-10.562691,ALD,2020m2,.45440876,.2344525,.025235886,-.022164829,-.012,.12552597,-.84283102,-10.562691
202005,ALD,240,.087078653,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.0027383794,-.022164829,-.012,21.966757,1.2079,.15510124,-1.0173715,-12.750093,ALD,2020m5,.45440876,.2344525,.0027383794,-.022164829,-.012,.15510124,-1.0173715,-12.750093
202106,ALD,240,-.011908932,13.220948,12.33251585120714,27.036459,16.183928,-24807,4860,-24806995140,1589755,25.432507,10.46039,25432516,492.26044,22.678841,.4735159,.25566712,.0081648976,-.032777257,.1895,21.994347,1.3789001,.092052191,.92575681,15.211272,ALD,2021m6,.4735159,.25566712,.0081648976,-.032777257,.1895,.092052191,.92575681,15.211272
202101,ALD,240,-.079169601,13.220948,12.33251585120714,27.036459,16.183928,-24807,4860,-24806995140,1589755,25.432507,10.46039,25432516,492.26044,22.678841,.4735159,.25566712,-.0057476885,-.032777257,.1895,21.994347,1.3789001,.096293055,.95234454,16.39702,ALD,2021m1,.4735159,.25566712,-.0057476885,-.032777257,.1895,.096293055,.95234454,16.39702
202109,ALD,240,.014150944,13.220948,12.33251585120714,27.036459,16.183928,-24807,4860,-24806995140,1589755,25.432507,10.46039,25432516,492.26044,22.678841,.4735159,.25566712,.0078601455,-.032777257,.1895,21.994347,1.3789001,.08932621,.93436867,15.352773,ALD,2021m9,.4735159,.25566712,.0078601455,-.032777257,.1895,.08932621,.93436867,15.352773
202003,ALD,240,-.31743118,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.015699269,-.022164829,-.012,21.966757,1.2079,.15784094,-1.2347915,-15.474911,ALD,2020m3,.45440876,.2344525,.015699269,-.022164829,-.012,.15784094,-1.2347915,-15.474911
202007,ALD,240,-.10368349,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.024544844,-.022164829,-.012,21.966757,1.2079,.14656425,-1.0487286,-13.143075,ALD,2020m7,.45440876,.2344525,.024544844,-.022164829,-.012,.14656425,-1.0487286,-13.143075
202102,ALD,240,-.06075659,13.220948,12.33251585120714,27.036459,16.183928,-24807,4860,-24806995140,1589755,25.432507,10.46039,25432516,492.26044,22.678841,.4735159,.25566712,-.013400629,-.032777257,.1895,21.994347,1.3789001,.094596036,1.0624741,17.457689,ALD,2021m2,.4735159,.25566712,-.013400629,-.032777257,.1895,.094596036,1.0624741,17.457689
202010,ALD,240,.083089769,13.264923,12.31086950236221,27.080435,16.022764,,,,,37.26466,14.353471,37264676,587.50635,22.682863,.45440876,.2344525,.0020743781,-.022164829,-.012,21.966757,1.2079,.14354743,-1.0624744,-13.315343,ALD,2020m10,.45440876,.2344525,.0020743781,-.022164829,-.012,.14354743,-1.0624744,-13.315343
202112,ALD,240,.034530867,13.220948,12.33251585120714,27.036459,16.183928,-24807,4860,-24806995140,1589755,25.432507,10.46039,25432516,492.26044,22.678841,.4735159,.25566712,-.0037625795,-.032777257,.1895,21.994347,1.3789001,.090317726,.88049871,14.467633,ALD,2021m12,.4735159,.25566712,-.0037625795,-.032777257,.1895,.090317726,.88049871,14.467633
201803,ALK,122,.017259235,9.8655262,10.33783162019467,21.378468,12.921796,-9638,-352,-963800352,-137160,147.71881,236.89479,14772119,3138.7505,18.572561,1.6356745,0,.0028828473,-.087236956,.1311,17.406391,.3838,.12377786,.083536506,35.934849,ALK,2018m3,1.6356745,.002030686,.0028828473,-.087236956,.1311,.12377786,.083536506,35.934849
201802,ALK,122,-.033366699,9.8655262,10.33783162019467,21.378468,12.921796,-9638,-352,-963800352,-137160,147.71881,236.89479,14772119,3138.7505,18.572561,1.6356745,0,.0019836882,-.087236956,.1311,17.406391,.3838,.10893559,.084976494,36.555058,ALK,2018m2,1.6356745,.002030686,.0019836882,-.087236956,.1311,.10893559,.084976494,36.555058
201602,ALK,122,.17089844,10.079162,10.34983865311664,21.5921,13.069933,,,,,216.5218,283.82785,21652464,4309.0029,18.371826,1.9983851,0,-.0029056591,-.19241616,.024700001,18.449667,1.8783,.25219882,.078794889,8.7989988,ALK,2016m2,1.9983851,.002030686,-.0029056591,-.19241616,.024700001,.25219882,.078794889,8.7989988
201601,ALK,122,-.12776831,10.079162,10.34983865311664,21.5921,13.069933,,,,,216.5218,283.82785,21652464,4309.0029,18.371826,1.9983851,0,.02286909,-.19241616,.024700001,18.449667,1.8783,.25515884,.092250615,10.302734,ALK,2016m1,1.9983851,.002030686,.02286909,-.19241616,.024700001,.25515884,.092250615,10.302734
201804,ALK,122,-.050899219,9.8655262,10.33783162019467,21.378468,12.921796,-9638,-352,-963800352,-137160,147.71881,236.89479,14772119,3138.7505,18.572561,1.6356745,0,.01587024,-.087236956,.1311,17.406391,.3838,.10936441,.088010728,37.861996,ALK,2018m4,1.6356745,.002030686,.01587024,-.087236956,.1311,.10936441,.088010728,37.861996
201603,ALK,122,-.12510425,10.079162,10.34983865311664,21.5921,13.069933,,,,,216.5218,283.82785,21652464,4309.0029,18.371826,1.9983851,0,-.028742418,-.19241616,.024700001,18.449667,1.8783,.29895058,.090044834,10.057198,ALK,2016m3,1.9983851,.002030686,-.028742418,-.19241616,.024700001,.29895058,.090044834,10.057198
202111,AMI,122,.13157895,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,-.0085029481,-.13264591,.14929999,19.968599,1.2567,1.0874263,.15787561,1.3953488,AMI,2021m11,.83218873,.072179347,-.0085029481,-.13264591,.14929999,1.0874263,.15787561,1.3953488
201908,AMI,122,.019580137,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,-.0021723812,-.20739348,.16249999,18.969374,1.4965,2.213671,.066109017,-22.431202,AMI,2019m8,.5157795,.002030686,-.0021723812,-.20739348,.16249999,2.213671,.066109017,-22.431202
202006,AMI,122,.53848588,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,-.036706444,-.24906915,.12530001,19.163017,1.3311,.23904076,.13327993,-1.6265184,AMI,2020m6,.53754771,.039371569,-.036706444,-.23823786,.12530001,.23904076,.13327993,-1.6265184
202004,AMI,122,.37537539,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,-.094273619,-.24906915,.12530001,19.163017,1.3311,2.1824191,.20194168,-2.4641297,AMI,2020m4,.53754771,.039371569,-.090455815,-.23823786,.12530001,2.1824191,.20194168,-2.4641297
202101,AMI,122,-.046511628,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.025526464,-.13264591,.14929999,19.968599,1.2567,.23636407,.16573399,1.4634147,AMI,2021m1,.83218873,.072179347,.025526464,-.13264591,.14929999,.23636407,.16573399,1.4634147
202109,AMI,122,-.15492958,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,-.02909974,-.13264591,.14929999,19.968599,1.2567,1.0950655,.22641453,2,AMI,2021m9,.83218873,.072179347,-.02909974,-.13264591,.14929999,1.0950655,.22641453,2
202112,AMI,122,-.046511628,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.0092326822,-.13264591,.14929999,19.968599,1.2567,.13976534,.16536801,1.4634147,AMI,2021m12,.83218873,.072179347,.0092326822,-.13264591,.14929999,.13976534,.16536801,1.4634147
201909,AMI,122,-.12492575,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,-.0077760532,-.20739348,.16249999,18.969374,1.4965,2.2187757,.0750736,-25.633484,AMI,2019m9,.5157795,.002030686,-.0077760532,-.20739348,.16249999,2.2187757,.0750736,-25.633484
201906,AMI,122,-.20156069,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,.0086746262,-.20739348,.16249999,18.969374,1.4965,1.0861344,.069448322,-23.559992,AMI,2019m6,.5157795,.002030686,.0086746262,-.20739348,.16249999,1.0861344,.069448322,-23.559992
202007,AMI,122,.089973234,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,.024964105,-.24906915,.12530001,19.163017,1.3311,.23694086,.12227494,-1.4922553,AMI,2020m7,.53754771,.039371569,.024964105,-.23823786,.12530001,.23694086,.12227494,-1.4922553
202005,AMI,122,-.015283843,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,-.049411878,-.24906915,.12530001,19.163017,1.3311,.18188065,.20504859,-2.5023756,AMI,2020m5,.53754771,.039371569,-.049411878,-.23823786,.12530001,.18188065,.20504859,-2.5023756
202108,AMI,122,-.040540539,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,-.027248247,-.13264591,.14929999,19.968599,1.2567,1.095037,.1913467,1.6901408,AMI,2021m8,.83218873,.072179347,-.027248247,-.13264591,.14929999,1.095037,.1913467,1.6901408
202110,AMI,122,.26666668,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,-.036558677,-.13264591,.14929999,19.968599,1.2567,1.089492,.17874603,1.5789474,AMI,2021m10,.83218873,.072179347,-.036558677,-.13264591,.14929999,1.089492,.17874603,1.5789474
202003,AMI,122,-.39249414,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,-.060620248,-.24906915,.12530001,19.163017,1.3311,2.2250903,.27766019,-3.3891034,AMI,2020m3,.53754771,.039371569,-.060620248,-.23823786,.12530001,2.2250903,.27766019,-3.3891034
201910,AMI,122,.033031676,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,-.032201249,-.20739348,.16249999,18.969374,1.4965,2.2160294,.072677888,-24.813841,AMI,2019m10,.5157795,.002030686,-.032201249,-.20739348,.16249999,2.2160294,.072677888,-24.813841
202008,AMI,122,-.01832263,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,.029949225,-.24906915,.12530001,19.163017,1.3311,.23734394,.12456051,-1.5201077,AMI,2020m8,.53754771,.039371569,.029949225,-.23823786,.12530001,.23734394,.12456051,-1.5201077
201904,AMI,122,-.16296554,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,.083886817,-.20739348,.16249999,18.969374,1.4965,1.0840459,.046143495,-15.655659,AMI,2019m4,.5157795,.002030686,.083886817,-.20739348,.16249999,1.0840459,.046143495,-15.655659
201912,AMI,122,.011730907,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,-.03484796,-.20739348,.16249999,18.969374,1.4965,2.203584,.078525558,-26.810223,AMI,2019m12,.5157795,.002030686,-.03484796,-.20739348,.16249999,2.203584,.078525558,-26.810223
202103,AMI,122,-.051282052,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.025159445,-.13264591,.14929999,19.968599,1.2567,.18191402,.18365009,1.6216216,AMI,2021m3,.83218873,.072179347,.025159445,-.13264591,.14929999,.18191402,.18365009,1.6216216
202002,AMI,122,-.10224614,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,-.046000898,-.24906915,.12530001,19.163017,1.3311,2.2073655,.16870981,-2.0589001,AMI,2020m2,.53754771,.039371569,-.046000898,-.23823786,.12530001,2.2073655,.16870981,-2.0589001
201905,AMI,122,-.16774906,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,.069200061,-.20739348,.16249999,18.969374,1.4965,1.0801584,.055447146,-18.811224,AMI,2019m5,.5157795,.002030686,.069200061,-.20739348,.16249999,1.0801584,.055447146,-18.811224
202010,AMI,122,-.070002057,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,.031749278,-.24906915,.12530001,19.163017,1.3311,.23631854,.14331201,-1.7489485,AMI,2020m10,.53754771,.039371569,.031749278,-.23823786,.12530001,.23631854,.14331201,-1.7489485
202105,AMI,122,.05952381,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.033573765,-.13264591,.14929999,19.968599,1.2567,1.0864065,.15264623,1.3483146,AMI,2021m5,.83218873,.072179347,.033573765,-.13264591,.14929999,1.0864065,.15264623,1.3483146
202011,AMI,122,-.081248619,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,.023163132,-.24906915,.12530001,19.163017,1.3311,.23615673,.11908481,-1.9036144,AMI,2020m11,.53754771,.039371569,.023163132,-.23823786,.12530001,.23615673,.11908481,-1.9036144
202009,AMI,122,-.065422356,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,.026790662,-.24906915,.12530001,19.163017,1.3311,.23449054,.13327993,-1.6265184,AMI,2020m9,.53754771,.039371569,.026790662,-.23823786,.12530001,.23449054,.13327993,-1.6265184
201907,AMI,122,.030151799,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,-.0039475681,-.20739348,.16249999,18.969374,1.4965,2.212543,.067405447,-22.870407,AMI,2019m7,.5157795,.002030686,-.0039475681,-.20739348,.16249999,2.212543,.067405447,-22.870407
202012,AMI,122,.036144577,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,.023491992,-.24906915,.12530001,19.163017,1.3311,2.2150793,.10973322,-1.8372093,AMI,2020m12,.53754771,.039371569,.023491992,-.23823786,.12530001,2.2150793,.10973322,-1.8372093
202107,AMI,122,-.097560972,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,-.011620397,-.13264591,.14929999,19.968599,1.2567,1.0953292,.1835898,1.6216216,AMI,2021m7,.83218873,.072179347,-.011620397,-.13264591,.14929999,1.0953292,.1835898,1.6216216
201911,AMI,122,-.085194916,10.36851,11.02487191154644,21.881454,13.602832,,,,,113.63872,219.06886,11364091,2885.1907,19.878366,.5157795,0,-.030012624,-.20739348,.16249999,18.969374,1.4965,2.2112153,.079439253,-27.124731,AMI,2019m11,.5157795,.002030686,-.030012624,-.20739348,.16249999,2.2112153,.079439253,-27.124731
202106,AMI,122,-.078651689,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.039807737,-.13264591,.14929999,19.968599,1.2567,1.0894989,.16567834,1.4634147,AMI,2021m6,.83218873,.072179347,.039807737,-.13264591,.14929999,1.0894989,.16567834,1.4634147
202104,AMI,122,.13513513,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.053593785,-.13264591,.14929999,19.968599,1.2567,1.0868089,.16178581,1.4285715,AMI,2021m4,.83218873,.072179347,.053593785,-.13264591,.14929999,1.0868089,.16178581,1.4285715
202102,AMI,122,-.048780486,10.493855,11.3143769605114,22.006802,13.783646,4406,19758,440619758,146409,85.465652,194.15121,8546759,2293.6633,20.042528,.83218873,.072179347,.020703973,-.13264591,.14929999,19.968599,1.2567,2.2183342,.17423087,1.5384616,AMI,2021m2,.83218873,.072179347,.020703973,-.13264591,.14929999,2.2183342,.17423087,1.5384616
202001,AMI,122,.011358258,10.363662,11.03865675317712,21.876606,13.619773,-154,852,-15399148,13812,93.627472,183.88652,9362931,2429.4861,19.895426,.53754771,.039371569,-.029791299,-.24906915,.12530001,19.163017,1.3311,2.205111,.15154953,-1.8483856,AMI,2020m1,.53754771,.039371569,-.029791299,-.23823786,.12530001,2.205111,.15154953,-1.8483856
201107,AMP,104,-.067484662,9.3845453,12.11607681949958,23.200071,13.641946,4543,9689,4543009689,103429,1.5915229,24.440033,1591547.4,112.40313,23.161522,.60219723,.11205912,-.0045569791,0,.1331,19.987211,1.1131001,.10298625,-.035487767,-2.3179824,AMP,2011m7,.60219723,.11205912,-.0045569791,-.0014736718,.1331,.10298625,-.035487767,-2.3179824
200911,AMP,104,.038655464,8.9954128,12.12015521541695,22.810946,13.584176,,,,,.71053559,16.167547,710551.75,69.897285,23.341766,.19205065,.13748191,.010830307,0,.29519999,19.978825,1.0059,.13024285,.052762028,.97087377,AMP,2009m11,.19205065,.13748191,.010830307,-.0014736718,.29519999,.13024285,.052762028,.97087377
201203,AMP,104,.077306733,8.9858208,12.09236068678329,22.801353,13.567514,-3914,-4284,-3914004284,-60300,.40407667,9.0285263,404085.72,39.470081,23.349998,.54459947,.10520332,-.021569908,-.0014736718,.12970001,19.96398,1.1553,.048091374,.99674183,-.36574075,AMP,2012m3,.54459947,.10520332,-.021569908,-.0014736718,.12970001,.048091374,.99674183,-.36574075
201207,AMP,104,.041558441,8.9858208,12.09236068678329,22.801353,13.567514,-3914,-4284,-3914004284,-60300,.40407667,9.0285263,404085.72,39.470081,23.349998,.54459947,.10520332,-.017774137,-.0014736718,.12970001,19.96398,1.1553,.086805291,1.0588647,-.39401495,AMP,2012m7,.54459947,.10520332,-.017774137,-.0014736718,.12970001,.086805291,1.0588647,-.39401495
200908,AMP,104,.13167259,8.9954128,12.12015521541695,22.810946,13.584176,,,,,.71053559,16.167547,710551.75,69.897285,23.341766,.19205065,.13748191,-.0083768358,0,.29519999,19.978825,1.0059,.13178447,.052158527,.94339621,AMP,2009m8,.19205065,.13748191,-.0083768358,-.0014736718,.29519999,.13178447,.052158527,.94339621
201708,AMP,104,-.05380334,9.0425129,11.49479204377408,20.555555,13.20929,-2426,-8000,-10035508000,-19516,.64948535,7.543632,64956.078,41.89645,23.429726,.48630595,.14187123,-.0043195365,-.0003106324,.13330001,18.132999,1.5994999,.29178768,-.028889734,8.0431376,AMP,2017m8,.48630595,.14187123,-.0043195365,-.0014736718,.13330001,.29178768,-.028889734,8.0431376
202012,AMP,104,-.087719299,8.822175,11.33281745646959,20.335224,13.079852,35,-15681,3484319,-70974,2.5840001,31.816381,258431.81,182.54857,22.401815,.79921198,.78121501,-.0022040468,-.0025805249,.055500001,18.974566,1.1473,.12390419,-1.3471141,54.237179,AMP,2020m12,.79921198,.65629202,-.0022040468,-.0025805249,.055500001,.12390419,-1.3471141,54.237179
201605,AMP,104,-.040816326,9.2947731,11.57310763597856,23.110294,13.244447,1860,-6759,1859993241,1671,.8091166,7.8973083,809124.5,42.00803,23.417107,.50992805,.12293303,-.0054722265,0,.065099999,18.005165,1.4302,.34938869,-.2424823,-7.9875889,AMP,2016m5,.50992805,.12293303,-.0054722265,-.0014736718,.065099999,.34938869,-.2424823,-7.9875889
201502,AMP,104,.16117851,9.1073103,11.63480675795277,22.922834,13.241485,180,-21030,179978970,-72221,.515692,6.4575543,515698.44,32.198765,23.559355,.52173316,.12491769,.026744405,0,.1337,19.862883,1.3757,.14940535,-.16470848,.45373136,AMP,2015m2,.52173316,.12491769,.026744405,-.0014736718,.1337,.14940535,-.16470848,.45373136
201912,AMP,104,-.020460358,8.8170013,11.50488321257699,20.330074,13.217972,-1369,-9771,-7442209771,-49362,.68528485,10.074033,68538.563,55.871231,22.59889,.7629239,.15653694,-.01521221,-.00037241678,-.0265,19.65324,1.383,.2629036,-.32016021,-41.994778,AMP,2019m12,.7629239,.15653694,-.01521221,-.0014736718,-.0265,.2629036,-.32016021,-41.994778
201805,AMP,104,-.034653466,9.0017157,11.59882789397093,22.81724,13.303895,-338,10767,7271510767,54118,.67901957,9.115777,679028.69,50.152752,22.689678,.95045507,.1501535,-.021118635,-.00025468413,.0138,18.369387,1.3404,.34695849,-.093480773,-7.2589746,AMP,2018m5,.95045507,.1501535,-.021118635,-.0014736718,.0138,.34695849,-.093480773,-7.2589746
201108,AMP,104,-.0065789474,9.3845453,12.11607681949958,23.200071,13.641946,4543,9689,4543009689,103429,1.5915229,24.440033,1591547.4,112.40313,23.161522,.60219723,.11205912,-.01162024,0,.1331,19.987211,1.1131001,.10348427,-.035722811,-2.3333333,AMP,2011m8,.60219723,.11205912,-.01162024,-.0014736718,.1331,.10348427,-.035722811,-2.3333333
201109,AMP,104,-.12803532,9.3845453,12.11607681949958,23.200071,13.641946,4543,9689,4543009689,103429,1.5915229,24.440033,1591547.4,112.40313,23.161522,.60219723,.11205912,-.0080804359,0,.1331,19.987211,1.1131001,.096976347,-.040968183,-2.6759493,AMP,2011m9,.60219723,.11205912,-.0080804359,-.0014736718,.1331,.096976347,-.040968183,-2.6759493
201408,AMP,104,.071038254,9.0871553,11.8055353756583,22.902681,13.362126,-3279,-20470,-3279020470,-108067,.42592859,6.4552679,425935.06,30.614925,23.496433,.52375901,.12236847,.017401449,0,.1046,19.809471,1.4033,.13945588,-.18204306,1.2074829,AMP,2014m8,.52375901,.12236847,.017401449,-.0014736718,.1046,.13945588,-.18204306,1.2074829
201909,AMP,104,.076696165,8.8170013,11.50488321257699,20.330074,13.217972,-1369,-9771,-7442209771,-49362,.68528485,10.074033,68538.563,55.871231,22.59889,.7629239,.15653694,-.051410589,-.00037241678,-.0265,19.65324,1.383,.13500217,-.33594874,-44.065754,AMP,2019m9,.7629239,.15653694,-.051410589,-.0014736718,-.0265,.13500217,-.33594874,-44.065754
201105,AMP,104,-.049270075,9.3845453,12.11607681949958,23.200071,13.641946,4543,9689,4543009689,103429,1.5915229,24.440033,1591547.4,112.40313,23.161522,.60219723,.11205912,-.0099167181,0,.1331,19.987211,1.1131001,.10745347,-.03106031,-2.0287907,AMP,2011m5,.60219723,.11205912,-.0099167181,-.0014736718,.1331,.10745347,-.03106031,-2.0287907
201712,AMP,104,.015655577,9.0425129,11.49479204377408,20.555555,13.20929,-2426,-8000,-10035508000,-19516,.64948535,7.543632,64956.078,41.89645,23.429726,.48630595,.14187123,.0079550808,-.0003106324,.13330001,18.132999,1.5994999,.29525423,-.028388759,7.9036608,AMP,2017m12,.48630595,.14187123,.0079550808,-.0014736718,.13330001,.29525423,-.028388759,7.9036608
200910,AMP,104,-.08742331,8.9954128,12.12015521541695,22.810946,13.584176,,,,,.71053559,16.167547,710551.75,69.897285,23.341766,.19205065,.13748191,-.00062844745,0,.29519999,19.978825,1.0059,.1311665,.05480158,1.0084034,AMP,2009m10,.19205065,.13748191,-.00062844745,-.0014736718,.29519999,.1311665,.05480158,1.0084034
201611,AMP,104,.028446389,9.2947731,11.57310763597856,23.110294,13.244447,1860,-6759,1859993241,1671,.8091166,7.8973083,809124.5,42.00803,23.417107,.50992805,.12293303,-.016017072,0,.065099999,18.005165,1.4302,1.6997555,-.29097873,-9.5851068,AMP,2016m11,.50992805,.12293303,-.016017072,-.0014736718,.065099999,1.6997555,-.29097873,-9.5851068
202004,AMP,104,.071161047,8.822175,11.33281745646959,20.335224,13.079852,35,-15681,3484319,-70974,2.5840001,31.816381,258431.81,182.54857,22.401815,.79921198,.78121501,-.033328239,-.0025805249,.055500001,18.974566,1.1473,.24856299,-1.4695798,59.167831,AMP,2020m4,.79921198,.65629202,-.033328239,-.0025805249,.055500001,.24856299,-1.4695798,59.167831
201910,AMP,104,.0054794522,8.8170013,11.50488321257699,20.330074,13.217972,-1369,-9771,-7442209771,-49362,.68528485,10.074033,68538.563,55.871231,22.59889,.7629239,.15653694,-.041276727,-.00037241678,-.0265,19.65324,1.383,.14479892,-.33411828,-43.825615,AMP,2019m10,.7629239,.15653694,-.041276727,-.0014736718,-.0265,.14479892,-.33411828,-43.825615
202010,AMP,104,.1724138,8.822175,11.33281745646959,20.335224,13.079852,35,-15681,3484319,-70974,2.5840001,31.816381,258431.81,182.54857,22.401815,.79921198,.78121501,-.020469572,-.0025805249,.055500001,18.974566,1.1473,.21906835,-1.3735287,55.300655,AMP,2020m10,.79921198,.65629202,-.020469572,-.0025805249,.055500001,.21906835,-1.3735287,55.300655
201911,AMP,104,.065395094,8.8170013,11.50488321257699,20.330074,13.217972,-1369,-9771,-7442209771,-49362,.68528485,10.074033,68538.563,55.871231,22.59889,.7629239,.15653694,-.022011328,-.00037241678,-.0265,19.65324,1.383,.26271263,-.31360981,-41.135551,AMP,2019m11,.7629239,.15653694,-.022011328,-.0014736718,-.0265,.26271263,-.31360981,-41.135551
201810,AMP,104,-.22570533,9.0017157,11.59882789397093,22.81724,13.303895,-338,10767,7271510767,54118,.67901957,9.115777,679028.69,50.152752,22.689678,.95045507,.1501535,-.032036308,-.00025468413,.0138,18.369387,1.3404,.17718054,-.14664838,-11.461538,AMP,2018m10,.95045507,.1501535,-.032036308,-.0014736718,.0138,.17718054,-.14664838,-11.461538
201106,AMP,104,-.061420344,9.3845453,12.11607681949958,23.200071,13.641946,4543,9689,4543009689,103429,1.5915229,24.440033,1591547.4,112.40313,23.161522,.60219723,.11205912,-.0051034945,0,.1331,19.987211,1.1131001,.10564801,-.033092882,-2.1615541,AMP,2011m6,.60219723,.11205912,-.0051034945,-.0014736718,.1331,.10564801,-.033092882,-2.1615541
