Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,6.110000134,6.389999866,151304880
TGP AT Equity,360 Capital Group Ltd,Capital Markets,402030,0.855000019,0.834999979,191651408
TOT AT Equity,360 Capital REIT,Mortgage Real Estate Investment Trusts (REITs),402040,0.870000005,0.879999995,122144248
A2M AT Equity,a2 Milk Co Ltd/The,Food Products,302020,14.05000019,13.67000008,10151218176
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,1.090000033,1.029999971,124043600
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,2.910000086,2.769999981,1844004608
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,1.644999981,1.659999967,899498752
ADH AT Equity,Adairs Ltd,Specialty Retail,255040,3.25,3.789999962,640802112
ABC AT Equity,Adbri Ltd,Construction Materials,151020,2.849999905,2.829999924,1845913856
ADT AT Equity,Adriatic Metals PLC,Metals & Mining,151040,2.309999943,2.279999971,417105440
ANO AT Equity,Advance Zinctek Ltd,Chemicals,151010,3.210000038,3.660000086,218176320
AMX AT Equity,Aerometrex Ltd,Professional Services,202020,1.144999981,1.254999995,118472000
APT AT Equity,Afterpay Ltd,IT Services,451020,79.98999786,96.69000244,27505160192
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,13.61999989,12.47999954,7775461888
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,0.330000013,0.284999996,95986272
AIZ AT Equity,Air New Zealand Ltd,Airlines,203020,1.254999995,1.325000048,1487723264
ALC AT Equity,Alcidion Group Ltd,Health Care Technology,351030,0.140000001,0.129999995,128790224
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,4.340000153,4.289999962,848603392
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,1.409999967,1.230000019,732328192
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,3.50999999,3.289999962,527920992
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,2.480000019,2.559999943,880751488
ALQ AT Equity,ALS Ltd,Professional Services,202020,9.210000038,9.350000381,4510681088
ALU AT Equity,Altium Ltd,Software,451030,35.91999817,37.18000031,4869307392
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,1.375,1.434999943,4163912960
AMA AT Equity,AMA Group Ltd,Commercial Services & Supplies,202010,0.63499999,0.730000019,535749568
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,15.32999992,14.81000042,23229210624
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,1.304999948,1.529999971,5257996800
ALD AT Equity,Ampol Ltd,"Oil, Gas & Consumable Fuels",101020,23.95000076,25.94000053,6477398016
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,7.400000095,6.480000019,13557314560
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,37.09999847,40.18999863,5165513728
APA AT Equity,APA Group,Gas Utilities,551020,10.32999992,10.48999977,12377086976
APD AT Equity,APN Property Group Ltd,Equity Real Estate Investment Trusts (REITs),601010,0.529999971,0.555000007,183042176
APX AT Equity,Appen Ltd,IT Services,451020,34.08000183,32.31999969,3931921920
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,27.64999962,30.77000046,2487873792
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,0.560000002,0.649999976,311808896
ARF AT Equity,Arena REIT,Equity Real Estate Investment Trusts (REITs),601010,2.720000029,2.640000105,900343872
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,29.96999931,28.62999916,18281519104
AHY AT Equity,Asaleo Care Ltd,Personal Products,303020,1.004999995,0.949999988,515966368
ASX AT Equity,ASX Ltd,Capital Markets,402030,81.01999664,79.62999725,15415983104
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,6.070000172,5.639999866,5408862720
AT1 AT Equity,Atomo Diagnostics Ltd,Health Care Equipment & Supplies,351010,0.375,0.335000008,188721520
AMS AT Equity,Atomos Ltd,Household Durables,252010,0.649999976,0.660000026,144198720
ATU AT Equity,Atrum Coal Ltd,Metals & Mining,151040,0.289999992,0.280000001,160932896
AUB AT Equity,AUB Group Ltd,Insurance,403010,16.60000038,16.68000031,1240645120
