yearmonth,ticker,ret,rmrf,smb,hml,rmw,cma,wml,pmc,ticker_encode,date,winsor_ret,winsor_rmrf,winsor_smb,winsor_hml,winsor_rmw,winsor_cma,winsor_wml,winsor_pmc,_Nobs,_R2,_adjR2,_b_winsor_rmrf,_b_winsor_smb,_b_winsor_hml,_b_winsor_rmw,_b_winsor_cma,_b_winsor_wml,_b_winsor_pmc,_b_cons,_fitted,_residuals
201704,1AL,.005291,-.0050120512,.006758261,.035391305,.016268522,.0096215652,.028335305,.00048872747,1AL,2017m4,.005291,-.0050120512,.006758261,.035391305,.016268522,.0096215652,.028335305,.00048872747,13,.5365801977220627,-.1122075254670496,-.5460091665741839,.3127187601557599,1.218226491169981,-.9536769298427322,.0321947002565448,.1331043637879817,-.448745724534213,-.0125507567618504,.0237610171118072,-.0184700171032241
201802,1AL,-.062500007,-.012881814,.031918377,.038756389,.057405517,.030985922,.05595503,.047018871,1AL,2018m2,-.062500007,-.012881814,.031918377,.038756389,.057405517,.030985922,.05595503,.047018871,23,.3656009827303111,.0695481080044563,-.7382226250075491,.0803185534539832,.6918015984751303,-.3068767665563326,-.056908795947843,-.0389219504016702,-.6326099596063558,-.0046710710636147,-.0170883305942401,-.0454116768563405
201607,1AL,-.057894744,.049250796,-.050573755,.0063898433,.0019472748,-.014342143,.021000957,.006507372,1AL,2016m7,-.057894744,.049250796,-.050573755,.0063898433,.0019472748,-.014342143,.021000957,.006507372,,,,,,,,,,,,,
202108,360,.1480552,.019174242,.015629625,-.024621228,-.014457887,-.033275161,.070773296,-.078416556,360,2021m8,.1480552,.019174242,.015629625,-.024621228,-.014457887,-.033275161,.070773296,-.078416556,14,.3714877665153624,-.3617765058833813,-1.077016808276486,.5349343187135993,.5231290203962704,.7176728478912993,-3.419196959310229,-.4658889097509817,-.6312202954324027,.0973738847594057,.1921275715500769,-.0440723757416662
202105,360,.005199343,.021441411,.0022735537,.018580506,.027237281,.026834641,-.017153865,.010989869,360,2021m5,.005199343,.021441411,.0022735537,.018580506,.027237281,.026834641,-.017153865,.010989869,11,.5482555426010521,-.505814857996493,-4.352144198981762,-3.248467682161461,1.760612006210369,-.4348260103947256,-4.339219926572002,.1156953290146507,-1.603411961962294,.1440899924216314,-.0717894208819897,.0769887638480694
202009,360,0,-.035910469,.064302169,.036057342,.026435481,.018572453,.041954614,.0043076649,360,2020m9,0,-.035910469,.064302169,.036057342,.026435481,.018572453,.041954614,.0043076649,,,,,,,,,,,,,
202102,360,.13178301,.024595659,-.0075854515,.024443671,-.040298123,.0047184187,-.030533146,.024565645,360,2021m2,.13178301,.024595659,-.0075854515,.024443671,-.040298123,.0047184187,-.030533146,.024565645,,,,,,,,,,,,,
202110,360,.22383077,-.0012782997,-.031974263,-.046489399,-.056420807,-.047253352,-.040377762,-.0021784273,360,2021m10,.22383077,-.0012782997,-.031974263,-.046489399,-.056420807,-.047253352,-.040377762,-.0021784273,16,.3844116201115227,-.1542282122908949,-1.016017122471011,-.859313085896229,1.175628790719077,.8544257096488788,-3.626907288486439,.1787620826355667,.0151160279040945,.0959151124134136,.1859607096310835,.0378700647953767
202011,360,.0076142061,.11559671,-.065595724,-.028150953,-.040823102,-.031962126,-.12695561,-.042715114,360,2020m11,.0076142061,.10395271,-.065595724,-.028150953,-.040823102,-.031962126,-.088827081,-.042715114,,,,,,,,,,,,,
202101,360,.018421035,.0052863075,.025690803,.015213263,-.036066242,.014608789,.066089787,-.026290873,360,2021m1,.018421035,.0052863075,.025690803,.015213263,-.036066242,.014608789,.066089787,-.026290873,,,,,,,,,,,,,
202111,360,.10100096,.0062272199,.074333228,.047926456,.094508007,.0601792,.045919541,.053939618,360,2021m11,.10100096,.0062272199,.074333228,.047926456,.094508007,.0601792,.045919541,.053939618,17,.3451114775383141,-.1642462621541083,-.457434013833133,.4271493713966557,.1269338494035805,.8473286535449072,-2.613586283483123,-.2243088727128937,.1271312263183093,.0936112976821088,.0479506966693236,.0530502679722474
202107,360,.19311377,.022350585,.03139504,.019987157,.055229373,-.0038471748,.0087829838,.034850739,360,2021m7,.19311377,.022350585,.03139504,.019987157,.055229373,-.0038471748,.0087829838,.034850739,13,.3895938871110585,-.4649746709334597,-1.181817918387532,.5589767505530645,.6957277292944166,.7373258060790637,-3.915653820120746,-.3137447549481438,-1.096663900055486,.0970488246746519,.1169003040577139,.0762134700034891
202106,360,.15172407,.025325663,.033699121,.017464086,.028355947,.0099630887,.036267959,-.024283865,360,2021m6,.15172407,.025325663,.033699121,.017464086,.028355947,.0099630887,.036267959,-.024283865,12,.4378808136997116,-.545827762325793,-1.929270517688689,-.0667598353896537,.3891591058931656,-.0136818044990588,-3.390323255278111,-.1780789808047425,-1.732136194605702,.1025332542591872,.0596581084968549,.0920659618137378
202010,360,-.039024353,.02239459,.0047466783,.0079757525,.01170937,.013222999,.013021181,-.017877191,360,2020m10,-.039024353,.02239459,.0047466783,.0079757525,.01170937,.013222999,.013021181,-.017877191,,,,,,,,,,,,,
202012,360,-.042821176,.031949293,-.027641002,-.064692393,-.014682614,-.040503401,.018433265,.043775801,360,2020m12,-.042821176,.031949293,-.027641002,-.064692393,-.014682614,-.040503401,.018433265,.043775801,,,,,,,,,,,,,
202007,360,.65196073,.016772993,-.026258949,-.10561209,-.027686164,-.055564426,.024264453,-.0027269246,360,2020m7,.33888897,.016772993,-.026258949,-.099257998,-.027686164,-.055564426,.024264453,-.0027269246,,,,,,,,,,,,,
202104,360,.20208327,.045955732,-.002041975,-.037920754,-.01348017,-.044959646,.043221992,.0072487122,360,2021m4,.20208327,.045955732,-.002041975,-.037920754,-.01348017,-.044959646,.043221992,.0072487122,10,.6280696545707773,-.673686554431502,-5.682023187567275,-4.383185553447483,3.268774190010365,-1.402759508964588,-6.514345787526205,.5800729842318582,-2.440522296086734,.1330673671652072,.0761151826059273,.125968092116172
202103,360,.095890425,.017638797,.0062767561,.072187833,.027491884,.044381596,-.0096860826,-.064065695,360,2021m3,.095890425,.017638797,.0062767561,.072187833,.027491884,.044381596,-.0096860826,-.064065695,9,.9625069360243219,.7000554881945753,-11.66173042783713,-7.598830124406255,2.549856342067825,-2.485024934759854,-5.372492943258272,-1.573538995674983,-3.532274155381138,.2447774531736813,.1102323567839892,-.0143419316383631
