Ticker,Name,"GICS Ind Name
","GICS Ind
","Price:M-1
","Price (I)
","Market Cap
"
ONT AT Equity,1300SMILES Ltd,Health Care Providers & Services,351020,6.400000095,6.150000095,145622064
TGP AT Equity,360 Capital Group Ltd,Capital Markets,402030,0.959999979,0.954999983,220483376
3PL AT Equity,3P Learning Ltd,Diversified Consumer Services,253020,1.25999999,1.200000048,167201008
A2M AT Equity,a2 Milk Co Ltd/The,Food Products,302020,10.23999977,9.720000267,7142229504
A2B AT Equity,A2B Australia Ltd,Road & Rail,203040,2.269999981,2.059999943,248087200
ABP AT Equity,Abacus Property Group,Equity Real Estate Investment Trusts (REITs),601010,3.410000086,3.279999971,1901726848
AX1 AT Equity,Accent Group Ltd,Specialty Retail,255040,1.629999995,1.245000005,673845312
ADA AT Equity,Adacel Technologies Ltd,Software,451030,1.730000019,1.554999948,121238368
ADH AT Equity,Adairs Ltd,Specialty Retail,255040,2.599999905,1.75,290280864
ABC AT Equity,Adbri Ltd,Construction Materials,151020,6.179999828,5.670000076,3688962048
APT AT Equity,Afterpay Ltd,IT Services,451020,17.95000076,12.48999977,2872336896
AGL AT Equity,AGL Energy Ltd,Multi-Utilities,551030,19.5,18,11804851200
AGI AT Equity,Ainsworth Game Technology Ltd,"Hotels, Restaurants & Leisure",253010,1.210000038,1.019999981,339163168
1901980D AT Equity,AirXpanders Inc,Health Care Equipment & Supplies,351010,0.109999999,0.067000002,37416808
AJL AT Equity,AJ Lucas Group Ltd,Construction & Engineering,201030,0.370000005,0.340000004,255033056
AQG AT Equity,Alacer Gold Corp,Metals & Mining,151040,2.200000048,2.359999895,693462592
LEP AT Equity,ALE Property Group,Equity Real Estate Investment Trusts (REITs),601010,5.28000021,5.400000095,1057153024
ALK AT Equity,Alkane Resources Ltd,Metals & Mining,151040,0.239999995,0.224999994,113871648
AQZ AT Equity,Alliance Aviation Services Ltd,Airlines,203020,2.480000019,2.380000114,296746656
AKE AT Equity,Allkem Ltd,Metals & Mining,151040,4.21999979,3.329999924,870494144
ALQ AT Equity,ALS Ltd,Professional Services,202020,8.93999958,8.159999847,4002037504
ALU AT Equity,Altium Ltd,Software,451030,27.34000015,21.87000084,2851464704
AWC AT Equity,Alumina Ltd,Metals & Mining,151040,2.769999981,2.549999952,7343601152
AMA AT Equity,AMA Group Ltd,Commercial Services & Supplies,202010,1.110000014,0.910000026,485903392
AYS AT Equity,Amaysim Australia Ltd,Electric Utilities,551010,1.019999981,1.139999986,240303808
AMC AT Equity,Amcor PLC,Containers & Packaging,151030,13.68000031,13.30000019,15403279360
AMP AT Equity,AMP Ltd,Diversified Financial Services,402010,3.190000057,2.470000029,7255448064
ALD AT Equity,Ampol Ltd,"Oil, Gas & Consumable Fuels",101020,29.89999962,28.26000023,7370505216
AGG AT Equity,AngloGold Ashanti Ltd,Metals & Mining,151040,2.359999895,2.720000029,5626347520
ANN AT Equity,Ansell Ltd,Health Care Equipment & Supplies,351010,25.25,23.18000031,3174706432
APA AT Equity,APA Group,Gas Utilities,551020,9.979999542,9.600000381,11326981120
ATL AT Equity,Apollo Tourism & Leisure Ltd,Automobiles,251020,1.409999967,1.409999967,258883568
APX AT Equity,Appen Ltd,IT Services,451020,13.97000027,10.64000034,1132901888
ARB AT Equity,ARB Corp Ltd,Auto Components,251010,19.15999985,17.30999947,1373443712
ALG AT Equity,Ardent Leisure Group Ltd,"Hotels, Restaurants & Leisure",253010,1.784999967,1.600000024,767529600
ARF AT Equity,Arena REIT,Equity Real Estate Investment Trusts (REITs),601010,2.359999895,2.170000076,587580928
AGY AT Equity,Argosy Minerals Ltd,Metals & Mining,151040,0.254999995,0.194999993,180081840
ALL AT Equity,Aristocrat Leisure Ltd,"Hotels, Restaurants & Leisure",253010,28.44000053,26.5,16921419776
ARV AT Equity,Artemis Resources Ltd,Metals & Mining,151040,0.194999993,0.135000005,85494656
AHY AT Equity,Asaleo Care Ltd,Personal Products,303020,0.725000024,0.699999988,380185728
ASX AT Equity,ASX Ltd,Capital Markets,402030,63.65999985,59.16999817,11455026176
ALX AT Equity,Atlas Arteria Ltd,Transportation Infrastructure,203050,6.980000019,6.829999924,4666698240
AUB AT Equity,AUB Group Ltd,Insurance,403010,13.31999969,13.47000027,860012032
AIA AT Equity,Auckland International Airport Ltd,Transportation Infrastructure,203050,6.679999828,6.449999809,7788678144
AKP AT Equity,Audio Pixels Holdings Ltd,Household Durables,252010,12.44999981,15.80000019,424915872
AMI AT Equity,Aurelia Metals Ltd,Metals & Mining,151040,0.730000019,0.735000014,637891328
AZJ AT Equity,Aurizon Holdings Ltd,Road & Rail,203040,4.110000134,4.199999809,8358538752
AST AT Equity,AusNet Services Ltd,Electric Utilities,551010,1.625,1.710000038,6180532736
ASB AT Equity,Austal Ltd,Aerospace & Defense,201010,1.970000029,1.789999962,630070976
ANZ AT Equity,Australia & New Zealand Banking Group Ltd,Banks,401010,28.18000031,25.93000031,74512916480
AAC AT Equity,Australian Agricultural Co Ltd,Food Products,302020,1.284999967,1.320000052,795652096
AFG AT Equity,Australian Finance Group Ltd,Thrifts & Mortgage Finance,401020,1.495000005,1.399999976,300737728
KDR AT Equity,Australian Light Minerals Pty Ltd,Metals & Mining,151040,1.059999943,1,399560800
AUZ AT Equity,Australian Mines Ltd,Metals & Mining,151040,0.041999999,0.035999998,97758624
API AT Equity,Australian Pharmaceutical Industries Ltd,Health Care Providers & Services,351020,1.725000024,1.529999971,753415680
AOF AT Equity,Australian Unity Office Fund,Equity Real Estate Investment Trusts (REITs),601010,2.650000095,2.849999905,464071072
ATS AT Equity,Australis Oil & Gas Ltd,"Oil, Gas & Consumable Fuels",101020,0.469999999,0.395000011,353894784
ABA AT Equity,Auswide Bank Ltd,Thrifts & Mortgage Finance,401020,5.510000229,5.190000057,218927104
AHG AT Equity,Automotive Holdings Group Ltd,Specialty Retail,255040,2.210000038,1.804999948,598579520
ASG AT Equity,Autosports Group Ltd,Specialty Retail,255040,1.399999976,1.169999957,235170000
AVN AT Equity,Aventus Group,Equity Real Estate Investment Trusts (REITs),601010,2.140000105,2.00999999,1066289088
AOG AT Equity,Aveo Group,Real Estate Management & Development,601020,2.019999981,1.845000029,1071645504
AVJ AT Equity,AVJennings Ltd,Household Durables,252010,0.660000026,0.605000019,245769584
AVZ AT Equity,AVZ Minerals Ltd,Metals & Mining,151040,0.094999999,0.066,124638456
BBN AT Equity,Baby Bunting Group Ltd,Specialty Retail,255040,2.329999924,2.200000048,278170720
BOQ AT Equity,Bank of Queensland Ltd,Banks,401010,11.02000046,9.649999619,3834059264
BAP AT Equity,Bapcor Ltd,Distributors,255010,7.659999847,6.829999924,1919743360
BSE AT Equity,Base Resources Ltd,Metals & Mining,151040,0.264999986,0.245000005,285822656
