ticker_year_month,ticker,year-month,year,industry,month,ret,MKT-RF,SMB,HML,WML,pmc
GNC_2011_09,GNC,201109.0,2011,35.0,9,-0.0588252673875788,-15.79,-0.18,1.92,-3.52,-0.012328214232667
GNS_2011_09,GNS,201109.0,2011,38.0,9,-0.2500000000000001,-15.79,-0.18,1.92,-3.52,-0.012328214232667
HVN_2011_09,HVN,201109.0,2011,87.0,9,0.0434937249123521,-15.79,-0.18,1.92,-3.52,-0.012328214232667
ILU_2011_09,ILU,201109.0,2011,122.0,9,-0.2362613279630396,-15.79,-0.18,1.92,-3.52,-0.012328214232667
IPL_2011_09,IPL,201109.0,2011,92.0,9,-0.1349206349206348,-15.79,-0.18,1.92,-3.52,-0.012328214232667
LAU_2011_09,LAU,201109.0,2011,131.0,9,0.1785714285714286,-15.79,-0.18,1.92,-3.52,-0.012328214232667
ABY1_2011_10,ABY1,201110.0,2011,54.0,10,0.1264367816091953,13.98,-2.74,-0.89,-1.1,0.0123536193095623
AGL_2011_10,AGL,201110.0,2011,91.0,10,0.0069953791299497,13.98,-2.74,-0.89,-1.1,0.0123536193095623
AHG_2011_10,AHG,201110.0,2011,90.0,10,0.0885416666666667,13.98,-2.74,-0.89,-1.1,0.0123536193095623
AIO_2011_10,AIO,201110.0,2011,81.0,10,0.0620689655172415,13.98,-2.74,-0.89,-1.1,0.0123536193095623
AMP_2011_10,AMP,201110.0,2011,104.0,10,0.0835443037974683,13.98,-2.74,-0.89,-1.1,0.0123536193095623
BKN_2011_10,BKN,201110.0,2011,43.0,10,0.1712121212121213,13.98,-2.74,-0.89,-1.1,0.0123536193095623
BKW_2011_10,BKW,201110.0,2011,30.0,10,0.1851851851851851,13.98,-2.74,-0.89,-1.1,0.0123536193095623
BSL_2011_10,BSL,201110.0,2011,56.0,10,0.1575556633780797,13.98,-2.74,-0.89,-1.1,0.0123536193095623
CCL_2011_10,CCL,201110.0,2011,114.0,10,0.0310142497904444,13.98,-2.74,-0.89,-1.1,0.0123536193095623
CSL_2011_10,CSL,201110.0,2011,95.0,10,-0.0276280323450135,13.98,-2.74,-0.89,-1.1,0.0123536193095623
CSR_2011_10,CSR,201110.0,2011,30.0,10,0.0472103004291843,13.98,-2.74,-0.89,-1.1,0.0123536193095623
DOW_2011_10,DOW,201110.0,2011,216.0,10,0.0627092502727306,13.98,-2.74,-0.89,-1.1,0.0123536193095623
ELD_2011_10,ELD,201110.0,2011,35.0,10,-0.0344593159124706,13.98,-2.74,-0.89,-1.1,0.0123536193095623
ENE1_2011_10,ENE1,201110.0,2011,96.0,10,-0.0493827160493827,13.98,-2.74,-0.89,-1.1,0.0123536193095623
ENV1_2011_10,ENV1,201110.0,2011,31.0,10,-0.0303030303030302,13.98,-2.74,-0.89,-1.1,0.0123536193095623
FMG_2011_10,FMG,201110.0,2011,56.0,10,0.097285067873303,13.98,-2.74,-0.89,-1.1,0.0123536193095623
FXJ_2011_10,FXJ,201110.0,2011,84.0,10,0.1320754716981131,13.98,-2.74,-0.89,-1.1,0.0123536193095623
GCL_2011_10,GCL,201110.0,2011,49.0,10,0.0140515222482435,13.98,-2.74,-0.89,-1.1,0.0123536193095623
GFF_2011_10,GFF,201110.0,2011,71.0,10,0.1458333333333334,13.98,-2.74,-0.89,-1.1,0.0123536193095623
GNC_2011_10,GNC,201110.0,2011,35.0,10,0.0986344372939882,13.98,-2.74,-0.89,-1.1,0.0123536193095623
GNS_2011_10,GNS,201110.0,2011,38.0,10,0.8000000000000003,13.98,-2.74,-0.89,-1.1,0.0123536193095623
HVN_2011_10,HVN,201110.0,2011,87.0,10,0.0046257973413839,13.98,-2.74,-0.89,-1.1,0.0123536193095623
ILU_2011_10,ILU,201110.0,2011,122.0,10,0.2949543205472227,13.98,-2.74,-0.89,-1.1,0.0123536193095623
IPL_2011_10,IPL,201110.0,2011,92.0,10,0.0703363914373089,13.98,-2.74,-0.89,-1.1,0.0123536193095623
LAU_2011_10,LAU,201110.0,2011,131.0,10,-0.0606060606060606,13.98,-2.74,-0.89,-1.1,0.0123536193095623
ABY1_2011_11,ABY1,201111.0,2011,54.0,11,-0.2142857142857143,-6.53,0.97,-1.07,5.4,-0.0150946751933649
AGL_2011_11,AGL,201111.0,2011,91.0,11,-0.0097240000898292,-6.53,0.97,-1.07,5.4,-0.0150946751933649
AHG_2011_11,AHG,201111.0,2011,90.0,11,-0.1148325358851674,-6.53,0.97,-1.07,5.4,-0.0150946751933649
AIO_2011_11,AIO,201111.0,2011,81.0,11,-0.0108225108225107,-6.53,0.97,-1.07,5.4,-0.0150946751933649
AMP_2011_11,AMP,201111.0,2011,104.0,11,-0.0303738317757008,-6.53,0.97,-1.07,5.4,-0.0150946751933649
BKN_2011_11,BKN,201111.0,2011,43.0,11,-0.0517464424320828,-6.53,0.97,-1.07,5.4,-0.0150946751933649
BKW_2011_11,BKW,201111.0,2011,30.0,11,-0.0178571428571427,-6.53,0.97,-1.07,5.4,-0.0150946751933649
BSL_2011_11,BSL,201111.0,2011,56.0,11,-0.4690636425028526,-6.53,0.97,-1.07,5.4,-0.0150946751933649
CCL_2011_11,CCL,201111.0,2011,114.0,11,-0.0504065040650407,-6.53,0.97,-1.07,5.4,-0.0150946751933649
CSL_2011_11,CSL,201111.0,2011,95.0,11,0.0807345807345807,-6.53,0.97,-1.07,5.4,-0.0150946751933649
CSR_2011_11,CSR,201111.0,2011,30.0,11,-0.1352459016393442,-6.53,0.97,-1.07,5.4,-0.0150946751933649
DOW_2011_11,DOW,201111.0,2011,216.0,11,0.0098407079646016,-6.53,0.97,-1.07,5.4,-0.0150946751933649
ELD_2011_11,ELD,201111.0,2011,35.0,11,-0.2321334272135188,-6.53,0.97,-1.07,5.4,-0.0150946751933649
ENE1_2011_11,ENE1,201111.0,2011,96.0,11,0.1471861471861471,-6.53,0.97,-1.07,5.4,-0.0150946751933649
ENV1_2011_11,ENV1,201111.0,2011,31.0,11,0.03125,-6.53,0.97,-1.07,5.4,-0.0150946751933649
FMG_2011_11,FMG,201111.0,2011,56.0,11,-0.0639175257731957,-6.53,0.97,-1.07,5.4,-0.0150946751933649
FXJ_2011_11,FXJ,201111.0,2011,84.0,11,-0.1166666666666665,-6.53,0.97,-1.07,5.4,-0.0150946751933649
GCL_2011_11,GCL,201111.0,2011,49.0,11,0.1224018475750579,-6.53,0.97,-1.07,5.4,-0.0150946751933649
GFF_2011_11,GFF,201111.0,2011,71.0,11,-0.0545454545454545,-6.53,0.97,-1.07,5.4,-0.0150946751933649
GNC_2011_11,GNC,201111.0,2011,35.0,11,-0.0556333400005714,-6.53,0.97,-1.07,5.4,-0.0150946751933649
GNS_2011_11,GNS,201111.0,2011,38.0,11,-0.4444444444444445,-6.53,0.97,-1.07,5.4,-0.0150946751933649
HVN_2011_11,HVN,201111.0,2011,87.0,11,-0.0322799534703374,-6.53,0.97,-1.07,5.4,-0.0150946751933649
ILU_2011_11,ILU,201111.0,2011,122.0,11,-0.098769868362739,-6.53,0.97,-1.07,5.4,-0.0150946751933649
IPL_2011_11,IPL,201111.0,2011,92.0,11,-0.0828571428571428,-6.53,0.97,-1.07,5.4,-0.0150946751933649
LAU_2011_11,LAU,201111.0,2011,131.0,11,-0.0645161290322581,-6.53,0.97,-1.07,5.4,-0.0150946751933649
ABY1_2011_12,ABY1,201112.0,2011,54.0,12,-0.1038961038961039,-1.04,-1.67,1.2,-0.11,0.0007044355590282
AGL_2011_12,AGL,201112.0,2011,91.0,12,0.0049135220125786,-1.04,-1.67,1.2,-0.11,0.0007044355590282
AHG_2011_12,AHG,201112.0,2011,90.0,12,-0.0648648648648648,-1.04,-1.67,1.2,-0.11,0.0007044355590282
AIO_2011_12,AIO,201112.0,2011,81.0,12,-0.0153172866520788,-1.04,-1.67,1.2,-0.11,0.0007044355590282
AMP_2011_12,AMP,201112.0,2011,104.0,12,-0.0192771084337349,-1.04,-1.67,1.2,-0.11,0.0007044355590282
BKN_2011_12,BKN,201112.0,2011,43.0,12,-0.0259208731241473,-1.04,-1.67,1.2,-0.11,0.0007044355590282
BKW_2011_12,BKW,201112.0,2011,30.0,12,-0.0136363636363636,-1.04,-1.67,1.2,-0.11,0.0007044355590282
BSL_2011_12,BSL,201112.0,2011,56.0,12,0.0657894736842106,-1.04,-1.67,1.2,-0.11,0.0007044355590282
CCL_2011_12,CCL,201112.0,2011,114.0,12,-0.0145547945205479,-1.04,-1.67,1.2,-0.11,0.0007044355590282
CSL_2011_12,CSL,201112.0,2011,95.0,12,0.0259698621352997,-1.04,-1.67,1.2,-0.11,0.0007044355590282
CSR_2011_12,CSR,201112.0,2011,30.0,12,-0.0710900473933648,-1.04,-1.67,1.2,-0.11,0.0007044355590282
DOW_2011_12,DOW,201112.0,2011,216.0,12,0.0389441951766686,-1.04,-1.67,1.2,-0.11,0.0007044355590282
ELD_2011_12,ELD,201112.0,2011,35.0,12,0.209295661642501,-1.04,-1.67,1.2,-0.11,0.0007044355590282
ENE1_2011_12,ENE1,201112.0,2011,96.0,12,-0.0754716981132074,-1.04,-1.67,1.2,-0.11,0.0007044355590282
ENV1_2011_12,ENV1,201112.0,2011,31.0,12,0.0757575757575756,-1.04,-1.67,1.2,-0.11,0.0007044355590282
FMG_2011_12,FMG,201112.0,2011,56.0,12,-0.0594713656387666,-1.04,-1.67,1.2,-0.11,0.0007044355590282
FXJ_2011_12,FXJ,201112.0,2011,84.0,12,-0.1320754716981131,-1.04,-1.67,1.2,-0.11,0.0007044355590282
GCL_2011_12,GCL,201112.0,2011,49.0,12,0.1193415637860082,-1.04,-1.67,1.2,-0.11,0.0007044355590282
GFF_2011_12,GFF,201112.0,2011,71.0,12,-0.1730769230769231,-1.04,-1.67,1.2,-0.11,0.0007044355590282
GNC_2011_12,GNC,201112.0,2011,35.0,12,0.0508623298033281,-1.04,-1.67,1.2,-0.11,0.0007044355590282
GNS_2011_12,GNS,201112.0,2011,38.0,12,-0.1333333333333333,-1.04,-1.67,1.2,-0.11,0.0007044355590282
HVN_2011_12,HVN,201112.0,2011,87.0,12,-0.126164479615346,-1.04,-1.67,1.2,-0.11,0.0007044355590282
ILU_2011_12,ILU,201112.0,2011,122.0,12,0.0616552145771587,-1.04,-1.67,1.2,-0.11,0.0007044355590282
IPL_2011_12,IPL,201112.0,2011,92.0,12,-0.0311526479750778,-1.04,-1.67,1.2,-0.11,0.0007044355590282
