ticker_year_month,ticker,year-month,year,month,ret,MKT-RF,SMB,HML,WML,pmc
GFF_2012_04,GFF,201204.0,2012,4,-0.0579710144927535,1.16,-1.98,1.32,1.94,0.0017374386326472
GNC_2012_04,GNC,201204.0,2012,4,0.0199050949050951,1.16,-1.98,1.32,1.94,0.0017374386326472
HVN_2012_04,HVN,201204.0,2012,4,0.0049709591334834,1.16,-1.98,1.32,1.94,0.0017374386326472
ILU_2012_04,ILU,201204.0,2012,4,-0.0444039659253282,1.16,-1.98,1.32,1.94,0.0017374386326472
IPL_2012_04,IPL,201204.0,2012,4,0.0380952380952381,1.16,-1.98,1.32,1.94,0.0017374386326472
LAU_2012_04,LAU,201204.0,2012,4,0.0588235294117645,1.16,-1.98,1.32,1.94,0.0017374386326472
ABY1_2012_05,ABY1,201205.0,2012,5,-0.1692307692307691,-11.42,0.63,3.62,4.74,-0.0041434689113539
AEJ_2012_05,AEJ,201205.0,2012,5,-0.0884353741496599,-11.42,0.63,3.62,4.74,-0.0041434689113539
AGL_2012_05,AGL,201205.0,2012,5,0.0473922053998041,-11.42,0.63,3.62,4.74,-0.0041434689113539
AHG_2012_05,AHG,201205.0,2012,5,0.0317460317460318,-11.42,0.63,3.62,4.74,-0.0041434689113539
AIO_2012_05,AIO,201205.0,2012,5,-0.0401691331923891,-11.42,0.63,3.62,4.74,-0.0041434689113539
AMP_2012_05,AMP,201205.0,2012,5,-0.091334894613583,-11.42,0.63,3.62,4.74,-0.0041434689113539
BKN_2012_05,BKN,201205.0,2012,5,-0.1875843454790824,-11.42,0.63,3.62,4.74,-0.0041434689113539
BKW_2012_05,BKW,201205.0,2012,5,-0.0048076923076924,-11.42,0.63,3.62,4.74,-0.0041434689113539
BLD_2012_05,BLD,201205.0,2012,5,-0.066122488408037,-11.42,0.63,3.62,4.74,-0.0041434689113539
CCL_2012_05,CCL,201205.0,2012,5,0.0321285140562248,-11.42,0.63,3.62,4.74,-0.0041434689113539
CSL_2012_05,CSL,201205.0,2012,5,0.0270049099836333,-11.42,0.63,3.62,4.74,-0.0041434689113539
CSR_2012_05,CSR,201205.0,2012,5,-0.0544412607449857,-11.42,0.63,3.62,4.74,-0.0041434689113539
DOW_2012_05,DOW,201205.0,2012,5,-0.0886443161766905,-11.42,0.63,3.62,4.74,-0.0041434689113539
ELD_2012_05,ELD,201205.0,2012,5,-0.2291816408255467,-11.42,0.63,3.62,4.74,-0.0041434689113539
ENV1_2012_05,ENV1,201205.0,2012,5,0.0128205128205127,-11.42,0.63,3.62,4.74,-0.0041434689113539
EPW_2012_05,EPW,201205.0,2012,5,0.1477272727272727,-11.42,0.63,3.62,4.74,-0.0041434689113539
EVN_2012_05,EVN,201205.0,2012,5,-0.074279310130129,-11.42,0.63,3.62,4.74,-0.0041434689113539
FMG_2012_05,FMG,201205.0,2012,5,-0.1808510638297872,-11.42,0.63,3.62,4.74,-0.0041434689113539
