ticker_year_month,ticker,year,month,ret,log_scope1,log_scope2,log_total_emissions,log_energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int,logsize,bm,leverage,mom,investa,roe,logppe,beta,volat,salesgr,epsgr
AGL_2009_08,AGL,2009,08,-0.06309232705858514,14.300246383530501,10.87583720514026,25.81317217418585,17.52329044330219,,,,,236.3806556804286,7.6985675187794795,23638073.266610377,5934.200052407849,22.518246645418728,0.9711498858549594,0.1239886216476474,0.012761407915145703,-0.06540338915514626,-0.0853999999999999,21.600524637846807,0.3451,0.03490391837562138,0.20057302003969524,23.737307439867187
AIO_2009_08,AIO,2009,08,-0.006250000000000089,13.841222163400168,11.351582314561465,25.354148457768375,16.52622274616618,,,,,365.1018504087467,30.281486162677414,36510215.322360836,5351.739566408972,21.210094298500696,1.3543744771586252,0.6220724920564068,0.04145617572842356,-0.062455640960528615,0.0039,21.704653808845666,3.99,0.5898409107716909,-0.025182644132496792,-0.8700209643605867
AMP_2009_08,AMP,2009,08,0.13167259786476881,8.995412975433313,12.120155215416954,22.810946287167976,13.584176052186194,,,,,0.7105355884425651,16.167547568710358,710551.7559901339,69.89728682170542,23.341765582290062,0.1920506495463981,0.13748191027496381,-0.00837683560374683,0.0,0.2952,19.978825361998915,1.0059,0.13178446714585887,0.05215852756789002,0.9433962264150942
AOE_2009_08,AOE,2009,08,0.06993006993006978,12.702906844209402,10.580886376127934,24.215833507072443,15.220808207386192,,,,,481.95855504220594,57.73350361356748,48195913.23772421,5977.510692611431,21.670279376412914,0.4503620728610344,0.1630824264735296,0.03760025513604415,-0.42446956989665663,-0.0206,20.280653225100377,1.69,0.19305748172597367,0.1717408879469818,10.690631808278868
BKN_2009_08,BKN,2009,08,0.19128787878787867,10.488520429241627,11.523924750428597,24.304033803446607,13.909681907729583,,,,,29.34869777977972,82.65311377739918,29348780.432893496,898.2151747343362,20.119946153480033,0.6392314769493411,0.43001631219153563,0.02163609247892249,-0.0845811150354127,0.1626,19.785061751760367,2.89,0.3956250756282268,0.5763341183544621,-0.397456279809221
BSL_2009_08,BSL,2009,08,-0.15133538087842024,15.888728900647708,14.063495783929286,32.00682456772403,19.052555285903342,,,,,765.7101993643456,123.41722045651545,7657102117.060677,18117.437542136184,22.252131903457688,1.2276977833494944,0.1268979987816709,-0.0550765316910825,-0.08406470681136205,0.0078,22.172910513567064,1.4175,1.0109786429794414,-0.04625448018363719,-5.969286657859973
CCL_2009_08,CCL,2009,08,0.06216505894962476,10.975139659621455,11.744981184671014,24.790652377007408,14.223107392328643,,,,,12.84507785695434,27.73796956100994,12845105.594923902,330.6063605172869,22.878159432740997,0.18547642972186326,0.44078049831263016,0.017420868381695598,-0.055216485962518845,0.2805999999999999,21.099782623098683,0.28,0.052745713265678396,0.043310751584912585,0.7305751765893032
CEY_2009_08,CEY,2009,08,0.17391304347826075,14.671914121036664,12.483473294823778,28.487424791092316,14.31701285426938,,,,,2631.218013185831,294.93686445412897,2631218308.1226954,1845.122360040228,20.63937489479748,0.7185180458324145,0.18506684604389137,-0.01785878546822643,-0.1468090473387707,0.1241,20.59429545564945,1.38,0.13522845946131137,-0.18406871898842234,-20.3988603988604
CSR_2009_08,CSR,2009,08,0.09974855418657302,13.376293714543603,12.979374835149926,27.19180494489622,17.87466235594408,,,,,181.55573082448382,122.07599785921524,181555852.90048167,16316.486296160672,21.15717004260247,1.0280112662756735,0.2874844809473785,0.016669104631486308,-0.11371884251742909,0.0935,21.53712509266862,1.8003,0.32048396239034793,0.098323257670811,-11.185037839815259
DOW_2009_08,DOW,2009,08,0.23572978745392548,12.208335084284426,10.720863616235846,23.721262808684486,16.112023351810397,,,,,34.26747927271633,7.742505244324581,3426755.6697768774,1699.152787932694,21.33884280024312,0.7188472912554305,0.23977288212045264,0.004628612251883092,-0.08623627696463203,0.1338,20.556389191085504,0.9554,0.515088034602793,0.1483037314894322,0.9157560214094559
ENV1_2009_08,ENV1,2009,08,-0.05769230769230771,13.34895856496256,3.8066624897703196,17.9541294684695,5.262690188904886,,,,,1615.97784076269,0.11594949755217726,161597.90002576655,0.49729451172378253,20.267416642274913,0.7556284537531723,0.7205566240524947,-0.018244056264572945,-0.042425613757212356,0.0987,21.414210593951157,0.97,0.3683078791790271,0.06807819624008495,-30.3265306122449
FGL1_2009_08,FGL1,2009,08,0.01631701631701632,11.106474871430772,12.036754180910872,24.92198796460902,14.343160849892646,,,,,14.180381970319587,35.95034811676283,14180417.920667704,360.8799795601167,23.0190569027162,0.3783014793164517,0.3431413525035526,0.008385534514135004,-0.02224716685972224,0.1939999999999999,21.385335061935496,0.32,0.1026240544381181,0.009806817063104406,3.903669724770642
FLX1_2009_08,FLX1,2009,08,-0.03575418994413393,14.102183121032882,10.469426166355031,25.615108850434886,14.659452937875429,,,,,1733.8062727385145,45.847353383360776,173380673.12120482,3027.0512661976322,21.749135209921505,0.2552547095985217,0.05104264885412841,0.03470517611433668,-0.09516838208291564,0.3776,19.414835812572008,2.32,0.011272343147316961,0.058820163913637154,2.332560834298957
FMG_2009_08,FMG,2009,08,0.04502369668246464,12.68931019389621,10.522961281909057,24.202236804818295,15.395316961513766,,,,,141.6327971144541,16.23044598975523,14163295.941891398,2120.155131230865,23.18367242030919,0.08953572254681484,0.5829787677859374,-0.022589587848597197,-0.21885714785062133,0.1362,22.052353536503627,2.2993,0.4890643136665732,0.13900137336304907,40.18140589569161
GFF_2009_08,GFF,2009,08,0.10852713178294571,11.503450721007685,11.476925160729186,23.01638592416202,14.476918330489065,,,,,39.69584034623708,38.656728380219604,3969622.6913520875,776.4358419491865,21.29332125326545,0.9166093870623868,0.3437943949373628,0.01413343859516252,-0.030220844633862844,0.1051,20.01541102751419,0.55,0.3700174887066375,-0.09718228867165037,7.832167832167832
GNC_2009_08,GNC,2009,08,0.04267531819316184,9.73849497786395,11.653043865545744,23.55401231968303,13.331268440847971,,,,,9.541321156211424,64.72715692485662,9541385.883368349,346.68113037479986,20.581348125647793,0.7995400169890006,0.17841700729859655,-0.001260162084337213,-0.028949869437242218,0.091,19.842547343706286,0.7437,0.10310829026008915,0.32625562268771124,40.54571565342269
GRR_2009_08,GRR,2009,08,0.07202619134230637,12.162606533409937,10.229765142747272,23.67553344574273,15.190538187155177,,,,,382.024825538944,55.292883106105045,38202537.846777506,7890.519453056111,19.23365284632179,1.1779700397379433,0.19165642687609435,-0.050801571979192134,-0.13369749126360245,0.3239,20.047085895216206,1.8994,0.430436126839699,1.4713621140670878,64.03121818798779
HVN_2009_08,HVN,2009,08,0.20121208234464194,8.966356154790121,11.945927916071481,22.781886391948124,13.42113374684153,,,,,3.1723550413924513,62.43000371693928,3172417.471396168,272.93995321029377,21.977640473777804,0.587390272706588,0.1604622959554027,0.015358189528220748,-0.03344167938939649,0.1248,20.122907478419904,1.5554,0.37742818686523266,-0.011067893432850799,-3.625103440911881
ILU_2009_08,ILU,2009,08,0.2539115436737711,13.724842685955332,13.188357089238151,27.540353828719304,16.40996621442202,,,,,1514.8797478852214,885.9014761983746,1514880633.7866976,22208.155581356776,21.12802926617552,0.7307125457177095,0.22321768966831873,-0.02719659922069721,-0.248570339306138,-0.019,21.159066144850648,-0.0417,0.3695769565993093,-0.2781355245575529,-23.22165454902731
IPL_2009_08,IPL,2009,08,0.0905797101449275,13.8313228816365,12.289213625520402,27.646833653530145,17.024869076610607,,,,,294.0060772681233,62.89654174504413,294006140.16466504,7166.31341339893,22.24135085136881,0.7409042242339026,0.23956448304982508,-0.06212313689279208,-0.0592652913499819,0.1028999999999999,21.232129537398862,1.0958,0.2872485022247032,0.10859689352312552,-22.657807308970103
