ticker_year_month,ticker,year-month,year,month,ret,MKT-RF,SMB,HML,WML,pmc
AGL_2009_08,AGL,200908.0,2009,8,-0.0630923270585851,1.64,3.97,-5.1,-4.49,-0.0146976786171676
AIO_2009_08,AIO,200908.0,2009,8,-0.00625,1.64,3.97,-5.1,-4.49,-0.0146976786171676
AMP_2009_08,AMP,200908.0,2009,8,0.1316725978647688,1.64,3.97,-5.1,-4.49,-0.0146976786171676
AOE_2009_08,AOE,200908.0,2009,8,0.0699300699300697,1.64,3.97,-5.1,-4.49,-0.0146976786171676
BKN_2009_08,BKN,200908.0,2009,8,0.1912878787878786,1.64,3.97,-5.1,-4.49,-0.0146976786171676
BSL_2009_08,BSL,200908.0,2009,8,-0.1513353808784202,1.64,3.97,-5.1,-4.49,-0.0146976786171676
CCL_2009_08,CCL,200908.0,2009,8,0.0621650589496247,1.64,3.97,-5.1,-4.49,-0.0146976786171676
CEY_2009_08,CEY,200908.0,2009,8,0.1739130434782607,1.64,3.97,-5.1,-4.49,-0.0146976786171676
CSR_2009_08,CSR,200908.0,2009,8,0.099748554186573,1.64,3.97,-5.1,-4.49,-0.0146976786171676
DOW_2009_08,DOW,200908.0,2009,8,0.2357297874539254,1.64,3.97,-5.1,-4.49,-0.0146976786171676
ENV1_2009_08,ENV1,200908.0,2009,8,-0.0576923076923077,1.64,3.97,-5.1,-4.49,-0.0146976786171676
FGL1_2009_08,FGL1,200908.0,2009,8,0.0163170163170163,1.64,3.97,-5.1,-4.49,-0.0146976786171676
FLX1_2009_08,FLX1,200908.0,2009,8,-0.0357541899441339,1.64,3.97,-5.1,-4.49,-0.0146976786171676
FMG_2009_08,FMG,200908.0,2009,8,0.0450236966824646,1.64,3.97,-5.1,-4.49,-0.0146976786171676
GFF_2009_08,GFF,200908.0,2009,8,0.1085271317829457,1.64,3.97,-5.1,-4.49,-0.0146976786171676
GNC_2009_08,GNC,200908.0,2009,8,0.0426753181931618,1.64,3.97,-5.1,-4.49,-0.0146976786171676
GRR_2009_08,GRR,200908.0,2009,8,0.0720261913423063,1.64,3.97,-5.1,-4.49,-0.0146976786171676
HVN_2009_08,HVN,200908.0,2009,8,0.2012120823446419,1.64,3.97,-5.1,-4.49,-0.0146976786171676
ILU_2009_08,ILU,200908.0,2009,8,0.2539115436737711,1.64,3.97,-5.1,-4.49,-0.0146976786171676
IPL_2009_08,IPL,200908.0,2009,8,0.0905797101449275,1.64,3.97,-5.1,-4.49,-0.0146976786171676
AGL_2009_09,AGL,200909.0,2009,9,-0.0207713987876916,8.7,0.28,0.52,-0.26,0.0092538205446317
AIO_2009_09,AIO,200909.0,2009,9,0.0398322851153041,8.7,0.28,0.52,-0.26,0.0092538205446317
AMP_2009_09,AMP,200909.0,2009,9,0.0251572327044022,8.7,0.28,0.52,-0.26,0.0092538205446317
AOE_2009_09,AOE,200909.0,2009,9,-0.0675381263616556,8.7,0.28,0.52,-0.26,0.0092538205446317
BKN_2009_09,BKN,200909.0,2009,9,0.0476947535771064,8.7,0.28,0.52,-0.26,0.0092538205446317
BKW_2009_09,BKW,200909.0,2009,9,0.0729768786127167,8.7,0.28,0.52,-0.26,0.0092538205446317
BSL_2009_09,BSL,200909.0,2009,9,0.0244798546895641,8.7,0.28,0.52,-0.26,0.0092538205446317
CCL_2009_09,CCL,200909.0,2009,9,-0.0100908173562057,8.7,0.28,0.52,-0.26,0.0092538205446317
CEY_2009_09,CEY,200909.0,2009,9,-0.0826210826210824,8.7,0.28,0.52,-0.26,0.0092538205446317
CSR_2009_09,CSR,200909.0,2009,9,-0.0784461668610102,8.7,0.28,0.52,-0.26,0.0092538205446317
DOW_2009_09,DOW,200909.0,2009,9,0.0212003791257804,8.7,0.28,0.52,-0.26,0.0092538205446317
ENV1_2009_09,ENV1,200909.0,2009,9,0.1632653061224489,8.7,0.28,0.52,-0.26,0.0092538205446317
FGL1_2009_09,FGL1,200909.0,2009,9,0.013761467889908,8.7,0.28,0.52,-0.26,0.0092538205446317
FLX1_2009_09,FLX1,200909.0,2009,9,-0.0063731170336038,8.7,0.28,0.52,-0.26,0.0092538205446317
FMG_2009_09,FMG,200909.0,2009,9,-0.1337868480725624,8.7,0.28,0.52,-0.26,0.0092538205446317
GFF_2009_09,GFF,200909.0,2009,9,0.0839160839160839,8.7,0.28,0.52,-0.26,0.0092538205446317
GNC_2009_09,GNC,200909.0,2009,9,0.1547220132667714,8.7,0.28,0.52,-0.26,0.0092538205446317
GRR_2009_09,GRR,200909.0,2009,9,-0.2205632846963013,8.7,0.28,0.52,-0.26,0.0092538205446317
HVN_2009_09,HVN,200909.0,2009,9,0.0913750300312323,8.7,0.28,0.52,-0.26,0.0092538205446317
ILU_2009_09,ILU,200909.0,2009,9,0.0076144625663194,8.7,0.28,0.52,-0.26,0.0092538205446317
IPL_2009_09,IPL,200909.0,2009,9,-0.0598006644518271,8.7,0.28,0.52,-0.26,0.0092538205446317
AGL_2009_10,AGL,200910.0,2009,10,0.0146276071442652,1.25,1.66,2.16,1.25,-0.0003127417369602
