year,month,bc,bp,sc,sp,pmc
2009,8,0.0370598837884198,-0.002567429199193807,0.0024187221482152915,0.008731478809703092,-0.016657278163062905
2009,9,0.008671909706122357,-0.002187705815786033,0.004752458086681289,-0.0007434787414343457,-0.008177776175012013
2009,10,-0.016672139673936028,-0.0011698404285472306,-0.002191289301324949,-0.004020377818951982,0.006836605363880883
2009,11,0.008447261774857743,-0.0029308114741662464,-0.0019315968016222883,-0.0018361677917000424,-0.005641322119550872
2009,12,0.018962272270763834,0.022294535008632297,0.0005272457399556239,0.003117186498275162,0.0029611017480940006
2010,1,-0.0158719838427862,-0.0153568393423261,-0.00244633228380437,0.0003006536446431415,0.0016310652144538064
2010,2,-0.00853795225187729,3.6196358133705475e-06,0.0011609191248363186,0.0003031937638378174,0.0038419232633460794
2010,3,0.006761035762257504,0.026012353074163903,0.00284157510189385,0.008808821743467952,0.012609281976740251
2010,4,0.00017227829410803295,-0.007552663026479422,-0.001799276487785475,0.0009180191851250311,-0.0025038228238384746
2010,5,-0.004554901767044034,-0.0134132773973708,-0.0023710625405653817,-0.001868443626647224,-0.004177878358204304
2010,6,-0.0010258546610821292,-0.007031563551427084,-0.009790389737452367,-0.0008705331973126118,0.0014570738248974
2010,7,0.004172515878105938,0.022697158727315602,0.008991217740769917,0.0019223078231920124,0.0057278664658158805
2010,8,0.0013188834983287804,-0.006568934669982371,-0.004640858572580784,-0.0012117044582890123,-0.00222933202700969
2010,9,0.0008969478886325642,0.007580011289863835,0.0013294822172806719,0.0009417430883329605,0.00314766213614178
2010,10,-0.0022554517273942385,-0.0017335422547805146,0.0026516079717395107,-0.0007544026160641434,-0.0014420505575949653
2010,11,-0.0051948142870364,0.005370735858965602,-0.0018550566627461504,-0.0011111651686587778,0.005654720820044687
2010,12,0.0014270727960655383,0.020572625010788364,0.0030941657392208957,0.001202193065798613,0.008626789770650272
2011,1,0.004267163157409285,-0.001813080114328677,-0.0003633966514469209,0.0005988343701546984,-0.0025590061250681715
2011,2,-0.008047979770905685,0.02110104794751122,-0.0006760221908665876,-0.0016587348202695197,0.014083157544506987
2011,3,0.0005360586242271921,0.01468782975564988,0.00042502266413357913,-0.0011434510854925212,0.006291648690898294
2011,4,-0.010238880480768715,-0.019340365524183563,-0.0006001484225131103,-0.0005477390809829467,-0.004524537850942343
2011,5,-0.013723562764528787,0.01133292971106407,-0.00174249073408826,0.001126289507674196,0.013962636358677658
2011,6,-0.013346949893669878,0.0026064766078633273,-0.0009181355739645224,-0.0015429867378417188,0.007664287668828004
2011,7,-0.025271430876388674,0.0030997255454800563,-0.0006801590483529339,0.0005502033268681831,0.014800759398544923
2011,8,-0.017838961203535772,-0.01686339653558598,-0.00036700561037540343,-0.0016896237129836293,-0.0001735267173292171
