year,ticker,industry,log_scope1,log_scope2,log_total_emissions,log_energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int,logsize,bm,roe,leverage,investa,logppe,salesgr,epsgr
2009,ABY1,54.0,11.417944231057271,10.72154784479487,22.930874679795416,14.421821800689695,,,,,233.96941949526476,116.60521921688593,23397058.554745693,4717.65904512464,17.596790443121133,9.373302495424094,-0.1848999999999999,0.22813234415375325,-0.08565876508480169,19.885266279706986,-6.42986391345698,-412.57142857142856
2009,AGL,91.0,14.300246383530501,10.87583720514026,25.81317217418585,17.52329044330219,,,,,236.3806556804286,7.6985675187794795,23638073.266610377,5934.200052407849,22.518246645418728,0.9711498858549594,-0.0853999999999999,0.1239886216476474,-0.06540338915514626,21.600524637846807,0.20817830575719753,22.85576208178439
2009,AIO,81.0,13.841222163400168,11.351582314561465,25.354148457768375,16.52622274616618,,,,,365.1018504087467,30.281486162677414,36510215.322360836,5351.739566408972,21.210094298500696,1.3543744771586252,0.0039,0.6220724920564068,-0.062455640960528615,21.704653808845666,-0.0720045370008984,-3.120300751879698
2009,AMP,104.0,8.995412975433313,12.120155215416954,22.810946287167976,13.584176052186194,,,,,0.7105355884425651,16.167547568710358,710551.7559901339,69.89728682170542,23.341765582290062,0.1920506495463981,0.2952,0.13748191027496381,0.0,19.978825361998915,0.048705327979116905,0.8862629246676514
2009,AOE,50.0,12.702906844209402,10.580886376127934,24.215833507072443,15.220808207386192,,,,,481.95855504220594,57.73350361356748,48195913.23772421,5977.510692611431,21.670279376412914,0.4503620728610344,-0.0206,0.1630824264735296,-0.42446956989665663,20.280653225100377,0.222553089001052,13.822535211267606
2009,BKN,43.0,10.488520429241627,11.523924750428597,24.304033803446607,13.909681907729583,,,,,29.34869777977972,82.65311377739918,29348780.432893496,898.2151747343362,20.119946153480033,0.6392314769493411,0.1626,0.43001631219153563,-0.0845811150354127,19.785061751760367,0.8411006877892352,-0.580046403712297
2009,BKW,30.0,12.60941884366667,11.748337450338292,26.42492982433558,15.669064787658836,,,,,504.7666740856146,213.36725815915665,504766887.4528728,10761.629200979301,21.26315136818684,0.7993004149123684,0.0828999999999999,0.1873297640768951,-0.008545515512777763,19.80649749103283,0.0051299373013476745,11.787644787644787
2009,BLD,30.0,14.828304575790284,13.261128301182454,28.64381534238801,,,,,,557.864205535519,116.38914778943956,557864321.9246668,,21.60416333566519,1.141121610696323,0.0475999999999999,0.29394303613053613,-0.04215836247086247,21.855957439267385,-0.11657376129026571,-4.085995085995086
2009,BSL,56.0,15.888728900647708,14.063495783929286,32.00682456772403,19.052555285903342,,,,,765.7101993643456,123.41722045651545,7657102117.060677,18117.437542136184,22.252131903457688,1.2276977833494944,0.0078,0.1268979987816709,-0.08406470681136205,22.172910513567064,-0.05228766008226618,-34.29249011857707
2009,CCL,114.0,10.975139659621455,11.744981184671014,24.790652377007408,14.223107392328643,,,,,12.84507785695434,27.73796956100994,12845105.594923902,330.6063605172869,22.878159432740997,0.18547642972186326,0.2805999999999999,0.44078049831263016,-0.055216485962518845,21.099782623098683,0.03694227745288283,0.6279271465741539
