yearmonth,asx500_ret,rf,rmrf
201705,0.0224018505967444,0.014660869565217392,0.007740981031527009
201706,0.0031584812274378,0.01466190476190476,-0.011503423534466959
201707,0.0081391123077004,0.014752380952380953,-0.006613268644680552
201708,0.0066758668161346,0.014717391304347826,-0.008041524488213226
201709,-0.0044984570815197,0.014776190476190476,-0.019274647557710176
201710,0.0418058140263279,0.014786363636363637,0.027019450389964263
201711,0.0240787646386957,0.01470909090909091,0.00936967372960479
201712,0.022001386794788,0.014842105263157894,0.007159281531630106
201801,0.0006196436783758,0.014861904761904764,-0.014242261083528964
201802,0.0021181867818966,0.01472,-0.0126018132181034
201803,-0.0111691637489109,0.014752380952380953,-0.025921544701291852
201804,0.0421212633059978,0.014784210526315789,0.027337052779682014
201805,0.0158212775366379,0.014821739130434781,0.0009995384062031175
201806,0.0283485196103606,0.0149,0.013448519610360601
201807,0.0131691695776155,0.014854545454545454,-0.0016853758769299534
201808,0.0101936919637134,0.0148,-0.0046063080362866
201809,0.0869353712076256,0.014745,0.0721903712076256
201810,-0.0594813426363169,0.014830434782608695,-0.0743117774189256
201811,-0.0246799647891889,0.0149,-0.039579964789188904
201812,0.0051619480468552,0.014805263157894736,-0.009643315111039536
201901,0.0447238426469766,0.0147,0.0300238426469766
201902,0.0590224361124894,0.014570000000000001,0.0444524361124894
201903,0.0129456774483494,0.014290476190476189,-0.0013447987421267883
201904,0.0230673069796489,0.013868421052631578,0.009198885927017321
201905,0.0168855765251272,0.012669565217391305,0.004216011307735896
201906,0.0401008298613438,0.010442105263157895,0.029658724598185904
201907,0.0282161915037429,0.008952173913043478,0.01926401759069942
201908,-0.0250318973386405,0.008227272727272727,-0.033259170065913224
201909,0.0193937734012005,0.007995238095238095,0.011398535305962404
201910,-0.0011727029780663,0.0062043478260869565,-0.007377050804153257
201911,0.0343962326884987,0.006595238095238096,0.027800994593260606
201912,-0.0125129075699155,0.0068000000000000005,-0.0193129075699155
202001,0.0460832248462588,0.006228571428571429,0.03985465341768737
202002,-0.0820785468807292,0.006670000000000001,-0.0887485468807292
202003,-0.1726186019986483,0.0024636363636363636,-0.17508223836228468
202004,0.1055177143384086,0.00126,0.10425771433840861
202005,0.0573674424663436,0.0011047619047619046,0.05626268056158169
202006,0.0367605025409566,0.0011666666666666665,0.035593835874289936
202007,0.0180816878153913,0.0010695652173913044,0.017012122597999994
202008,0.0329419697412464,0.000995,0.031946969741246396
202009,-0.0346104668280032,0.0008227272727272727,-0.035433194100730474
202010,0.0236945894999109,0.0005333333333333334,0.023161256166577566
202011,0.1161586160361074,0.00018571428571428572,0.11597290175039311
202012,0.0323540539396464,0.00014761904761904763,0.032206434892027354
202101,0.0055968340587762,2.105263157894737e-05,0.0055757814271972525
202102,0.0248956597652632,-4.4999999999999996e-05,0.0249406597652632
202103,0.017938796332471,-9.565217391304347e-05,0.01803444850638404
202104,0.0462557336807717,-8e-05,0.0463357336807717
202105,0.0217414109547251,-6.666666666666667e-05,0.021808077621391767
202106,0.0256256639091125,1.9047619047619046e-05,0.02560661629006488
202107,0.0226505845519058,3.6363636363636364e-05,0.022614220915542164
202108,0.019474242253143,2.380952380952381e-05,0.019450432729333476
202109,-0.0241887855488448,2.727272727272727e-05,-0.024216058276117527
202110,-0.000978299693574,0.00029,-0.001268299693574
202111,0.006586310865374,0.00017727272727272728,0.006409038138101272
202112,0.0317063093366392,0.0002619047619047619,0.031444404574734436
202201,-0.0403135357562595,0.0005052631578947368,-0.040818798914154235
202202,0.0157317213134603,0.00042,0.0153117213134603
202203,0.0845801641623681,0.0010391304347826087,0.08354103372758549
202204,-0.011213155077536,0.0031833333333333336,-0.014396488410869332
202205,-0.0417516279159596,0.008036363636363637,-0.04978799155232323
202206,-0.0862460629979934,0.014300000000000002,-0.1005460629979934
