year,month,bc,bp,sc,sp,pmc
2009,8,0.040355174358900445,-0.009609050817480176,0.0017811307519533185,0.0066681252525099734,-0.02253861533791198
2009,9,0.008799830191043117,-0.003726528436253658,0.0019733949109922377,3.1260432040445055e-06,-0.007248313747542484
2009,10,-0.010267610863789167,-8.617278598830247e-05,-0.0012584016265988847,-0.003824547705461008,0.0038076459994693707
2009,11,0.012229584760057846,-0.003090268277004292,-0.0004692925485244002,0.0024344196152448778,-0.00620807043664643
2009,12,0.02208247651160563,0.023467758088209917,-5.4481514754688306e-05,0.004393538022130456,0.002916650556744716
2010,1,-0.02069090182930309,-0.0153568393423261,-0.0026295095048086336,-0.00234001863814746,0.002811776676819082
2010,2,-0.005743943963674785,0.004573619934840911,0.00016898458180179148,-0.00010798756292931366,0.005020295876892296
2010,3,0.005413398474457029,0.035287488089663394,0.0028583435348308933,8.035106664242494e-05,0.013548048573508949
2010,4,-0.0037129255768036055,-0.020267610354361178,-0.002556516958780586,0.00016287517690670238,-0.0069176463209351426
2010,5,-0.001908487987499864,-0.03534120378243048,-0.0006501633640224483,-0.0003650042711227195,-0.016573778351015443
2010,6,-0.0028933177448247434,-0.0027965433697220207,-0.004463173595928138,-0.0004296456407559726,0.0020651511651374444
2010,7,0.0075968144684318666,0.03136854655104231,0.004677058691457479,0.0004915322468076069,0.009793102818980286
2010,8,0.00026300154860123596,0.012288316083515244,-0.0008931398887596514,0.0002912967665062398,0.00660487559508995
2010,9,0.005928587061139197,0.029949939334078888,0.0022462120736725945,-6.620851224641216e-05,0.010854465843510342
2010,10,-0.008587176082271298,0.03769676730115456,-0.0013732906746093212,-0.0002455442916008833,0.02370584488321715
2010,11,-0.010735093864580932,0.007583079535127067,0.00022087145408338123,0.00025630519681048405,0.009176803571217551
2010,12,0.0005205099694232188,0.027448693172456556,0.003765598739507948,0.00013393324996411704,0.011648258856744753
2011,1,0.004267163157409285,-0.008123696712354338,0.0009181460445592299,0.00017699481362737476,-0.006566005550347739
2011,2,-0.008047979770905685,0.02748680231312594,-0.001959012208995771,-0.00021167935323209648,0.01864105746989765
2011,3,0.0005360586242271921,0.0059871833378125775,0.00042502266413357913,-8.231285346372221e-05,0.002471894597994042
2011,4,-0.010238880480768715,-0.027003482619180612,-0.0006001484225131103,1.6779158590681802e-05,-0.008073837278654053
2011,5,-0.013723562764528787,0.02227105179996769,-0.002382624029498762,-1.4895679705741429e-05,0.01918117145714475
2011,6,-0.013346949893669878,-0.0011743995775179358,-0.0012680843311501891,-0.00011962376625226707,0.006660505440524932
2011,7,-0.025271430876388674,-0.00021709489756822735,-0.004236815277913872,-3.0855336533322777e-05,0.014630147960100497
2011,8,-0.017838961203535772,-0.018866901847864638,-0.00036700561037540343,0.0003632651826049912,-0.00014883492567423565
2011,9,-0.004272936404693414,-0.08758454777362144,-0.0012271040553838565,-0.0004295504245107697,-0.041257028869027476
2011,10,0.007864746160016194,0.04927205694987619,0.0022789961009775433,-0.0001930325364468151,0.01946764107621782
2011,11,0.00691954483718126,-0.03690034970975425,-0.001966835329087549,0.0005753372352538189,-0.02063886099129707
2011,12,-0.004043928411287911,-0.009467851663392904,-0.0004053346342357806,-0.000295011989664,-0.002656800303766606
2012,1,0.004386823961850546,0.04363782858042071,0.0014049714705137275,0.0007140039551956127,0.019280018551626026
