index,year,month,portfolio_ret,ASX200,pmc
0,2009,8,0.05766877492938717,0.05540362865221482,0.00226514627717235
1,2009,9,-0.011351869711775295,0.05905249966902071,-0.070404369380796
2,2009,10,-0.017465508425743365,-0.02116667021527996,0.0037011617895365938
3,2009,11,0.018839127312684674,0.012516717888194195,0.0063224094244904785
4,2009,12,0.06474919948808826,0.03600945941461897,0.028739740073469286
5,2010,1,-0.04946335488058839,-0.06180377490354949,0.012340420022961103
6,2010,2,0.003623565632127434,0.014902343019119524,-0.01127877738699209
7,2010,3,0.04859181948742503,0.051275466474330456,-0.0026836469869054233
8,2010,4,-0.022196299586912136,-0.013977802554642316,-0.00821849703226982
9,2010,5,-0.04749203126085898,-0.07856587608143928,0.0310738448205803
10,2010,6,-0.005373412086074147,-0.028933970731918723,0.023560558645844575
11,2010,7,0.05228519645509179,0.04462927385398219,0.007655922601109602
12,2010,8,0.02633427188197956,-0.019861456951932865,0.04619572883391243
13,2010,9,0.04824497069019158,0.04056918008369226,0.007675790606499325
14,2010,10,0.027626013127054996,0.017169891767363277,0.01045612135969172
15,2010,11,-0.026061314567718204,-0.01655399419168624,-0.009507320376031966
16,2010,12,0.029957428961707073,0.035077891976007525,-0.005120463014300452
17,2011,1,-0.0014338455418157025,0.0018283592940964155,-0.003262204835912118
18,2011,2,0.021583413960324507,0.016353261754419757,0.00523015220590475
19,2011,3,0.004270579416405131,0.0012887920828801303,0.0029817873335250007
20,2011,4,-0.03866843668788783,-0.003027150511907717,-0.035641286175980114
21,2011,5,0.004520791892315476,-0.02383067142861306,0.028351463320928534
22,2011,6,-0.021760387609922247,-0.02130961576977819,-0.0004507718401440576
23,2011,7,-0.031714284556097636,-0.03978328828452471,0.008069003728427074
24,2011,8,-0.04218479011630148,-0.028951023189431213,-0.013233766926870269
25,2011,9,-0.10625500256904169,-0.06701846855160654,-0.039236534017435154
26,2011,10,0.07171552455963688,0.07222323809390763,-0.0005077135342707456
27,2011,11,-0.0370649365061702,-0.041482622723041596,0.004417686216871393
28,2011,12,-0.015241477204934508,-0.015354083774615113,0.00011260656968060424
29,2012,1,0.05822286066601608,0.05081152503599107,0.007411335630025009
30,2012,2,0.029069234042565232,0.008414190133906096,0.020655043908659135
31,2012,3,0.032209082229698247,0.008535674961795303,0.023673407267902943
32,2012,4,-0.007735111342415462,0.014148242841569347,-0.021883354183984807
33,2012,5,-0.05284638913647495,-0.07285604654897193,0.02000965741249698
34,2012,6,6.86755400358696e-06,0.0045080572692055565,-0.00450118971520197
35,2012,7,0.0072271414508299995,0.042620425322611455,-0.03539328387178146
36,2012,8,-0.006523964785620231,0.011001024091926492,-0.017524988877546725
37,2012,9,-0.004025646030476265,0.016427512440012393,-0.020453158470488658
38,2012,10,0.07787749565021237,0.02962833962766509,0.048249156022547285
39,2012,11,0.007252875439297738,-0.002427498275402562,0.0096803737147003
40,2012,12,0.08185125220267817,0.03171615996427901,0.050135092238399154
41,2013,1,0.024768606684458894,0.049437453013533306,-0.02466884632907441
42,2013,2,0.05764564326880107,0.04617981104690805,0.01146583222189302
43,2013,3,-0.05663350942216542,-0.026955309068552702,-0.029678200353612717
44,2013,4,-0.038311725921351465,0.045247796434347176,-0.08355952235569863
45,2013,5,-0.07627480508636822,-0.05098089677973516,-0.025293908306633056
46,2013,6,-0.05443409308931861,-0.025164790241316126,-0.029269302848002485
47,2013,7,0.10100010288330967,0.051927605729408466,0.049072497153901204
48,2013,8,0.04467578693732159,0.016424461156493875,0.028251325780827716
49,2013,9,-0.0002601904181295544,0.016343284933669322,-0.016603475351798878
50,2013,10,0.04976210121952422,0.03959033316567262,0.010171768053851601
51,2013,11,-0.02200013607447487,-0.019435103765704675,-0.0025650323087701953
52,2013,12,-0.0013071904234772892,0.006045811249411948,-0.007353001672889237
53,2014,1,-0.014864129448332526,-0.03030728796005988,0.015443158511727355
54,2014,2,0.04815131153407669,0.041391136801541384,0.006760174732535304
55,2014,3,-0.013955258200976945,-0.0018487202163992578,-0.012106537984577687
56,2014,4,-0.015007010261264409,0.017468953597779002,-0.03247596385904341
57,2014,5,-0.008911069339480136,0.0006327119165905337,-0.00954378125607067
58,2014,6,-0.02559981555567909,-0.017623348601913502,-0.007976466953765589
59,2014,7,0.043363752145398886,0.043953885153229955,-0.0005901330078310688
60,2014,8,0.012089637245743596,-0.001246069970938679,0.013335707216682275
61,2014,9,-0.060953030044821645,-0.05920519967414928,-0.0017478303706723666
62,2014,10,0.037917237809156776,0.04417181878280507,-0.006254580973648297
63,2014,11,-0.030404852006722154,-0.038649788785224626,0.008244936778502472
64,2014,12,0.006480281123912552,0.018448334274421052,-0.0119680531505085
65,2015,1,0.03351243105047693,0.032766489694356915,0.0007459413561200154
66,2015,2,0.07003791686252987,0.060921751740595775,0.009116165121934097
67,2015,3,-0.022708243578837828,-0.0062849503589785805,-0.016423293219859247
68,2015,4,0.003811917609191158,-0.01723227209894118,0.02104418970813234
69,2015,5,0.04729814971449254,-0.0022148608458059105,0.04951301056029845
70,2015,6,-0.08190020358783341,-0.055070003302663095,-0.026830200285170316
71,2015,7,0.08693211547364438,0.0439918754469677,0.04294024002667668
72,2015,8,-0.04909850074860575,-0.08636132342310088,0.03726282267449513
73,2015,9,-0.03608162193528516,-0.03559611313521305,-0.0004855088000721153
74,2015,10,0.06747937147120751,0.04337500311154252,0.024104368359664993
75,2015,11,0.013588109869568923,-0.01391790493560574,0.027506014805174665
76,2015,12,0.04053113625443644,0.02503408486492642,0.01549705138951002
77,2016,1,-0.023291196217818853,-0.05482249797247085,0.031531301754652
78,2016,2,0.054645934514642336,-0.02489190440239708,0.07953783891703942
79,2016,3,0.03646668302518741,0.04135588206008434,-0.004889199034896929
80,2016,4,0.04204134282294121,0.03333490071675338,0.008706442106187831
81,2016,5,0.03494360756347228,0.024055374732374846,0.010888232831097432
82,2016,6,-0.007732119948768589,-0.02699310354316098,0.019260983594392392
83,2016,7,0.0673485044803095,0.06286191988917267,0.004486584591136836
84,2016,8,-0.03987918191056858,-0.023249864490849537,-0.016629317419719042
85,2016,9,0.00484385011352204,0.0005313792614103363,0.004312470852111704
86,2016,10,-0.04584580327282392,-0.021742049824887033,-0.024103753447936888
87,2016,11,0.012341497492596788,0.023081089111331332,-0.010739591618734544
88,2016,12,0.04871626973814223,0.04141554707875361,0.007300722659388616
89,2017,1,0.054812168567972885,-0.007921050360329307,0.06273321892830219
90,2017,2,0.03567988728164072,0.016244522684049523,0.019435364597591195
91,2017,3,0.023188766077102886,0.026729192280618097,-0.003540426203515211
92,2017,4,0.012827091430396509,0.010087295576294286,0.0027397958541022227
93,2017,5,-0.008128790016082013,-0.03367503012712736,0.025546240111045344
94,2017,6,0.026915905669614174,-0.0005376823062691605,0.027453587975883334
95,2017,7,-0.01751696343955716,-0.000157651186089236,-0.017359312253467925
96,2017,8,-0.002685306658552257,-0.0010610793641914196,-0.0016242272943608376
97,2017,9,0.00635229181509013,-0.005759188873256216,0.012111480688346346
98,2017,10,0.04401715310947935,0.04002228946060882,0.003994863648870535
99,2017,11,0.021945985285954036,0.010305973938060653,0.011640011347893383
100,2017,12,-0.0024759850298250088,0.01595186383418934,-0.01842784886401435
101,2018,1,0.017758586868690508,-0.004525707532354151,0.02228429440104466
102,2018,2,0.056111166219225704,-0.0035979051556226382,0.05970907137484834
103,2018,3,-0.04295356298872115,-0.04264641519212986,-0.00030714779659128666
104,2018,4,0.059341238348344996,0.03877696939853781,0.020564268949807188
105,2018,5,0.038531070430827825,0.0048728590459539145,0.03365821138487391
106,2018,6,0.014527153037845913,0.0303981298371907,-0.015870976799344787
107,2018,7,0.020476768250451225,0.013812924833480844,0.006663843416970381
108,2018,8,0.05172881233841101,0.006257922718690967,0.04547088961972004
109,2018,9,-0.04944914317916186,-0.017707413561199425,-0.031741729617962434
110,2018,10,-0.06840788266384394,-0.060780514459860435,-0.007627368203983506
111,2018,11,-0.05293222849005814,-0.02797421812302181,-0.024958010367036328
112,2018,12,0.022973314650499278,-0.0036704199023185335,0.02664373455281781
113,2019,1,0.03381691980839328,0.03866199300864004,-0.004845073200246762
114,2019,2,0.04505775327947067,0.051886891381808464,-0.0068291381023377964
115,2019,3,0.018010166893740173,0.0018964175717295362,0.016113749322010637
116,2019,4,-0.0031842232551278537,0.0234279326658684,-0.026612155920996253
117,2019,5,0.008146518724541958,0.011287329064896046,-0.0031408103403540878
118,2019,6,0.06237426927896009,0.03468853184777987,0.02768573743118022
119,2019,7,0.012695523617000385,0.029280396422491917,-0.01658487280549153
120,2019,8,-0.05683194779836618,-0.03059023884867418,-0.026241708949692
121,2019,9,0.00497334888774792,0.012734019674452535,-0.0077606707867046145
122,2019,10,0.015489747505504933,-0.0037227712824354775,0.019212518787940412
123,2019,11,0.06853285632936253,0.027403736051786254,0.04112912027757627
124,2019,12,0.003960790524620812,-0.023652643879637836,0.027613434404258647
125,2020,1,0.04772586458273787,0.049838616388747425,-0.0021127518060095538
126,2020,2,-0.0896167455705136,-0.0820840338146317,-0.00753271175588191
127,2020,3,-0.12090289645639442,-0.21182360613295748,0.09092070967656306
128,2020,4,0.11622409771936204,0.08777121655940423,0.02845288115995781
129,2020,5,0.025974840537910156,0.04224632125391903,-0.01627148071600887
130,2020,6,0.02984906202871943,0.024705774224816235,0.005143287803903194
131,2020,7,0.008459575671852983,0.005070111419356538,0.0033894642524964456
132,2020,8,0.04139095382763745,0.022385872940066553,0.0190050808875709
133,2020,9,-0.034553787894212686,-0.04036003630063523,0.005806248406422541
134,2020,10,-0.0024298272363701976,0.019206664215912994,-0.02163649145228319
135,2020,11,0.08710848125329843,0.09956791970850953,-0.012459438455211108
136,2020,12,0.05406085708239216,0.010631960073650637,0.04342889700874152
137,2021,1,-0.008374068670189697,0.00308178199261655,-0.011455850662806247
138,2021,2,0.058948989747385695,0.009974122945219932,0.04897486680216576
139,2021,3,-0.044285309723718906,0.017592193129007505,-0.06187750285272641
140,2021,4,0.05223438216880761,0.03462117817326327,0.017613203995544342
141,2021,5,0.018816171141195926,0.019332742273798997,-0.0005165711326030713
142,2021,6,0.009027161471540677,0.021136392292870898,-0.012109230821330221
143,2021,7,0.056095817424628026,0.01088499931628606,0.04521081810834197
144,2021,8,-0.06468941829422713,0.01924843241932961,-0.08393785071355674
145,2021,9,-0.12931843693315812,-0.02690135951409034,-0.10241707741906778
146,2021,10,-0.01261333791719337,-0.0011592702271173705,-0.011454067690076
147,2021,11,0.06570899053638052,-0.00924382610481389,0.07495281664119441
148,2021,12,0.035772195096292266,0.025997932745314145,0.00977426235097812
