yearmonth,ticker,ret
201109,A1M,-0.3921568466487246
201110,A1M,0.2258064273326399
201111,A1M,-0.0789473992151434
201112,A1M,0.0380953169795952
201201,A1M,0.1697247132101693
201202,A1M,0.035294177919263
201203,A1M,-0.4431818295110188
201204,A1M,0.1700680239714933
201205,A1M,-0.3604651127366144
201206,A1M,-0.0636364095206603
201207,A1M,-0.5728155243095482
201208,A1M,0.2500000329545457
201209,A1M,0.7090908681652901
201210,A1M,-0.2765957346310547
201211,A1M,-0.117647033910035
201212,A1M,-0.3000000513333313
201301,A1M,0.0714285785714288
201302,A1M,-0.0444444011851841
201303,A1M,0.1627906760411037
201304,A1M,0.059999944
201305,A1M,0.2264151138483456
201306,A1M,-0.3076923005917157
201307,A1M,0.2000000808888908
201308,A1M,0.0370369984910852
201309,A1M,-0.0535714819515303
201310,A1M,0.0754717398362427
201311,A1M,-0.0701754746691293
201312,A1M,0.1886793005340006
201401,A1M,-0.1111111022927688
201402,A1M,-0.0714286104591834
201403,A1M,0.0576923714497066
201404,A1M,0.0
201405,A1M,0.018181799603306
201406,A1M,-0.1428571637755101
201407,A1M,0.1458333822048623
201408,A1M,0.018181799603306
201409,A1M,0.0
201410,A1M,-0.1964285957270407
201411,A1M,-0.2222222148148147
201412,A1M,-0.2285713867755093
201501,A1M,-0.0370371097393662
201502,A1M,-0.076923064497041
200806,A2B,-0.0868596628932879
200807,A2B,-0.060975611176383
200808,A2B,-0.1012986691361098
200809,A2B,-0.0144508530204818
200810,A2B,0.0043987877189748
200811,A2B,-0.0788321123341678
200812,A2B,0.006339138250607
200901,A2B,-0.0346456368962732
200902,A2B,-0.1060359025957434
200903,A2B,0.1021897702661303
200904,A2B,0.1109271655985486
200905,A2B,-0.0581221853638386
200906,A2B,-0.1835443502263246
200907,A2B,-0.0038759654250043
200908,A2B,0.1478599705862326
200909,A2B,-0.0355932262065498
200910,A2B,0.0369068604387186
200911,A2B,0.0067796544671072
200912,A2B,0.0117845406276568
201001,A2B,-0.0549085504868456
201002,A2B,-0.0211267409566547
201003,A2B,0.032374070116065
201004,A2B,0.0452962089499706
201005,A2B,-0.130000035
201006,A2B,-0.0153256565552467
201007,A2B,-0.1245135958530782
201008,A2B,0.0688888762222221
201009,A2B,0.1496882069713569
201010,A2B,0.0361663293680056
201011,A2B,-0.0331588231012186
201012,A2B,0.0541516593967081
201101,A2B,-0.030821969397986
201102,A2B,-0.0176678280394306
201103,A2B,-0.0071942378435381
201104,A2B,-0.0090580056471198
201105,A2B,-0.0493601446737897
201106,A2B,-0.009615329968563
201107,A2B,-0.0388350062739173
201108,A2B,-0.0626262535275988
201109,A2B,-0.0603447715703016
201110,A2B,-0.0344036906857579
201111,A2B,0.059382422266857
201112,A2B,0.0044843006344386
201201,A2B,0.0111607568723091
201202,A2B,0.2516555878923459
201203,A2B,0.0634920862741801
201204,A2B,0.0613598461217965
201205,A2B,-0.00937499079834
201206,A2B,-0.211356485908905
201207,A2B,0.1220000267999998
201208,A2B,-0.0071301178332555
201209,A2B,-0.0179533893917445
201210,A2B,0.0822669658639967
201211,A2B,-0.3462838114328429
201212,A2B,0.131783008533143
201301,A2B,0.1232876593482206
201302,A2B,-0.0223577502643924
201303,A2B,-0.0498960028781854
201304,A2B,0.0459518665418552
201305,A2B,-0.1631799530820522
201306,A2B,0.0075000524999999
201307,A2B,0.0744416124980797
201308,A2B,-0.043879921786345
201309,A2B,-0.1062801527153479
201310,A2B,0.0891892318159233
201311,A2B,-0.0173697688219226
201312,A2B,0.0075757504323539
201401,A2B,-0.0401002720799492
201402,A2B,0.1305483054625773
201403,A2B,-0.0646650664929666
201404,A2B,-0.0419753256747438
201405,A2B,0.0438144515477196
201406,A2B,-0.0024691922292306
201407,A2B,0.1435643389741201
201408,A2B,0.1688312182352294
201409,A2B,0.0111111003600825
201410,A2B,-0.0952380910954127
201411,A2B,-0.0344129704531297
201412,A2B,-0.0419286812990868
201501,A2B,-0.0481401003763464
201502,A2B,0.1747127001374038
201503,A2B,-0.0919765666683247
201504,A2B,-0.0237068230984298
201505,A2B,0.0905076882987605
201506,A2B,-0.2591093028807225
201507,A2B,-0.0874317389291996
201508,A2B,-0.0658682735522968
201509,A2B,-0.0416666284455113
201510,A2B,-0.0568562128533237
201511,A2B,-0.0283687676952862
201512,A2B,0.0875912438409078
201601,A2B,0.0436241191849469
201602,A2B,-0.0482314669017055
201603,A2B,0.0945945839207451
201604,A2B,-0.0061728336229234
201605,A2B,0.0186335221924309
201606,A2B,-0.0274389984133325
201607,A2B,0.2413793000756676
201608,A2B,-0.1818181871441688
201609,A2B,0.0555555757544581
201610,A2B,0.0526315277777789
201611,A2B,0.0250000428819456
201612,A2B,0.0514905295569212
201701,A2B,-0.0592783536706874
201702,A2B,0.0438355736535944
201703,A2B,-0.2073490744931488
201704,A2B,-0.129139029620411
201705,A2B,-0.0190114782633807
201706,A2B,-0.0193798273150646
201707,A2B,-0.1383398845896667
201708,A2B,-0.0412844725843762
201709,A2B,-0.1315788843616191
201710,A2B,-0.0853994959406218
201711,A2B,0.0120481815648132
201712,A2B,0.1607143502125869
201801,A2B,-0.0102564612859947
201802,A2B,-0.0673575126956428
201803,A2B,-0.0111111008518516
201804,A2B,0.0393258731126124
201805,A2B,0.1405404689875831
201806,A2B,0.1374408599200429
201807,A2B,-0.0208334116753442
201808,A2B,-0.0255318916704381
201809,A2B,-0.0087336163021299
201810,A2B,-0.0925110307302685
201811,A2B,0.067961217899898
201812,A2B,0.0
201901,A2B,-0.0681818603305777
201902,A2B,0.0439025146864979
201903,A2B,-0.0186916813258755
201904,A2B,-0.0476190045351453
201905,A2B,-0.1100000144999999
201906,A2B,-0.0084269580024616
201907,A2B,0.014164292463626
201908,A2B,-0.1508379814144376
201909,A2B,-0.0328947056743417
201910,A2B,0.0782312970961174
201911,A2B,-0.0094637133377785
201912,A2B,-0.0445860189054311
202001,A2B,-0.0199999806666667
202002,A2B,-0.1666666667800452
202003,A2B,-0.4775510420724694
202004,A2B,0.2343750598144545
202005,A2B,-0.0316456130828382
202006,A2B,0.0588235514033068
202007,A2B,0.092592577549154
202008,A2B,0.0112994249864342
202009,A2B,0.2178771576979508
202010,A2B,-0.0550459267738387
202011,A2B,0.3689320453388633
202012,A2B,-0.1489361162516964
202101,A2B,-0.0416667249999976
202102,A2B,-0.008695643659735
202104,A4N,0.2400000099999999
202105,A4N,0.0
202106,A4N,-0.1048387056061395
202107,A4N,-0.0720721090008923
202108,A4N,-0.0679611610707887
202109,A4N,0.0520833470269099
202110,A4N,0.0396039231643952
202111,A4N,0.0857143220136071
202112,A4N,0.0526316339796866
202201,A4N,0.116666650333334
202202,A4N,-0.2313433239808411
202203,A4N,0.2330097228390992
202204,A4N,0.0393701360530729
202205,A4N,-0.1893939319329662
202206,A4N,-0.2242991180714447
202207,A4N,-0.0120481833647843
201204,AAU,-0.0833333300925927
201205,AAU,-0.0606060943985293
201206,AAU,-0.0645161608740892
201207,AAU,0.1724138392390026
201208,AAU,-0.0882352989619377
201209,AAU,-0.0322580320499482
201210,AAU,0.0333332986666681
201211,AAU,-0.1935483922996878
201212,AAU,0.0
201301,AAU,-0.1999999919999999
201302,AAU,0.0999999790000001
201303,AAU,-0.1727272833884299
201304,AAU,-0.0549450012075823
201305,AAU,0.1627906687398603
201306,AAU,-0.2499999775000003
201307,AAU,0.1599999136000034
201308,AAU,-0.0344827368212437
201309,AAU,-0.0595237507086161
201310,AAU,-0.240506380227525
201311,AAU,-0.2499999541666658
201312,AAU,-0.0888889071604929
201401,AAU,-0.0731707787031518
201402,AAU,0.3157895346260404
200806,AAX,-0.0619631489013492
200807,AAX,-0.0830607915842008
200808,AAX,0.124108396070623
200809,AAX,-0.2855329907568155
200810,AAX,-0.6136767481220557
200811,AAX,-0.4643678218655042
200812,AAX,-0.0600857817882056
200901,AAX,-0.0456621645649575
200902,AAX,-0.0909090649847749
200903,AAX,0.5105262748698056
200904,AAX,0.2264808783340837
200905,AAX,0.0426136635822897
200906,AAX,0.1062669915323457
200907,AAX,0.0147783112912225
200908,AAX,0.1747573511947424
200909,AAX,0.2066115637166179
200910,AAX,-0.1609589098241929
200911,AAX,-0.1326530780403995
200912,AAX,0.0729411630588234
201001,AAX,-0.1118420522752187
201002,AAX,-0.0370370589940546
201003,AAX,0.1282051250821827
201004,AAX,0.1136363611828512
201005,AAX,-0.5571428502186591
201006,AAX,-0.1705069636135809
201007,AAX,0.3388889723703725
201008,AAX,-0.0622407015134024
201009,AAX,0.2566371356488368
201010,AAX,-0.1021126657682004
201011,AAX,0.1411765257946955
201012,AAX,0.0584191865896734
201101,AAX,0.0551948312320802
201102,AAX,-0.0061538403076922
201103,AAX,0.0371516672737206
201104,AAX,-0.1402984490532395
201105,AAX,0.0763888132957204
201106,AAX,-0.0806451637617066
201107,AAX,-0.1122806823391805
201108,AAX,0.0948616651189675
201109,AAX,-0.1949458359942132
201110,AAX,0.2152466434575397
201111,AAX,0.0110701002137771
201112,AAX,-0.0985401386914593
201201,AAX,0.1862348310118178
201202,AAX,0.4095563206688488
201203,AAX,0.0484261027795214
201204,AAX,0.0346420548805535
201205,AAX,-0.1607142915058993
201206,AAX,-0.0505319301875848
201207,AAX,-0.1316526713783555
201208,AAX,-0.0322580348595203
201209,AAX,-0.1066666443333334
201210,AAX,0.1791044802238806
201211,AAX,-0.1993671195741859
201212,AAX,0.2608696021996912
201301,AAX,0.1128526296449528
201302,AAX,0.1380281736972823
201303,AAX,-0.0445544724487795
201304,AAX,-0.2823834050907403
201305,AAX,-0.2093862555878478
201306,AAX,-0.0867580146368919
201307,AAX,-0.237500012
201308,AAX,0.0655737872614892
201309,AAX,0.0
201310,AAX,0.0153846006153846
201311,AAX,-0.3535352378696034
201312,AAX,-0.4093751017714676
201401,AAX,0.1111111008818339
201402,AAX,-0.1642857299591839
201403,AAX,-0.0256410026298479
201404,AAX,-0.0263157652354568
201405,AAX,-0.0090089998863728
201406,AAX,-0.0909091107438012
201407,AAX,0.2000000479999999
201408,AAX,-0.0500000496666646
201409,AAX,-0.1052631644506003
201410,AAX,-0.0098039119569393
201411,AAX,-0.089108886030781
201412,AAX,-0.0760869465028357
201501,AAX,-0.0235294581591682
201502,AAX,-0.2048192304543465
200806,ABA,-0.1012298695724938
200807,ABA,-0.086315757368421
200808,ABA,0.0714285557850564
200809,ABA,-0.0752687952283507
200810,ABA,-0.0953488528688473
200811,ABA,-0.138817528515208
200812,ABA,0.05970150856761
200901,ABA,-0.0845070300039673
200902,ABA,0.0153846007692306
200903,ABA,-0.0909090778236912
200904,ABA,0.0
200905,ABA,0.0833333333333332
200906,ABA,0.0615384761538462
200907,ABA,0.1739130825330805
200908,ABA,0.1419752549268431
200909,ABA,0.0162161750270271
200910,ABA,-0.0425531526822076
200911,ABA,0.0222222009999999
200912,ABA,0.0195652509496699
201001,ABA,0.0820894985758844
201002,ABA,0.0837438829381946
201003,ABA,-0.050909129090909
201004,ABA,0.0680076694026072
201005,ABA,-0.1121076272287799
201006,ABA,0.0303030507621677
201007,ABA,0.006862808951366
201008,ABA,0.0223952803990428
201009,ABA,-0.0333333695238096
201010,ABA,0.0019704887437228
201011,ABA,0.0403146348844474
201012,ABA,0.0207939765277427
201101,ABA,-0.0370370891632365
201102,ABA,0.0211538728883147
201103,ABA,-0.0677966363896073
201104,ABA,-0.0171717256103463
201105,ABA,-0.0534429114570249
201106,ABA,-0.0770901232432763
201107,ABA,-0.0164706285882353
201108,ABA,-0.0322965927126471
201109,ABA,-0.0729295601782172
201110,ABA,0.0400000254666665
201111,ABA,-0.0410256620723202
201112,ABA,-0.0213903538226715
201201,ABA,-0.0218579673825723
201202,ABA,-0.001396613437665
201203,ABA,-0.022377667394982
201204,ABA,-0.055793974073937
201205,ABA,-0.1227272658574379
201206,ABA,0.0034542281746565
201207,ABA,0.184165263596802
201208,ABA,0.0014534523014979
201209,ABA,-0.0638606771491046
201210,ABA,0.0248062526725572
201211,ABA,-0.0620272793779642
201212,ABA,0.0
201301,ABA,0.0725806935262762
201302,ABA,-0.0947368578947366
201303,ABA,-0.0980066702428782
201304,ABA,0.0313075658167405
201305,ABA,0.071428589604592
201306,ABA,-0.125
201307,ABA,-0.0095238459047618
201308,ABA,-0.0384615031434898
201309,ABA,-0.0119999886
201310,ABA,0.1842104934210531
201311,ABA,-0.001709359343998
201312,ABA,-0.0376712776089546
201401,ABA,0.0284698091184267
201402,ABA,-0.0138408993241194
201403,ABA,0.0614035778470321
201404,ABA,-0.0115702759983598
201405,ABA,-0.068561847106576
201406,ABA,-0.0125673554467531
201407,ABA,0.0181818009090908
201408,ABA,0.0214285512563772
201409,ABA,-0.0472027956140885
201410,ABA,-0.0275228666526363
201411,ABA,-0.0094339979619068
201412,ABA,0.0095238459047617
201501,ABA,0.0830187856874362
201502,ABA,0.019163787175698
201503,ABA,-0.1111111293257361
201504,ABA,0.0346154445406827
201505,ABA,-0.0520446474102064
201506,ABA,-0.0098038656728171
201507,ABA,0.0396039210763665
201508,ABA,0.0
201509,ABA,-0.0095238459047618
201510,ABA,0.0307692943994104
201511,ABA,-0.0018657143190288
201512,ABA,0.0934579455847672
201601,ABA,-0.0940170466549776
201602,ABA,-0.0283019038857237
201603,ABA,-0.0174757573475345
201604,ABA,0.0177865915047106
201605,ABA,-0.0155339653445191
201606,ABA,0.0019723376056721
201607,ABA,-0.0039370041927583
201608,ABA,0.0533596806406129
201609,ABA,-0.0393996324567302
201610,ABA,0.0292968942070011
201611,ABA,-0.024667953599372
201612,ABA,-0.0097275708761662
201701,ABA,0.0451866428460596
201702,ABA,0.0206766263991766
201703,ABA,-0.0331491406448714
201704,ABA,-0.0114285605714286
201705,ABA,0.0057802953122396
201706,ABA,-0.0153256565552467
201707,ABA,0.0019455698950789
201708,ABA,0.042718405231408
201709,ABA,-0.0223463479604252
201710,ABA,0.0419047219047619
201711,ABA,-0.0402193415806328
201712,ABA,0.0
201801,ABA,-0.0095238459047618
201802,ABA,0.057692346542161
201803,ABA,0.0
201804,ABA,-0.025454521090909
201805,ABA,0.027985091651119
201806,ABA,0.0217785626157367
201807,ABA,0.003552394421852
201808,ABA,0.0088495067538578
201809,ABA,-0.0333332607660794
201810,ABA,-0.0580762538476475
201811,ABA,0.0269749259079825
201812,ABA,-0.005628467810087
201901,ABA,0.0471698096208614
201902,ABA,-0.0414414434386817
201903,ABA,-0.0300752480877928
201904,ABA,-0.0465115849062542
201905,ABA,-0.0142276768127432
201906,ABA,0.0577320029865033
201907,ABA,0.0760233641975314
201908,ABA,0.0380434852758744
201909,ABA,-0.050610813444746
201910,ABA,0.0147058682282656
201911,ABA,0.0416666702521135
201912,ABA,0.0173912878260869
202001,ABA,0.0512820845934698
202002,ABA,-0.0390244299662893
202003,ABA,-0.269035484968262
202004,ABA,0.0092592500943076
202005,ABA,0.0527522963144937
202006,ABA,0.0544662291212783
202007,ABA,-0.0619835085777941
202008,ABA,0.1541849812464824
202009,ABA,-0.0782442490301398
202010,ABA,0.0186335721358492
202011,ABA,0.1829268459547885
202012,ABA,0.0206185363322355
202101,ABA,0.0269360010883246
202102,ABA,0.0590164161650099
202103,ABA,0.0294117733564012
202104,ABA,-0.0360902623415677
202105,ABA,-0.0015600237501846
202106,ABA,0.0140624491662604
202107,ABA,-0.0354390678144139
202108,ABA,0.0862619716047936
202109,ABA,-0.0500000210955875
202110,ABA,0.0634674683573119
202111,ABA,-0.0684133622706146
202112,ABA,0.0484374903747559
202201,ABA,-0.0044709701684207
202202,ABA,0.0628742646428703
202203,ABA,0.0098591791460032
202204,ABA,-0.0125523223216211
202205,ABA,-0.0466101592573972
202206,ABA,-0.097777755111111
202207,ABA,0.1018062182961656
202104,ABB,0.1291512546465874
202105,ABB,-0.1895424623542222
202106,ABB,0.1895161392738682
202107,ABB,-0.0338983530077557
202108,ABB,0.4035088187134519
202109,ABB,0.2224999665
202110,ABB,-0.0040899755721998
202111,ABB,0.0739220002930407
202112,ABB,-0.0917782059763315
202201,ABB,-0.1115789915789473
202202,ABB,0.1682464628748239
202203,ABB,0.07910757760781
202204,ABB,0.0451127374512423
202205,ABB,-0.2482014620768855
202206,ABB,-0.2081339523442679
202207,ABB,0.0966767904865792
200806,ABC,0.0273972335334966
200807,ABC,-0.0666666666666666
200808,ABC,0.0342856817142858
200809,ABC,-0.1464088366548639
200810,ABC,-0.265372153987704
200811,ABC,-0.1299559292815693
200812,ABC,0.0632910782182347
200901,ABC,-0.1904761309977296
200902,ABC,0.0147058678200697
200903,ABC,0.1333333424927534
200904,ABC,0.0792838100208677
200905,ABC,0.0853080928707819
200906,ABC,-0.0174672326042597
200907,ABC,0.1066666711111112
200908,ABC,0.1004016060224834
200909,ABC,0.0182481575976343
200910,ABC,0.0179211299931909
200911,ABC,-0.1232394065487988
200912,ABC,0.1044176662473186
201001,ABC,-0.1018181712727273
201002,ABC,-0.0404858873789105
201003,ABC,0.0886076152326025
201004,ABC,0.1356589741511946
201005,ABC,-0.0682594004869009
201006,ABC,-0.0183150006051338
201007,ABC,0.1828358196828359
201008,ABC,0.0347002815024537
201009,ABC,0.0487805144556814
201010,ABC,0.0406976350814636
201011,ABC,-0.1620111553946502
201012,ABC,0.0999999839999998
201101,ABC,0.0151515011294762
201102,ABC,-0.0149253595277341
201103,ABC,-0.0242424012617076
201104,ABC,-0.0186335225029899
201105,ABC,-0.0031645540278001
201106,ABC,-0.0190476759334828
201107,ABC,-0.1521035731653421
201108,ABC,0.0687023182565129
201109,ABC,-0.0571428034795908
201110,ABC,0.087121125701622
201111,ABC,0.0104530349099811
201112,ABC,-0.0034482723008325
201201,ABC,0.0276816335963421
201202,ABC,0.010101000238071
201203,ABC,-0.0333333016666665
201204,ABC,0.0517240869262798
201205,ABC,-0.036065539911851
201206,ABC,0.0816326548799111
201207,ABC,0.0566037183042613
201208,ABC,-0.1309523311755936
201209,ABC,0.0308218875539507
201210,ABC,0.0531561749274291
201211,ABC,0.0031545712177452
201212,ABC,-0.0188679810490078
201301,ABC,0.0865385348927541
201302,ABC,0.0796460096274835
201303,ABC,-0.0327869183552801
201304,ABC,-0.0395479854527749
201305,ABC,-0.0205882850129744
201306,ABC,-0.0090090008062114
201307,ABC,-0.0060606003911843
201308,ABC,0.0213414434813723
201309,ABC,0.1014925855647153
201310,ABC,0.0433603917421292
201311,ABC,-0.0155844011637709
201312,ABC,-0.0316622393675897
201401,ABC,0.0299727228125539
201402,ABC,0.1058200688012649
201403,ABC,-0.0406697621998083
201404,ABC,-0.0249376900970745
201405,ABC,-0.1381074649930327
201406,ABC,0.0237389212778151
201407,ABC,0.060869575385003
201408,ABC,-0.0300546807145621
201409,ABC,-0.0957746249569526
201410,ABC,0.0467289268611528
201411,ABC,0.0208333851748527
201412,ABC,0.0408162866662709
201501,ABC,0.0028011179797409
201502,ABC,0.1955308102961848
201503,ABC,0.0584112120873003
201504,ABC,-0.0022075559683031
201505,ABC,0.02876108728904
201506,ABC,-0.0731183107642495
201507,ABC,0.0974478147458295
201508,ABC,-0.0465115833226807
201509,ABC,-0.0354767884425312
201510,ABC,-0.0367815750561493
201511,ABC,0.0357995450977151
201512,ABC,0.0944700074990987
201601,ABC,-0.0042105223157894
201602,ABC,0.0465115833226807
201603,ABC,0.0242424985111751
201604,ABC,0.0197238462736681
201605,ABC,0.0986459853970802
201606,ABC,-0.0193661372061575
201607,ABC,0.0610412324059079
201608,ABC,-0.1116751039063097
201609,ABC,0.0552380879999998
201610,ABC,-0.0342960394049186
201611,ABC,-0.0429906585203949
201612,ABC,0.0605468650199887
201701,ABC,-0.0570902305376648
201702,ABC,0.0488281260871887
201703,ABC,0.0577281096054012
201704,ABC,0.0422535660682419
201705,ABC,-0.0658783548975076
201706,ABC,0.018083164593587
201707,ABC,-0.0017762393956499
201708,ABC,0.0231316933517817
201709,ABC,0.0139130302608696
201710,ABC,0.0651801233196722
201711,ABC,0.0322060882087227
201712,ABC,0.0171607077419013
201801,ABC,-0.0046012592158625
201802,ABC,0.0138675125078058
201803,ABC,-0.0547112671972729
201804,ABC,0.035369819039817
201805,ABC,0.0170807659978875
201806,ABC,0.0610686421886854
201807,ABC,-0.0100718988379471
201808,ABC,-0.0639534955972822
201809,ABC,-0.0403727060091235
201810,ABC,-0.0825242340120012
201811,ABC,-0.0864197956670362
201812,ABC,-0.1756756519722417
201901,ABC,0.0468383629718804
201902,ABC,0.0648770587526135
201903,ABC,-0.0546218942209214
201904,ABC,-0.0377777946666666
201905,ABC,-0.0508082664806993
201906,ABC,-0.0170316714641742
201907,ABC,-0.1237623774017252
201908,ABC,-0.1271186589916693
201909,ABC,-0.0129449718813163
201910,ABC,0.0098360565482396
201911,ABC,0.1396104144838932
201912,ABC,-0.0142450006103845
202001,ABC,0.0520231401800925
202002,ABC,-0.1758241995984777
202003,ABC,-0.3100000223333333
202004,ABC,0.3188406315760013
202005,ABC,-0.0036629999745066
202006,ABC,0.169117659226319
202007,ABC,-0.3050314492336141
202008,ABC,0.1538461122868089
202009,ABC,0.1176470426066893
202010,ABC,-0.0070175374269002
202011,ABC,0.0918727904531209
202012,ABC,0.0841423942512122
202101,ABC,-0.14328359182446
202102,ABC,0.1324042261651852
202103,ABC,0.0707692366153847
202104,ABC,-0.0747126403966839
202105,ABC,0.0310558705277577
202106,ABC,0.0451807527190091
202107,ABC,0.0201728911858749
202108,ABC,-0.0310734170002231
202109,ABC,-0.0583090507560621
202110,ABC,-0.0773993803496631
202111,ABC,-0.0369127960733748
202112,ABC,-0.0174215871031571
200806,ABP,-0.1287879312901724
200807,ABP,0.0347826798563342
200808,ABP,0.0630251474013166
200809,ABP,-0.288537560505554
200810,ABP,-0.6333333091111105
200811,ABP,-0.1666666813131306
200812,ABP,-0.2181818206942148
200901,ABP,0.1162790257436461
200902,ABP,0.0625000013020833
200903,ABP,0.0784314172241456
200904,ABP,0.1454545131900833
200905,ABP,0.0793650989166039
200906,ABP,0.0882352960207613
200907,ABP,-0.0405405832359381
200908,ABP,0.0140845779012122
200909,ABP,0.2222221691358046
200910,ABP,-0.0227272523760329
200911,ABP,0.0348836878042189
200912,ABP,0.0
201001,ABP,-0.1235955232925137
