,year,nger_name,scope1,scope2,energy_consumption,total_emissions,morningstar_name,match_score,ticker
2368,2015,hrl,100878.0,20335.0,1990469.0,10087820335.0,hrl,100.0,HRL
2375,2015,iluka resources,161457.0,93549.0,2680733.0,16145793549.0,iluka resources,100.0,ILU
2376,2015,incitec pivot,1438290.0,180953.0,30740146.0,1438290180953.0,incitec pivot,100.0,IPL
2402,2015,lindsay australia,104604.0,0.0,1540892.0,1046040.0,lindsay australia,100.0,LAU
2602,2016,aeris resources,18485.0,66775.0,548389.0,1848566775.0,aeris resources,100.0,AIS
2603,2016,agl energy,43258798.0,526700.0,337701422.0,43258798526700.0,agl energy,100.0,AGL
2610,2016,alkane resources,23841.0,31252.0,474460.0,2384131252.0,alkane resources,100.0,ALK
2614,2016,amp,10881.0,106203.0,564924.0,10881106203.0,amp,100.0,AMP
2618,2016,ardent leisure,2753.0,56447.0,296078.0,275356447.0,ardent leisure,100.0,ALG
2621,2016,arrow energy,947288.0,32785.0,14435135.0,94728832785.0,arrow energy,100.0,AOE
2623,2016,asaleo care,44193.0,152667.0,1341220.0,44193152667.0,asaleo care,100.0,AHY
2624,2016,asciano,1015514.0,150377.0,15134018.0,1015514150377.0,asciano,100.0,AIO
2627,2016,atlas iron,61089.0,7680.0,926009.0,610897680.0,atlas iron,100.0,AGO
2628,2016,aurizon,656639.0,434712.0,11070293.0,656639434712.0,aurizon,100.0,AZJ
2632,2016,ausnet services,174761.0,556481.0,2033433.0,174761556481.0,ausnet services,100.0,AST
2640,2016,automotive,213504.0,70700.0,3335263.0,21350470700.0,automotive,100.0,AHG
2647,2016,bega cheese,48124.0,93343.0,1516764.0,4812493343.0,bega cheese,100.0,BGA
2656,2016,bluescope steel,6033921.0,1005847.0,72126029.0,60339211005847.0,bluescope steel,100.0,BSL
2661,2016,boral,1555334.0,363846.0,12200574.0,1555334363846.0,boral,100.0,BLD
2664,2016,bradken,22168.0,44762.0,637486.0,2216844762.0,bradken,100.0,BKN
2665,2016,brickworks,258843.0,107365.0,5785901.0,258843107365.0,brickworks,100.0,BKW
2669,2016,capral,11868.0,40522.0,409400.0,1186840522.0,capral,100.0,CAA
2672,2016,cbh resources,8590.0,67052.0,413445.0,859067052.0,cbh resources,100.0,CBH1
2675,2016,centennial coal company,1717700.0,229636.0,1232896.0,1717700229636.0,centennial coal company,100.0,CEY
2677,2016,central petroleum,54362.0,0.0,901375.0,543620.0,central petroleum,100.0,CTP
2680,2016,charter hall,6784.0,79608.0,389934.0,678479608.0,charter hall,100.0,CHC
2683,2016,cimic,50639.0,32910.0,884558.0,5063932910.0,cimic,100.0,CIM
2688,2016,cleanaway waste management,671897.0,29331.0,3299004.0,67189729331.0,cleanaway waste management,100.0,CWY
2691,2016,coca-cola amatil,49170.0,141916.0,1473280.0,49170141916.0,coca-cola amatil,100.0,CCL
2695,2016,commonwealth bank of australia,7732.0,94615.0,520850.0,773294615.0,commonwealth bank of australia,100.0,CBA
2705,2016,crown resorts,25399.0,144038.0,946885.0,25399144038.0,crown resorts,100.0,CWN
2706,2016,csl,15603.0,71936.0,530014.0,1560371936.0,csl,100.0,CSL
2707,2016,csr,447471.0,266814.0,8378476.0,447471266814.0,csr,100.0,CSR
2711,2016,david jones,2951.0,81551.0,363034.0,295181551.0,david jones,100.0,DJS
2715,2016,dexus,17033.0,135910.0,739216.0,17033135910.0,dexus,100.0,DXS
2717,2016,downer edi,159627.0,39321.0,2816937.0,15962739321.0,downer edi,100.0,DOW
2730,2016,erm power,400810.0,5258.0,5780306.0,4008105258.0,erm power,100.0,EPW
2733,2016,event hospitality and entertainment,11231.0,132530.0,784592.0,11231132530.0,event hospitality and entertainment,100.0,EVT
2734,2016,evolution mining,157586.0,472257.0,4405491.0,157586472257.0,evolution mining,100.0,EVN
2746,2016,fortescue metals,1409410.0,362778.0,22570952.0,1409410362778.0,fortescue metals,100.0,FMG
2747,2016,foster's,41360.0,75374.0,931714.0,4136075374.0,foster's,100.0,FGL1
2761,2016,graincorp,112159.0,172550.0,2510670.0,112159172550.0,graincorp,100.0,GNC
2762,2016,grange resources,195633.0,28800.0,4102168.0,19563328800.0,grange resources,100.0,GRR
2769,2016,harvey norman,6415.0,130255.0,652311.0,6415130255.0,harvey norman,100.0,HVN
2770,2016,healthscope,11354.0,89179.0,616576.0,1135489179.0,healthscope,100.0,HSO
2772,2016,hillgrove resources,30733.0,26019.0,724458.0,3073326019.0,hillgrove resources,100.0,HGO
2782,2016,iluka resources,324239.0,69970.0,4378595.0,32423969970.0,iluka resources,100.0,ILU
2783,2016,incitec pivot,1504131.0,176296.0,31036289.0,1504131176296.0,incitec pivot,100.0,IPL
2804,2016,lendlease,71956.0,115039.0,1466691.0,71956115039.0,lendlease,100.0,LLC
2805,2016,lindsay australia,105711.0,7788.0,1535154.0,1057117788.0,lindsay australia,100.0,LAU
2997,2017,a.c.n. 004 410 833,2744046.0,990321.0,37121263.0,2744046990321.0,a.c.n 004 410 833,97.0,ARI
3002,2017,aeris resources,16998.0,66533.0,526243.0,1699866533.0,aeris resources,100.0,AIS
3003,2017,agl energy,43441666.0,488753.0,341135726.0,43441666488753.0,agl energy,100.0,AGL
3009,2017,alkane resources,28893.0,31231.0,546293.0,2889331231.0,alkane resources,100.0,ALK
3013,2017,amp,8455.0,98203.0,545408.0,845598203.0,amp,100.0,AMP
3018,2017,arrow energy,547567.0,33584.0,7977600.0,54756733584.0,arrow energy,100.0,AOE
3020,2017,asaleo care,37857.0,129417.0,1159502.0,37857129417.0,asaleo care,100.0,AHY
3023,2017,atlas iron,54431.0,5046.0,821266.0,544315046.0,atlas iron,100.0,AGO
3024,2017,aurizon,644134.0,410064.0,10841024.0,644134410064.0,aurizon,100.0,AZJ
3028,2017,ausnet services,179528.0,531348.0,1996894.0,179528531348.0,ausnet services,100.0,AST
3038,2017,automotive,214474.0,82194.0,3490268.0,21447482194.0,automotive,100.0,AHG
3046,2017,bega cheese,44560.0,87574.0,1426555.0,4456087574.0,bega cheese,100.0,BGA
3054,2017,bluescope steel,6366721.0,1033886.0,75442428.0,63667211033886.0,bluescope steel,100.0,BSL
3059,2017,boral,1604426.0,372708.0,12318123.0,1604426372708.0,boral,100.0,BLD
3062,2017,bradken,18060.0,43169.0,546335.0,1806043169.0,bradken,100.0,BKN
3063,2017,brickworks,243889.0,98325.0,5152746.0,24388998325.0,brickworks,100.0,BKW
3070,2017,cbh resources,12443.0,68218.0,474397.0,1244368218.0,cbh resources,100.0,CBH1
3074,2017,centennial coal company,2039720.0,240789.0,1289158.0,2039720240789.0,centennial coal company,100.0,CEY
3075,2017,central petroleum,60249.0,77.0,967678.0,6024977.0,central petroleum,100.0,CTP
3078,2017,charter hall,7386.0,74326.0,378558.0,738674326.0,charter hall,100.0,CHC
3081,2017,cimic,68295.0,53534.0,1233835.0,6829553534.0,cimic,100.0,CIM
3087,2017,cleanaway waste management,660883.0,28835.0,2612420.0,66088328835.0,cleanaway waste management,100.0,CWY
3090,2017,coca-cola amatil,39772.0,128081.0,1261599.0,39772128081.0,coca-cola amatil,100.0,CCL
3094,2017,commonwealth bank of australia,7468.0,83891.0,476508.0,746883891.0,commonwealth bank of australia,100.0,CBA
3103,2017,crown resorts,27153.0,142066.0,1042415.0,27153142066.0,crown resorts,100.0,CWN
3104,2017,csl,16226.0,70421.0,545113.0,1622670421.0,csl,100.0,CSL
3105,2017,csr,459936.0,264388.0,8530097.0,459936264388.0,csr,100.0,CSR
3106,2017,cudeco,54708.0,229.0,783978.0,54708229.0,cudeco,100.0,CDU
3110,2017,david jones,3722.0,78596.0,358672.0,372278596.0,david jones,100.0,DJS
3113,2017,dexus,19848.0,129955.0,735561.0,19848129955.0,dexus,100.0,DXS
3114,2017,downer edi,227467.0,79862.0,4052643.0,22746779862.0,downer edi,100.0,DOW
3128,2017,erm power,190991.0,5316.0,2748164.0,1909915316.0,erm power,100.0,EPW
3131,2017,event hospitality and entertainment,11849.0,132755.0,801584.0,11849132755.0,event hospitality and entertainment,100.0,EVT
3132,2017,evolution mining,167740.0,430994.0,4389995.0,167740430994.0,evolution mining,100.0,EVN
3144,2017,fortescue metals,1382868.0,334992.0,22100166.0,1382868334992.0,fortescue metals,100.0,FMG
3145,2017,foster's,41006.0,73548.0,903268.0,4100673548.0,foster's,100.0,FGL1
3160,2017,graincorp,97618.0,175944.0,2339800.0,97618175944.0,graincorp,100.0,GNC
3161,2017,grange resources,163881.0,22996.0,3364426.0,16388122996.0,grange resources,100.0,GRR
3167,2017,harvey norman,6117.0,123558.0,629006.0,6117123558.0,harvey norman,100.0,HVN
3168,2017,healthscope,12339.0,94222.0,670373.0,1233994222.0,healthscope,100.0,HSO
3170,2017,hillgrove resources,36294.0,22526.0,811149.0,3629422526.0,hillgrove resources,100.0,HGO
3179,2017,iluka resources,282603.0,59698.0,4099739.0,28260359698.0,iluka resources,100.0,ILU
3180,2017,incitec pivot,1452807.0,172928.0,30950558.0,1452807172928.0,incitec pivot,100.0,IPL
3188,2017,jb hi-fi,574.0,51994.0,225057.0,57451994.0,jb hi-fi,100.0,JBH
3202,2017,lendlease,75462.0,138770.0,1627039.0,75462138770.0,lendlease,100.0,LLC
3203,2017,lindsay australia,109327.0,8092.0,1588438.0,1093278092.0,lindsay australia,100.0,LAU
3408,2018,aeris resources,17220.0,65305.0,527512.0,1722065305.0,aeris resources,100.0,AIS
3409,2018,agl energy,43097142.0,478207.0,338571588.0,43097142478207.0,agl energy,100.0,AGL
3415,2018,alkane resources,19255.0,30879.0,409133.0,1925530879.0,alkane resources,100.0,ALK
3419,2018,amp,8117.0,108970.0,599526.0,8117108970.0,amp,100.0,AMP
3424,2018,arrow energy,411192.0,31090.0,6341097.0,41119231090.0,arrow energy,100.0,AOE
3426,2018,asaleo care,39924.0,131647.0,1211196.0,39924131647.0,asaleo care,100.0,AHY
3429,2018,aurizon,578614.0,367371.0,9920177.0,578614367371.0,aurizon,100.0,AZJ
3434,2018,ausnet services,181120.0,518683.0,4997935.0,181120518683.0,ausnet services,100.0,AST
3444,2018,australian pacific coal,89453.0,4891.0,21685.0,894534891.0,australian pacific coal,100.0,AQC
3446,2018,automotive,211660.0,78543.0,3440610.0,21166078543.0,automotive,100.0,AHG
3451,2018,beach energy,495946.0,23800.0,5457159.0,49594623800.0,beach energy,100.0,BPT
3453,2018,bega cheese,55633.0,100246.0,1697960.0,55633100246.0,bega cheese,100.0,BGA
3464,2018,bluescope steel,6456020.0,984483.0,76427460.0,6456020984483.0,bluescope steel,100.0,BSL
3469,2018,boral,1611015.0,372446.0,12606293.0,1611015372446.0,boral,100.0,BLD
3471,2018,bounty mining,70948.0,8696.0,57787.0,709488696.0,bounty mining,100.0,B2Y
3473,2018,bradken,14876.0,38459.0,463740.0,1487638459.0,bradken,100.0,BKN
3474,2018,brickworks,247306.0,92655.0,5220194.0,24730692655.0,brickworks,100.0,BKW
3478,2018,capral,11934.0,38785.0,405489.0,1193438785.0,capral,100.0,CAA
3481,2018,cbh resources,8969.0,92226.0,532603.0,896992226.0,cbh resources,100.0,CBH1
3485,2018,centennial coal company,2683911.0,253265.0,3476321.0,2683911253265.0,centennial coal company,100.0,CEY
3486,2018,central petroleum,60207.0,53.0,1123820.0,6020753.0,central petroleum,100.0,CTP
3489,2018,charter hall,7872.0,75106.0,386935.0,787275106.0,charter hall,100.0,CHC
3492,2018,cimic,128057.0,113591.0,2336472.0,128057113591.0,cimic,100.0,CIM
3498,2018,cleanaway waste management,712087.0,27779.0,3873252.0,71208727779.0,cleanaway waste management,100.0,CWY
3502,2018,coca-cola amatil,43032.0,125655.0,1316693.0,43032125655.0,coca-cola amatil,100.0,CCL
3506,2018,commonwealth bank of australia,7313.0,77183.0,448671.0,731377183.0,commonwealth bank of australia,100.0,CBA
3516,2018,crown resorts,25591.0,137772.0,1012894.0,25591137772.0,crown resorts,100.0,CWN
3517,2018,csl,17636.0,77032.0,595973.0,1763677032.0,csl,100.0,CSL
3518,2018,csr,444294.0,257120.0,8377891.0,444294257120.0,csr,100.0,CSR
3519,2018,cudeco,71108.0,29.0,896898.0,7110829.0,cudeco,100.0,CDU
3522,2018,david jones,3421.0,79795.0,367132.0,342179795.0,david jones,100.0,DJS
3525,2018,dexus,18939.0,130427.0,720510.0,18939130427.0,dexus,100.0,DXS
3526,2018,downer edi,272463.0,84660.0,4798516.0,27246384660.0,downer edi,100.0,DOW
3539,2018,erm power,201482.0,5000.0,2824213.0,2014825000.0,erm power,100.0,EPW
3542,2018,event hospitality and entertainment,11321.0,125018.0,762577.0,11321125018.0,event hospitality and entertainment,100.0,EVT
3543,2018,evolution mining,159058.0,394144.0,4075496.0,159058394144.0,evolution mining,100.0,EVN
3554,2018,fortescue metals,1469724.0,324121.0,23225077.0,1469724324121.0,fortescue metals,100.0,FMG
3567,2018,graincorp,79957.0,98117.0,1809898.0,7995798117.0,graincorp,100.0,GNC
3568,2018,grange resources,203945.0,32572.0,4174585.0,20394532572.0,grange resources,100.0,GRR
3574,2018,harvey norman,5982.0,120848.0,619728.0,5982120848.0,harvey norman,100.0,HVN
3575,2018,healthscope,13863.0,95112.0,717589.0,1386395112.0,healthscope,100.0,HSO
3576,2018,hillgrove resources,41802.0,21712.0,917389.0,4180221712.0,hillgrove resources,100.0,HGO
3585,2018,iluka resources,312654.0,42866.0,4505846.0,31265442866.0,iluka resources,100.0,ILU
3586,2018,incitec pivot,1553460.0,169105.0,31045289.0,1553460169105.0,incitec pivot,100.0,IPL
3594,2018,jb hi-fi,383.0,61880.0,265521.0,38361880.0,jb hi-fi,100.0,JBH
3605,2018,lendlease,111367.0,171597.0,2391809.0,111367171597.0,lendlease,100.0,LLC
3607,2018,lindsay australia,114571.0,8165.0,1657673.0,1145718165.0,lindsay australia,100.0,LAU
3821,2019,aeris resources,17695.0,66655.0,552379.0,1769566655.0,aeris resources,100.0,AIS
3822,2019,agl energy,42727434.0,520537.0,335963880.0,42727434520537.0,agl energy,100.0,AGL
3828,2019,alliance aviation services,169586.0,1020.0,2420812.0,1695861020.0,alliance aviation services,100.0,AQZ
3831,2019,amp,6748.0,99199.0,550164.0,674899199.0,amp,100.0,AMP
3836,2019,arrow energy,496913.0,31632.0,7653272.0,49691331632.0,arrow energy,100.0,AOE
3838,2019,asaleo care,25220.0,88352.0,784627.0,2522088352.0,asaleo care,100.0,AHY
3842,2019,aurelia metals,31841.0,61382.0,808416.0,3184161382.0,aurelia metals,100.0,AMI
3843,2019,aurizon,482794.0,364813.0,8511155.0,482794364813.0,aurizon,100.0,AZJ
3846,2019,ausnet services,207841.0,1395115.0,8066295.0,2078411395115.0,ausnet services,100.0,AST
3854,2019,australian pacific coal,99883.0,4377.0,219017.0,998834377.0,australian pacific coal,100.0,AQC
3856,2019,automotive,211670.0,78471.0,3438903.0,21167078471.0,automotive,100.0,AHG
3862,2019,beach energy,437108.0,20888.0,5191780.0,43710820888.0,beach energy,100.0,BPT
3864,2019,bega cheese,78641.0,120935.0,2189049.0,78641120935.0,bega cheese,100.0,BGA
3867,2019,bhp,3513318.0,1366351.0,59333302.0,35133181366351.0,bhp,100.0,BHP
3871,2019,bingo industries,80440.0,5586.0,446688.0,804405586.0,bingo industries,100.0,BIN
3875,2019,bluescope steel,6316373.0,954210.0,75230359.0,6316373954210.0,bluescope steel,100.0,BSL
3880,2019,boral,1505339.0,348553.0,12217888.0,1505339348553.0,boral,100.0,BLD
3882,2019,bounty mining,143064.0,21474.0,133069.0,14306421474.0,bounty mining,100.0,B2Y
3884,2019,brickworks,232116.0,87486.0,4923958.0,23211687486.0,brickworks,100.0,BKW
3891,2019,cbh resources,14048.0,90607.0,602231.0,1404890607.0,cbh resources,100.0,CBH1
3896,2019,centennial coal company,2024212.0,252060.0,3409346.0,2024212252060.0,centennial coal company,100.0,CEY
3897,2019,central petroleum,77853.0,124.0,1181708.0,77853124.0,central petroleum,100.0,CTP
3900,2019,charter hall,9156.0,86372.0,449957.0,915686372.0,charter hall,100.0,CHC
3903,2019,cimic,134974.0,82089.0,2304671.0,13497482089.0,cimic,100.0,CIM
3909,2019,cleanaway waste management,784907.0,37026.0,4541322.0,78490737026.0,cleanaway waste management,100.0,CWY
3912,2019,coca-cola amatil,44222.0,123367.0,1328900.0,44222123367.0,coca-cola amatil,100.0,CCL
3913,2019,coles,282849.0,1333826.0,6725857.0,2828491333826.0,coles,100.0,CGJ
3917,2019,commonwealth bank of australia,6966.0,71109.0,417546.0,696671109.0,commonwealth bank of australia,100.0,CBA
3926,2019,crown resorts,24502.0,134002.0,983462.0,24502134002.0,crown resorts,100.0,CWN
3927,2019,csl,17376.0,75812.0,589780.0,1737675812.0,csl,100.0,CSL
3928,2019,csr,310997.0,202776.0,6238815.0,310997202776.0,csr,100.0,CSR
3930,2019,dacian gold,100816.0,47.0,1646440.0,10081647.0,dacian gold,100.0,DCN
3935,2019,dexus,17624.0,127528.0,689116.0,17624127528.0,dexus,100.0,DXS
3936,2019,downer edi,246009.0,82214.0,4320627.0,24600982214.0,downer edi,100.0,DOW
3951,2019,erm power,124652.0,5296.0,1751409.0,1246525296.0,erm power,100.0,EPW
3954,2019,event hospitality and entertainment,12281.0,127170.0,798615.0,12281127170.0,event hospitality and entertainment,100.0,EVT
3955,2019,evolution mining,155080.0,383449.0,3986903.0,155080383449.0,evolution mining,100.0,EVN
3964,2019,fortescue metals,1699122.0,157220.0,26198696.0,1699122157220.0,fortescue metals,100.0,FMG
3969,2019,gascoyne resources,74004.0,16.0,1197870.0,7400416.0,gascoyne resources,100.0,GCY
3977,2019,graincorp,75371.0,90536.0,1696982.0,7537190536.0,graincorp,100.0,GNC
3978,2019,grange resources,187099.0,35791.0,3676621.0,18709935791.0,grange resources,100.0,GRR
3984,2019,harvey norman,6110.0,116017.0,600788.0,6110116017.0,harvey norman,100.0,HVN
3985,2019,healthscope,15768.0,95909.0,724026.0,1576895909.0,healthscope,100.0,HSO
3986,2019,hillgrove resources,29170.0,22884.0,690370.0,2917022884.0,hillgrove resources,100.0,HGO
3994,2019,iluka resources,324429.0,46962.0,5182856.0,32442946962.0,iluka resources,100.0,ILU
3995,2019,incitec pivot,1711015.0,155095.0,27622460.0,1711015155095.0,incitec pivot,100.0,IPL
3997,2019,inghams,55491.0,177756.0,1779796.0,55491177756.0,inghams,100.0,ING
4003,2019,jb hi-fi,295.0,64108.0,274666.0,29564108.0,jb hi-fi,100.0,JBH
4017,2019,lendlease,93142.0,148815.0,2020435.0,93142148815.0,lendlease,100.0,LLC
4020,2019,lindsay australia,111536.0,9194.0,1626237.0,1115369194.0,lindsay australia,100.0,LAU
4231,2020,agl energy,42227180.0,512404.0,327755307.0,42227180512404.0,agl energy,100.0,AGL
4249,2020,bluescope steel,6289327.0,932133.0,74401145.0,6289327932133.0,bluescope steel,100.0,BSL
4251,2020,bhp,3773432.0,1352475.0,63246269.0,37734321352475.0,bhp,100.0,BHP
4259,2020,adbri,2125121.0,207432.0,14286867.0,2125121207432.0,adbri,100.0,ABC
4264,2020,fortescue metals,1907353.0,163969.0,29667422.0,1907353163969.0,fortescue metals,100.0,FMG
4266,2020,centennial coal company,1727968.0,244595.0,3350561.0,1727968244595.0,centennial coal company,100.0,CEY
4270,2020,incitec pivot,1509346.0,148752.0,29666829.0,1509346148752.0,incitec pivot,100.0,IPL
4274,2020,boral,1408536.0,326741.0,11650233.0,1408536326741.0,boral,100.0,BLD
4288,2020,cleanaway waste management,755447.0,43139.0,4363590.0,75544743139.0,cleanaway waste management,100.0,CWY
4298,2020,ampol,576611.0,222097.0,9090721.0,576611222097.0,ampol,100.0,ALD
4304,2020,aurizon,509118.0,358088.0,8828929.0,509118358088.0,aurizon,100.0,AZJ
4306,2020,beach energy,469666.0,20215.0,5562853.0,46966620215.0,beach energy,100.0,BPT
4309,2020,arrow energy,447361.0,36679.0,6575725.0,44736136679.0,arrow energy,100.0,AOE
4315,2020,iluka resources,384414.0,72930.0,5260711.0,38441472930.0,iluka resources,100.0,ILU
4323,2020,downer edi,300875.0,78530.0,4701217.0,30087578530.0,downer edi,100.0,DOW
4325,2020,coles,287452.0,1308665.0,6602452.0,2874521308665.0,coles,100.0,CGJ
4326,2020,csr,283472.0,184647.0,5742366.0,283472184647.0,csr,100.0,CSR
4336,2020,grange resources,225739.0,36379.0,4506374.0,22573936379.0,grange resources,100.0,GRR
4342,2020,ausnet services,210866.0,1352484.0,7577105.0,2108661352484.0,ausnet services,100.0,AST
4344,2020,brickworks,204134.0,75500.0,4393092.0,20413475500.0,brickworks,100.0,BKW
4347,2020,alliance aviation services,197836.0,850.0,2822513.0,197836850.0,alliance aviation services,100.0,AQZ
4357,2020,evolution mining,157854.0,398186.0,4099504.0,157854398186.0,evolution mining,100.0,EVN
4379,2020,lindsay australia,112392.0,9195.0,1637043.0,1123929195.0,lindsay australia,100.0,LAU
4380,2020,australian pacific coal,112089.0,4527.0,20615.0,1120894527.0,australian pacific coal,100.0,AQC
4394,2020,dacian gold,104336.0,50.0,1729582.0,10433650.0,dacian gold,100.0,DCN
4402,2020,cimic,93301.0,39603.0,1825684.0,9330139603.0,cimic,100.0,CIM
4429,2020,bingo industries,70777.0,5667.0,312237.0,707775667.0,bingo industries,100.0,BIN
4430,2020,lendlease,70711.0,146821.0,1707955.0,70711146821.0,lendlease,100.0,LLC
4432,2020,bega cheese,70582.0,113812.0,1975753.0,70582113812.0,bega cheese,100.0,BGA
4436,2020,gascoyne resources,67734.0,22.0,1117205.0,6773422.0,gascoyne resources,100.0,GCY
4446,2020,igo,63535.0,174.0,946130.0,63535174.0,igo,100.0,IGO
4459,2020,inghams,57607.0,167160.0,1751885.0,57607167160.0,inghams,100.0,ING
4466,2020,central petroleum,54742.0,116.0,944885.0,54742116.0,central petroleum,100.0,CTP
4485,2020,graincorp,43967.0,61386.0,979123.0,4396761386.0,graincorp,100.0,GNC
4494,2020,image resources nl,40299.0,9834.0,638088.0,402999834.0,image resources nl,100.0,IMA
4498,2020,eagers automotive,37290.0,35590.0,826667.0,3729035590.0,eagers automotive,100.0,APE
4516,2020,aurelia metals,31687.0,62234.0,822228.0,3168762234.0,aurelia metals,100.0,AMI
4526,2020,coca-cola amatil,25014.0,88977.0,839466.0,2501488977.0,coca-cola amatil,100.0,CCL
4536,2020,crown resorts,22413.0,115683.0,888383.0,22413115683.0,crown resorts,100.0,CWN
4546,2020,csl,17844.0,75288.0,609068.0,1784475288.0,csl,100.0,CSL
4548,2020,aeris resources,17484.0,68633.0,553030.0,1748468633.0,aeris resources,100.0,AIS
4551,2020,healthscope,17306.0,92889.0,752605.0,1730692889.0,healthscope,100.0,HSO
4552,2020,dexus,17187.0,118513.0,644544.0,17187118513.0,dexus,100.0,DXS
4572,2020,event hospitality and entertainment,11791.0,109608.0,713928.0,11791109608.0,event hospitality and entertainment,100.0,EVT
4577,2020,charter hall,10669.0,92917.0,485610.0,1066992917.0,charter hall,100.0,CHC
4585,2020,cbh resources,8625.0,90698.0,527743.0,862590698.0,cbh resources,100.0,CBH1
4592,2020,commonwealth bank of australia,7536.0,96134.0,549118.0,753696134.0,commonwealth bank of australia,100.0,CBA
4599,2020,amp,6783.0,83518.0,479190.0,678383518.0,amp,100.0,AMP
4605,2020,harvey norman,6300.0,108662.0,583328.0,6300108662.0,harvey norman,100.0,HVN
4640,2020,jb hi-fi,247.0,66529.0,293728.0,24766529.0,jb hi-fi,100.0,JBH
4646,2021,agl energy,40209034.0,461933.0,315491373.0,40209034461933.0,agl energy,100.0,AGL
4658,2021,bluescope steel,6450389.0,984122.0,76558596.0,6450389984122.0,bluescope steel,100.0,BSL
4667,2021,bhp,3742988.0,1360240.0,63415244.0,37429881360240.0,bhp,100.0,BHP
4674,2021,adbri,2092331.0,197118.0,14175950.0,2092331197118.0,adbri,100.0,ABC
4676,2021,fortescue metals,2063477.0,161781.0,31977625.0,2063477161781.0,fortescue metals,100.0,FMG
4682,2021,incitec pivot,1494834.0,159741.0,30646348.0,1494834159741.0,incitec pivot,100.0,IPL
4687,2021,boral,1343248.0,307652.0,10207200.0,1343248307652.0,boral,100.0,BLD
4699,2021,cleanaway waste management,860338.0,47168.0,632226.0,86033847168.0,cleanaway waste management,100.0,CWY
4716,2021,ampol,551804.0,226957.0,10680476.0,551804226957.0,ampol,100.0,ALD
4720,2021,aurizon,513726.0,333514.0,8801777.0,513726333514.0,aurizon,100.0,AZJ
4721,2021,arrow energy,481495.0,32625.0,7110712.0,48149532625.0,arrow energy,100.0,AOE
4729,2021,beach energy,405005.0,19274.0,5300508.0,40500519274.0,beach energy,100.0,BPT
4734,2021,iluka resources,349047.0,74126.0,4913791.0,34904774126.0,iluka resources,100.0,ILU
4740,2021,csr,280065.0,183104.0,5679832.0,280065183104.0,csr,100.0,CSR
4742,2021,coles,271472.0,1291574.0,6708282.0,2714721291574.0,coles,100.0,CGJ
4751,2021,alliance aviation services,238322.0,1134.0,3400453.0,2383221134.0,alliance aviation services,100.0,AQZ
4752,2021,ausnet services,229917.0,1319230.0,7492253.0,2299171319230.0,ausnet services,100.0,AST
4753,2021,downer edi,229227.0,62358.0,3812793.0,22922762358.0,downer edi,100.0,DOW
4758,2021,grange resources,215061.0,40602.0,4345863.0,21506140602.0,grange resources,100.0,GRR
4762,2021,brickworks,192267.0,70827.0,4135768.0,19226770827.0,brickworks,100.0,BKW
4772,2021,evolution mining,155775.0,365371.0,3929926.0,155775365371.0,evolution mining,100.0,EVN
4790,2021,lindsay australia,114801.0,10083.0,1677500.0,11480110083.0,lindsay australia,100.0,LAU
4800,2021,cimic,109159.0,50465.0,1803007.0,10915950465.0,cimic,100.0,CIM
4810,2021,dacian gold,96769.0,56.0,1604171.0,9676956.0,dacian gold,100.0,DCN
4812,2021,bega cheese,95349.0,216925.0,2945481.0,95349216925.0,bega cheese,100.0,BGA
4814,2021,australian pacific coal,91869.0,1932.0,9041.0,918691932.0,australian pacific coal,100.0,AQC
4816,2021,central petroleum,91605.0,130.0,1260694.0,91605130.0,central petroleum,100.0,CTP
4839,2021,bingo industries,70985.0,5835.0,351816.0,709855835.0,bingo industries,100.0,BIN
4841,2021,gascoyne resources,70235.0,24.0,1165038.0,7023524.0,gascoyne resources,100.0,GCY
4849,2021,igo,63334.0,138.0,945436.0,63334138.0,igo,100.0,IGO
4863,2021,inghams,59839.0,160955.0,1722905.0,59839160955.0,inghams,100.0,ING
4897,2021,graincorp,46968.0,69358.0,1068427.0,4696869358.0,graincorp,100.0,GNC
4912,2021,aurelia metals,36093.0,81992.0,968637.0,3609381992.0,aurelia metals,100.0,AMI
4920,2021,eagers automotive,33009.0,29561.0,744429.0,3300929561.0,eagers automotive,100.0,APE
4930,2021,lendlease,28912.0,113591.0,891729.0,28912113591.0,lendlease,100.0,LLC
4937,2021,aeris resources,27486.0,110936.0,894802.0,27486110936.0,aeris resources,100.0,AIS
4940,2021,crown resorts,26448.0,114323.0,927345.0,26448114323.0,crown resorts,100.0,CWN
4944,2021,coca-cola amatil,24820.0,89248.0,855374.0,2482089248.0,coca-cola amatil,100.0,CCL
4953,2021,csl,19904.0,74940.0,658580.0,1990474940.0,csl,100.0,CSL
4963,2021,dexus,16155.0,97479.0,568288.0,1615597479.0,dexus,100.0,DXS
4967,2021,healthscope,14585.0,89707.0,690379.0,1458589707.0,healthscope,100.0,HSO
4981,2021,29metals,12418.0,66697.0,482231.0,1241866697.0,29metals,100.0,29M
4984,2021,charter hall,11720.0,82724.0,464991.0,1172082724.0,charter hall,100.0,CHC
4992,2021,event hospitality and entertainment,9684.0,99165.0,632430.0,968499165.0,event hospitality and entertainment,100.0,EVT
5004,2021,amp,7180.0,70190.0,412026.0,718070190.0,amp,100.0,AMP
5012,2021,harvey norman,6383.0,101866.0,559194.0,6383101866.0,harvey norman,100.0,HVN
