year,month,bc,bp,sc,sp,pmc
2009,8,0.03678768700125076,-0.0035800989939352816,-0.0004598191991944211,0.010512609561656411,-0.014697678617167607
2009,9,-0.017161679733636213,0.001389822984116549,0.0012737777980470861,0.001229916169557892,0.009253820544631784
2009,10,-0.0023621770664410263,0.0017436179218182299,-0.0005475009833711151,-0.005278779445550867,-0.0003127417369602479
2009,11,0.019528805255790357,-0.005805726757798158,-0.0001291449684963641,-0.0023054603402244424,-0.013755423692658298
2009,12,0.027252203707284213,0.008348296741088697,0.0003594594191959578,0.0030627049835204737,-0.0081003307009355
2010,1,-0.013115950184799807,-0.01156836247624282,-0.0020792014173441186,-0.0002349083030191326,0.0016959404114409863
2010,2,-3.070837365087408e-05,-0.0033585400396946574,-0.0009136880639359011,0.001545258471968629,-0.0004344425650696266
2010,3,0.017513285543680382,0.022700003171626373,-0.0006225253866465279,0.010844519934486058,0.00832688147453929
2010,4,-0.008646702260570235,9.83890810647807e-05,-0.0012556879051916806,-3.768228851843932e-05,0.004981548479154128
2010,5,-0.02341069977260057,-0.009005774763410244,-0.0023625521965084453,-0.0029636657503152777,0.006901905727691747
2010,6,0.019218720384379332,-0.007968157861143708,-0.008585662893081566,-0.0019403279156221763,-0.010270771634031825
2010,7,0.006097433978534071,0.019459548767801375,0.007780558619859403,0.004555921083010727,0.005068738626209314
2010,8,0.03345339286360723,-0.0058114534711077885,-0.003619516211822092,-0.0019818340774381236,-0.018813582100165527
2010,9,0.024995836199271513,0.008599934899318016,0.004349576973807931,0.0032329848008173113,-0.00875624673647206
2010,10,0.03350754409583359,0.0021083171826209767,0.0003245332755091077,-0.00030367445383434595,-0.016013717321278036
2010,11,-0.013938355163957103,0.0027194936770947287,-0.0011819574640014301,-0.0007662838114185007,0.00853676124681738
2010,12,0.004439887411852798,0.02177662654387715,-0.00022556503166537686,0.0023182520840595556,0.00994027812387464
2011,1,-0.0014049966579016233,-0.006694445597637657,-1.231097636558362e-05,0.0006868136263807343,-0.0022951621684948577
2011,2,-0.0008413421422854769,0.015590333807905178,-0.00015216344813977388,-0.0033516031872756554,0.006616118105527387
2011,3,-0.00798178519218143,0.01579551368297817,-8.724254507462187e-05,-0.0020680879845264085,0.010898226717853909
2011,4,-0.015486924945105143,-0.008847324643789008,-0.0001749915783586762,-0.0020502015376273356,0.002382195171023737
2011,5,0.009544206702392316,0.0105696539654478,-0.000932942234564586,-0.0013618762338746626,0.0002982566318727037
2011,6,-0.008817692572407153,0.00032966966458201474,-0.0006275096050978463,-0.0025680504499632066,0.003603410696061904
2011,7,-0.015019807586666312,-0.0022316116231514867,-0.0005438756039118723,0.0017322151165487468,0.007532143341987723
2011,8,-0.01819843704731756,-0.012839332131504217,0.0004545872759678829,-0.003182541276225815,0.0008609881818098224
2011,9,-0.05089010538341116,-0.018026948944342057,-0.001641105094239266,-0.005593164198164895,0.014455548667571738
2011,10,0.015755438629218292,0.02321622617364459,1.1341306067103193e-05,0.0068747608833003345,0.007162103560829766
2011,11,0.0008621819795726418,-0.019694987759956543,0.00022948223471164518,-0.0002185666955543672,-0.010502609334897599
2011,12,-0.006240811299012799,0.0009140754039968372,9.27480198995819e-05,0.0008350810443622049,0.003948609863736129
2012,1,0.031888585377315315,0.012300751785932443,0.0014927924442583974,0.004301267041876254,-0.00838967949688251
2012,2,0.019725085490169228,-0.0014708296428394573,0.002413677653637059,0.0007975492283025308,-0.011406021779171606
2012,3,0.022704608537407963,0.00033187975312491073,0.000261691217647327,-0.00246446494341572,-0.012549442472673051
2012,4,-0.003242206885629635,-0.003586802620358885,0.000299828402972565,-0.0016803466305965432,-0.001162385384149179
2012,5,-0.037913896195630646,-0.016737433605259217,0.0009051552759695243,-0.003464724261623214,0.008403291526389346
2012,6,0.017370597622565792,-0.010139873995152947,-0.000525163036147243,-0.004428170889402644,-0.01570673973548707
2012,7,-0.0008086763900779052,-0.0025081393551116167,8.160948437977209e-05,-0.001897114134272667,-0.0018390932918430753
2012,8,-0.005276561085273749,-0.0008422600711456409,0.0018172863665607772,0.004021084287656452,0.0033190494676118916
2012,9,-0.009794678786809199,0.002967521509885382,0.000616969400347518,0.004268499028784492,0.008206864962565778
2012,10,0.058220669778922804,-6.527115208284979e-05,-7.049856763066762e-05,-0.0017772212626393693,-0.029996331813007177
2012,11,0.01809797969858106,-0.010253205759300967,-0.0005489832259209121,-0.0024423189075414064,-0.01512226056975126
2012,12,0.07528768084090393,0.0032138621299056774,0.0016120682911472625,0.0018217543687412932,-0.03593206631670211
2013,1,0.00024232481358350366,0.008477798895754791,0.0023461172497614945,0.0020354488489754295,0.003962402840692611
2013,2,-0.00035600062650875566,0.026731314743086532,0.004480735163523477,0.002370204442061478,0.012488392324066644
2013,3,-0.00017926090226282377,0.0003085119479309627,7.067095986279686e-05,-0.0014898515572770903,-0.0005363748334730504
2013,4,-0.039057843609509695,-0.005771732598244341,,-0.009352103027509578,
2013,5,-0.017785358656539914,0.005360175343276911,-0.0024771139552339366,-0.00488892219120234,0.010366862881924212
2013,6,-0.030873622431960044,-0.009440062126145888,-0.003523112509572837,-0.0061313063400650234,0.009412683237660983
2013,7,0.07042562937721822,0.01117681625621927,0.0019258348037758367,0.007478636028915013,-0.02684800594792989
2013,8,0.03428228130708385,-0.0026879881962254253,0.00028886921599578796,0.0014742449823886348,-0.017892446868458214
2013,9,-0.010637803491230556,0.0031819062219187585,0.0010389585638703313,0.00011386654067428378,0.006447308844976633
2013,10,0.013725501620777483,-6.673534361395245e-05,0.0012581358572646968,0.0008676500289718843,-0.007091361396342124
2013,11,0.005753259888997106,-0.00440609452754434,-0.001226220076884475,-0.00017300774385117204,-0.004553071041754071
2013,12,-0.004723434766205456,0.0016091076106455242,0.001293794454068363,0.0002693692681104493,0.002654058595446533
2014,1,0.0012583228120668327,-0.001758857949050962,7.013564246618364e-06,0.001714089850299896,-0.0006550522375322584
2014,2,0.02773138778286966,0.009497669907041095,-0.0004795548528512126,0.003352087032289493,-0.00720103799534393
2014,3,-0.008354254659137864,0.0015130389135448096,0.0006868304109718267,0.0010401091276395786,0.005110286144675213
2014,4,-0.00600688909420132,0.002090600503686353,-0.0008127406608940393,-0.0004952097977652008,0.004207510230508256
2014,5,0.00031075654318752245,-0.00798951958472472,0.0005037205384345618,-0.0008188942640166424,-0.004811445465181724
2014,6,-0.01547943389530517,-0.0013444319839975888,-0.0022089229348420877,-1.714947685875792e-05,0.008163387684645456
2014,7,0.023208778880425076,0.005145167195264043,0.0017663407160986573,0.0023610618717979015,-0.008734445264730894
2014,8,0.014927780742438805,-0.006302058595107336,-0.0009047265855828152,-0.0013444110519770596,-0.010834761901970193
2014,9,-0.02590939442150372,-0.007857939455986116,-0.0023158884728254857,-0.0018279288325303265,0.00926970730290638
2014,10,0.030122134418617115,0.0019821789217845578,-0.002616533181778748,5.1687570245941906e-05,-0.012735867372403934
2014,11,-0.014354029144797685,-0.003105877402052185,-0.001959283073480367,-0.0016656726113845753,0.005770881102420646
2014,12,0.0022968014531724833,0.003449941594163286,8.891125991090573e-05,0.0017861834047191276,0.0014252061428995121
2015,1,0.005119274604058051,0.012118546045777095,-0.0013375197152930775,0.0018345728159155292,0.0050856819864638254
2015,2,0.035100665891286874,0.004295244033635282,0.0035471116498584417,-0.00033799628529227106,-0.017345264896401154
2015,3,-0.007302602022790514,0.0022251056004086774,0.0003258950876232294,-0.0021117986746119607,0.0035450069304820008
2015,4,-0.004535374124979464,-0.001149709219183991,0.002188766573013923,-0.0007447940149924604,0.0002260521588945449
2015,5,0.02037384248777572,0.006463157887637103,0.0007259225956114492,0.0025564093139164128,-0.006040098940916826
2015,6,-0.034011828953472836,-0.012436224693659924,-0.0034868994221099745,-0.002433082608141282,0.011314710536890801
2015,7,0.05376880934619399,0.0007845149087303978,0.0004732457772308877,0.0009169697546409128,-0.026270285230026783
2015,8,-0.025754269698030345,-0.0037374919313134585,-0.0013676732654311079,0.003473908946484209,0.0134291799893161
2015,9,-0.010534364610783073,-0.005399462161057028,-0.003973600730134793,1.1281395215881644e-06,0.0045548156596912125
2015,10,0.013416294599650717,0.0025017258933183527,0.0031884028706043346,0.005875332967836137,-0.004113819304550281
2015,11,0.01645952748824875,0.001561306201212904,-0.0032623000139449694,-0.002075563631956453,-0.006855742452523664
2015,12,0.015486271116251869,-0.0003241911031865844,0.00321694170070786,0.004470115176010586,-0.007278644372067864
2016,1,-0.004951997322267799,0.0017838837207424121,-0.001994755552867886,-0.0026993907788569467,0.0030156229085105753
2016,2,0.01965520624821516,0.009459005747594947,0.0003191317182134181,0.002443008982492635,-0.004036161618170499
2016,3,0.003465637087305136,9.750825180420992e-05,0.0016375934949026285,0.002245572151521982,-0.0013800750894407865
2016,4,0.013637110542991084,0.007818626731131116,-0.0006869360921893123,0.00015471978492956679,-0.002488413967370544
2016,5,0.030801761963820746,0.002539034783750652,0.00047505784696989545,0.0010503615902832772,-0.013843711718378355
2016,6,-0.022060952029858687,0.004198140977210928,-0.0004925525848416499,0.002223762767778313,0.014487704179844789
2016,7,0.01911811971259656,0.011109412164768556,0.0018926458788438578,0.0037813065885944812,-0.003060023419038691
2016,8,-0.030175988688470354,-0.00852870397325965,0.002227675596182843,-0.005414954498269427,0.007002327310379218
2016,9,-0.002531225130669998,0.0018080463842591247,0.00039969354810096567,0.003778593607788377,0.003859085787308267
2016,10,-0.03142790716361435,0.0023870694666670474,0.0005289120295239978,-0.0037361250769794357,0.014774969761888981
2016,11,-0.002021853449152766,0.0015427325535315585,-0.0012152419516065604,0.00029259064354145674,0.0025362092989161707
2016,12,0.024894476471346884,0.0034416222545621275,0.002081386346718966,0.005456150574861945,-0.009039044994320889
2017,1,0.033107307095166,0.009912731420258988,-0.0006834529206463445,-0.000225678048540534,-0.011368400401400601
2017,2,0.02091152983162618,0.0048466457916730155,0.002943500483136286,-0.0018589679666292636,-0.010433676244859356
2017,3,0.019368855281920346,0.0007723653453002857,-0.0033293332792693644,0.003129621986130239,-0.006068767335610228
2017,4,0.02197970364940053,-0.0008588185705759317,0.00038308761505799607,0.0011231603881474272,-0.011049224723443515
2017,5,-0.003990437068711722,0.003950948050776415,8.545598795766979e-05,-0.002648685030836228,0.00260362205034712
2017,6,0.019148901026069236,0.004550676349959362,0.0013593581263511912,0.00022693958109404487,-0.00786532161068351
2017,7,-0.01962233314629675,-0.003787427628994451,0.0018071981956315213,-0.001596600409634154,0.006215553456018313
2017,8,-0.0017532088511178386,-0.002493227726049016,0.0009339145553055803,-0.0006580811818945129,-0.0011660073060656352
2017,9,0.01123710107161716,-7.409360352257763e-05,-0.0014472079098586132,0.002740110700741573,-0.003561938032269776
2017,10,0.02088933358536718,0.004559550081992984,-1.692985463005534e-05,0.0005274394136925651,-0.007892707117525788
2017,11,0.01754904732358346,0.0013863496870924693,0.0006015347387899494,-9.450608294835766e-05,-0.00842936922911465
