yearmonth,ticker,ln_marketcap,bm,leverage,investa,logppe,ppea,roe
200001,29M,,,,,,,
200002,29M,,,,,,,
200003,29M,,,,,,,
200004,29M,,,,,,,
200005,29M,,,,,,,
200006,29M,,,,,,,
200007,29M,,,,,,,
200008,29M,,,,,,,
200009,29M,,,,,,,
200010,29M,,,,,,,
200011,29M,,,,,,,
200012,29M,,,,,,,
200101,29M,,,,,,,
200102,29M,,,,,,,
200103,29M,,,,,,,
200104,29M,,,,,,,
200105,29M,,,,,,,
200106,29M,,,,,,,
200107,29M,,,,,,,
200108,29M,,,,,,,
200109,29M,,,,,,,
200110,29M,,,,,,,
200111,29M,,,,,,,
200112,29M,,,,,,,
200201,29M,,,,,,,
200202,29M,,,,,,,
200203,29M,,,,,,,
200204,29M,,,,,,,
200205,29M,,,,,,,
200206,29M,,,,,,,
200207,29M,,,,,,,
200208,29M,,,,,,,
200209,29M,,,,,,,
200210,29M,,,,,,,
200211,29M,,,,,,,
200212,29M,,,,,,,
200301,29M,,,,,,,
200302,29M,,,,,,,
200303,29M,,,,,,,
200304,29M,,,,,,,
200305,29M,,,,,,,
200306,29M,,,,,,,
200307,29M,,,,,,,
200308,29M,,,,,,,
200309,29M,,,,,,,
200310,29M,,,,,,,
200311,29M,,,,,,,
200312,29M,,,,,,,
200401,29M,,,,,,,
200402,29M,,,,,,,
200403,29M,,,,,,,
200404,29M,,,,,,,
200405,29M,,,,,,,
200406,29M,,,,,,,
200407,29M,,,,,,,
200408,29M,,,,,,,
200409,29M,,,,,,,
200410,29M,,,,,,,
200411,29M,,,,,,,
200412,29M,,,,,,,
200501,29M,,,,,,,
200502,29M,,,,,,,
200503,29M,,,,,,,
200504,29M,,,,,,,
200505,29M,,,,,,,
200506,29M,,,,,,,
200507,29M,,,,,,,
200508,29M,,,,,,,
200509,29M,,,,,,,
200510,29M,,,,,,,
200511,29M,,,,,,,
200512,29M,,,,,,,
200601,29M,,,,,,,
200602,29M,,,,,,,
200603,29M,,,,,,,
200604,29M,,,,,,,
200605,29M,,,,,,,
200606,29M,,,,,,,
200607,29M,,,,,,,
200608,29M,,,,,,,
200609,29M,,,,,,,
200610,29M,,,,,,,
200611,29M,,,,,,,
200612,29M,,,,,,,
200701,29M,,,,,,,
200702,29M,,,,,,,
200703,29M,,,,,,,
200704,29M,,,,,,,
200705,29M,,,,,,,
200706,29M,,,,,,,
200707,29M,,,,,,,
200708,29M,,,,,,,
200709,29M,,,,,,,
200710,29M,,,,,,,
200711,29M,,,,,,,
200712,29M,,,,,,,
200801,29M,,,,,,,
200802,29M,,,,,,,
200803,29M,,,,,,,
200804,29M,,,,,,,
200805,29M,,,,,,,
200806,29M,,,,,,,
200807,29M,,,,,,,
200808,29M,,,,,,,
200809,29M,,,,,,,
200810,29M,,,,,,,
200811,29M,,,,,,,
200812,29M,,,,,,,
200901,29M,,,,,,,
200902,29M,,,,,,,
200903,29M,,,,,,,
200904,29M,,,,,,,
200905,29M,,,,,,,
200906,29M,,,,,,,
200907,29M,,,,,,,
200908,29M,,,,,,,
200909,29M,,,,,,,
200910,29M,,,,,,,
200911,29M,,,,,,,
200912,29M,,,,,,,
201001,29M,,,,,,,
201002,29M,,,,,,,
201003,29M,,,,,,,
201004,29M,,,,,,,
201005,29M,,,,,,,
201006,29M,,,,,,,
201007,29M,,,,,,,
201008,29M,,,,,,,
201009,29M,,,,,,,
201010,29M,,,,,,,
201011,29M,,,,,,,
201012,29M,,,,,,,
201101,29M,,,,,,,
201102,29M,,,,,,,
201103,29M,,,,,,,
201104,29M,,,,,,,
201105,29M,,,,,,,
201106,29M,,,,,,,
201107,29M,,,,,,,
201108,29M,,,,,,,
201109,29M,,,,,,,
201110,29M,,,,,,,
201111,29M,,,,,,,
201112,29M,,,,,,,
201201,29M,,,,,,,
201202,29M,,,,,,,
201203,29M,,,,,,,
201204,29M,,,,,,,
201205,29M,,,,,,,
201206,29M,,,,,,,
201207,29M,,,,,,,
201208,29M,,,,,,,
201209,29M,,,,,,,
201210,29M,,,,,,,
201211,29M,,,,,,,
201212,29M,,,,,,,
201301,29M,,,,,,,
201302,29M,,,,,,,
201303,29M,,,,,,,
201304,29M,,,,,,,
201305,29M,,,,,,,
201306,29M,,,,,,,
201307,29M,,,,,,,
201308,29M,,,,,,,
201309,29M,,,,,,,
201310,29M,,,,,,,
201311,29M,,,,,,,
201312,29M,,,,,,,
201401,29M,,,,,,,
201402,29M,,,,,,,
201403,29M,,,,,,,
201404,29M,,,,,,,
201405,29M,,,,,,,
201406,29M,,,,,,,
201407,29M,,,,,,,
201408,29M,,,,,,,
201409,29M,,,,,,,
201410,29M,,,,,,,
201411,29M,,,,,,,
201412,29M,,,,,,,
201501,29M,,,,,,,
201502,29M,,,,,,,
201503,29M,,,,,,,
201504,29M,,,,,,,
201505,29M,,,,,,,
201506,29M,,,,,,,
201507,29M,,,,,,,
201508,29M,,,,,,,
201509,29M,,,,,,,
201510,29M,,,,,,,
201511,29M,,,,,,,
201512,29M,,,,,,,
201601,29M,,,,,,,
201602,29M,,,,,,,
201603,29M,,,,,,,
201604,29M,,,,,,,
201605,29M,,,,,,,
201606,29M,,,,,,,
201607,29M,,,,,,,
201608,29M,,,,,,,
201609,29M,,,,,,,
201610,29M,,,,,,,
201611,29M,,,,,,,
201612,29M,,,,,,,
201701,29M,,,,,,,
201702,29M,,,,,,,
201703,29M,,,,,,,
201704,29M,,,,,,,
201705,29M,,,,,,,
201706,29M,,,,,,,
201707,29M,,,,,,,
201708,29M,,,,,,,
201709,29M,,,,,,,
201710,29M,,,,,,,
201711,29M,,,,,,,
201712,29M,,,,,,,
201801,29M,,,,,,,
201802,29M,,,,,,,
201803,29M,,,,,,,
201804,29M,,,,,,,
201805,29M,,,,,,,
201806,29M,,,,,,,
201807,29M,,,,,,,
201808,29M,,,,,,,
201809,29M,,,,,,,
201810,29M,,,,,,,
201811,29M,,,,,,,
201812,29M,,,,,,,
201901,29M,,,,,,,
201902,29M,,,,,,,
201903,29M,,,,,,,
201904,29M,,,,,,,
201905,29M,,,,,,,
201906,29M,,,,,,,
201907,29M,,,,,,,
201908,29M,,,,,,,
201909,29M,,,,,,,
201910,29M,,,,,,,
201911,29M,,,,,,,
201912,29M,,,,,,,
202001,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202002,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202003,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202004,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202005,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202006,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202007,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202008,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202009,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202010,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202011,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202012,29M,,,0.19709558097930235,,20.589226886965015,0.6959878016947749,0.0
202101,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202102,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202103,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202104,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202105,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202106,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202107,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202108,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202109,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202110,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202111,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202112,29M,21.111921691142694,0.5217204362165248,0.17719489134178693,-0.07422031525746685,20.58678037105505,0.6633462061057849,0.1916
202201,29M,,,,,,,
202202,29M,,,,,,,
202203,29M,,,,,,,
202204,29M,,,,,,,
202205,29M,,,,,,,
202206,29M,,,,,,,
202207,29M,,,,,,,
202208,29M,,,,,,,
202209,29M,,,,,,,
202210,29M,,,,,,,
202211,29M,,,,,,,
202212,29M,,,,,,,
200001,ABB1,,,,,,,
200002,ABB1,,,,,,,
200003,ABB1,,,,,,,
200004,ABB1,,,,,,,
200005,ABB1,,,,,,,
200006,ABB1,,,,,,,
200007,ABB1,,,,,,,
200008,ABB1,,,,,,,
200009,ABB1,,,,,,,
200010,ABB1,,,,,,,
200011,ABB1,,,,,,,
200012,ABB1,,,,,,,
200101,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200102,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200103,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200104,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200105,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200106,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200107,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200108,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200109,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200110,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200111,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200112,ABB1,,,0.2937805001474128,-0.001118797111589286,15.209028764173484,0.004432284722313897,0.1045
200201,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200202,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200203,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200204,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200205,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200206,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200207,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200208,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200209,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200210,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200211,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200212,ABB1,18.648752420087103,0.8983220304528183,0.07235880287015409,-0.006018297352381272,15.28361529428173,0.010420992742994456,0.1278
200301,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200302,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200303,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200304,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200305,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200306,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200307,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200308,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200309,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200310,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200311,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200312,ABB1,19.098687532537266,0.6699163999715028,0.041275988585405626,-0.005857955653237385,15.450031250765837,0.022718410464559812,0.114
200401,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200402,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200403,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200404,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200405,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200406,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200407,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200408,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200409,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200410,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200411,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200412,ABB1,20.811545468481146,0.7298715831443152,0.2085477746104158,-0.0017294690640432177,19.95334127838323,0.36534087188279374,0.0262
200501,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200502,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200503,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200504,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200505,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200506,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200507,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200508,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200509,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200510,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200511,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200512,ABB1,20.676024520932174,0.8475461625624015,0.19682094767146965,-0.041455987586355596,19.99202003345442,0.42531312463659515,0.0219
200601,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200602,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200603,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200604,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200605,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200606,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200607,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200608,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200609,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200610,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200611,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200612,ABB1,20.690839493340178,0.9091061654081832,0.2659263588544711,-0.048769400610429246,20.07336969838078,0.33904799012922915,0.0758
200701,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200702,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200703,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200704,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200705,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200706,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200707,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200708,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200709,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200710,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200711,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200712,ABB1,20.86865578733194,0.7776112592541768,0.22402597402597402,-0.030844155844155844,20.132855733837577,0.28109780844155846,0.0081
200801,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200802,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200803,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200804,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200805,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200806,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200807,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200808,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200809,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200810,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200811,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200812,ABB1,21.02729661891406,0.819664405268422,0.21766038569928717,-0.05393159087141515,20.276978734317993,0.353649776206001,0.0438999999999999
200901,ABB1,,,,,,,
200902,ABB1,,,,,,,
200903,ABB1,,,,,,,
200904,ABB1,,,,,,,
200905,ABB1,,,,,,,
200906,ABB1,,,,,,,
200907,ABB1,,,,,,,
200908,ABB1,,,,,,,
200909,ABB1,,,,,,,
200910,ABB1,,,,,,,
200911,ABB1,,,,,,,
200912,ABB1,,,,,,,
201001,ABB1,,,,,,,
201002,ABB1,,,,,,,
201003,ABB1,,,,,,,
201004,ABB1,,,,,,,
201005,ABB1,,,,,,,
201006,ABB1,,,,,,,
201007,ABB1,,,,,,,
201008,ABB1,,,,,,,
201009,ABB1,,,,,,,
201010,ABB1,,,,,,,
201011,ABB1,,,,,,,
201012,ABB1,,,,,,,
201101,ABB1,,,,,,,
201102,ABB1,,,,,,,
201103,ABB1,,,,,,,
201104,ABB1,,,,,,,
201105,ABB1,,,,,,,
201106,ABB1,,,,,,,
201107,ABB1,,,,,,,
201108,ABB1,,,,,,,
201109,ABB1,,,,,,,
201110,ABB1,,,,,,,
201111,ABB1,,,,,,,
201112,ABB1,,,,,,,
201201,ABB1,,,,,,,
201202,ABB1,,,,,,,
201203,ABB1,,,,,,,
201204,ABB1,,,,,,,
201205,ABB1,,,,,,,
201206,ABB1,,,,,,,
201207,ABB1,,,,,,,
201208,ABB1,,,,,,,
201209,ABB1,,,,,,,
201210,ABB1,,,,,,,
201211,ABB1,,,,,,,
201212,ABB1,,,,,,,
201301,ABB1,,,,,,,
201302,ABB1,,,,,,,
201303,ABB1,,,,,,,
201304,ABB1,,,,,,,
201305,ABB1,,,,,,,
201306,ABB1,,,,,,,
201307,ABB1,,,,,,,
201308,ABB1,,,,,,,
201309,ABB1,,,,,,,
201310,ABB1,,,,,,,
201311,ABB1,,,,,,,
201312,ABB1,,,,,,,
201401,ABB1,,,,,,,
201402,ABB1,,,,,,,
201403,ABB1,,,,,,,
201404,ABB1,,,,,,,
201405,ABB1,,,,,,,
201406,ABB1,,,,,,,
201407,ABB1,,,,,,,
201408,ABB1,,,,,,,
201409,ABB1,,,,,,,
201410,ABB1,,,,,,,
201411,ABB1,,,,,,,
201412,ABB1,,,,,,,
201501,ABB1,,,,,,,
201502,ABB1,,,,,,,
201503,ABB1,,,,,,,
201504,ABB1,,,,,,,
201505,ABB1,,,,,,,
201506,ABB1,,,,,,,
201507,ABB1,,,,,,,
201508,ABB1,,,,,,,
201509,ABB1,,,,,,,
201510,ABB1,,,,,,,
201511,ABB1,,,,,,,
201512,ABB1,,,,,,,
201601,ABB1,,,,,,,
201602,ABB1,,,,,,,
201603,ABB1,,,,,,,
201604,ABB1,,,,,,,
201605,ABB1,,,,,,,
201606,ABB1,,,,,,,
201607,ABB1,,,,,,,
201608,ABB1,,,,,,,
201609,ABB1,,,,,,,
201610,ABB1,,,,,,,
201611,ABB1,,,,,,,
201612,ABB1,,,,,,,
201701,ABB1,,,,,,,
201702,ABB1,,,,,,,
201703,ABB1,,,,,,,
201704,ABB1,,,,,,,
201705,ABB1,,,,,,,
201706,ABB1,,,,,,,
201707,ABB1,,,,,,,
201708,ABB1,,,,,,,
201709,ABB1,,,,,,,
201710,ABB1,,,,,,,
201711,ABB1,,,,,,,
201712,ABB1,,,,,,,
201801,ABB1,,,,,,,
201802,ABB1,,,,,,,
201803,ABB1,,,,,,,
201804,ABB1,,,,,,,
201805,ABB1,,,,,,,
201806,ABB1,,,,,,,
201807,ABB1,,,,,,,
201808,ABB1,,,,,,,
201809,ABB1,,,,,,,
201810,ABB1,,,,,,,
201811,ABB1,,,,,,,
201812,ABB1,,,,,,,
201901,ABB1,,,,,,,
201902,ABB1,,,,,,,
201903,ABB1,,,,,,,
201904,ABB1,,,,,,,
201905,ABB1,,,,,,,
201906,ABB1,,,,,,,
201907,ABB1,,,,,,,
201908,ABB1,,,,,,,
201909,ABB1,,,,,,,
201910,ABB1,,,,,,,
201911,ABB1,,,,,,,
201912,ABB1,,,,,,,
202001,ABB1,,,,,,,
202002,ABB1,,,,,,,
202003,ABB1,,,,,,,
202004,ABB1,,,,,,,
202005,ABB1,,,,,,,
202006,ABB1,,,,,,,
202007,ABB1,,,,,,,
202008,ABB1,,,,,,,
202009,ABB1,,,,,,,
202010,ABB1,,,,,,,
202011,ABB1,,,,,,,
202012,ABB1,,,,,,,
202101,ABB1,,,,,,,
202102,ABB1,,,,,,,
202103,ABB1,,,,,,,
202104,ABB1,,,,,,,
202105,ABB1,,,,,,,
202106,ABB1,,,,,,,
202107,ABB1,,,,,,,
202108,ABB1,,,,,,,
202109,ABB1,,,,,,,
202110,ABB1,,,,,,,
202111,ABB1,,,,,,,
202112,ABB1,,,,,,,
202201,ABB1,,,,,,,
202202,ABB1,,,,,,,
202203,ABB1,,,,,,,
202204,ABB1,,,,,,,
202205,ABB1,,,,,,,
202206,ABB1,,,,,,,
202207,ABB1,,,,,,,
202208,ABB1,,,,,,,
202209,ABB1,,,,,,,
202210,ABB1,,,,,,,
202211,ABB1,,,,,,,
202212,ABB1,,,,,,,
200001,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200002,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200003,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200004,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200005,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200006,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200007,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
200008,ABC,19.059179517497427,2.3353432627659085,0.30020631466104786,-0.050871696770586415,20.048135376173263,0.5880891981683509,0.1961
