yearmonth,ticker,ln_marketcap,bm,leverage,investa,logppe,ppea,roe
201511,BKW,21.516806538032014,0.8250001115609992,0.12852166572629845,-0.0240955292340691,19.98422130399943,0.18962349668475537,0.0659
201512,BKW,21.516806538032014,0.8250001115609992,0.12852166572629845,-0.0240955292340691,19.98422130399943,0.18962349668475537,0.0659
201601,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201602,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201603,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201604,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201605,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201606,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201607,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201608,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201609,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201610,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201611,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201612,BKW,21.527739335189498,0.8223973263317182,0.11893502860452147,-0.021781012544015748,20.00675585919952,0.19414983578186554,0.0802
201701,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201702,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201703,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201704,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201705,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201706,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201707,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201708,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201709,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201710,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201711,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201712,BKW,21.400383763490336,0.999818584425835,0.11470151692909637,-0.02255889272521851,20.027625551180755,0.18337234820506468,0.0998
201801,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201802,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201803,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201804,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201805,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201806,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201807,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201808,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201809,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201810,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201811,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201812,BKW,21.5681816326031,0.8897217096065274,0.11272680223585868,-0.015118236104923001,20.05088748342797,0.17755432175927616,0.0986
201901,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201902,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201903,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201904,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201905,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201906,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201907,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201908,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201909,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201910,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201911,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
201912,BKW,21.643021578534743,0.8639444317712224,0.10483112748077585,-0.015874314254454597,20.20838366316228,0.19320209868528257,0.1061
202001,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202002,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202003,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202004,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202005,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202006,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202007,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202008,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202009,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202010,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202011,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202012,BKW,21.618733599127044,0.981837787801016,0.19598751139140705,-0.027175272826318646,20.453481310301026,0.19920619536005457,0.0608
202101,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202102,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202103,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202104,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202105,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202106,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202107,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202108,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202109,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202110,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202111,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202112,BKW,22.025149693147444,0.6745379659600542,0.21270137452332835,-0.029784650725613985,20.631250323762597,0.22655962792287407,0.1147
202201,BKW,,,,,,,
202202,BKW,,,,,,,
202203,BKW,,,,,,,
202204,BKW,,,,,,,
202205,BKW,,,,,,,
202206,BKW,,,,,,,
202207,BKW,,,,,,,
202208,BKW,,,,,,,
202209,BKW,,,,,,,
202210,BKW,,,,,,,
202211,BKW,,,,,,,
202212,BKW,,,,,,,
200001,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200002,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200003,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200004,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200005,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200006,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200007,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200008,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200009,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200010,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200011,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200012,BLD,20.899657659062214,1.4899756837695286,0.2601275464098526,-0.030234179339547133,21.47609601966753,0.5481397330303891,0.1016
200101,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200102,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200103,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200104,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200105,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200106,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200107,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200108,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200109,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200110,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200111,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200112,BLD,21.214468398904696,1.1347502197270958,0.2543368494725791,-0.043693445983102534,21.451055960949898,0.5175473678948158,0.0686
200201,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200202,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200203,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200204,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200205,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200206,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200207,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200208,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200209,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200210,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200211,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200212,BLD,21.492077162480534,0.9038102772198479,0.23662656769900178,-0.052085999488098285,21.451152551310255,0.5299974404914256,0.0988
200301,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200302,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200303,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200304,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200305,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200306,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200307,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200308,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200309,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200310,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200311,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200312,BLD,21.794462888417314,0.7332285910729475,0.20532950295945912,-0.06629683746501895,21.463773588866193,0.5193293543673692,0.1325
200401,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200402,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200403,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200404,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200405,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200406,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200407,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200408,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200409,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200410,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200411,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200412,BLD,22.048687710254566,0.6269506929999581,0.21880057643276798,-0.09367032479769427,21.55821635308072,0.5109633078372686,0.1568999999999999
200501,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200502,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200503,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200504,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200505,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200506,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200507,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200508,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200509,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200510,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200511,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200512,BLD,22.054510294682075,0.6530275143700299,0.2812530611445252,-0.09178535744372392,21.70440754114018,0.5225985933428677,0.1514
200601,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200602,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200603,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200604,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200605,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200606,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200607,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200608,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200609,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200610,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200611,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200612,BLD,22.2921083710642,0.573828279811287,0.29611598353320207,-0.0865759799534634,21.790765783921895,0.5205119026311079,0.1371
200701,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200702,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200703,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200704,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200705,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200706,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200707,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200708,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200709,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200710,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200711,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200712,BLD,22.38278825256216,0.5682735090136213,0.26097720317711376,-0.06938761475776227,21.81840543613555,0.5139772375614621,0.0999
200801,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200802,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200803,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200804,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200805,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200806,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200807,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200808,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200809,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200810,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200811,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200812,BLD,21.92003402099642,0.8791914775454345,0.2650551314673452,-0.06658184902459711,21.851080877422614,0.5239864291772689,0.0853999999999999
200901,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200902,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200903,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200904,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200905,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200906,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200907,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200908,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200909,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200910,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200911,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
200912,BLD,21.60416333566519,1.141121610696323,0.29394303613053613,-0.04215836247086247,21.855957439267385,0.5652680652680653,0.0475999999999999
201001,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201002,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201003,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201004,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201005,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201006,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201007,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201008,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201009,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201010,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201011,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201012,BLD,21.78346761361776,0.9096440400424635,0.2571505355703152,-0.034533727492609516,21.74754961632376,0.5346297078358352,0.0391
201101,BLD,21.890058244329623,0.9827895515319798,0.18817925194071983,-0.06100917431192661,21.786216405060436,0.5107445306986591,0.0558
201102,BLD,21.890058244329623,0.9827895515319798,0.18817925194071983,-0.06100917431192661,21.786216405060436,0.5107445306986591,0.0558
201103,BLD,21.890058244329623,0.9827895515319798,0.18817925194071983,-0.06100917431192661,21.786216405060436,0.5107445306986591,0.0558
201104,BLD,21.890058244329623,0.9827895515319798,0.18817925194071983,-0.06100917431192661,21.786216405060436,0.5107445306986591,0.0558
