year,month,yearmonth_x,_b_log_scope1,_b_log_scope2,_b_log_total_emissions,_b_log_energy_consumption,_b_change_scope1,_b_change_scope2,_b_change_total_emissions,_b_change_energy_consumption,_b_scope1_int,_b_scope2_int,_b_total_emissions_int,_b_energy_consumption_int,yearmonth_y,mktrf,smb,hml,rmw,cma,wml
2011,8,201108,-0.0298271653763527,-0.0433878281486653,-0.0241146258579676,-0.0096445755597792,-3.92751912988e-07,-1.4199535988e-06,-2.50406119824e-14,-1.43214975743e-09,4.73406265126e-05,-0.0007497669654084,-2.07325345087e-11,2.49788233178e-06,201108.0,-0.0437406977377,0.0024687681703998,0.0053376485371998,0.0626127958600997,0.0327969320479999,0.03484613231
2011,9,201109,-0.0258611723299507,-0.0034014541639567,-0.0052123873409239,2.87840437436e-05,-3.21142691456e-07,-1.96925216662e-06,-3.5621715710599994e-14,-1.8669195483e-09,-3.18379483343e-05,-0.0001010217918817,-9.495846776290001e-12,-7.83268402824e-07,201109.0,-0.0795531027238,0.0910700544603999,0.1140238424224,0.1092144773255998,0.1341357328271999,0.0545626012255999
2011,10,201110,0.0255185792898081,0.0417579456651221,0.0235382653877498,0.010666895827235,6.75098218961e-07,1.43168844304e-06,3.18953992139e-14,1.81794790955e-09,-3.60410227325e-05,0.0015309903181331,1.68625909875e-11,-1.15771570106e-06,201110.0,0.0608415449511998,-0.0947758496055999,-0.0775574177915999,-0.0629450189008,-0.0656441244283999,-0.0795119424839999
2011,11,201111,-0.0305419578098916,-0.0424685007938841,-0.0244628261253665,-0.0138105889223739,-5.70989035081e-07,-1.54740021307e-06,-4.6861857835899995e-14,-2.51546209051e-09,3.68292892233e-05,-0.0008702697095983,-3.47459693866e-11,1.14128120128e-06,201111.0,-0.0197822270955,0.0588701030295,0.0374766692354999,0.0649525498925001,0.0631697637429999,0.1053274126900001
2011,12,201112,-0.0062553290166703,-0.0099356708675089,-0.0034965473397549,-0.0122023214549107,2.7430907477e-07,1.64812877675e-06,3.94078613589e-14,2.13032540999e-09,-1.81542663619e-05,0.0002826540982035,1.10395214593e-11,-9.55366112956e-07,201112.0,-0.0235543915959999,-0.0297706479955,-0.00145214662,-0.0105298543780001,-0.0094444762765,-0.0143780131014999
2012,1,201201,0.0066548052998245,-0.0089993570058396,-0.0052790245703778,-0.0052353208984326,-3.18604193041e-10,3.58157497383e-08,-3.37022226621e-16,1.59361853102e-10,-2.40323112176e-06,0.0006885665906793,7.54449028386e-12,-5.26683963029e-07,201201.0,0.0489218386237999,-0.0668930339641,-0.0386315316673001,-0.0584909657137,-0.076727272939,-0.0965867069853999
2012,2,201202,-0.0002890821687271,0.0082203414799408,-0.0004972487362214,-0.0007858594481985,-5.78951980186e-09,-3.50719154417e-07,-5.326249259349999e-15,-3.2737277256e-10,-2.13766758454e-05,0.0003982726691056,-3.33362818599e-11,-1.72897588997e-06,201202.0,0.0353766274431999,0.0128556122756,-0.0086819524479999,-0.0348417342583998,-0.0184181118435999,-0.0578544746479999
2012,3,201203,0.0081961951792369,0.0161481054339667,0.0091804234578814,0.0135805046658573,5.5824444817e-09,4.29492232984e-07,5.19823537797e-15,5.12834265126e-10,2.93347839634e-05,-0.0002360924323113,4.15485885297e-11,2.71617099919e-06,201203.0,0.0173403571792001,0.046558738247,0.0385522779544,0.0632995188588001,0.0657950389499999,0.0956373000406001
2012,4,201204,0.0101994080909594,-0.0025481498085036,0.0019505035690159,0.0002310734401171,3.00992284732e-09,2.90042264037e-07,2.8255029548899998e-15,3.08224150012e-10,7.26169477959e-06,-0.0002017635141266,2.52122064026e-11,5.40958555461e-07,201204.0,0.0066644218088001,-0.0245823781564,0.0082566154376,0.0121375874077998,-0.000400937419,0.0144263657492
2012,5,201205,-0.007317231696172,3.2170943533e-06,-0.0020859902430584,0.0007628160183004,1.85367240985e-09,6.31832169006e-08,1.68990173335e-15,-4.36856018891e-12,1.29891196929e-05,0.0003962339095756,1.82117487383e-11,1.05491802338e-06,201205.0,-0.0480860077193998,0.0814078239241,0.1135394883734002,0.078936157428,0.0935512288832001,0.1255754295718001
2012,6,201206,-0.0086697383205535,-0.009886975135396,-0.0051563593462046,-0.0001192772621921,1.86675013162e-09,2.51232881988e-07,1.7247334246899998e-15,-2.39825471824e-10,-2.77595690625e-06,-0.0007010957166765,-7.70736903139e-12,7.53145655521e-09,201206.0,-0.002865577539,-0.0749280346040001,-0.033504052662,-0.033885840514,-0.0373219311820001,-0.0079242665779999
2012,7,201207,-0.0029094625847618,-0.007711245176464,-0.0042206152236233,-0.0087112002416025,-5.67981499717e-09,-4.11974472863e-07,-5.25356564036e-15,-3.41800111725e-10,5.22899353763e-06,0.0003412793379174,-2.9142617391e-11,-2.30531346987e-07,201207.0,0.014259129542,-0.0665834032155,-0.017496979134,-0.0242741974489999,-0.000263481133,0.0060296501594998
2012,8,201208,-0.0041486870422425,-0.0096892728562387,-0.0068417357767713,-0.0110677747455891,,,,,4.99021749488e-05,-0.0009268273693193,5.37965710283e-11,-3.79865973827e-07,201208.0,0.033491544956,0.0295063590499999,0.0241927778419999,0.0207185132059999,0.0163245902839999,0.0421772065459999
2012,9,201209,0.0139249356312716,0.0004783236273365,0.0039809383605573,0.0052039515714801,-1.4887732877e-07,1.31342355519e-06,6.566624294e-13,3.77208290804e-09,7.81243352292e-05,0.0007028207619564,1.63813349791e-10,7.86777610259e-06,201209.0,0.0283280391217999,-0.0059298737266,0.0002719898062999,-0.0228619455941999,-0.0343796921553,-0.0267011944478999
2012,10,201210,0.0672163748998482,-0.1588696338594282,-0.1821077354821448,0.0911915911194043,,,,,0.00076184600667,-0.0007032574303807,5.08446655928e-10,4.3908620913e-05,201210.0,0.0261334356520002,0.002539525468,0.001833724736,0.0158489107000001,0.0213944878799998,0.006673501184
2012,11,201211,,,,,,,,,,,,,201211.0,0.0109371867551,-0.0316453460596999,0.0236721498398999,-0.007070846982,0.0007890130469001,0.0451624000454999
2012,12,201212,,,,,,,,,,,,,201212.0,0.0330547379096,0.0224067602532,0.0130646666489999,0.0107542564028,0.0097497302088001,-0.0071263098503999
2013,1,201301,,,,,,,,,,,,,201301.0,0.0543846059923998,0.0141233783805998,0.0284096204364001,0.004532614483,-0.0101532427352,0.0166209731455999
2013,2,201302,,,,,,,,,,,,,201302.0,0.0232146963535,0.0067259177567999,0.0261482827296,0.0208880588827999,0.0324200880853999,0.0475938107204001
2013,3,201303,,,,,,,,,,,,,201303.0,-0.0175381256287,-0.0183265392103,-0.0231555723976,-0.0058104736024001,-0.0022626124852,0.0497726839003997
2013,4,201304,,,,,,,,,,,,,201304.0,0.0303317517455998,-0.0483057096895999,0.0273149693376,0.0126332949519998,0.0406893713464,0.0859411074664
2013,5,201305,,,,,,,,,,,,,201305.0,0.0078955333719998,0.0977250286703999,0.1079329258633998,0.0630181782141998,0.0356180331171998,0.0636628875106
2013,6,201306,,,,,,,,,,,,,201306.0,-0.0243846685899999,0.037306511995,0.0559283017499998,0.027319406875,0.07548638261,0.077046867785
2013,7,201307,-0.0374193289984248,0.0777349313918325,0.0080901862231144,-0.054167749896564,,,,,0.0001682721168877,0.0013587701973192,3.53202982519e-10,1.84731104631e-05,201307.0,0.0619500392378,0.0455286604538001,-0.0035302086633999,0.0368048029748,0.0112490322422,0.0346494970094
2013,8,201308,0.0274299299493868,0.0134268124407053,0.0202555935193236,0.0371673437242328,2.15183328973e-08,1.45331140636e-06,9.72404838273e-16,1.00469072883e-10,0.000113086304565,0.0003561292302331,9.77122115031e-11,1.2214257665e-05,201308.0,0.0078371076763998,0.0212708955418001,-0.0076167986649999,0.0224829666274,0.0053119595813999,0.0193517829896001
2013,9,201309,-0.0072894148787771,-0.0169477469731567,-0.0155434678378507,-0.0085260206482114,8.92542427711e-08,7.20173451698e-07,2.9102686616799997e-15,1.24567408898e-09,-8.364672956e-05,-0.000267255648641,-8.68714726946e-11,-6.97419813191e-06,201309.0,0.0262763556878,-0.0351387586860999,-0.0579171344398,-0.0375415409385999,-0.0336970893345999,-0.0241820716146998
2013,10,201310,-0.0052105699465168,-0.0009475067255422,-0.0002599409164954,-0.0089449585977341,2.9080684696e-08,4.36664577435e-07,8.12125303888e-16,3.91636713938e-10,-1.48575036211e-05,-6.16750897276e-05,-3.1832291047200003e-12,-3.69896616848e-06,201310.0,0.0151616544907999,-0.0420264066327999,-0.0118138460391999,0.0247747419523998,-0.0200536352920001,-0.0005331821812001
2013,11,201311,-0.0144230223950448,0.0087924895293021,0.0024820767804004,0.0061228783132288,3.3260689177e-08,6.11296946571e-07,1.1114491287699999e-15,3.66900373777e-10,1.08264102574e-05,0.0001830306735699,-3.660969056540001e-12,2.72954010302e-06,201311.0,0.0212689555529999,0.040589413348,0.062625178725,0.020224606483,0.0510329040479999,0.09865522164
2013,12,201312,0.0043501997109507,0.0003731487954529,-0.0001103582026689,0.0013995754577161,-4.22566593809e-08,-4.14791511195e-07,-1.2502095526099999e-15,-5.5141262351e-10,3.81674581885e-07,0.0001740144336873,1.4789931800200002e-12,1.71038602086e-07,201312.0,0.013503129604,0.0242677921028,0.0034493410438001,0.0232522579048002,0.0102534201704,0.0501639141518002
2014,1,201401,0.0244550592741976,0.0323225173165693,0.009583616341178,0.039339948816747,-1.3307358907e-07,1.99399170816e-07,-2.27583822092e-14,-1.04476820164e-08,7.39977177657e-05,0.0002114192764927,5.79864720334e-11,1.0857292543e-05,201401.0,-0.0242258592003998,0.0607306168507999,0.008858153108,0.0240727143238999,0.0311183836118,0.0327521619974002
2014,2,201402,0.0039470327896207,0.0417568360934086,-0.0045626377535659,0.0079694848102827,-1.35692838525e-07,-2.66675658492e-07,-3.4638618435e-14,-1.01869295961e-08,1.20537673507e-05,2.02567415354e-05,4.917708617050001e-12,1.23642653897e-06,201402.0,0.0332053981402999,-0.0373138820437,-0.0309475581382,-0.0092041134147998,-0.0148848332073999,-0.001956298507
2014,3,201403,0.0018721388323676,-0.0154826180981672,-0.010945548371524,-0.0046586964469592,-7.0931344138e-08,-6.40877996812e-07,-4.14126065245e-14,-4.88443451631e-09,9.53842173012e-06,-0.0006681281151613,2.0375702849e-11,-3.15183098401e-06,201403.0,-0.0136080463646001,-0.0320434655256,-0.0229227844670001,-0.0191386721129001,-0.0130258752331998,-0.0502848276428
2014,4,201404,0.0067064650535832,0.0213155331635062,0.0063279204760496,0.0100465189757895,-9.30660248525e-08,-4.73596773594e-07,-7.317485727519999e-14,-9.29969812335e-09,9.60311774882e-06,-0.0004259422791579,2.45641902064e-11,-2.138730431e-06,201404.0,0.0069923767463999,-0.0442409171208,0.0184106496044,-0.0118725958016,-0.0045251854408,-0.035900613468
2014,5,201405,0.0013789830312474,0.0333557480747904,0.0190385681669913,0.0024848379651456,9.67463569525e-08,1.25488945493e-06,8.859704980659999e-14,9.32183703946e-09,-1.19680086675e-05,0.0003851409904287,-2.51337275815e-11,1.25467575832e-06,201405.0,0.0140060627125,-0.008815302237,0.0124115568645,-0.013200193319,0.0061331900879999,0.0107173944009999
2014,6,201406,0.0062285096197197,-0.0197182413814299,-0.001273039605699,0.0084644004987633,4.65158790478e-09,-7.90313488805e-07,-6.09197892335e-15,-3.43059677412e-10,9.338534175e-06,9.1018346285e-06,9.279596280410002e-12,3.23813574228e-06,201406.0,-0.0094358064283999,0.002633386782,-0.0029065707571999,-0.0122057851979998,-0.0116122183187999,-0.0009280144931999
2014,7,201407,-0.0034498060045727,0.0239246453495117,-0.0007124250833668,-0.0021797453955275,6.9163785048e-08,1.78900310663e-07,2.87218816877e-14,6.36536347845e-09,-4.58984788275e-05,0.0002087145126836,-3.86505384354e-11,-3.87755462278e-06,201407.0,0.0438378375319998,0.011407335611,0.0382812094769999,0.0047393819450001,0.0060527667580001,0.0076692403739999
2014,8,201408,-0.0101777850346276,0.0111704655639373,0.0013743971727712,-0.0041595358583539,-4.28308268821e-08,-1.0305973173e-06,-8.70373799522e-14,-6.96336234134e-09,1.16517535918e-05,-5.55254339679e-05,1.74976035423e-11,1.93805391154e-06,201408.0,-0.0040703392837999,0.0180702960735998,-0.0034719437336,-0.0116500162530001,0.0104906191044,-0.0220222057898
2014,9,201409,0.0030617477123405,0.0206156223835556,-0.0008029213515686,0.0050888824606674,-7.11110121917e-08,-7.69738178913e-07,-8.456023560809999e-14,-7.3794302165e-09,8.33382425291e-06,0.000169765759995,7.50489502148e-13,7.23078849644e-07,201409.0,-0.0188463778699999,0.089790882196,0.1098732862199998,0.0437509027579998,0.089470418302,0.0628719150999999
2014,10,201410,-0.0057265030389653,0.042349409377599,0.0132009122535675,-0.0022067976553739,1.51770563023e-07,1.33778151915e-07,5.61256570455e-14,1.25405797481e-08,-3.24761587901e-05,6.34954280272e-05,-4.65846978361e-11,-1.33841114595e-06,201410.0,0.0293664056708,-0.0506490401157,-0.0257001247214,0.0154506759688,0.0046162864151,0.0176374334933999
2014,11,201411,-0.00752479587862,-0.0188304361480496,-0.0148984331723065,-0.013026305669372,-8.85496665734e-08,-1.01048908671e-06,-8.869992770389999e-14,-1.04200552514e-08,7.0149818256e-06,5.78097771636e-05,7.6940593169e-12,4.65359306248e-07,201411.0,0.0087744669695999,0.0393653867635999,0.0602086914367998,0.0137519725632,0.0377062182323999,0.0882071604008001
2014,12,201412,0.0080066989985618,-0.0296419517108846,-0.0051882181511673,0.0124231395930359,-7.80595747058e-08,-2.35539631347e-07,-3.10832540369e-14,-4.94958481697e-09,7.93658169174e-05,-0.0010233527657902,6.53809784435e-11,5.69762798323e-06,201412.0,0.003143013452,0.0145306018399999,0.0435171904640001,0.0418608139712,0.0337859785688001,0.0822349909832
2015,1,201501,0.0105262818596571,0.0381152467331673,0.0398519241045535,0.0312662426569872,,,,,1.42113768476e-05,0.0012385369087894,3.42547621133e-11,1.47052684778e-06,201501.0,0.0581117593928,0.0233262562448,0.1006976480951999,0.0086741806763999,0.0512600693787999,0.1071276956468001
2015,2,201502,0.0122457450497956,-0.0258903323091817,0.0045286132724898,0.0190539954952032,1.08441623948e-09,5.73675172027e-08,1.01900866457e-15,1.67087397433e-10,2.69771931448e-05,-0.0003780840379204,1.22425447167e-11,3.45519190134e-06,201502.0,0.0310424156199999,-0.0055059160135999,-0.0332666706424,0.0269482036063999,-0.0045073277175999,0.0031818021615999
2015,3,201503,0.0191737147198816,-0.0006641192124935,0.0139096392479832,0.0202361742355259,3.77165682947e-09,-2.62201938362e-08,3.72939210499e-15,5.13253818072e-10,2.58041321812e-05,0.0001741302086435,2.47835130201e-11,2.57617721863e-06,201503.0,0.0122250978794,0.0264127845391999,0.0317204083255999,0.0044678015761998,0.0239631120223999,0.0865318308889999
2015,4,201504,-0.0129640422381039,0.0067221965548794,-0.0059337522888797,-0.0129817814701039,1.17488903711e-08,1.03797459693e-06,1.1666779459899999e-14,1.64383330273e-09,-2.45008775694e-06,9.37280714433e-05,3.15372172357e-11,-1.86040328789e-06,201504.0,0.0160173911658001,0.0553304346387,-0.0385043479571999,-0.1030695653397,-0.0711217392570999,0.010086956384
2015,5,201505,0.0038377564706447,0.0203543244085909,0.0115495092724622,0.0106990249912386,,,,,1.28652053875e-05,0.0002136118100027,3.35362741037e-11,7.04717340849e-07,201505.0,0.0253548873260001,0.1309627954772001,0.0481636958911999,-0.0018282132927999,0.0553500328364002,0.1023215975072
2015,6,201506,0.0057109922204363,-0.0046784626246605,0.0060824995315674,0.0073525092224318,-1.37503736993e-09,-2.96083744945e-07,-1.4122886046e-15,-1.9181435364e-10,3.92344646453e-06,-8.87177423732e-05,-4.56772041952e-13,4.64956183452e-07,201506.0,-0.0468145966726,0.0091612236211999,-0.0048077867908,-0.0113931774136,0.0155470569524001,0.0354030074666
2015,7,201507,0.0187360091325993,-0.0121486274369893,-0.0021741939023992,0.0301405369009381,-3.99733324834e-09,-7.74296813493e-07,-4.03299658976e-15,-5.60210464688e-10,1.23074978697e-05,-0.0003405315856038,-7.713499720720001e-12,2.42919986359e-06,201507.0,0.016594460824,-0.011307924688,0.0237543182384001,0.1001963253391999,0.0713463116399999,-0.0044639433359999
2015,8,201508,-0.0009946657107066,0.0249538057933985,0.0022059990549891,0.0034817889680732,3.51244820325e-09,5.51352390792e-07,3.53584353026e-15,4.89181662123e-10,-8.08241983755e-06,0.0001351628321486,1.1273343154e-11,-1.29808498535e-06,201508.0,-0.0900099874116999,0.0098756749185999,0.0282407609446,0.0199764722329001,0.0153852007263999,0.0193643026987
2015,9,201509,-0.020435398196013,0.0377700038699689,0.0075151516840113,-0.0330536685276158,-6.66092247925e-09,-2.41307719575e-07,-6.45498564581e-15,-9.3963791327e-10,-3.94201715717e-05,0.000282223047666,-3.37034429236e-11,-4.24202523937e-06,201509.0,-0.0116838944144,0.048893937256,0.0166673466703999,0.0052452639311999,0.0311489158576001,0.0664349928912
2015,10,201510,0.0003405598267113,0.0065625007546475,-0.0060061528470774,0.0021704599134719,1.16223962515e-09,3.97855710077e-07,1.28294593977e-15,1.50467559327e-10,1.05976242845e-05,8.00173837674e-05,4.46098352674e-13,1.15145359928e-06,201510.0,0.0595478236789999,-0.0251765036944,-0.0009836596308999,-0.0012798985377999,-0.013524440023,-0.0458144808750999
2015,11,201511,-0.0019968474148934,0.0301557696332328,-0.0095597201500314,-0.0023617882498068,-4.20232288696e-09,-1.75857880187e-07,-4.02104746668e-15,-6.04833438749e-10,-3.60628174283e-05,-1.98700525386e-05,-4.05271544317e-11,-3.97691455809e-06,201511.0,-0.0330587281792,0.0091067051405999,-0.0413535675207999,0.003280567984,-0.0074829735425999,0.0274738493969999
2015,12,201512,-0.0151565694768644,0.0482317619742019,0.029854601514258,-0.0146039921627209,4.7443911746e-09,2.03175578966e-07,4.6849455287199996e-15,6.61563843098e-10,3.13637643513e-05,0.000478627407578,4.16038454328e-11,3.73711542167e-06,201512.0,0.0024846973819998,-0.016998220765,-0.0420898577724999,-0.0041080072435,-0.003616014361,0.0094709963135
2016,1,201601,0.0060860079633663,0.0045886394516312,0.0128385637249577,0.0053632748356066,1.6726708594e-09,-3.33015397548e-08,6.223648713809999e-16,2.44096577462e-10,-1.6170758013e-05,0.0002944314851359,-1.20498564809e-11,-3.42143331826e-06,201601.0,-0.0639058868755,0.0217080849965001,0.0254125357025001,0.0447580005005001,0.050829183602,0.021810986405
2016,2,201602,-0.0192061329908253,-0.0452801236099973,-0.0227588874614286,-0.03266067520584,-1.75365347707e-08,4.77953781707e-07,4.09738396439e-16,-2.1528003785e-09,-1.4036752839e-05,4.5743887356e-05,-6.9856681506900005e-12,-7.55614144826e-07,201602.0,0.0019551819684,-0.0121652662093999,0.0263179270639,-0.0249929973004998,0.0087170867296,-0.0183305323151999
2016,3,201603,-0.0039525349020116,-0.026638385411803,-0.0035068478406776,-0.0068353821147547,-1.52244605474e-08,-8.09745765144e-07,-1.99263906885e-15,-2.25736121138e-09,-1.45540367912e-05,-0.0003204714704837,-1.43761419437e-11,-1.22483654398e-06,201603.0,0.031789212946,-0.0885007178899999,-0.0577288751179999,-0.0524137386391999,-0.0543719468155999,-0.1051921113935999
