ticker,yearmonth,mom
AGL,201005,0.0007372404036446456
AGL,201006,0.00020930838947543404
AGL,201007,0.008668503406032443
AGL,201008,8.146357981246115e-05
AGL,201009,0.006749535548361653
AGL,201010,0.014860608743756915
AGL,201011,0.013229438495651946
AGL,201012,0.009576816677863198
AGL,201101,0.007600763318745059
AGL,201102,0.007039909104396992
AGL,201103,0.0018414610491568062
AGL,201104,-0.0032479238035808913
AGL,201105,-0.002018900824814096
AGL,201106,0.003762205226843729
AGL,201107,0.00014331492176479962
AGL,201108,-0.002870280486014648
AGL,201109,0.003294983943758517
AGL,201110,-0.009437589807378818
AGL,201111,-0.008442438560466808
AGL,201112,-0.005420102934459566
AGL,201201,-0.004359308497081753
AGL,201202,-0.0010418986883367343
AGL,201203,-0.002627558540975091
AGL,201204,0.0034128814078348835
AGL,201205,0.003372919052785963
AGL,201206,0.00829654901781692
AGL,201207,0.004368713803132686
AGL,201208,0.012232557754911352
AGL,201209,0.0018435199936076008
AGL,201210,0.007096989971995917
AGL,201211,0.004120557565094524
AGL,201212,0.003956550335305342
AGL,201301,0.009404195675375704
AGL,201302,0.008000779964215646
AGL,201303,0.01457797441163645
AGL,201304,0.009381424260981744
AGL,201305,0.008133888244797624
AGL,201306,-0.003533997869917186
AGL,201307,-0.0007669699067336666
AGL,201308,-0.005611419133780095
AGL,201309,0.0040750440530029535
AGL,201310,0.0034275142369023515
AGL,201311,0.007010451336134167
AGL,201312,0.00462790419816723
AGL,201401,-0.001118537488923534
AGL,201402,-0.00028452738764368307
AGL,201403,-0.0007392653847991907
AGL,201404,-0.0028236611315430224
AGL,201405,0.0003628676240261808
AGL,201406,0.00612643861598917
AGL,201407,0.006096399395794455
AGL,201408,0.0019253849949361912
AGL,201409,-0.005315438129440853
AGL,201410,-0.006878620508406995
AGL,201411,-0.007760343279390282
AGL,201412,-0.007346796262500131
AGL,201501,-0.005868342361353779
AGL,201502,-0.0015713988230727505
AGL,201503,0.0009497456500201044
AGL,201504,0.004282627703229902
AGL,201505,0.0009891821424084697
AGL,201506,0.008649654824832098
AGL,201507,0.0047256033328863705
AGL,201508,0.01454934892152406
AGL,201509,0.015966264815111052
AGL,201510,0.014736782432233114
AGL,201511,0.018394821400547334
AGL,201512,0.020441569145430254
AGL,201601,0.026556378916036533
AGL,201602,0.0237136131201946
AGL,201603,0.017560475657425145
AGL,201604,0.01700253900859554
AGL,201605,0.01655917516420195
AGL,201606,0.012220534295060407
AGL,201607,0.018849898737591336
AGL,201608,0.018367000212957174
AGL,201609,0.009097884892968264
