ticker_year_month,ticker,year,month,change_energy_consumption,logsize,bm,leverage,mom,investa,roe,logppe,beta,volat,salesgr,epsgr,yearmonth,carbon_beta
FGL1_2010_01,FGL1,2010,1,-11361.0,23.112665547460043,0.2489606472128223,0.3754868370962546,0.0008139360268011,-0.0239831327418079,0.2648,21.246869473071616,0.28,0.0890678053867819,-0.0222150004607914,-11.025882352941176,201001.0,-1.598885538927296
FMG_2010_01,FMG,2010,1,1809090.0,23.2728400303826,0.1353391639497519,0.5610697205135349,0.0866206124582128,-0.1100822409534343,0.5157,22.11386687948649,1.8106,0.3749516906937621,0.1113079469138954,0.048565121412804,201001.0,2.562001088967513
GFF_2010_01,GFF,2010,1,-363973.0,21.342023020202664,0.8984071838491251,0.3208306294613887,0.0236215587685676,-0.0331602855288773,0.0971,20.216598223329083,0.57,0.360504725101275,0.0786662951611405,-1.0689655172413786,201001.0,0.949139603564404
GNC_2010_01,GNC,2010,1,724887.0,21.085008105482085,0.8933091242081727,0.1554286712180411,0.0241642893277395,-0.0588006097082948,0.0542,20.440617739421818,0.7438,0.1427746687999861,0.2173844413459262,-18.620283018867926,201001.0,1.536966174098537
GRR_2010_01,GRR,2010,1,109974.0,20.583795057328263,0.6473293443618231,0.0587492561644589,0.0525980691235142,-0.05677277886957,0.085,20.13884928682266,1.6963,0.5795546453263724,-0.6054318742693856,-42.3355149844988,201001.0,7.062131589822259
HVN_2010_01,HVN,2010,1,265292.0,21.98066619469434,0.6134943808282187,0.1347434872006118,0.0490487097304524,-0.0226990700262085,0.1379,19.900085139057083,1.4456,0.3777678061742802,-0.0086245178189557,0.4572865757809601,201001.0,0.0027778084418486
ILU_2010_01,ILU,2010,1,-4643854.0,22.06532685122897,0.2938653536277849,0.1767101396979225,-0.0156580072734673,-0.0604154853342955,0.0321,21.05995233632601,0.1226,0.3695002300368082,0.2670603817009358,18.99805962250838,201001.0,2.047044044039595
ABY1_2010_02,ABY1,2010,2,-183309.0,19.66274863447812,1.3645533831533925,0.0123615146535983,0.2568991794751591,-0.0174381120472732,0.13,19.79518588449728,4.34,0.2003563246113985,0.071548538797447,46.178947368421056,201002.0,-0.7503418836329125
AIO_2010_02,AIO,2010,2,60737.0,22.27936379157604,0.6547671385823682,0.4193782009041184,0.1194358912090661,-0.0780468931929122,0.118,21.760941288397262,3.28,0.3524684593345532,0.0092749545280217,1.3111111111111111,201002.0,1.24210903346297
AMP_2010_02,AMP,2010,2,-56240.0,23.11568961268592,0.274040773283967,0.1247577329404779,0.0178761715508437,0.0,0.2495,19.929192737796505,1.0812,0.1291079440030325,-0.2808787939797599,-0.0336700336700341,201002.0,-0.3720761942793764
BKN_2010_02,BKN,2010,2,-154330.0,20.722247275188455,0.4721887085038091,0.3128419674557265,0.1213961456302095,-0.0358415944234211,0.1631,19.768707137912337,2.75,0.0955136683802976,-0.2542556480380499,0.6095679012345672,201002.0,3.103352863304914
BKW_2010_02,BKW,2010,2,-60096.0,21.27649327776985,0.9488617660702596,0.1324512082861476,0.0162971749114067,-0.0111219279597878,0.0668,19.88409585567637,0.4935,0.1174972110118609,0.0364434014356709,-10.891056910569104,201002.0,0.4265133641006358
BSL_2010_02,BSL,2010,2,-58558130.0,22.06586330302377,1.5031955399294257,0.1104627900773539,0.0124906435194357,-0.0414888414688361,0.0250999999999999,22.17213585654878,1.5173,0.5401092018473069,-0.3983999637385549,1.0204662433019198,201002.0,0.0111069591613555
CCL_2010_02,CCL,2010,2,-20337.0,22.82864230551968,0.2233077750189383,0.3729584296487173,0.016406527906971,-0.070635492061086,0.2763,21.190327643271225,0.32,0.0548823590965089,0.0074560113197973,0.4919786096256687,201002.0,0.2984555494810194
CSR_2010_02,CSR,2010,2,-5712436.0,21.64243001538395,0.7251931993742633,0.209260310741754,0.0331857536847801,-0.061864450523925,0.1031,21.532594771795765,1.5342,0.2354629335650841,0.1062681069363573,6.056179775280898,201002.0,0.394423065116692
DOW_2010_02,DOW,2010,2,199716.0,20.915287250653297,1.0257115022911256,0.2572855902777777,0.0783285461739149,-0.0612583912037037,0.1586999999999999,20.574853991794846,1.2219,0.2825675305052127,-0.0087223880823492,-7.577365538905632,201002.0,1.923864746713183
ENE1_2010_02,ENE1,2010,2,6355603.0,19.753117385935436,0.7502926567320618,0.5325930340818464,0.0375471033506453,-0.0335453156124402,0.113,20.28692751814026,0.57,0.1712146175744434,0.0397804076616888,3.3891213389121337,201002.0,-1.691032425336934
ENV1_2010_02,ENV1,2010,2,4.0,20.33693504665951,0.7661000561739731,0.7174057649667406,0.0488113975992178,-0.0361419068736141,0.0697,21.438076657142386,0.98,0.0867572908743293,-0.0077099901483459,-2.423076923076924,201002.0,-0.5433371798181382
FGL1_2010_02,FGL1,2010,2,-11361.0,23.112665547460043,0.2489606472128223,0.3754868370962546,-0.0010886514922247,-0.0239831327418079,0.2648,21.246869473071616,0.28,0.0890371131302383,-0.0220089246670068,-10.923076923076923,201002.0,-1.598885538927296
FMG_2010_02,FMG,2010,2,1809090.0,23.2728400303826,0.1353391639497519,0.5610697205135349,0.0952182645144141,-0.1100822409534343,0.5157,22.11386687948649,1.8106,0.1863956263698275,0.10843259116282,0.0473118279569897,201002.0,2.562001088967513
GFF_2010_02,GFF,2010,2,-363973.0,21.342023020202664,0.8984071838491251,0.3208306294613887,0.0070150222660209,-0.0331602855288773,0.0971,20.216598223329083,0.57,0.4057590210459967,0.0815410978685715,-1.1071428571428563,201002.0,0.949139603564404
GNC_2010_02,GNC,2010,2,724887.0,21.085008105482085,0.8933091242081727,0.1554286712180411,0.0264521863969496,-0.0588006097082948,0.0542,20.440617739421818,0.7438,0.1438832932649914,0.2016054262431074,-17.268783493128215,201002.0,1.536966174098537
GRR_2010_02,GRR,2010,2,109974.0,20.583795057328263,0.6473293443618231,0.0587492561644589,0.0564526711989192,-0.05677277886957,0.085,20.13884928682266,1.6963,0.5796655646582545,-0.562731794475565,-39.39102564102564,201002.0,7.062131589822259
HVN_2010_02,HVN,2010,2,265292.0,21.98066619469434,0.6134943808282187,0.1347434872006118,0.0547374671321824,-0.0226990700262085,0.1379,19.900085139057083,1.4456,0.266000490513288,-0.0082867374350832,0.4393793766305098,201002.0,0.0027778084418486
ILU_2010_02,ILU,2010,2,-4643854.0,22.06532685122897,0.2938653536277849,0.1767101396979225,-0.0151707713288429,-0.0604154853342955,0.0321,21.05995233632601,0.1226,0.1681482866592912,0.2461723206244371,17.512195121951223,201002.0,2.047044044039595
ABY1_2010_03,ABY1,2010,3,-183309.0,19.66274863447812,1.3645533831533925,0.0123615146535983,0.2689184102443899,-0.0174381120472732,0.13,19.79518588449728,4.34,0.4680823584792259,0.0615109160217165,39.88181818181818,201003.0,-0.7503418836329125
AIO_2010_03,AIO,2010,3,60737.0,22.27936379157604,0.6547671385823682,0.4193782009041184,0.1738840451760732,-0.0780468931929122,0.118,21.760941288397262,3.28,0.0600519107926739,0.0088099823984302,1.246478873239437,201003.0,1.24210903346297
AMP_2010_03,AMP,2010,3,-56240.0,23.11568961268592,0.274040773283967,0.1247577329404779,0.0205739424040062,0.0,0.2495,19.929192737796505,1.0812,0.0854868315742476,-0.2665209041125158,-0.0319488817891378,201003.0,-0.3720761942793764
BKN_2010_03,BKN,2010,3,-154330.0,20.722247275188455,0.4721887085038091,0.3128419674557265,0.1667306973613497,-0.0358415944234211,0.1631,19.768707137912337,2.75,0.2711067493559337,-0.2138760527316009,0.5156657963446469,201003.0,3.103352863304914
BKW_2010_03,BKW,2010,3,-60096.0,21.27649327776985,0.9488617660702596,0.1324512082861476,0.020129374457892,-0.0111219279597878,0.0668,19.88409585567637,0.4935,0.1148275809886308,0.0339586624200544,-10.148484848484848,201003.0,0.4265133641006358
BSL_2010_03,BSL,2010,3,-58558130.0,22.06586330302377,1.5031955399294257,0.1104627900773539,0.0368184106507713,-0.0414888414688361,0.0250999999999999,22.17213585654878,1.5173,0.5354253808216883,-0.331312301281411,0.8486323832707847,201003.0,0.0111069591613555
CCL_2010_03,CCL,2010,3,-20337.0,22.82864230551968,0.2233077750189383,0.3729584296487173,0.0203479868017093,-0.070635492061086,0.2763,21.190327643271225,0.32,0.0501179009638419,0.0074358362167985,0.4906666666666669,201003.0,0.2984555494810194
CSR_2010_03,CSR,2010,3,-5712436.0,21.64243001538395,0.7251931993742633,0.209260310741754,0.0492632473142902,-0.061864450523925,0.1031,21.532594771795765,1.5342,0.183573588717478,0.104020836075447,5.928125601473782,201003.0,0.394423065116692
DOW_2010_03,DOW,2010,3,199716.0,20.915287250653297,1.0257115022911256,0.2572855902777777,0.0700039009784497,-0.0612583912037037,0.1586999999999999,20.574853991794846,1.2219,0.2790529274953494,-0.0091146576602289,-7.918200771858226,201003.0,1.923864746713183
ENE1_2010_03,ENE1,2010,3,6355603.0,19.753117385935436,0.7502926567320618,0.5325930340818464,0.0474713457748878,-0.0335453156124402,0.113,20.28692751814026,0.57,0.13993794754185,0.0378790191290191,3.227091633466136,201003.0,-1.691032425336934
ENV1_2010_03,ENV1,2010,3,4.0,20.33693504665951,0.7661000561739731,0.7174057649667406,0.0483578828599888,-0.0361419068736141,0.0697,21.438076657142386,0.98,0.0882696049424506,-0.0078611774296861,-2.470588235294118,201003.0,-0.5433371798181382
FGL1_2010_03,FGL1,2010,3,-11361.0,23.112665547460043,0.2489606472128223,0.3754868370962546,-0.0008790504104127,-0.0239831327418079,0.2648,21.246869473071616,0.28,0.0888457044738294,-0.0224249718218967,-11.13064133016627,201003.0,-1.598885538927296
FMG_2010_03,FMG,2010,3,1809090.0,23.2728400303826,0.1353391639497519,0.5610697205135349,0.0559945082629331,-0.1100822409534343,0.5157,22.11386687948649,1.8106,0.4754574074548153,0.1028985585855677,0.0448979591836739,201003.0,2.562001088967513
GFF_2010_03,GFF,2010,3,-363973.0,21.342023020202664,0.8984071838491251,0.3208306294613887,0.0251204800266511,-0.0331602855288773,0.0971,20.216598223329083,0.57,0.4062887089199571,0.085817776539426,-1.1654135338345857,201003.0,0.949139603564404
GNC_2010_03,GNC,2010,3,724887.0,21.085008105482085,0.8933091242081727,0.1554286712180411,0.0296188789307936,-0.0588006097082948,0.0542,20.440617739421818,0.7438,0.1437463808674838,0.2009582178121504,-17.213561539300123,201003.0,1.536966174098537
GRR_2010_03,GRR,2010,3,109974.0,20.583795057328263,0.6473293443618231,0.0587492561644589,0.0751914086692933,-0.05677277886957,0.085,20.13884928682266,1.6963,0.5911171104347076,-0.3554113610369805,-24.87854251012146,201003.0,7.062131589822259
HVN_2010_03,HVN,2010,3,265292.0,21.98066619469434,0.6134943808282187,0.1347434872006118,0.0667419759427456,-0.0226990700262085,0.1379,19.900085139057083,1.4456,0.2605373717381248,-0.008767445307482,0.4648730315532574,201003.0,0.0027778084418486
ILU_2010_03,ILU,2010,3,-4643854.0,22.06532685122897,0.2938653536277849,0.1767101396979225,-0.0090817988598369,-0.0604154853342955,0.0321,21.05995233632601,0.1226,0.1653509967446464,0.2012094377586686,14.314194577352472,201003.0,2.047044044039595
ABY1_2010_04,ABY1,2010,4,-183309.0,19.66274863447812,1.3645533831533925,0.0123615146535983,0.2487429716478986,-0.0174381120472732,0.13,19.79518588449728,4.34,0.1984040197329998,0.0629358231887483,40.62037037037037,201004.0,-0.7503418836329125
AIO_2010_04,AIO,2010,4,60737.0,22.27936379157604,0.6547671385823682,0.4193782009041184,0.0909776185001761,-0.0780468931929122,0.118,21.760941288397262,3.28,0.0501414974334642,0.0098205400884936,1.3882352941176477,201004.0,1.24210903346297
BKN_2010_04,BKN,2010,4,-154330.0,20.722247275188455,0.4721887085038091,0.3128419674557265,0.1594696970447938,-0.0358415944234211,0.1631,19.768707137912337,2.75,0.0948849175311467,-0.2235045102486647,0.5388813096862204,201004.0,3.103352863304914
BKW_2010_04,BKW,2010,4,-60096.0,21.27649327776985,0.9488617660702596,0.1324512082861476,0.0278836617423155,-0.0111219279597878,0.0668,19.88409585567637,0.4935,0.11674963089392,0.0345874078965296,-10.336419753086416,201004.0,0.4265133641006358
BSL_2010_04,BSL,2010,4,-58558130.0,22.06586330302377,1.5031955399294257,0.1104627900773539,0.040987304488274,-0.0414888414688361,0.0250999999999999,22.17213585654878,1.5173,0.5373077389513911,-0.3638188666749452,0.9318937863846976,201004.0,0.0111069591613555
CCL_2010_04,CCL,2010,4,-20337.0,22.82864230551968,0.2233077750189383,0.3729584296487173,0.0232679758200439,-0.070635492061086,0.2763,21.190327643271225,0.32,0.0411723017740682,0.0073965720551363,0.4919786096256687,201004.0,0.2984555494810194
CSR_2010_04,CSR,2010,4,-5712436.0,21.64243001538395,0.7251931993742633,0.209260310741754,0.0333876440489372,-0.061864450523925,0.1031,21.532594771795765,1.5342,0.1828948494903298,0.0983738886730463,5.6062615388615855,201004.0,0.394423065116692
DOW_2010_04,DOW,2010,4,199716.0,20.915287250653297,1.0257115022911256,0.2572855902777777,0.0505980445810502,-0.0612583912037037,0.1586999999999999,20.574853991794846,1.2219,0.2688127732719761,-0.0097590064853485,-8.551580964548068,201004.0,1.923864746713183
ENE1_2010_04,ENE1,2010,4,6355603.0,19.753117385935436,0.7502926567320618,0.5325930340818464,0.070847365385217,-0.0335453156124402,0.113,20.28692751814026,0.57,0.1670753235613716,0.0381830303341111,3.2530120481927707,201004.0,-1.691032425336934
ENV1_2010_04,ENV1,2010,4,4.0,20.33693504665951,0.7661000561739731,0.7174057649667406,0.0389428187574246,-0.0361419068736141,0.0697,21.438076657142386,0.98,0.0899967039075173,-0.0077099901483459,-2.423076923076924,201004.0,-0.5433371798181382
FGL1_2010_04,FGL1,2010,4,-11361.0,23.112665547460043,0.2489606472128223,0.3754868370962546,0.0042260043521762,-0.0239831327418079,0.2648,21.246869473071616,0.28,0.1301800526953412,-0.0218063047835795,-10.82217090069284,201004.0,-1.598885538927296
FMG_2010_04,FMG,2010,4,1809090.0,23.2728400303826,0.1353391639497519,0.5610697205135349,0.0636194490893346,-0.1100822409534343,0.5157,22.11386687948649,1.8106,0.2662362188664227,0.109989180942154,0.0480349344978171,201004.0,2.562001088967513
GFF_2010_04,GFF,2010,4,-363973.0,21.342023020202664,0.8984071838491251,0.3208306294613887,0.0287419753537539,-0.0331602855288773,0.0971,20.216598223329083,0.57,0.4072208780975373,0.0840544617338837,-1.1397058823529402,201004.0,0.949139603564404
GNC_2010_04,GNC,2010,4,724887.0,21.085008105482085,0.8933091242081727,0.1554286712180411,0.0150029191486328,-0.0588006097082948,0.0542,20.440617739421818,0.7438,0.1457156530442899,0.2166302543039412,-18.556095267941085,201004.0,1.536966174098537
GRR_2010_04,GRR,2010,4,109974.0,20.583795057328263,0.6473293443618231,0.0587492561644589,0.1299448418777827,-0.05677277886957,0.085,20.13884928682266,1.6963,0.5454888149624912,-0.3317216544735119,-23.24569699262342,201004.0,7.062131589822259
HVN_2010_04,HVN,2010,4,265292.0,21.98066619469434,0.6134943808282187,0.1347434872006118,0.0333770021075133,-0.0226990700262085,0.1379,19.900085139057083,1.4456,0.2618138099097944,-0.0093073844030365,0.4934920732835733,201004.0,0.0027778084418486
ILU_2010_04,ILU,2010,4,-4643854.0,22.06532685122897,0.2938653536277849,0.1767101396979225,0.0147669838292534,-0.0604154853342955,0.0321,21.05995233632601,0.1226,0.1600352767843794,0.1895262357726918,13.482724086129195,201004.0,2.047044044039595
ABY1_2010_05,ABY1,2010,5,-183309.0,19.66274863447812,1.3645533831533925,0.0123615146535983,0.1162754391803662,-0.0174381120472732,0.13,19.79518588449728,4.34,0.1616752771678311,0.0900253592561284,58.49333333333334,201005.0,-0.7503418836329125
AIO_2010_05,AIO,2010,5,60737.0,22.27936379157604,0.6547671385823682,0.4193782009041184,0.0432749259368816,-0.0780468931929122,0.118,21.760941288397262,3.28,0.0540374179749768,0.0104343238440244,1.4750000000000003,201005.0,1.24210903346297
BKN_2010_05,BKN,2010,5,-154330.0,20.722247275188455,0.4721887085038091,0.3128419674557265,0.0781018409380343,-0.0358415944234211,0.1631,19.768707137912337,2.75,0.0963561872668267,-0.2094145414658988,0.5323450134770884,201005.0,3.103352863304914
BKW_2010_05,BKW,2010,5,-60096.0,21.27649327776985,0.9488617660702596,0.1324512082861476,0.0192691187464338,-0.0111219279597878,0.0668,19.88409585567637,0.4935,0.1221378278751723,0.0371995107626578,-11.117012448132778,201005.0,0.4265133641006358
BSL_2010_05,BSL,2010,5,-58558130.0,22.06586330302377,1.5031955399294257,0.1104627900773539,0.0409996416801082,-0.0414888414688361,0.0250999999999999,22.17213585654878,1.5173,0.537579239071063,-0.4155683894745054,1.0644433512578244,201005.0,0.0111069591613555
CCL_2010_05,CCL,2010,5,-20337.0,22.82864230551968,0.2233077750189383,0.3729584296487173,0.0185282603260032,-0.070635492061086,0.2763,21.190327643271225,0.32,0.1800114970924915,0.0076276721221987,0.5073529411764708,201005.0,0.2984555494810194
CSR_2010_05,CSR,2010,5,-5712436.0,21.64243001538395,0.7251931993742633,0.209260310741754,0.0277548668064631,-0.061864450523925,0.1031,21.532594771795765,1.5342,0.182968031008819,0.1018662458694956,5.805374548979482,201005.0,0.394423065116692
DOW_2010_05,DOW,2010,5,199716.0,20.915287250653297,1.0257115022911256,0.2572855902777777,0.0335633326976795,-0.0612583912037037,0.1586999999999999,20.574853991794846,1.2219,0.2710655912654263,-0.0108952458573615,-9.547326570272244,201005.0,1.923864746713183
ENE1_2010_05,ENE1,2010,5,6355603.0,19.753117385935436,0.7502926567320618,0.5325930340818464,0.038687291768921,-0.0335453156124402,0.113,20.28692751814026,0.57,0.0423576358402299,0.0378790191290191,3.227091633466136,201005.0,-1.691032425336934
ENV1_2010_05,ENV1,2010,5,4.0,20.33693504665951,0.7661000561739731,0.7174057649667406,0.0072434723521959,-0.0361419068736141,0.0697,21.438076657142386,0.98,0.3183929271865012,-0.00778760040957,-2.5200000000000005,201005.0,-0.5433371798181382
FGL1_2010_05,FGL1,2010,5,-11361.0,23.112665547460043,0.2489606472128223,0.3754868370962546,0.0032927818267386,-0.0239831327418079,0.2648,21.246869473071616,0.28,0.0504376629211297,-0.0212591941372898,-10.554054054054053,201005.0,-1.598885538927296
FMG_2010_05,FMG,2010,5,1809090.0,23.2728400303826,0.1353391639497519,0.5610697205135349,0.0643864225453837,-0.1100822409534343,0.5157,22.11386687948649,1.8106,0.8499774029680807,0.124690344204515,0.054455445544555,201005.0,2.562001088967513
GFF_2010_05,GFF,2010,5,-363973.0,21.342023020202664,0.8984071838491251,0.3208306294613887,0.022030609309778,-0.0331602855288773,0.0971,20.216598223329083,0.57,0.4077350911749693,0.0909032368850347,-1.2301587301587291,201005.0,0.949139603564404
GNC_2010_05,GNC,2010,5,724887.0,21.085008105482085,0.8933091242081727,0.1554286712180411,-0.0027454881851773,-0.0588006097082948,0.0542,20.440617739421818,0.7438,0.0823867722419105,0.2114994112929372,-18.116108306562648,201005.0,1.536966174098537
GRR_2010_05,GRR,2010,5,109974.0,20.583795057328263,0.6473293443618231,0.0587492561644589,0.1490201551469594,-0.05677277886957,0.085,20.13884928682266,1.6963,1.5369333830474825,-0.3854286564794602,-27.01098901098901,201005.0,7.062131589822259
HVN_2010_05,HVN,2010,5,265292.0,21.98066619469434,0.6134943808282187,0.1347434872006118,0.0152504869563675,-0.0226990700262085,0.1379,19.900085139057083,1.4456,0.2582073791214485,-0.0092262140943582,0.4891919161035868,201005.0,0.0027778084418486
ILU_2010_05,ILU,2010,5,-4643854.0,22.06532685122897,0.2938653536277849,0.1767101396979225,0.0350007063938791,-0.0604154853342955,0.0321,21.05995233632601,0.1226,0.1590413438085192,0.1839866771706937,13.088920397002228,201005.0,2.047044044039595
ABY1_2010_06,ABY1,2010,6,-183309.0,19.66274863447812,1.3645533831533925,0.0123615146535983,0.0445161799211069,-0.0174381120472732,0.13,19.79518588449728,4.34,0.9115071019924076,0.1045706711178752,67.49230769230769,201006.0,-0.7503418836329125
AIO_2010_06,AIO,2010,6,60737.0,22.27936379157604,0.6547671385823682,0.4193782009041184,0.0363025717778267,-0.0780468931929122,0.118,21.760941288397262,3.28,0.0538815965664082,0.0103055093791927,1.4567901234567904,201006.0,1.24210903346297
BKN_2010_06,BKN,2010,6,-154330.0,20.722247275188455,0.4721887085038091,0.3128419674557265,0.0725942078018553,-0.0358415944234211,0.1631,19.768707137912337,2.75,1.1825863100408835,-0.2140473282748403,0.5486111111111105,201006.0,3.103352863304914
BKW_2010_06,BKW,2010,6,-60096.0,21.27649327776985,0.9488617660702596,0.1324512082861476,0.0081997127620485,-0.0111219279597878,0.0668,19.88409585567637,0.4935,0.0964994823266056,0.0375107276623074,-11.210041841004182,201006.0,0.4265133641006358
BSL_2010_06,BSL,2010,6,-58558130.0,22.06586330302377,1.5031955399294257,0.1104627900773539,0.0082136138199918,-0.0414888414688361,0.0250999999999999,22.17213585654878,1.5173,2.3554752886080528,-0.4591039911412439,1.17596349359545,201006.0,0.0111069591613555
CCL_2010_06,CCL,2010,6,-20337.0,22.82864230551968,0.2233077750189383,0.3729584296487173,0.0223852105724501,-0.070635492061086,0.2763,21.190327643271225,0.32,0.1811484332435924,0.0069377563561928,0.4615384615384618,201006.0,0.2984555494810194
CSR_2010_06,CSR,2010,6,-5712436.0,21.64243001538395,0.7251931993742633,0.209260310741754,0.0076127242641421,-0.061864450523925,0.1031,21.532594771795765,1.5342,0.182842821334496,0.1024726235427709,5.83981147918416,201006.0,0.394423065116692
DOW_2010_06,DOW,2010,6,199716.0,20.915287250653297,1.0257115022911256,0.2572855902777777,0.030505728931952,-0.0612583912037037,0.1586999999999999,20.574853991794846,1.2219,0.1683424495680548,-0.0189758190971362,-16.62836914668985,201006.0,1.923864746713183
ENE1_2010_06,ENE1,2010,6,6355603.0,19.753117385935436,0.7502926567320618,0.5325930340818464,0.0522137786689019,-0.0335453156124402,0.113,20.28692751814026,0.57,0.041925324020046,0.0392871276679946,3.3471074380165287,201006.0,-1.691032425336934
ENV1_2010_06,ENV1,2010,6,4.0,20.33693504665951,0.7661000561739731,0.7174057649667406,0.0074397046912854,-0.0361419068736141,0.0697,21.438076657142386,0.98,0.3183029099591046,-0.0079465520793477,-2.571428571428572,201006.0,-0.5433371798181382
FGL1_2010_06,FGL1,2010,6,-11361.0,23.112665547460043,0.2489606472128223,0.3754868370962546,0.011177495788828,-0.0239831327418079,0.2648,21.246869473071616,0.28,0.05094065135932,-0.0209958063398166,-10.413333333333334,201006.0,-1.598885538927296
FMG_2010_06,FMG,2010,6,1809090.0,23.2728400303826,0.1353391639497519,0.5610697205135349,0.0453803040740147,-0.1100822409534343,0.5157,22.11386687948649,1.8106,0.8605339368008063,0.1222629762894264,0.0533980582524277,201006.0,2.562001088967513
GFF_2010_06,GFF,2010,6,-363973.0,21.342023020202664,0.8984071838491251,0.3208306294613887,0.0065573639368625,-0.0331602855288773,0.0971,20.216598223329083,0.57,0.2498978777088132,0.0912410724865616,-1.239999999999999,201006.0,0.949139603564404
GNC_2010_06,GNC,2010,6,724887.0,21.085008105482085,0.8933091242081727,0.1554286712180411,0.0009908247480467,-0.0588006097082948,0.0542,20.440617739421818,0.7438,0.0714767606073949,0.2345133580564595,-20.08735476210669,201006.0,1.536966174098537
GRR_2010_06,GRR,2010,6,109974.0,20.583795057328263,0.6473293443618231,0.0587492561644589,0.0320114545606156,-0.05677277886957,0.085,20.13884928682266,1.6963,1.5357958681326838,-0.4046970775668964,-28.36372028617586,201006.0,7.062131589822259
HVN_2010_06,HVN,2010,6,265292.0,21.98066619469434,0.6134943808282187,0.1347434872006118,0.0173800895123567,-0.0226990700262085,0.1379,19.900085139057083,1.4456,0.1259700005188979,-0.0095885697059668,0.5084045629309527,201006.0,0.0027778084418486
ILU_2010_06,ILU,2010,6,-4643854.0,22.06532685122897,0.2938653536277849,0.1767101396979225,0.0405410042821572,-0.0604154853342955,0.0321,21.05995233632601,0.1226,0.2847195501280229,0.1895262357726918,13.482724086129195,201006.0,2.047044044039595
ABY1_2010_07,ABY1,2010,7,-183309.0,19.66274863447812,1.3645533831533925,0.0123615146535983,0.0319169735719005,-0.0174381120472732,0.13,19.79518588449728,4.34,0.9067226851324578,0.0763714593044101,49.29213483146068,201007.0,-0.7503418836329125
AIO_2010_07,AIO,2010,7,60737.0,22.27936379157604,0.6547671385823682,0.4193782009041184,0.0196674707677257,-0.0780468931929122,0.118,21.760941288397262,3.28,0.2390761966708605,0.0098786477954989,1.396449704142012,201007.0,1.24210903346297
BKN_2010_07,BKN,2010,7,-154330.0,20.722247275188455,0.4721887085038091,0.3128419674557265,0.0490478267658955,-0.0358415944234211,0.1631,19.768707137912337,2.75,1.181181084563276,-0.2004076965612903,0.513654096228868,201007.0,3.103352863304914
BKW_2010_07,BKW,2010,7,-60096.0,21.27649327776985,0.9488617660702596,0.1324512082861476,-0.0099354151071468,-0.0111219279597878,0.0668,19.88409585567637,0.4935,0.095796641064136,0.0379553270533567,-11.34292972057578,201007.0,0.4265133641006358
