ticker_year_month,ticker,year,ret,month,MKT-RF,SMB,HML,WML,pmc
ELD_2013_01,ELD,2013,0.0870031072538304,1,5.54,1.51,2.94,1.76,-0.0005479415171489
EVN_2013_01,EVN,2013,-0.0935389320759524,1,5.54,1.51,2.94,1.76,-0.0005479415171489
FMG_2013_01,FMG,2013,0.0064516129032257,1,5.54,1.51,2.94,1.76,-0.0005479415171489
GFF_2013_01,GFF,2013,0.0645161290322582,1,5.54,1.51,2.94,1.76,-0.0005479415171489
HVN_2013_01,HVN,2013,0.0315527262662607,1,5.54,1.51,2.94,1.76,-0.0005479415171489
AHG_2013_02,AHG,2013,0.1527777777777779,2,1.15,-0.48,1.44,3.56,0.0107146589866944
AIO_2013_02,AIO,2013,0.15527950310559,2,1.15,-0.48,1.44,3.56,0.0107146589866944
BKN_2013_02,BKN,2013,0.1602564102564103,2,1.15,-0.48,1.44,3.56,0.0107146589866944
BPT_2013_02,BPT,2013,-0.00703214695752,2,1.15,-0.48,1.44,3.56,0.0107146589866944
CCL_2013_02,CCL,2013,0.0469653179190752,2,1.15,-0.48,1.44,3.56,0.0107146589866944
ELD_2013_02,ELD,2013,0.1599802858551011,2,1.15,-0.48,1.44,3.56,0.0107146589866944
EVN_2013_02,EVN,2013,-0.1225924363840855,2,1.15,-0.48,1.44,3.56,0.0107146589866944
FMG_2013_02,FMG,2013,0.0085470085470085,2,1.15,-0.48,1.44,3.56,0.0107146589866944
GFF_2013_02,GFF,2013,0.1212121212121211,2,1.15,-0.48,1.44,3.56,0.0107146589866944
AHG_2013_03,AHG,2013,0.0024096385542167,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
AIO_2013_03,AIO,2013,0.0017921146953405,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
BKN_2013_03,BKN,2013,-0.100828729281768,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
BPT_2013_03,BPT,2013,-0.0035409741292093,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
CCL_2013_03,CCL,2013,0.0062111801242235,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
ELD_2013_03,ELD,2013,-0.1724167233174711,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
EVN_2013_03,EVN,2013,0.0772312129466432,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
FMG_2013_03,FMG,2013,-0.1652542372881356,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
GFF_2013_03,GFF,2013,-0.0405405405405405,3,-0.31,-0.39,-0.88,6.52,-0.0256204726423861
AHG_2013_04,AHG,2013,-0.0216346153846153,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
AIO_2013_04,AIO,2013,-0.0339892665474059,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
BGA_2013_04,BGA,2013,0.0481283422459892,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
BKN_2013_04,BKN,2013,-0.2104454685099847,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
BPT_2013_04,BPT,2013,-0.0354630502574515,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
CCL_2013_04,CCL,2013,0.03840877914952,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
ELD_2013_04,ELD,2013,-0.3332991066844645,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
EVN_2013_04,EVN,2013,-0.3345232782983787,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
FMG_2013_04,FMG,2013,-0.1116751269035533,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
GFF_2013_04,GFF,2013,0.0845070422535212,4,2.46,-5.36,2.16,7.99,-0.0235982382042632
AHG_2013_05,AHG,2013,-0.0933660933660934,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
AIO_2013_05,AIO,2013,-0.0648148148148148,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
BGA_2013_05,BGA,2013,-0.038876113825812,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
BKN_2013_05,BKN,2013,-0.0933852140077819,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
BPT_2013_05,BPT,2013,-0.1066165413533836,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
BSL_2013_05,BSL,2013,0.0646464646464646,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
CCL_2013_05,CCL,2013,-0.1479524438573315,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
ELD_2013_05,ELD,2013,0.2499614969967658,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
EVN_2013_05,EVN,2013,-0.1743406347787215,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
FMG_2013_05,FMG,2013,-0.0428571428571428,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
GFF_2013_05,GFF,2013,-0.0779220779220779,5,-6.2,2.16,3.11,-1.01,-0.0072717267622103
AHG_2013_06,AHG,2013,-0.132791327913279,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
AIO_2013_06,AIO,2013,-0.0059405940594059,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
BGA_2013_06,BGA,2013,-0.0514392523364485,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
BKN_2013_06,BKN,2013,-0.0751072961373391,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
BPT_2013_06,BPT,2013,-0.0658138360545361,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
BSL_2013_06,BSL,2013,-0.1138519924098671,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
CCL_2013_06,CCL,2013,-0.0147286821705425,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
ELD_2013_06,ELD,2013,-0.3300887136520454,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
EVN_2013_06,EVN,2013,-0.291959935029778,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
FMG_2013_06,FMG,2013,-0.0925373134328358,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
GFF_2013_06,GFF,2013,0.028169014084507,6,-6.22,-0.29,1.5,3.53,-0.0204962301298213
AGO_2013_07,AGO,2013,0.0945945945945947,7,3.47,1.87,-2.91,0.81,0.0359201193131016
AHG_2013_07,AHG,2013,0.1843749999999999,7,3.47,1.87,-2.91,0.81,0.0359201193131016
AIO_2013_07,AIO,2013,0.0119521912350597,7,3.47,1.87,-2.91,0.81,0.0359201193131016
BGA_2013_07,BGA,2013,0.0697564436036888,7,3.47,1.87,-2.91,0.81,0.0359201193131016
BKN_2013_07,BKN,2013,0.1438515081206497,7,3.47,1.87,-2.91,0.81,0.0359201193131016
BPT_2013_07,BPT,2013,0.1806306306306304,7,3.47,1.87,-2.91,0.81,0.0359201193131016
BSL_2013_07,BSL,2013,0.1498929336188437,7,3.47,1.87,-2.91,0.81,0.0359201193131016
CCL_2013_07,CCL,2013,0.0110149488591659,7,3.47,1.87,-2.91,0.81,0.0359201193131016
CSR_2013_07,CSR,2013,-0.0179372197309417,7,3.47,1.87,-2.91,0.81,0.0359201193131016
ELD_2013_07,ELD,2013,0.1791429096928454,7,3.47,1.87,-2.91,0.81,0.0359201193131016
EVN_2013_07,EVN,2013,0.5264767730835405,7,3.47,1.87,-2.91,0.81,0.0359201193131016
FMG_2013_07,FMG,2013,0.2039473684210526,7,3.47,1.87,-2.91,0.81,0.0359201193131016
FML_2013_07,FML,2013,0.0714285714285714,7,3.47,1.87,-2.91,0.81,0.0359201193131016
GFF_2013_07,GFF,2013,0.0410958904109588,7,3.47,1.87,-2.91,0.81,0.0359201193131016
AGL_2013_08,AGL,2013,0.0824768148270347,8,-0.22,1.11,-1.75,0.92,0.010682864076715
AGO_2013_08,AGO,2013,-0.0123456790123457,8,-0.22,1.11,-1.75,0.92,0.010682864076715
AHG_2013_08,AHG,2013,0.0369393139841689,8,-0.22,1.11,-1.75,0.92,0.010682864076715
AIO_2013_08,AIO,2013,0.0964566929133858,8,-0.22,1.11,-1.75,0.92,0.010682864076715
BGA_2013_08,BGA,2013,0.1485411140583554,8,-0.22,1.11,-1.75,0.92,0.010682864076715
BKN_2013_08,BKN,2013,0.1561866125760649,8,-0.22,1.11,-1.75,0.92,0.010682864076715
BKW_2013_08,BKW,2013,0.0008169934640522,8,-0.22,1.11,-1.75,0.92,0.010682864076715
BLD_2013_08,BLD,2013,-0.0094299001033414,8,-0.22,1.11,-1.75,0.92,0.010682864076715
BPT_2013_08,BPT,2013,0.04097672644029,8,-0.22,1.11,-1.75,0.92,0.010682864076715
BSL_2013_08,BSL,2013,-0.068901303538175,8,-0.22,1.11,-1.75,0.92,0.010682864076715
CCL_2013_08,CCL,2013,-0.0443579766536965,8,-0.22,1.11,-1.75,0.92,0.010682864076715
CSL_2013_08,CSL,2013,0.0290600877856819,8,-0.22,1.11,-1.75,0.92,0.010682864076715
CSR_2013_08,CSR,2013,0.0273972602739727,8,-0.22,1.11,-1.75,0.92,0.010682864076715
DJS_2013_08,DJS,2013,0.0444444444444442,8,-0.22,1.11,-1.75,0.92,0.010682864076715
ELD_2013_08,ELD,2013,0.2531586335985025,8,-0.22,1.11,-1.75,0.92,0.010682864076715
EVN_2013_08,EVN,2013,0.0688791484032562,8,-0.22,1.11,-1.75,0.92,0.010682864076715
FMG_2013_08,FMG,2013,0.1830601092896173,8,-0.22,1.11,-1.75,0.92,0.010682864076715
GFF_2013_08,GFF,2013,-0.0263157894736841,8,-0.22,1.11,-1.75,0.92,0.010682864076715
AGL_2013_09,AGL,2013,-0.0209581235091439,9,6.78,0.39,-1.98,1.53,0.0200468490130387
AGO_2013_09,AGO,2013,0.0874999999999999,9,6.78,0.39,-1.98,1.53,0.0200468490130387
AHG_2013_09,AHG,2013,-0.0152671755725191,9,6.78,0.39,-1.98,1.53,0.0200468490130387
AIO_2013_09,AIO,2013,0.0466786355475763,9,6.78,0.39,-1.98,1.53,0.0200468490130387
BGA_2013_09,BGA,2013,0.1198678470618423,9,6.78,0.39,-1.98,1.53,0.0200468490130387
BKN_2013_09,BKN,2013,-0.0087719298245613,9,6.78,0.39,-1.98,1.53,0.0200468490130387
BKW_2013_09,BKW,2013,0.110204081632653,9,6.78,0.39,-1.98,1.53,0.0200468490130387
BLD_2013_09,BLD,2013,0.1428385133666594,9,6.78,0.39,-1.98,1.53,0.0200468490130387
BPT_2013_09,BPT,2013,-0.0429555783609441,9,6.78,0.39,-1.98,1.53,0.0200468490130387
BSL_2013_09,BSL,2013,-0.064,9,6.78,0.39,-1.98,1.53,0.0200468490130387
CCL_2013_09,CCL,2013,-0.001628664495114,9,6.78,0.39,-1.98,1.53,0.0200468490130387
CSL_2013_09,CSL,2013,-0.0586851007501102,9,6.78,0.39,-1.98,1.53,0.0200468490130387
CSR_2013_09,CSR,2013,0.088888888888889,9,6.78,0.39,-1.98,1.53,0.0200468490130387
DJS_2013_09,DJS,2013,0.024822695035461,9,6.78,0.39,-1.98,1.53,0.0200468490130387
ELD_2013_09,ELD,2013,0.1111526014438637,9,6.78,0.39,-1.98,1.53,0.0200468490130387
EPW_2013_09,EPW,2013,0.0833333333333334,9,6.78,0.39,-1.98,1.53,0.0200468490130387
EVN_2013_09,EVN,2013,-0.0913884007029878,9,6.78,0.39,-1.98,1.53,0.0200468490130387
FMG_2013_09,FMG,2013,0.0969976905311778,9,6.78,0.39,-1.98,1.53,0.0200468490130387
GFF_2013_09,GFF,2013,-0.0405405405405405,9,6.78,0.39,-1.98,1.53,0.0200468490130387
GNC_2013_09,GNC,2013,-0.0072390693654109,9,6.78,0.39,-1.98,1.53,0.0200468490130387
GRR_2013_09,GRR,2013,-0.0950549450549449,9,6.78,0.39,-1.98,1.53,0.0200468490130387
HGO_2013_09,HGO,2013,-0.1410769230769231,9,6.78,0.39,-1.98,1.53,0.0200468490130387
ILU_2013_09,ILU,2013,0.0660469314079421,9,6.78,0.39,-1.98,1.53,0.0200468490130387
AGL_2013_10,AGL,2013,0.0142734354379148,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
AGO_2013_10,AGO,2013,0.1839080459770115,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
AHG_2013_10,AHG,2013,-0.0620155038759689,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
AIO_2013_10,AIO,2013,-0.0017152658662091,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
AMP_2013_10,AMP,2013,0.0281995661605205,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
BGA_2013_10,BGA,2013,0.2422593303354052,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
BKN_2013_10,BKN,2013,0.1044247787610619,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
BKW_2013_10,BKW,2013,0.05,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
BLD_2013_10,BLD,2013,0.029173481419497,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
BPT_2013_10,BPT,2013,0.0711550245098038,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
BSL_2013_10,BSL,2013,0.0662393162393164,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
CCL_2013_10,CCL,2013,0.0522022838499185,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
CSL_2013_10,CSL,2013,0.0859375,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
CSR_2013_10,CSR,2013,0.0204081632653061,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
DJS_2013_10,DJS,2013,-0.0588235294117647,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
ELD_2013_10,ELD,2013,0.0454800044807885,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
EPW_2013_10,EPW,2013,0.0961538461538462,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
EVN_2013_10,EVN,2013,-0.0059316569954867,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
FMG_2013_10,FMG,2013,0.0968421052631578,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
GFF_2013_10,GFF,2013,0.0704225352112677,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
GNC_2013_10,GNC,2013,-0.0007981135497913,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
GRR_2013_10,GRR,2013,0.1311475409836064,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
HGO_2013_10,HGO,2013,0.2328497223714849,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
HVN_2013_10,HVN,2013,0.025136431288242,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
ILU_2013_10,ILU,2013,-0.1012208130852199,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
LAU_2013_10,LAU,2013,0.1428571428571428,10,3.49,-2.34,0.74,1.89,-0.0100371412034251
AGL_2013_11,AGL,2013,-0.0402826525029026,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
AGO_2013_11,AGO,2013,0.1067961165048543,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
AIO_2013_11,AIO,2013,-0.0085910652920963,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
AMP_2013_11,AMP,2013,-0.0168776371308017,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
BGA_2013_11,BGA,2013,0.0612160199211453,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
BKN_2013_11,BKN,2013,-0.1105769230769231,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
BKW_2013_11,BKW,2013,-0.0371148459383753,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
BLD_2013_11,BLD,2013,-0.024281173774854,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
BPT_2013_11,BPT,2013,-0.0594923131927065,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
BSL_2013_11,BSL,2013,0.0901803607214428,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
CCL_2013_11,CCL,2013,-0.0627906976744187,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
CSL_2013_11,CSL,2013,-0.0110791366906474,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
CSR_2013_11,CSR,2013,0.048,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
DJS_2013_11,DJS,2013,0.0919117647058822,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
DOW_2013_11,DOW,2013,-0.0344699209425574,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
ELD_2013_11,ELD,2013,-0.0435015536269152,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
EPW_2013_11,EPW,2013,-0.2105263157894736,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
EVN_2013_11,EVN,2013,-0.2796731093527046,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
FMG_2013_11,FMG,2013,0.09021113243762,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
GFF_2013_11,GFF,2013,-0.1184210526315788,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
GNC_2013_11,GNC,2013,-0.2933594742765858,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
GRR_2013_11,GRR,2013,0.1631776704240473,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
HGO_2013_11,HGO,2013,-0.0222286793549324,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
HVN_2013_11,HVN,2013,-0.0091950314566864,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
ILU_2013_11,ILU,2013,-0.1485465609163354,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
LAU_2013_11,LAU,2013,-0.140625,11,-2.21,-0.36,1.75,5.2,0.0034968332591115
AGL_2013_12,AGL,2013,0.0013279658483338,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
AGO_2013_12,AGO,2013,0.0087719298245614,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
AIO_2013_12,AIO,2013,-0.0017331022530329,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
AMP_2013_12,AMP,2013,-0.0579399141630901,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
BGA_2013_12,BGA,2013,-0.0341763351149351,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
BKN_2013_12,BKN,2013,0.0864864864864864,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
BKW_2013_12,BKW,2013,0.04,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
BLD_2013_12,BLD,2013,-0.0103783947577743,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
BPT_2013_12,BPT,2013,0.0632555310575535,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
BSL_2013_12,BSL,2013,0.0698529411764705,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
CCL_2013_12,CCL,2013,-0.0049627791563275,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
CSL_2013_12,CSL,2013,0.0033464280517967,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
CSR_2013_12,CSR,2013,0.0114503816793891,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
DJS_2013_12,DJS,2013,0.0168350168350168,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
DOW_2013_12,DOW,2013,0.0210029712626731,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
ELD_2013_12,ELD,2013,0.0454800044807885,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
EPW_2013_12,EPW,2013,0.0666666666666666,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
EVN_2013_12,EVN,2013,0.016387538267603,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
FMG_2013_12,FMG,2013,0.0246478873239437,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
GFF_2013_12,GFF,2013,0.0149253731343284,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
GNC_2013_12,GNC,2013,-0.025227354467451,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
GRR_2013_12,GRR,2013,0.0198431010613751,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
HGO_2013_12,HGO,2013,0.0227340267459137,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
HVN_2013_12,HVN,2013,-0.0216541843047867,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
ILU_2013_12,ILU,2013,-0.0159527391804583,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
LAU_2013_12,LAU,2013,0.0181818181818183,12,-0.2,0.86,-1.19,3.41,0.0052412081706498
AGL_2014_01,AGL,2014,0.0113109290376336,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
AGO_2014_01,AGO,2014,-0.1217391304347825,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
AIO_2014_01,AIO,2014,-0.0243055555555554,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
AMP_2014_01,AMP,2014,-0.0273348519362186,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
BGA_2014_01,BGA,2014,0.0685892965604122,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
BKN_2014_01,BKN,2014,-0.1708126036484245,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
BKW_2014_01,BKW,2014,-0.0083916083916084,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
BLD_2014_01,BLD,2014,-0.0041719294216709,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
BPT_2014_01,BPT,2014,-0.0035037540221667,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
BSL_2014_01,BSL,2014,-0.0721649484536082,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
CCL_2014_01,CCL,2014,-0.0282626766417289,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
CSL_2014_01,CSL,2014,0.0188515081206497,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
CSR_2014_01,CSR,2014,0.1018867924528301,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
CWN_2014_01,CWN,2014,-0.0100890207715134,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
DOW_2014_01,DOW,2014,0.0143952015994668,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
EPW_2014_01,EPW,2014,0.0708333333333333,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
EVN_2014_01,EVN,2014,0.0407512402551382,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
FMG_2014_01,FMG,2014,-0.0841924398625429,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
GNC_2014_01,GNC,2014,-0.1058928947923255,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
GRR_2014_01,GRR,2014,0.0588235294117647,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
HGO_2014_01,HGO,2014,-0.0334156617753886,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
HVN_2014_01,HVN,2014,-0.0506573473123648,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
ILU_2014_01,ILU,2014,0.0173805508712761,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
LAU_2014_01,LAU,2014,0.1428571428571428,1,-4.44,3.88,-1.2,1.14,-0.0033699099968663
AGL_2014_02,AGL,2014,0.0296054212524632,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
AIO_2014_02,AIO,2014,-0.0409252669039146,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
AMP_2014_02,AMP,2014,0.1311475409836067,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
BGA_2014_02,BGA,2014,0.107658624900004,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
BKN_2014_02,BKN,2014,-0.164,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
BKW_2014_02,BKW,2014,0.0225669957686882,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
BLD_2014_02,BLD,2014,0.1726112691213774,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
BPT_2014_02,BPT,2014,0.1508323765786452,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
BSL_2014_02,BSL,2014,0.1388888888888888,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
CCL_2014_02,CCL,2014,-0.0333618477331051,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
CSL_2014_02,CSL,2014,0.0276117278679191,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
CSR_2014_02,CSR,2014,0.0616438356164383,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
CWN_2014_02,CWN,2014,0.0359712230215827,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
DOW_2014_02,DOW,2014,-0.0020147603092218,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
EPW_2014_02,EPW,2014,-0.1206225680933852,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
EVN_2014_02,EVN,2014,0.4608443990466462,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
FMG_2014_02,FMG,2014,0.0206378986866793,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
GNC_2014_02,GNC,2014,0.0565937628957142,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
GRR_2014_02,GRR,2014,0.0739316239316238,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
HGO_2014_02,HGO,2014,0.0345708702840823,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
HVN_2014_02,HVN,2014,0.0700136731760334,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
ILU_2014_02,ILU,2014,0.0694837340876945,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
LAU_2014_02,LAU,2014,-0.015625,2,5.49,-1.71,-1.06,1.9,-0.0079726526045798
AGL_2014_03,AGL,2014,-0.0300278072298797,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
AIO_2014_03,AIO,2014,-0.0352504638218923,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
AMP_2014_03,AMP,2014,0.0310559006211181,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
BGA_2014_03,BGA,2014,-0.0168199787136992,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
BKN_2014_03,BKN,2014,0.0430622009569379,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
BKW_2014_03,BKW,2014,-0.0206896551724138,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
BLD_2014_03,BLD,2014,0.0143564194172212,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
BPT_2014_03,BPT,2014,0.0460157126823794,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
BSL_2014_03,BSL,2014,-0.0032520325203252,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
CCL_2014_03,CCL,2014,-0.0238938053097346,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
CSL_2014_03,CSL,2014,-0.0365650969529085,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
CSR_2014_03,CSR,2014,0.1322580645161288,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
CWN_2014_03,CWN,2014,-0.0376157407407408,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
DOW_2014_03,DOW,2014,0.0203199403129183,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
EPW_2014_03,EPW,2014,0.088495575221239,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
EVN_2014_03,EVN,2014,-0.0801771355319892,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
FMG_2014_03,FMG,2014,-0.0349264705882353,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
GNC_2014_03,GNC,2014,0.0485688779780171,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
GRR_2014_03,GRR,2014,-0.1034619976124154,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
HGO_2014_03,HGO,2014,-0.100101699840186,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
HVN_2014_03,HVN,2014,0.0280471821756225,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
ILU_2014_03,ILU,2014,0.0553603901471317,3,1.66,-0.24,0.7,-2.12,0.0007662689804296
