yearmonth,ticker,industry,ret,rmrf,smb,hml,rmw,cma,wml,pmc,winsor_ret,winsor_rmrf,winsor_smb,winsor_hml,winsor_rmw,winsor_cma,winsor_wml,winsor_pmc,ticker_encode,date,_Nobs,_R2,_adjR2,_b_winsor_rmrf,_b_winsor_smb,_b_winsor_hml,_b_winsor_rmw,_b_winsor_cma,_b_winsor_wml,_b_winsor_pmc,_b_cons
201206,GNC,35,.011698158,.0061584557,-.074928038,-.033504054,-.03388584,-.037321933,-.0079242662,-.0068550766,.011698158,.0061584557,-.074928038,-.033504054,-.03388584,-.037321933,-.0079242662,-.0068550766,GNC,2012m6,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
202105,GNC,35,-.015686275,.021741411,.0022735537,.018580506,.027237281,.026834641,-.017153865,.010989869,-.015686275,.021741411,.0022735537,.018580506,.027237281,.026834641,-.017153865,.010989869,GNC,2021m5,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
202005,GNC,35,.24858756,.057367444,.041350443,-.099257998,.056239557,-.041969426,-.0093317013,-.052912232,.24858756,.057367444,.041350443,-.099257998,.056239557,-.041969426,-.0093317013,-.052912232,GNC,2020m5,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
202111,GNC,35,.082802549,.0065863109,.074333228,.047926456,.094508007,.0601792,.045919541,.053939618,.082802549,.0065863109,.074333228,.047926456,.094508007,.0601792,.045919541,.053939618,GNC,2021m11,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201101,GNC,35,.13937879,.0034134274,.014968692,.054805521,.019781882,.044359874,.028281771,-.004769763,.13937879,.0034134274,.014968692,.054805521,.019781882,.044359874,.028281771,-.004769763,GNC,2011m1,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201004,GNC,35,-.07235001,-.0071051116,.023641355,-.023729388,-.0052144192,.0078839362,-.011024968,-.029948641,-.07235001,-.0071051116,.023641355,-.023729388,-.0052144192,.0078839362,-.011024968,-.029948641,GNC,2010m4,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201612,GNC,35,.10393709,.039990027,.041360807,.045182504,.044562768,.038262133,.02586744,.01074835,.10393709,.039990027,.041360807,.045182504,.044562768,.038262133,.02586744,.01074835,GNC,2016m12,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201501,GNC,35,.079993486,.034453616,.023326255,.10069765,.0086741811,.051260069,.1071277,-.009442349,.079993486,.034453616,.023326255,.10069765,.0086741811,.051260069,.10532741,-.009442349,GNC,2015m1,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201707,GNC,35,-.078133129,.008139112,-.036646098,-.012184249,-.049936395,-.016036509,-.024415174,-.016263546,-.078133129,.008139112,-.036646098,-.012184249,-.049936395,-.016036509,-.024415174,-.016263546,GNC,2017m7,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201502,GNC,35,.10775883,.073303603,-.0055059162,-.033266671,.026948204,-.0045073279,.0031818021,.0036988819,.10775883,.073303603,-.0055059162,-.033266671,.026948204,-.0045073279,.0031818021,.0036988819,GNC,2015m2,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201012,GNC,35,-.032246307,.035764817,-.030439733,-.080313645,-.050786775,-.057032846,-.051638514,.0019844088,-.032246307,.035764817,-.030439733,-.080313645,-.050786775,-.057032846,-.051638514,.0019844088,GNC,2010m12,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201712,GNC,35,.076212063,.022001388,-.021437757,-.062863529,-.012394103,-.031940065,-.026980642,-.01985299,.076212063,.022001388,-.021437757,-.062863529,-.012394103,-.031940065,-.026980642,-.01985299,GNC,2017m12,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201312,GNC,35,-.025227355,.011017656,.024267793,.003449341,.023252258,.01025342,.050163914,-.009937074,-.025227355,.011017656,.024267793,.003449341,.023252258,.01025342,.050163914,-.009937074,GNC,2013m12,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201202,GNC,35,.010205553,.013506157,.012855613,-.008681952,-.034841735,-.018418113,-.057854474,.0091860909,.010205553,.013506157,.012855613,-.008681952,-.034841735,-.018418113,-.057854474,.0091860909,GNC,2012m2,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201011,GNC,35,-.094281852,.0022229368,.025828529,.021566084,-.0067487312,.03090287,.067032166,-.023207799,-.094281852,.0022229368,.025828529,.021566084,-.0067487312,.03090287,.067032166,-.023207799,GNC,2010m11,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
202102,GNC,35,.044554457,.024895661,-.0075854515,.024443671,-.040298123,.0047184187,-.030533146,.024565645,.044554457,.024895661,-.0075854515,.024443671,-.040298123,.0047184187,-.030533146,.024565645,GNC,2021m2,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201506,GNC,35,-.091487534,-.05595744,.0091612237,-.004807787,-.011393177,.015547057,.035403006,-.026127325,-.091487534,-.05595744,.0091612237,-.004807787,-.011393177,.015547057,.035403006,-.026127325,GNC,2015m6,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
202007,GNC,35,-.094660193,.018081687,-.026258949,-.10561209,-.027686164,-.055564426,.024264453,-.0027269246,-.094660193,.018081687,-.026258949,-.099257998,-.027686164,-.055564426,.024264453,-.0027269246,GNC,2020m7,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201709,GNC,35,-.054459557,-.0044984571,.023042377,-.010709759,.0030933535,.0031941063,.023646893,.0065505491,-.054459557,-.0044984571,.023042377,-.010709759,.0030933535,.0031941063,.023646893,.0065505491,GNC,2017m9,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201003,GNC,35,.0032080493,.059563722,-.032468151,-.016630866,-.018865576,-.048208278,-.012161449,-.015658829,.0032080493,.059563722,-.032468151,-.016630866,-.018865576,-.048208278,-.012161449,-.015658829,GNC,2010m3,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201804,GNC,35,.049590055,.042121265,-.032812681,.034724373,.016093461,.021763738,.029762881,.010400009,.049590055,.042121265,-.032812681,.034724373,.016093461,.021763738,.029762881,.010400009,GNC,2018m4,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201504,GNC,35,.053135265,-.011333028,.055330433,-.038504347,-.10306957,-.071121737,.010086956,.017696965,.053135265,-.011333028,.055330433,-.038504347,-.061104979,-.071121737,.010086956,.017696965,GNC,2015m4,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
202109,GNC,35,.0015797789,-.024188785,.045690466,.036834721,.0013099505,.016985638,.031134471,-.090401106,.0015797789,-.024188785,.045690466,.036834721,.0013099505,.016985638,.031134471,-.090401106,GNC,2021m9,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201905,GNC,35,-.14222421,.016885577,.021855986,-.00043350176,.040176112,.030914271,.078750156,-.0081298016,-.14222421,.016885577,.021855986,-.00043350176,.040176112,.030914271,.078750156,-.0081298016,GNC,2019m5,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
201505,GNC,35,-.051448982,-.0020541658,.13096279,.048163697,-.0018282133,.055350032,.10232159,.044130433,-.051448982,-.0020541658,.089790881,.048163697,-.0018282133,.055350032,.10232159,.044130433,GNC,2015m5,126,.2692374153238218,.2258870925040484,1.186728155054134,.1481267486403143,.5177932317439169,.6879187445281907,-.478637214347591,-.3879058162417865,-.2375574000985601,-.0040245387141227
