year,ticker,ticker_year,scope1,scope2,total_emissions,energy_consumption,change_scope1,change_scope2,change_total_emissions,change_energy_consumption,scope1_int,scope2_int,total_emissions_int,energy_consumption_int
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2015,DOW,DOW_2015,162624.0,49979.0,212603.0,2970344.0,7305.0,5573.0,12878.0,-25736.0,0.231661419678343,0.0711961708856251,0.3028575905639681,4.231319534466303
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2016,DOW,DOW_2016,159627.0,39321.0,198948.0,2816937.0,-2997.0,-10658.0,-13655.0,-153407.0,0.2330321167883211,0.0574029197080292,0.2904350364963503,4.112316788321168
2017,DOW,DOW_2017,227467.0,79862.0,307329.0,4052643.0,67840.0,40541.0,108381.0,1235706.0,0.312137387820073,0.1095891538820429,0.421726541702116,5.561164475670336
