ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AKM,Aspire Mining Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,--,--,--,--,--,"3,295,523.00",--,--,"6,719,527.00",--,"3,246,630.00","73,411.00","58,904.00","42,967.00", 
AKN,AuKing Mining Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,--,--,--,"4,922.00",--,--,--,--,--,--,--,--,--,0.00, 
AKO,AKORA Resources Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , , , ,--,--, 
AKP,Audio Pixel Holdings Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , ,"900,000.00",--,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--,--,"271,208.00","27,863.00","96,120.00", 
AKR,Astra Capital Limited,Annual Balance Sheet - NCL Long-Term Debt, ,--,--,0.00,--,--,--,--,--,--,--, , , , , , , , , , , , 
AKS,Australian Masters Corporate Bond Fund No1 Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , ,0.00, , , , , , , , , , , , 
AKT,Australian Masters Corporate Bond Fund No2 Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , ,0.00, , , , , , , , , , , , 
AKU,Australian Masters Corporate Bond Fund No3 Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , ,0.00,--, , , , , , , , , , , 
AKW,Arturus Capital Limited,Annual Balance Sheet - NCL Long-Term Debt,"14,029,000.00","13,870,000.00","10,932,000.00","5,300,000.00","22,615,000.00","238,000.00","11,709,000.00","11,459,879.00",--,--,--,--, , , , , , , , , , , 
AKX,Australian Masters Corporate Bond Fund No4 Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , ,--,--, , , , , , , , , , 
AKY,Australian Masters Corporate Bond Fund No5 Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , ,--,--,--,--,--, , , , , , , 
AL3,AML3D Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , , ,--,"288,005.00","361,000.00","185,818.00"
AL8,Alderan Resources Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , ,--,--,--,--,--,--, 
ALA,Arovella Therapeutics Limited,Annual Balance Sheet - NCL Long-Term Debt, ,--,"45,104.00","259,512.00","449,776.00","431,919.00","1,460,934.00","1,568,392.00","220,051.00","1,807,480.00","1,269,169.00",--,--,"600,000.00","1,875,000.00",--,--,"1,802,500.00","26,171.00","16,909.00","4,240.00","2,742.00", 
ALA1,Alpha Healthcare Limited ,Annual Balance Sheet - NCL Long-Term Debt,"61,541,000.00", , , , , , , , , , , , , , , , , , , , , , 
ALB,Albion Resources Limited,Annual Balance Sheet - NCL Long-Term Debt, , , ,--,--,--,--,"38,264,302.00","13,525,648.00",0.00,0.00,--,--, , , , , , , ,--,--, 
ALB1,Albidon Limited,Annual Balance Sheet - NCL Long-Term Debt, , , ,--,--,--,--,"38,264,302.00","13,525,648.00",0.00,0.00,--,--, , , , , , , , , , 
ALC,Alcidion Group Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , ,--,--,--,--,--,--,0.00,0.00,0.00,0.00,"139,377.00","18,000.00","1,868,000.00"
ALD,Ampol Limited,Annual Balance Sheet - NCL Long-Term Debt,"1,036,286,000.00","1,035,852,000.00","714,649,000.00","200,000.00","415,410.00",--,--,0.00,"2,739,755.00","3,845,885.00","1,755,820.00","464,685,000.00","948,744,000.00","870,921,000.00","692,169,000.00","695,238,000.00","698,340,000.00","588,652,000.00","810,914,000.00","1,559,264,000.00","1,555,500,000.00","2,104,000,000.00", 
ALD2,Allied Gold Mining PLC,Annual Balance Sheet - NCL Long-Term Debt, , , ,"200,000.00","415,410.00",--,--,0.00,"2,739,755.00","3,845,885.00","1,755,820.00","9,248,719.00", , , , , , , , , , , 
ALF,Australian Leaders Fund Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , ,0.00,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, , 
ALG,Ardent Leisure Group,Annual Balance Sheet - NCL Long-Term Debt,"32,694,000.00","37,271,000.00","42,255,000.00","44,435,000.00","44,865,000.00","98,465,000.00","99,490,000.00","166,653,000.00","258,599,000.00","265,691,000.00","198,714,000.00","193,556,000.00","193,225,000.00","227,628,000.00","260,211,000.00","278,618,000.00","312,903,000.00","178,161,000.00","27,849,000.00","205,236,000.00","662,253,000.00","601,194,000.00","25,184,000.00"
ALH,Australian Leisure and Hospitality Group,Annual Balance Sheet - NCL Long-Term Debt, , , ,"150,000,000.00","97,000,000.00", , , , , , , , , , , , , , , , , , 
ALI,Argo Global Listed Infrastructure Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , ,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ALK,Alkane Resources Ltd,Annual Balance Sheet - NCL Long-Term Debt,0.00,"20,960.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,515,000.00","5,922,000.00","9,116,000.00"
ALL,Aristocrat Leisure Limited,Annual Balance Sheet - NCL Long-Term Debt,"4,604,000.00","256,144,000.00","353,522,000.00","172,844,000.00",0.00,0.00,"164,287,000.00","147,459,000.00","332,644,000.00","127,104,000.00","298,662,000.00","261,392,000.00","207,453,000.00","237,759,000.00","243,000.00","1,779,508,000.00","1,287,800,000.00","1,199,300,000.00","2,881,100,000.00","2,792,700,000.00","3,468,900,000.00","3,467,900,000.00", 
ALM,Alma Metals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,"1,184,265.00","624,893.00","617,898.00",--,--,0.00,0.00,0.00,--,--,--,--,--,--,--, 
ALM2,Aluminex Resources Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , ,--, , , , , , , , , , , , , , 
ALN,Alinta Limited,Annual Balance Sheet - NCL Long-Term Debt,--,"365,000,000.00","335,073,000.00","609,824,000.00","1,874,913,000.00","815,440,000.00", , , , , , , , , , , , , , , , , 
ALO,Alloggio Group Limited,Annual Balance Sheet - NCL Long-Term Debt,"3,300,000.00","2,800,000.00","7,500,000.00","7,000,000.00","7,785,000.00","8,450,000.00", , , , , , , , , , , , , , , ,"34,859,300.00","45,270,928.00"
ALO1,Auto Group Limited,Annual Balance Sheet - NCL Long-Term Debt,"3,300,000.00","2,800,000.00","7,500,000.00","7,000,000.00","7,785,000.00","8,450,000.00", , , , , , , , , , , , , , , , , 
ALQ,ALS Limited,Annual Balance Sheet - NCL Long-Term Debt,"47,790,000.00","83,922,000.00","91,523,000.00","88,983,000.00","98,045,000.00","82,805,000.00","114,970,000.00","128,687,000.00","233,898,000.00","99,723,000.00","196,514,000.00","152,680,000.00","498,787,000.00","521,900,000.00","749,700,000.00","935,400,000.00","748,500,000.00","700,900,000.00","695,600,000.00","513,500,000.00","1,164,200,000.00","925,500,000.00","895,300,000.00"
ALQ1,Australian Liquor Group Limited ,Annual Balance Sheet - NCL Long-Term Debt,"10,640,000.00", , , , , , , , , , , , , , , , , , , , , , 
ALS,Alesco Corporation Limited,Annual Balance Sheet - NCL Long-Term Debt,"81,926,000.00","46,485,000.00","30,485,000.00","30,848,000.00","18,114,000.00","97,576,000.00","131,025,000.00","282,165,000.00","321,240,000.00","80,500,000.00","125,000,000.00","85,000,000.00","69,000,000.00", , , , , , , , , , 
ALT,Analytica Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,--,--,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
ALU,Altium Limited,Annual Balance Sheet - NCL Long-Term Debt,"236,000.00",0.00,"69,000.00","46,000.00",0.00,"376,000.00","195,000.00","501,000.00","556,825.00","446,142.00","180,687.00","298,910.00","184,476.00","37,735.00","93,418.00","69,010.00","26,932.00",0.00,0.00,0.00,"12,316,771.00","7,306,464.00","5,934,097.00"
ALV,Alvo Minerals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , , , ,--,"29,455.00", 
ALW,Alphawest Limited,Annual Balance Sheet - NCL Long-Term Debt,"119,466.00","137,918.00",--,--,"2,500,000.00", , , , , , , , , , , , , , , , , , 
ALX,Atlas Arteria,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , ,"2,512,100,000.00","1,726,056,000.00","1,760,943,000.00","1,872,085,000.00",--,0.00,--,0.00,"1,668,352,000.00","2,101,962,000.00","2,148,926,000.00","1,490,881,000.00","1,556,547,000.00", 
ALY,Alchemy Resources Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,"35,075.00",0.00,"185,157.00","143,603.00","62,451.00","48,715.00","10,638.00",--,--,--,--,--,--,--, 
ALZ,Australand Property Group,Annual Balance Sheet - NCL Long-Term Debt,"372,712,000.00","401,581,000.00","358,774,000.00","374,000,000.00","758,005,000.00","898,000,000.00","1,400,663,000.00","1,410,500,000.00","904,250,000.00","975,800,000.00","822,000,000.00","1,381,810,000.00","1,252,889,000.00","895,348,000.00", , , , , , , , , 
AM7,Arcadia Minerals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , , , ,"2,209.00",--, 
AMA,Ama Group Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,"3,322,000.00","602,000.00","25,552,000.00","23,075,000.00","15,303,000.00","12,022,000.00","5,436,000.00","16,000.00","11,000.00","308,000.00","100,000.00","52,521,000.00","80,597,000.00","656,247,000.00","527,885,000.00",--
AMB,Ambition Group Limited,Annual Balance Sheet - NCL Long-Term Debt,--,--,"2,540,835.00","2,540,835.00","2,540,835.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,185,000.00", , , 
AMC,Amcor Plc,Annual Balance Sheet - NCL Long-Term Debt,"1,415,800,000.00","1,985,100,000.00","1,688,300,000.00","1,449,800,000.00","2,108,500,000.00","2,048,900,000.00","2,084,900,000.00","1,620,500,000.00","1,833,200,000.00","1,875,700,000.00","1,932,500,000.00","3,063,600,000.00","2,995,700,000.00","3,177,600,000.00","3,186,500,000.00","3,349,739,583.00","4,616,751,952.00","4,532,501,300.00","3,613,854,688.00","7,570,226,721.00","9,462,479,965.00","8,842,777,334.00","9,918,710,988.00"
AMD,Arrow Minerals Ltd,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,--,--,0.00,0.00,0.00,--,--,--,--,--,--,0.00,"100,708.00","121,754.00","91,050.00",0.00,"1,019,527.00", 
AME,Alto Metals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--, 
AMH,AMCIL Limited,Annual Balance Sheet - NCL Long-Term Debt,0.00,0.00,0.00,--,0.00,"503,000.00",--,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AMI,Aurelia Metals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,--,0.00,0.00,0.00,0.00,"29,675,551.00","106,185,245.00","91,914,752.00","113,025,000.00","102,302,000.00",0.00,0.00,"7,217,000.00","25,932,000.00","17,015,000.00"
AML,Aeon Metals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,--,--,--,--,--,--,"12,242,000.00","16,227,000.00","23,558,000.00",--,"14,623,000.00","12,790,000.00","19,044,000.00",--, 
AMM,Armada Metals Limited,Annual Balance Sheet - NCL Long-Term Debt,"524,015.00","1,771,620.00","556,419.00","3,105,146.00","4,467,000.00","5,463,000.00","3,909,000.00","3,113,000.00","22,843,000.00","25,944,000.00","20,027,000.00","15,182,000.00","32,100,000.00","36,516,000.00","20,859,000.00", , , , , , ,0.00, 
AMM1,Amcom Telecommunications Limited,Annual Balance Sheet - NCL Long-Term Debt,"524,015.00","1,771,620.00","556,419.00","3,105,146.00","4,467,000.00","5,463,000.00","3,909,000.00","3,113,000.00","22,843,000.00","25,944,000.00","20,027,000.00","15,182,000.00","32,100,000.00","36,516,000.00","20,859,000.00", , , , , , , , 
AMN,Agrimin Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,"40,947.00","27,029.00",--,--,--,--,--,--,--,--,0.00,0.00,"175,911.00","67,031.00", 
AMO,Ambertech Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,"70,000.00","35,000.00","4,000.00",0.00,0.00,0.00,0.00,0.00,"91,000.00","58,000.00","23,000.00",0.00,0.00,0.00,0.00,"9,408,000.00","8,345,000.00","7,098,000.00"
AMP,AMP Limited,Annual Balance Sheet - NCL Long-Term Debt,"5,009,000,000.00","5,303,000,000.00","2,552,000,000.00","2,487,000,000.00","740,000,000.00","428,000,000.00","435,000,000.00","403,000,000.00","6,891,000,000.00","8,947,000,000.00","5,595,000,000.00","6,539,000,000.00","7,302,000,000.00","1,421,000,000.00","5,574,000,000.00","10,680,000,000.00","5,241,000,000.00","7,654,000,000.00","7,627,000,000.00","6,975,000,000.00","4,286,000,000.00","26,252,000,000.00", 
AMS,Atomos Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , ,0.00,0.00,"8,288,000.00","2,614,000.00","14,535,000.00"
AMT,Allegra Orthopaedics Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,0.00,"58,565.00","787,423.00","755,000.00","1,979,000.00","1,700,000.00","739,000.00","233,000.00","98,454.00","39,469.00",0.00,0.00,0.00,0.00,"83,327.00","1,869,316.00"
AMV,Alamain Investments Limited,Annual Balance Sheet - NCL Long-Term Debt,"1,692,745.00","1,838,037.00","2,410,611.00","3,718,664.00", , , , , , , , , , , , , , , , , , , 
AMX,Aerometrex Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , ,0.00,0.00,--,--,--,--, , , , , ,"3,112,000.00","2,731,000.00","2,955,000.00", 
AMX2,Ampella Mining Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , ,0.00,0.00,--,--,--,--, , , , , , , , , 
AN1,Anagenics Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , ,--,"1,676,754.00",--,--,--,--,0.00,0.00,0.00,"29,271.00","196,807.00","314,572.00","1,166,447.00","1,019,855.00","1,496,237.00","843,990.00","854,446.00"
ANB,Australia New Agribusiness & Chemical Group Ltd,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , ,--,--,--,--,"62,926.00",--, , , , , , , 
ANC,Angus & Coote (Holdings) Limited,Annual Balance Sheet - NCL Long-Term Debt,"3,222,000.00","2,106,000.00","1,284,000.00","730,000.00","363,000.00","1,374,000.00","1,024,000.00", , , , , , , , , , , , , , , , 
AND,Ansarada Group Limited,Annual Balance Sheet - NCL Long-Term Debt,--,--,--,--,--,0.00,0.00,0.00,0.00,0.00,0.00, , , , , , , , ,--,0.00,"6,145,000.00", 
AND2,Andean Resources Limited,Annual Balance Sheet - NCL Long-Term Debt,--,--,--,--,--,0.00,0.00,0.00,0.00,0.00,0.00, , , , , , , , , , , , 
ANE,Auspine Limited,Annual Balance Sheet - NCL Long-Term Debt,"48,250,000.00","63,252,000.00","62,253,000.00","69,725,000.00","75,517,000.00","96,026,000.00","134,788,000.00","146,510,000.00", , , , , , , , , , , , , , , 
ANG,Austin Engineering Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , ,"21,333.00","2,051,674.00","1,818,502.00","2,747,567.00","21,291,000.00","25,928,000.00","22,620,000.00","49,948,000.00","67,035,000.00","62,063,000.00","90,206,000.00","47,017,000.00","32,593,000.00","32,446,000.00","12,335,000.00","4,577,000.00","14,382,000.00","11,563,000.00","11,264,000.00"
ANI,Australian Industrial REIT,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , ,"99,081,000.00","113,322,000.00", , , , , , , 
ANL,Amani Gold Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,100,000.00",--, 
ANN,Ansell Limited,Annual Balance Sheet - NCL Long-Term Debt,"627,700,000.00","861,900,000.00","516,500,000.00","320,000,000.00","236,000,000.00","331,000,000.00","275,900,000.00","348,500,000.00","319,400,000.00","249,500,000.00","236,400,000.00","42,200,000.00","284,200,000.00","485,500,000.00","764,755,838.00","955,729,166.00","924,589,280.00","931,747,269.00","746,854,282.00","749,037,501.00","741,949,584.00","658,020,750.00","678,763,245.00"
ANO,Advance ZincTek Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , ,"279,000.00","245,190.00","211,873.00","147,546.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,537,386.00","2,407,000.00","2,084,000.00"
ANP,Antisense Therapeutics Limited,Annual Balance Sheet - NCL Long-Term Debt, ,--,--,--,--,--,--,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--,0.00,"22,690.00","227,402.00","133,312.00"
ANQ,AnaeCo Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , ,"47,922.00","30,269.00","66,998.00","44,616.00","2,792.00","2,000,000.00",0.00,0.00,0.00,0.00, , , , , 
ANR,Anatara Lifesciences Ltd,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , ,--,--,--,--,0.00,0.00,0.00,"65,801.00","45,145.00"
ANS,AustSino Resources Group Limited,Annual Balance Sheet - NCL Long-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"281,131.00", , 
ANW,Aus Tin Mining Ltd,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , ,"27,272.00","20,250.00","12,472.00",--,--,0.00,"1,000,000.00","1,484,722.00",0.00,0.00,"53,912.00", 
ANX,Anax Metals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"141,746.00", 
ANZ,Australia & New Zealand Banking Group Ltd,Annual Balance Sheet - NCL Long-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AO1,AssetOwl Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , ,--,--,--,--,--,--,--,0.00,--,--,--,0.00, 
AOA,Ausmon Resources Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,"125,000.00", 
AOD,Aurora Dividend Income Trust (Managed Fund),Annual Balance Sheet - NCL Long-Term Debt, , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,--,--,--,--, , , , 
AOE,Arrow Energy Limited,Annual Balance Sheet - NCL Long-Term Debt,--,--,--,--,"4,581,383.00","4,803,710.00","4,831,028.00","45,953,496.00","120,980,998.00","295,920,000.00", , , , , , , , , , , , , 
AOF,Australian Unity Office Property Fund,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , ,--,"118,091,000.00","122,817,000.00","197,175,000.00","203,940,000.00","214,889,000.00","190,157,000.00","169,585,000.00"
AOG,Aveo Group,Annual Balance Sheet - NCL Long-Term Debt,"98,878,000.00","65,644,000.00","22,531,000.00","22,799,000.00","155,535,000.00","143,554,000.00","396,057,000.00","662,900,000.00","1,188,900,000.00","1,002,000,000.00","419,600,000.00","692,100,000.00","698,300,000.00","278,400,000.00","321,400,000.00","265,900,000.00","555,100,000.00","628,600,000.00","643,800,000.00","3,713,500,000.00", , , 
AOG1,Australian Oil And Gas Corporation Ltd,Annual Balance Sheet - NCL Long-Term Debt,0.00,0.00, , , , , , , , , , , , , , , , , , , , , 
AOH,Altona Mining Limited,Annual Balance Sheet - NCL Long-Term Debt, , ,--,"18,215.00","12,610.00","7,006.00","1,812,637.00","797,725.00","17,402.00","10,550,987.00",0.00,0.00,"21,677,000.00","22,585,000.00","2,489,000.00",0.00,0.00,0.00, , , , , 
AOK,Austex Oil Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,--,--,--,"10,022.00","115,222.00","172,329.00","13,932,250.00","24,394,787.00","41,554.00", , , , , , 
AON,Apollo Minerals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AOP,Apollo Consolidated Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,0.00,"781,860.00","937,019.00",0.00,--,--,--,0.00,0.00,0.00,0.00,0.00,0.00,--,--,"65,935.00","53,995.00", 
AOR,AurionGold Limited,Annual Balance Sheet - NCL Long-Term Debt,"147,211,000.00","174,911,000.00","241,427,000.00", , , , , , , , , , , , , , , , , , , , 
AOU,Auroch Minerals Ltd,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , ,605.00,--,"2,000,000.00","1,450,000.00",--,--,--,--,--,--,"103,861.00", 
AOW,American Patriot Oil & Gas Limited ,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , ,--,--,0.00,0.00,0.00,0.00, , , , 
APA,APA Group,Annual Balance Sheet - NCL Long-Term Debt,"736,524,000.00","735,011,000.00","756,025,000.00","760,097,000.00","730,225,000.00","1,011,105,000.00","1,055,708,000.00","2,593,158,000.00","2,660,973,000.00","2,057,875,000.00","2,891,891,000.00","1,990,446,000.00","2,905,946,000.00","4,233,242,000.00","4,708,283,000.00","9,141,497,000.00","9,314,373,000.00","9,573,907,000.00","9,321,377,000.00","9,865,813,000.00","10,663,715,000.00","9,970,545,000.00","10,944,894,000.00"
APB,Arafura Pearls Holdings Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , ,"705,685.00","2,059,742.00","2,572,694.00","2,564,581.00","2,230,616.00", , , , , , , , , , , , 
APC,Australian Potash Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,"113,743.00","35,307.00", 
APD,APN Property Group Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,004,000.00",0.00,"10,742,000.00", , 
APE,Eagers Automotive Limited,Annual Balance Sheet - NCL Long-Term Debt,"27,977,000.00","54,397,000.00","47,100,000.00","63,900,000.00","73,600,000.00","91,600,000.00","104,600,000.00","133,849,000.00","163,476,000.00","124,853,000.00","170,564,000.00","164,551,000.00","209,105,000.00","211,078,000.00","216,646,000.00","209,792,000.00","283,650,000.00","248,344,000.00","312,614,000.00","1,402,767,000.00","1,395,910,000.00","1,270,028,000.00", 
APF,Advance Property Fund ,Annual Balance Sheet - NCL Long-Term Debt,"158,500,000.00", , , , , , , , , , , , , , , , , , , , , , 
APG,Austpac Resources NL,Annual Balance Sheet - NCL Long-Term Debt,"140,786.00","1,028,542.00","1,463,117.00","145,704.00","208,310.00","91,892.00","105,000.00","249,515.00","163,661.00","135,207.00","252,353.00","278,261.00","364,325.00","292,941.00","205,698.00","148,995.00","104,535.00","136,573.00","60,213.00","27,519.00","46,180.00",--, 
APH2,Ascent Pharmahealth Ltd,Annual Balance Sheet - NCL Long-Term Debt, , , , ,--,--,--,0.00,"11,106,000.00","8,570,000.00","5,254,000.00", , , , , , , , , , , , 
API,Australian Pharmaceutical Industries Limited,Annual Balance Sheet - NCL Long-Term Debt,0.00,0.00,0.00,"2,155,000.00","2,069,000.00","3,453,000.00","3,299,000.00","2,873,000.00","5,788,000.00","6,097,000.00","490,000.00","469,000.00","120,637,000.00","114,947,000.00","101,828,000.00","40,613,000.00","48,420,000.00","29,834,000.00","89,214,000.00","169,683,000.00","212,213,000.00","246,850,000.00", 
APK,Australian Power and Gas Company Limited,Annual Balance Sheet - NCL Long-Term Debt,"4,000.00",0.00,"90,000.00","120,039.00","56,326.00","10,090.00",--,"4,709,965.00","14,458,000.00","22,593,000.00","30,513,000.00","50,991,000.00",--,"19,000.00", , , , , , , , , 
APL,Antipodes Global Investment Company Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , ,--,0.00,0.00,0.00,0.00,0.00, 
APL2,Australian Plantation Timber Limited,Annual Balance Sheet - NCL Long-Term Debt,"18,799,000.00", ,0.00,0.00,0.00, , , , , , , , , , , , , , , , , , 
APM,APM Human Services International Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , , , , ,"628,400,000.00","644,841,000.00"
APO,APN Outdoor Group Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , ,"79,300,000.00","69,395,000.00","102,677,000.00","114,812,000.00", , , , , 
APR,API Fund,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,--,"11,880,451.00","43,349,359.00",--, , , , , , , , , , , , , , 
APS,Allup Silica Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , , , , , , ,--, 
APT,Afterpay Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , , , ,0.00,"46,747,800.00","161,555,000.00","49,626,000.00","464,767,000.00","1,318,382,000.00", 
APW,Aims Property Securities Fund,Annual Balance Sheet - NCL Long-Term Debt, , , , , ,--,--,--,--,"44,500,000.00",0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--, 
APX,Appen Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , , , ,0.00,"8,000.00","6,000.00","67,885,000.00","56,330,000.00","18,043,000.00","18,705,000.00","13,858,875.00", 
APY1,Asia Pacific Specialty Chemicals Limited,Annual Balance Sheet - NCL Long-Term Debt,"10,000,000.00",0.00, , , , , , , , , , , , , , , , , , , , , 
APZ,Aspen Group,Annual Balance Sheet - NCL Long-Term Debt,--,--,--,"26,050,000.00","63,350,000.00","120,672,000.00","158,832,000.00","166,467,000.00","213,612,000.00","181,500,000.00","222,256,000.00","154,845,000.00","63,587,000.00","193,692,000.00","4,500,000.00","108,821,000.00",--,--,"4,700,000.00","24,500,000.00","44,753,000.00","81,554,000.00","128,259,000.00"
AQA,Aquila Resources Limited,Annual Balance Sheet - NCL Long-Term Debt,--,0.00,--,--,--,--,"14,769,637.00","102,000.00","9,453,000.00","12,796,000.00","6,587,000.00",0.00,0.00,"11,293,000.00", , , , , , , , , 
AQC,Australian Pacific Coal Limited,Annual Balance Sheet - NCL Long-Term Debt,"75,584.00","88,615.00","52,904.00","1,956,454.00","2,207,820.00","565,000.00","1,185,933.00","727,696.00",--,--,"98,988.00",--,--,--,--,--,"93,343.00","14,278.00","59,620.00","54,458,873.00",0.00,0.00, 
AQD,Ausquest Limited,Annual Balance Sheet - NCL Long-Term Debt, , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AQE,Aequs Capital Limited,Annual Balance Sheet - NCL Long-Term Debt,"49,301.00","2,318,856.00","2,307,918.00","2,029.00",0.00,0.00,0.00,0.00,0.00, , , , , , , , , , , , , , 
AQF,Australian Governance Masters Index Fund Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , ,--,--,--,--,0.00,0.00,0.00,0.00,0.00, , , , , 
AQI,Alicanto Minerals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,"147,140.00", 
AQJ,Aus Asia Minerals Limited,Annual Balance Sheet - NCL Long-Term Debt, , , , , , ,--,0.00,0.00,0.00,"3,158,981.00",--,--,0.00,"702,031.00",0.00,--,--, , , , , 
