ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ANO,Advance ZincTek Limited,Annual Balance Sheet - CL Short-Term Debt, , , , ,"33,000.00","33,317.00","33,317.00","64,326.00","144,101.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"422,307.00","634,000.00","454,000.00"
ANP,Antisense Therapeutics Limited,Annual Balance Sheet - CL Short-Term Debt, ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,000.00",0.00,0.00,0.00,0.00,0.00,"112,575.00","79,443.00","94,091.00"
ANQ,AnaeCo Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , ,"23,274.00","526,440.00","2,063,768.00","635,116.00","2,104,639.00","3,003,277.00","2,000,000.00","8,581,373.00","16,156,393.00","15,911,848.00", , , , , 
ANR,Anatara Lifesciences Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,116.00","20,656.00"
ANS,AustSino Resources Group Limited,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"591,722.00", , 
ANW,Aus Tin Mining Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,"6,340.00","7,022.00","7,778.00",0.00,"63,216.00","128,515.00","62,499.00",0.00,"3,941,004.00","2,607,905.00","1,708,362.00", 
ANX,Anax Metals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"54,314.00", 
ANZ,Australia & New Zealand Banking Group Ltd,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AO1,AssetOwl Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , ,"525,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
AOA,Ausmon Resources Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
AOD,Aurora Dividend Income Trust (Managed Fund),Annual Balance Sheet - CL Short-Term Debt, , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , 
AOE,Arrow Energy Limited,Annual Balance Sheet - CL Short-Term Debt,"40,820.00",0.00,0.00,0.00,0.00,0.00,0.00,"10,139,784.00","1,085,327.00","1,687,000.00", , , , , , , , , , , , , 
AOF,Australian Unity Office Property Fund,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--
AOG,Aveo Group,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , 
AOG1,Australian Oil And Gas Corporation Ltd,Annual Balance Sheet - CL Short-Term Debt,"13,000,000.00","14,500,000.00", , , , , , , , , , , , , , , , , , , , , 
AOH,Altona Mining Limited,Annual Balance Sheet - CL Short-Term Debt, , ,0.00,"5,605.00","5,605.00","5,605.00","890,741.00","717,882.00","714,985.00","1,395,000.00","12,855,082.00",0.00,"293,000.00","2,072,000.00","524,000.00",0.00,0.00,0.00, , , , , 
AOK,Austex Oil Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , ,0.00,0.00,0.00,0.00,"544,931.00","4,613,119.00","4,841,118.00","1,117,943.00","3,240,277.00","23,761,815.00", , , , , , 
AON,Apollo Minerals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , ,"21,477.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
AOP,Apollo Consolidated Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , ,"31,819.00","107,768.00","79,462.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,354.00","16,354.00", 
AOR,AurionGold Limited,Annual Balance Sheet - CL Short-Term Debt,"22,000.00",0.00,"42,000.00", , , , , , , , , , , , , , , , , , , , 
AOU,Auroch Minerals Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,0.00,0.00,0.00,"1,071,541.00","1,858,972.00",0.00,0.00,0.00,0.00,0.00,"71,154.00", 
AOW,American Patriot Oil & Gas Limited ,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00, , , , 
APA,APA Group,Annual Balance Sheet - CL Short-Term Debt,"9,665,000.00","206,000.00","209,000.00","218,000.00","180,000.00","188,000.00","158,542,000.00","4,494,000.00","450,150,000.00","900,219,000.00","103,883,000.00","900,000,000.00",0.00,"80,910,000.00",0.00,"164,353,000.00","409,829,000.00","126,858,000.00","329,219,000.00","444,502,000.00","324,157,000.00","16,549,000.00","16,601,000.00"
APB,Arafura Pearls Holdings Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , ,"471,629.00","267,147.00","306,822.00","9,045,486.00","3,707,936.00", , , , , , , , , , , , 
APC,Australian Potash Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"81,152.00","82,192.00", 
APD,APN Property Group Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , 
APE,Eagers Automotive Limited,Annual Balance Sheet - CL Short-Term Debt,"6,380,000.00","73,184,000.00","83,877,000.00","82,749,000.00","107,712,000.00","126,278,000.00","122,738,000.00","188,217,000.00","176,023,000.00","176,555,000.00","247,931,000.00","255,474,000.00","304,739,000.00","303,811,000.00","363,153,000.00","404,488,000.00","485,875,000.00","545,200,000.00","571,615,000.00","1,481,828,000.00","1,057,671,000.00","863,471,000.00", 
APF,Advance Property Fund ,Annual Balance Sheet - CL Short-Term Debt,--, , , , , , , , , , , , , , , , , , , , , , 
APG,Austpac Resources NL,Annual Balance Sheet - CL Short-Term Debt,"69,965.00","70,654.00","107,732.00","108,218.00","67,454.00","124,186.00","59,000.00","49,282.00","85,854.00","67,254.00","48,354.00","149,405.00","73,141.00","71,520.00","132,239.00","173,103.00","86,207.00","44,529.00","204,356.00","217,044.00","297,301.00","151,191.00", 
APH2,Ascent Pharmahealth Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , ,0.00,0.00,0.00,"13,209,000.00","3,296,000.00","3,551,000.00","4,833,000.00", , , , , , , , , , , , 
API,Australian Pharmaceutical Industries Limited,Annual Balance Sheet - CL Short-Term Debt,"20,763,000.00","50,578,000.00","98,565,000.00","12,683,000.00","71,499,000.00","69,995,000.00","6,776,000.00","8,708,000.00","1,135,000.00","1,140,000.00","201,161,000.00","184,815,000.00","44,113,000.00","24,978,000.00","20,966,000.00","58,254,000.00","2,978,000.00","2,765,000.00","2,679,000.00","59,596,000.00","48,664,000.00","67,323,000.00", 
APK,Australian Power and Gas Company Limited,Annual Balance Sheet - CL Short-Term Debt,"14,000.00",0.00,"219,000.00","113,575.00","60,281.00","46,266.00",0.00,"1,565,503.00","5,231,000.00","4,364,000.00","13,100,000.00","2,700,000.00","54,000,000.00","77,963,000.00", , , , , , , , , 
APL,Antipodes Global Investment Company Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , ,--,--,--,--,--,--, 
APL2,Australian Plantation Timber Limited,Annual Balance Sheet - CL Short-Term Debt,"10,920,000.00", ,0.00,0.00,0.00, , , , , , , , , , , , , , , , , , 
APM,APM Human Services International Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , , ,"38,500,000.00","45,723,000.00"
APO,APN Outdoor Group Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , ,0.00,"149,000.00",0.00,0.00, , , , , 
APR,API Fund,Annual Balance Sheet - CL Short-Term Debt, , , , , ,--,--,--,--, , , , , , , , , , , , , , 
APS,Allup Silica Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , , ,0.00, 
APT,Afterpay Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , ,"8,094,560.00",0.00,"50,000.00","597,000.00","4,278,000.00","2,201,000.00", 
APW,Aims Property Securities Fund,Annual Balance Sheet - CL Short-Term Debt, , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
APX,Appen Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , ,"1,100,000.00",0.00,0.00,0.00,0.00,"4,648,000.00","6,532,000.00","6,896,361.00", 
APY1,Asia Pacific Specialty Chemicals Limited,Annual Balance Sheet - CL Short-Term Debt,"22,000,000.00","27,396,000.00", , , , , , , , , , , , , , , , , , , , , 
APZ,Aspen Group,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AQA,Aquila Resources Limited,Annual Balance Sheet - CL Short-Term Debt,--,0.00,0.00,0.00,0.00,0.00,0.00,"20,183,000.00","5,882,000.00","8,699,000.00","6,209,000.00",0.00,0.00,"94,000.00", , , , , , , , , 
AQC,Australian Pacific Coal Limited,Annual Balance Sheet - CL Short-Term Debt,"20,659.00","954,353.00","1,068,969.00","120,538.00","1,152,469.00","3,933,256.00","42,889.00","253,820.00","396,121.00","663,506.00","96,745.00","126,272.00",0.00,"325,000.00","175,000.00","60,000.00","20,295,965.00","45,495,997.00","50,886,205.00","14,612,774.00","74,635,875.00","82,920,861.00", 
AQD,Ausquest Limited,Annual Balance Sheet - CL Short-Term Debt, , , ,"50,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"750,000.00","317,159.00",0.00,"44,636.00","23,199.00", 
AQE,Aequs Capital Limited,Annual Balance Sheet - CL Short-Term Debt,"2,563,954.00","2,248,888.00","1,294,340.00","11,493.00",0.00,0.00,0.00,0.00,0.00, , , , , , , , , , , , , , 
AQF,Australian Governance Masters Index Fund Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , ,--,--,--,--,--,--,--,--,--, , , , , 
AQI,Alicanto Minerals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , ,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"218,750.00", 
AQJ,Aus Asia Minerals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , ,0.00,0.00,0.00,0.00,0.00,"949,605.00","676,532.00","881,000.00","334,013.00","3,809,506.00",0.00,0.00, , , , , 
AQN,Aquirian Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , ,"1,255,737.00", ,"2,344,801.00"
AQO,Ambassador Oil and Gas Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,0.00,0.00,0.00,0.00, , , , , , , , 
AQP,Aquarius Platinum Limited,Annual Balance Sheet - CL Short-Term Debt,"9,367,798.00","159,038,423.00","14,164.00","20,010,488.00","22,579,474.00","15,712.00","39,015.00","5,400,023.00","216,248,701.00","7,654,670.00","26,665,493.00","32,079,336.00","37,479,148.00","33,713,207.00","1,445,859.00","162,604,166.00", , , , , , , 
AQQ,Aphrodite Gold Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , ,0.00,0.00,0.00,"235,000.00",0.00,0.00,0.00,"250,000.00", , , , , 
AQS,Aquis Entertainment Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,"753,378.00",0.00,0.00,"47,899.00","18,133.00",0.00, 
AQX,Alice Queen Limited,Annual Balance Sheet - CL Short-Term Debt, , , , ,"3,123,750.00","10,188.00", ,0.00,0.00,0.00,"6,188.00","6,844.00","6,703.00",0.00,0.00,0.00,"433,771.00",0.00,0.00,0.00,"48,791.00","120,213.00", 
AQZ,Alliance Aviation Services Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,"4,575,000.00","15,728,000.00","11,850,000.00","18,000,000.00","9,798,000.00","11,295,000.00","14,244,000.00","3,111,000.00","3,650,000.00","13,334,000.00","6,953,000.00","7,811,000.00"
AR1,Austral Resources Australia Ltd,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,100,000.00",0.00,"188,957.00",0.00,0.00,"2,572,016.00","3,337,016.00",0.00,0.00, , ,0.00,"7,560,000.00", 
AR3,Australian Rare Earths Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , ,0.00, , 
AR9,archTIS Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , ,"308,669.00", ,0.00,"116,079.00","144,357.00","214,603.00"
ARA,Ariadne Australia Limited,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ARB,ARB Corporation Limited,Annual Balance Sheet - CL Short-Term Debt,"345,332.00","442,011.00","3,872,554.00","4,274,221.00","5,310,596.00","16,841,000.00","5,981,000.00","9,813,000.00","10,012,000.00","1,500,000.00",0.00,0.00,0.00,0.00,0.00,"2,000,000.00",0.00,0.00,"4,000,000.00",0.00,"4,716,000.00","5,927,000.00","6,326,000.00"
ARC,ARC Funds Limited,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ARD,Argent Minerals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , ,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"14,124.00","95,000.00", 
ARE,Argonaut Resources NL,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,"4,819.00","5,918.00","6,655.00","8,031.00","29,088.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"76,875.00", 
ARF,Arena REIT,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--
ARG,Argo Investments Limited,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ARH,Australasian Resources Limited,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,0.00,"15,517.00","14,328.00",0.00,"23,016.00","24,924.00","502,989.00",0.00,"1,030,001.00","579,981.00",0.00, , , , , , , , 
ARI,A.C.N 004 410 833 Limited,Annual Balance Sheet - CL Short-Term Debt,"37,900,000.00","154,800,000.00","33,000,000.00","40,000,000.00","45,700,000.00","48,800,000.00","60,100,000.00","69,900,000.00","483,600,000.00","200,800,000.00","331,900,000.00","72,600,000.00","57,300,000.00","1,100,000.00","120,600,000.00","67,900,000.00", , , , , , , 
ARJ,The Ark Fund Limited,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--,--,--,--,--,--,--, , , , , , , , , , , , , 
ARL,Ardea Resources Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,"69,050.00","51,787.00", 
ARN,Aldoro Resources Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00, 
ARO,Astro Resources NL,Annual Balance Sheet - CL Short-Term Debt,"106,000.00","2,000,000.00",0.00,0.00,0.00,"86,007.00",0.00,0.00,0.00,"250,000.00",0.00,0.00,0.00,0.00,"139,217.00","2,203,344.00","1,669,491.00",0.00,0.00,"1,458,719.00",0.00,0.00, 
ARQ1,Arc Energy Limited,Annual Balance Sheet - CL Short-Term Debt,"4,000,000.00","3,800,000.00","4,500,000.00","10,000,000.00",0.00,0.00,0.00,"47,370,000.00", , , , , , , , , , , , , , , 
ARR,American Rare Earths Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , ,"82,169.00","4,740,000.00","17,381,000.00",0.00,0.00,"23,343.00",0.00,0.00,0.00,"22,073.00",0.00,0.00,0.00,0.00,"61,537.00","48,511.00", 
ARS,ALT RESOURCES LIMITED,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , ,0.00,"8,502.00","12,467.00","197,799.00","611,760.00","3,679,296.00", , 
ART,Airtasker Limited,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--, , , , , , , , , , , , , , , , ,"400,000.00","422,000.00","580,000.00"
ART1,AMP Shopping Centre Trust,Annual Balance Sheet - CL Short-Term Debt,--,--,--,--, , , , , , , , , , , , , , , , , , , 
ARU,Arafura Resources Limited,Annual Balance Sheet - CL Short-Term Debt, , , ,0.00,0.00,0.00,"36,456.00","69,911.00","83,656.00","17,287.00","19,835.00","26,469.00","9,260.00","16,031.00",0.00,0.00,0.00,0.00,0.00,0.00,"230,543.00","190,900.00","264,930.00"
ARV,Artemis Resources Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"542,255.00","939,189.00",0.00,"2,325,965.00","3,914,024.00","5,792,078.00","157,495.00",0.00, 
ARX,Aroa Biosurgery Limited,Annual Balance Sheet - CL Short-Term Debt,"1,019,264.00","1,019,264.00","1,019,264.00","900,000.00","900,000.00",0.00,"3,987,110.00","41,431,941.00",0.00,0.00,"1,498,576.00","1,274,668.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,"1,029,540.00","9,655,742.00","547,448.00"
AS1,Angel Seafood Holdings Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , ,"4,025,058.00","724,127.00","2,580,299.00","2,427,907.00","3,301,113.00", 
AS2,Askari Metals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , , ,0.00,"34,792.00"
ASB,Austal Limited,Annual Balance Sheet - CL Short-Term Debt,"3,135,000.00","15,729,000.00","26,227,000.00","4,510,000.00","33,586,000.00","10,878,000.00","8,484,000.00","8,478,000.00","5,424,000.00","8,657,000.00","46,567,000.00","8,554,000.00","18,973,000.00","243,614,000.00","13,192,000.00","146,904,000.00","2,545,000.00","9,868,000.00","72,758,000.00","51,211,000.00","11,346,000.00","36,840,000.00","4,198,000.00"
ASE1,Australian Topmaking Services Limited ,Annual Balance Sheet - CL Short-Term Debt,"1,362,000.00", , , , , , , , , , , , , , , , , , , , , , 
ASG,Autosports Group Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , ,"-14,700,000.00","287,477,000.00","414,013,000.00","409,855,000.00","431,203,000.00","320,206,000.00","286,479,000.00"
ASH,Ashley Services Group Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , ,"13,800,000.00", ,"226,000.00","102,000.00","724,000.00",0.00,0.00,"723,000.00","1,978,000.00", 
ASIA,BetaShares Asia Technology Tigers ETF,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , ,--,--,--, 
ASM,Australian Strategic Materials Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , ,0.00, ,0.00, 
ASN,Anson Resources Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,"3,344.00","3,354.00","86,729.00","666,370.00","737,563.00", 
ASO,Aston Minerals Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
ASP,Aspermont Limited,Annual Balance Sheet - CL Short-Term Debt,"15,000.00","2,000.00","782,000.00","780,000.00","1,000,000.00",0.00,"7,000.00","1,948,000.00","2,385,000.00","30,000.00","2,125,000.00","1,276,000.00","1,006,000.00","4,333,000.00","8,425,000.00","7,067,000.00","5,141,000.00","124,000.00","-5,000.00","584,000.00","578,000.00","557,000.00", 
ASQ,Australian Silica Quartz Group Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , ,--,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
ASR,Asra Minerals Limited,Annual Balance Sheet - CL Short-Term Debt,"787,799.00","99,348.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"285,778.00","643,084.00","315,550.00","385,962.00","281,128.00","129,146.00","110,246.00","132,549.00","110,246.00","2,234,413.00", 
ASR1,Australian Rural Group Limited,Annual Balance Sheet - CL Short-Term Debt,"787,799.00","99,348.00", , , , , , , , , , , , , , , , , , , , , 
AST,AusNet Services,Annual Balance Sheet - CL Short-Term Debt, , , , , ,"466,100,000.00","644,444,000.00","619,933,000.00","331,062,000.00","225,100,000.00","749,000,000.00","683,600,000.00","975,600,000.00","843,000,000.00","673,600,000.00","776,700,000.00","843,500,000.00","398,400,000.00","465,400,000.00","979,700,000.00","961,300,000.00","325,300,000.00", 
ASU,Alpha Technologies Corporation Limited,Annual Balance Sheet - CL Short-Term Debt,"1,337,865.00","3,184,744.00","2,481,888.00","1,162,963.00","1,254,439.00","52,306.00","1,640,504.00","1,001,000.00","2,383,000.00","2,321,000.00", , , , , , , , , , , , , 
ASW,Advanced Share Registry Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
ASX,ASX Limited,Annual Balance Sheet - CL Short-Term Debt,"172,000.00","169,000.00","32,000.00","9,000.00",0.00,0.00,"394,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,500,000.00","9,800,000.00","10,600,000.00"
ASZ,ASG Group Limited,Annual Balance Sheet - CL Short-Term Debt,"14,088.00","2,099.00",0.00,"1,546,322.00","2,203,349.00","1,356,000.00","1,148,000.00","1,286,000.00","1,534,000.00","2,366,000.00","2,219,000.00","6,326,000.00","16,440,000.00","13,942,000.00","8,825,000.00","5,902,000.00","5,733,000.00", , , , , , 
AT1,Atomo Diagnostics Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , ,"94,000.00","47,866.00","67,589.00","155,926.00"
ATA,Atturra Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , ,0.00,"13,750.00","27,137.00","27,137.00","24,845.00","1,115.00","927,856.00","2,100,000.00","4,237,600.00","10,347,294.00","9,329,318.00","6,515,337.00","7,961,021.00","8,268,719.00", ,"1,000,000.00","2,199,000.00"
ATA1,ATC Alloys Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , ,0.00,"13,750.00","27,137.00","27,137.00","24,845.00","1,115.00","927,856.00","2,100,000.00","4,237,600.00","10,347,294.00","9,329,318.00","6,515,337.00","7,961,021.00","8,268,719.00", , , 
ATC,Altech Chemicals Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , ,--,0.00,0.00,0.00,0.00,0.00,"815,000.00",0.00,0.00,0.00,0.00,0.00,"30,878.00", 
ATE,Atherton Resources Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,"8,030,000.00", , , , , , , 
ATEC,BetaShares S&P/ASX Australian Technology ETF,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , ,--,--, 
ATH,Alterity Therapeutics Limited,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"355,815.00","335,903.00","870,801.00","98,398.00","12,076.00",0.00,0.00,0.00,0.00,"32,879.00","27,746.00", 
ATI,Atlantic Limited,Annual Balance Sheet - CL Short-Term Debt,"1,368,488.00","2,049,672.00","1,531,112.00","3,389,056.00","2,539,011.00","204,184.00","213,925.00",0.00,0.00,0.00,0.00,"16,000.00","1,128,000.00","32,058,000.00","608,649,000.00","262,541,000.00", , , , , , , 
ATL,Apollo Tourism & Leisure Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , ,"72,180,000.00","111,894,000.00","184,513,000.00","227,757,000.00","142,045,000.00","108,902,000.00","145,354,000.00"
ATM,Aneka Tambang (Persero) Tbk (Pt),Annual Balance Sheet - CL Short-Term Debt,"39,664,104.00","41,342,049.00","30,399,683.00","9,327,089.00",0.00,"4,090,719.00","37,129,759.00","26,536,665.00","33,680,464.00","28,437,537.00","84,087,781.00","860,863.00","166,256,994.00","235,638,698.00","269,777,725.00","316,187,995.00","334,725,645.00","424,670,192.00","252,017,762.00","307,993,331.00","395,282,285.00","215,065,257.00", 
ATP,Atlas Pearls Ltd,Annual Balance Sheet - CL Short-Term Debt,0.00,"132,160.00",0.00,0.00,0.00,"79,428.00",0.00,"279,438.00","4,461,309.00","4,271,994.00","3,596,120.00","5,327,089.00","4,755,043.00","4,436,797.00","5,014,792.00","3,954,527.00","4,191,016.00","278,722.00","2,310,482.00","2,870,140.00","4,538,192.00","3,035,796.00", 
ATR,Astron Corporation Limited,Annual Balance Sheet - CL Short-Term Debt,"2,951,104.00","4,879,982.00","8,854,789.00","14,550,008.00","9,128,027.00",0.00,"3,477,163.00","13,605,354.00",0.00,0.00,0.00,0.00,0.00,"301,909.00",0.00,"1,000,000.00",0.00,"76,080.00","76,080.00","7,133,146.00","10,917,671.00","13,213,255.00", 
ATS,Australis Oil and Gas Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , ,0.00,0.00,"2,833,663.00","6,440,194.00","5,688,132.00","5,744,211.00", 
ATU,Atrum Coal Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , ,0.00,0.00,0.00,"3,560,620.00","2,070,634.00","800,000.00","166,371.00",0.00,0.00,0.00, 
ATV,Activeport Group Ltd,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,0.00,0.00,"1,984,008.00","1,114,927.00","67,222.00",0.00,0.00,0.00,"1,000,000.00","1,000,000.00", , , , , , , ,"308,000.00", 
ATV1,Atlantic Gold NL,Annual Balance Sheet - CL Short-Term Debt,0.00,0.00,0.00,0.00,0.00,0.00,"1,984,008.00","1,114,927.00","67,222.00",0.00,0.00,0.00,"1,000,000.00","1,000,000.00", , , , , , , , , 
ATX,Amplia Therapeutics Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,"10,614.00",0.00,0.00,0.00
AU1,The Agency Group Australia Ltd,Annual Balance Sheet - CL Short-Term Debt, , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"6,117.00","1,100,000.00","21,126,603.00","15,823,135.00","1,828,270.00","10,857,000.00"
AUA,Audeara Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , , , , , , , , , , , , , , , , ,"38,000.00","67,601.00", 
AUB,AUB Group Limited,Annual Balance Sheet - CL Short-Term Debt, , , , , ,"12,001,000.00","689,000.00","404,000.00","501,000.00","611,000.00","481,000.00","622,000.00","1,130,000.00","10,132,000.00","11,562,000.00","8,624,000.00","4,461,000.00","6,169,000.00","8,917,000.00","18,945,000.00","19,328,000.00","19,260,000.00","17,128,000.00"
