ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
BNO,Bionomics Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,"188,807.00","1,655,728.00","1,274,737.00","1,659,432.00","2,853,548.00","4,212,762.00","3,088,528.00","6,513,363.00","4,320,966.00","3,395,701.00","3,658,907.00","8,901,599.00","11,181,330.00","26,982,422.00","15,667,949.00","20,501,385.00","27,048,109.00","11,881,542.00","11,359,357.00","8,497,943.00","5,575,518.00","5,479,981.00"
BNR,Bulletin Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--,"264,642.00","298,606.00","240,106.00","2,499,775.00",47.00,--,"928,082.00","23,218.00",357.00,"361,276.00","6,618,270.00", 
BNT,Bounty Mining Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,"2,960,247.00","22,561,519.00","20,336,890.00","24,141,047.00","28,985,965.00","8,249,459.00","14,406,346.00","20,362,379.00","19,636,444.00","1,473,002.00","1,744.00", , , , , , , 
BNZ,Benz Mining Corp,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , ,--,"1,512,645.00","8,521,328.00"
BOA,Boadicea Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , ,--,--,"20,756.00","48,643.00",284.00,20.00,"1,303.00",26.00,"28,227.00","5,535,151.00", 
BOC,Bougainville Copper Limited,Annual Profit and Loss - Total Revenue Excluding Int,"20,757.00",--,"1,128,079.00","3,557,099.00","4,712,284.00","2,830,510.00","3,067,875.00","4,592,412.00","4,348,272.00","6,648,044.00","6,293,992.00","2,700,840.00","2,441,157.00","4,200,129.00","1,867,832.00","1,733,035.00","3,302,860.00","3,018,411.00","2,035,852.00","2,188,010.00","1,379,093.00","1,593,872.00", 
BOD,Bod Australia Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , ,--,"352,877.00","1,129,161.00","1,273,391.00","5,975,272.00","7,505,828.00","5,275,560.00"
BOE,Boss Energy Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,--,"45,794.00","72,111.00","857,204.00",--,"20,044.00","16,151.00","60,027.00","289,820.00",--,"900,838.00","5,949,109.00","406,547.00","373,732.00", 
BOK,Black Oak Minerals Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,"15,000.00","139,609.00","716,350.00","1,830,105.00","2,030,809.00","35,715.00","6,374,000.00","8,226,000.00", , , , , , , 
BOL,Boom Logistics Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , ,"28,691,770.00","83,680,000.00","132,853,000.00","252,507,000.00","349,328,000.00","409,794,000.00","397,836,000.00","326,981,000.00","337,850,000.00","351,692,000.00","337,707,000.00","273,164,000.00","206,483,000.00","152,276,000.00","152,755,000.00","183,208,000.00","186,953,000.00","185,951,000.00","173,902,000.00","216,055,000.00"
BON1,Bonaparte Diamond Mines NL,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,--,--,"1,267,574.00","2,083,498.00", , , , , , , , , , , , , , 
BOND,SPDR S&P/ASX Australian Bond Fund,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--
BOP,Birch And Prestige Investment Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , ,--,"1,008,010.00","419,548.00","287,494.00","30,072.00", , , , , , 
BOQ,Bank of Queensland Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
BOT,Botanix Pharmaceuticals Ltd,Annual Profit and Loss - Total Revenue Excluding Int,"13,253,000.00","195,061.00","379,050.00","945,827.00","2,135,732.00","217,825.00","33,039.00",--,--,--,--,--,--,--,"1,053,712.00",--,--,--,"1,777,918.00","4,685,886.00","7,563,856.00","6,887,198.00","2,770,371.00"
BOW,Bow Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,--,"270,785.00","685,850.00","406,930.00","535,223.00","11,803,185.00","2,685,000.00", , , , , , , , , , , 
BOY,Burrup Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,--, , , , , , , , , , , , , , 
BPA,Brookfield Prime Property Fund,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,--,--,--,--,--,--,--,--,--, , , , , , 
BPC,"Burns, Philp and Company Limited",Annual Profit and Loss - Total Revenue Excluding Int,"1,293,700,000.00","1,440,500,000.00","1,398,000,000.00","2,085,200,000.00","3,532,900,000.00","4,608,800,000.00","1,784,600,000.00", , , , , , , , , , , , , , , , 
BPF,Bulletproof Group Limited ,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , ,"31,539.00",--,"19,031,633.00","33,246,750.00","48,868,087.00","50,756,000.00", , , , , 
BPG,Byte Power Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"8,880,247.00","8,142,660.00","6,919,367.00","27,492,000.00","22,369,000.00","6,886,000.00","1,821,000.00","845,000.00","1,644,000.00","829,253.00","916,751.00","357,731.00","1,611,325.00","6,565,577.00","4,553,075.00","4,848,365.00","3,072,999.00","5,837,290.00","2,093,652.00","1,171,672.00", , , 
BPH,BPH Energy Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,--,"10,000.00","436,183.00","1,063,617.00","134,335.00","164,645.00","252,625.00","114,100.00","114,100.00","114,100.00",--,"3,000.00",--,"3,720.00","381,953.00","6,210.00",--, 
BPK,Bremer Park Limited,Annual Profit and Loss - Total Revenue Excluding Int,"243,845,000.00","230,146,000.00","278,269,000.00","124,570,000.00","132,351,000.00","100,033,000.00","52,708,000.00","51,211,000.00","38,333,000.00","38,209,000.00","36,033,000.00",--,"205,000.00", , , , , , , , , , 
BPM,BPM Minerals Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , ,--,--, 
BPP,Babylon Pump & Power Limited,Annual Profit and Loss - Total Revenue Excluding Int,"1,705,019.00","1,762,815.00","2,708,991.00","786,586.00","957,895.00","31,966.00","569,351.00","1,105,142.00","955,743.00","406,795.00","66,066.00","6,015.00","5,493.00",--,--,--,--,"220,000.00","1,629,318.00","11,565,718.00","17,446,002.00","21,662,949.00", 
BPT,Beach Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int,"8,253,000.00","9,662,000.00","14,533,000.00","35,866,000.00","40,647,000.00","63,249,000.00","156,058,000.00","564,144,000.00","702,224,000.00","984,815,000.00","547,883,000.00","524,266,000.00","664,574,000.00","729,830,000.00","1,077,261,000.00","742,200,000.00","569,400,000.00","715,000,000.00","1,291,500,000.00","2,119,500,000.00","1,804,800,000.00","1,613,100,000.00","1,783,400,000.00"
BQF,Bakehouse Quarter Fund,Annual Profit and Loss - Total Revenue Excluding Int, , , ,--,--,--,--, , , , , , , , , , , , , , , , 
BRB,Breaker Resources NL,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , ,--,--,"120,000.00","1,813,004.00","926,744.00","562,012.00","138,200.00","50,490.00","7,000.00","184,808.00","108,517.00", 
BRG,Breville Group Limited,Annual Profit and Loss - Total Revenue Excluding Int,"495,000.00","191,347,000.00","376,419,000.00","458,906,000.00","458,752,000.00","442,362,000.00","428,718,000.00","372,793,000.00","425,561,000.00","432,786,000.00","422,750,000.00","394,394,000.00","428,490,000.00","487,514,000.00","543,001,000.00","527,823,000.00","577,928,000.00","606,546,000.00","653,037,000.00","760,254,000.00","952,538,000.00","1,187,943,000.00","1,418,842,000.00"
BRI,Big River Industries Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , ,--,"177,146,632.00","210,972,235.00","217,820,406.00","249,320,643.00","281,615,844.00","409,325,000.00"
BRI1,Breakwater Island Trust,Annual Profit and Loss - Total Revenue Excluding Int,"51,314,208.00","42,502,791.00","39,256,540.00", , , , , , , , , , , , , , , , , , , , 
BRK,Brookside Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,--,"305,409.00","719,426.00","1,300,108.00","1,105,677.00","3,011,064.00","3,080,188.00","4,337,544.00","29,295,932.00",--,"24,867.00","110,250.00","29,020.00","908,804.00","3,264,076.00","1,096,460.00","5,831,739.00", 
BRK1,BreakFree Limited,Annual Profit and Loss - Total Revenue Excluding Int, , ,"11,705,772.00","39,022,000.00","69,470,000.00", , , , , , , , , , , , , , , , , , 
BRL,Bathurst Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,--,"20,462,263.00",--,"6,187,000.00","26,994,000.00",--,"228,929,467.00","45,628,652.00","51,138,335.00","42,592,380.00","44,145,647.00","50,493,213.00","44,041,857.00","117,575,616.00","24,449,855.00"
BRL1,BRL Hardy Limited,Annual Profit and Loss - Total Revenue Excluding Int,"637,935,000.00","768,437,000.00","864,314,000.00", , , , , , , , , , , , , , , , , , , , 
BRM,Brockman Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int,"120,830,541.00", , , ,--,--,"6,631,365.00","12,417.00",--,--,"110,000.00","118,250.00", , , , , , , , , , , 
BRN,Brainchip Holdings Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , ,912.00,"43,198.00","164,051.00","1,345,940.00","58,253.00","222,099.00","472,041.00","1,375,943.00","343,462.00","156,880.00","2,758,845.00", 
BRO,Broad Investments Limited,Annual Profit and Loss - Total Revenue Excluding Int,"11,493,339.00","14,313,282.00","3,788,798.00","4,667,815.00","8,503,791.00","4,344,737.00","1,456,271.00","148,077.00","2,206,906.00","6,763,502.00","4,580,031.00","2,617,480.00","2,672,771.00","3,130,078.00","3,804,988.00","9,613,430.00", , , , , , , 
BRS,Broadspectrum Limited,Annual Profit and Loss - Total Revenue Excluding Int,"642,200,000.00","436,809,000.00","799,526,000.00","1,030,511,000.00","1,233,817,000.00","1,509,437,000.00","1,921,288,000.00","2,326,906,000.00","3,010,634,000.00","3,398,986,000.00","3,150,955,000.00","2,760,755,000.00","3,143,390,000.00","3,451,546,000.00","3,748,200,000.00","3,796,700,000.00", , , , , , , 
BRS1,Bristile Limited,Annual Profit and Loss - Total Revenue Excluding Int,"216,858,000.00","283,205,000.00","286,288,000.00","313,879,000.00", , , , , , , , , , , , , , , , , , , 
BRT1,Blaico Aire-Tronic Limited,Annual Profit and Loss - Total Revenue Excluding Int, , ,--,"10,000.00","1,000.00", , , , , , , , , , , , , , , , , , 
BRU,Buru Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , ,"3,283,881.00","2,629,000.00","6,682,000.00","7,234,000.00","9,394,000.00","17,093,000.00","4,064,000.00","299,000.00","12,690,000.00","56,214,000.00","13,640,000.00","11,295,000.00","11,256,000.00", 
BRV,Big River Gold Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,"123,840.00","86,904.00","70,000.00","366,087.00","121,853.00","308,191.00","323,893.00","330,567.00","7,533,847.00","16,974,207.00","7,440,713.00","6,358,865.00","367,387.00","149,897.00","2,553,191.00","1,092,458.00","3,886.00", 
BRW,Breakaway Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int,"72,638,000.00","80,086,000.00","63,231,000.00","71,068,000.00","37,234,000.00","2,521,000.00","13,820,000.00","1,806,000.00","319,000.00","2,000.00","329,000.00","389,629.00","547,783.00","828,581.00", , , , , , , , , 
BRX,Belararox Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , , ,--, 
BRY,BIL International Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,--, , , , , , , , , , , , , , , , , , , , , 
BRZ,Brazin Limited,Annual Profit and Loss - Total Revenue Excluding Int,"393,826,000.00","399,544,000.00","496,534,000.00","539,806,000.00","436,332,000.00","501,333,000.00","527,645,000.00", , , , , , , , , , , , , , , , 
BSA,BSA Limited,Annual Profit and Loss - Total Revenue Excluding Int,"44,652,000.00","82,751,000.00","56,286,000.00","68,507,000.00","100,591,000.00","119,045,000.00","130,575,000.00","159,043,000.00","243,916,000.00","241,335,000.00","330,896,000.00","402,614,000.00","491,804,000.00","476,429,000.00","491,596,000.00","543,770,000.00","511,976,000.00","492,704,000.00","562,570,000.00","469,779,000.00","491,175,000.00","422,546,000.00","466,360,000.00"
BSE,Base Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,--,"2,550.00",--,"5,647.00","537,875.00","-929,246.00","29,350,000.00","145,501,000.00","169,039,000.00","215,495,000.00","268,989,311.00","298,954,798.00","303,555,296.00","263,680,500.00","405,163,303.00"
BSG,Bolnisi Gold NL,Annual Profit and Loss - Total Revenue Excluding Int,"33,732,860.00","24,025,065.00","48,044,653.00","49,487,627.00","31,513,827.00","40,159,543.00","1,612,872.00","96,071.00", , , , , , , , , , , , , , , 
BSL,BlueScope Steel Limited,Annual Profit and Loss - Total Revenue Excluding Int, ,"5,137,700,000.00","2,480,400,000.00","5,298,000,000.00","5,771,500,000.00","7,978,000,000.00","8,173,600,000.00","8,210,800,000.00","10,624,200,000.00","10,383,000,000.00","8,625,100,000.00","9,146,800,000.00","8,582,600,000.00","7,485,100,000.00","8,197,600,000.00","8,595,500,000.00","9,959,600,000.00","10,915,400,000.00","11,889,500,000.00","12,695,700,000.00","11,373,600,000.00","13,175,500,000.00","19,725,700,000.00"
BSN,Basin Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , 
BSN1,Bisan Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , 
BSO,Bass Strait Oil Trust,Annual Profit and Loss - Total Revenue Excluding Int,"37,000,000.00","48,119,000.00","41,043,000.00","43,193,000.00","35,997,000.00","40,987,000.00","44,582,000.00", , , , , , , , , , , , , , , , 
BSP,Black Star Petroleum Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--,--,--,--,--,--,"1,383,819.00","3,804.00",--,"30,454.00", , , 
BSR,Bassari Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,--,--,--,"26,000.00","44,000.00","11,000.00","21,000.00","19,000.00","9,000.00","4,000.00","4,000.00","1,000.00", , , 
BST,Best & Less Group holdings Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,--,--,--,--,--,--, ,"622,334,000.00"
BSX,Blackstone Minerals Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , ,--,--,--,"88,635.00","2,262,025.00","744,202.00", 
BTA,Biota Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int,"13,020,000.00","10,553,000.00","9,633,000.00","6,504,000.00","7,038,000.00","3,672,000.00","12,711,000.00","54,793,000.00","41,787,000.00","93,015,000.00","68,952,000.00","12,657,000.00","19,795,000.00", , , , , , , , , , 
BTC,BTC Health Ltd,Annual Profit and Loss - Total Revenue Excluding Int,--,--,"40,000.00",--,"2,000.00","80,000.00","294,000.00","13,000.00","2,000.00",--,"1,158,000.00",--,--,"109,488.00",--,--,--,"11,088.00","184,900.00","300,000.00","285,000.00","18,333.00","94,368.00"
BTE,Botala Energy Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , , ,--, 
BTH,Bigtincan Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , ,--,"12,965,000.00","14,301,000.00","22,276,000.00","32,501,000.00","44,732,000.00","108,644,000.00"
BTI,Bailador Technology Investments Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--
BTK,Botai Technology Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,"22,005,000.00","66,165,000.00","76,070,000.00","83,204,000.00", , , , 
BTM,BT Resources Management Limited ,Annual Profit and Loss - Total Revenue Excluding Int,--, , , , , , , , , , , , , , , , , , , , , , 
BTN,Butn Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , ,"1,154,943.00",--,--, , , , , , ,--, ,"6,835,051.00"
BTN1,Brighton Mining Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , ,"1,154,943.00",--,--, , , , , , , , , 
BTP,BT Property Trust ,Annual Profit and Loss - Total Revenue Excluding Int,--, , , , , , , , , , , , , , , , , , , , , , 
BTR,Brightstar Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int,"2,200,179.00","222,590.00","41,989.00","108,887.00",0.00,0.00,"1,017,157.00","431,253.00",0.00,"1,161.00","2,662,152.00","19,562,248.00","13,231,126.00","898,896.00",0.00,"5,943.00","4,194.00",--,"151,749.00","205,328.00","364,159.00","65,093,841.00", 
BTR2,Blackthorn Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int,"2,200,179.00","222,590.00","41,989.00","108,887.00","578,843.00","38,868.00","109,247.00","2,175,722.00","4,943,058.00","2,644,000.00","1,870,000.00","6,430,000.00",--,"78,000.00","3,000.00", , , , , , , , 
BTY,Bounty Investments Limited ,Annual Profit and Loss - Total Revenue Excluding Int,--, , , , , , , , , , , , , , , , , , , , , , 
BUB,Bubs Australia Limited,Annual Profit and Loss - Total Revenue Excluding Int,"17,361.00",515.00,"60,600.00","22,504.00","862,049.00","321,626.00","795,371.00","5,757.00","2,162,562.00","2,763,749.00","5,450.00",--,"1,778,787.00","1,308,717.00","1,600.00","93,153.00","17,393.00","3,945,255.00","16,967,666.00","44,966,234.00","55,022,649.00","39,836,502.00","89,727,420.00"
BUD,Buddy Technologies Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,"20,040.00",--,--,"4,166,314.00",--,--,--,--,"43,478.00","1,096,415.00","3,665,092.00","10,142,397.00","32,231,456.00","49,627,582.00", 
BUE,Bluestone Global Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , ,--,"26,941,767.00","51,180,628.00","129,959,423.00","223,678,322.00","336,624,750.00","280,691,781.00", , , , , , , , , 
BUR,Burley Minerals Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,--,--,"3,800,339.00","5,786,739.00","661,432.00","1,306,158.00","1,177,456.00","1,564,126.00","1,533,242.00","945,074.00", , , , , ,--, 
BUX,Buxton Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,--,"332,088.00","83,563.00","70,345.00","55,099.00","427,569.00","246,412.00","14,579.00","164,706.00","1,525,428.00","166,705.00","725,906.00","1,600,922.00","114,066.00", 
BUY,Bounty Oil & Gas NL,Annual Profit and Loss - Total Revenue Excluding Int, ,--,"1,546,731.00","1,537,003.00","1,968,480.00","321,576.00","1,567,537.00","869,043.00","403,570.00","6,867,739.00","1,650,391.00","3,354,575.00","5,615,923.00","3,032,707.00","4,093,407.00","1,801,288.00","1,289,738.00","2,666,390.00","1,683,645.00","3,755,216.00","2,945,876.00","1,534,959.00", 
BVA,Bravura Solutions Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,"30,215,000.00","132,074,000.00","135,970,000.00","138,912,000.00","103,716,000.00","121,903,000.00","128,010,000.00","124,368,000.00", , , , , , , , , 
BVR,Bellavista Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , , ,--, 
BVS, Bravura Solutions Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , ,--,"191,906,000.00","221,471,000.00","257,702,000.00","274,247,000.00","243,036,000.00","266,647,000.00"
BWA,Bank of Western Australia Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,--,--, , , , , , , , , , , , , , , , , , , , 
BWD,Blackwood Corporation Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,705.00,--,"2,192,393.00","3,488,225.00","800,848.00","32,659.00","1,019,558.00","2,026.00","12,089,215.00", , , , , , , , , 
BWF,Blackwall Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--
BWN,Bowen Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,--,--,--,--,--,"20,427.00","540,975.00", , , , , , , , , , 
BWP,BWP Trust,Annual Profit and Loss - Total Revenue Excluding Int,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
BWX,BWX Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , ,--,"55,104,000.00","72,761,000.00","150,210,000.00","150,944,000.00","189,078,000.00","202,590,000.00", 
BXB,Brambles Limited,Annual Profit and Loss - Total Revenue Excluding Int,"3,487,400,000.00","3,911,200,000.00","9,912,000,000.00","8,214,000,000.00","7,785,600,000.00","8,285,300,000.00","4,908,785,147.00","5,725,933,781.00","4,716,496,987.00","5,071,851,121.00","4,979,232,664.00","4,476,394,450.00","5,659,503,483.00","6,506,738,544.00","5,880,467,091.00","7,280,598,958.00","7,604,901,696.00","6,760,270,410.00","7,753,619,266.00","6,776,272,636.00","7,099,082,034.00","7,194,333,599.00","8,505,443,460.00"
BXN,Bioxyne Limited,Annual Profit and Loss - Total Revenue Excluding Int,--,--,"261,472.00","1,640,371.00","1,812,547.00","1,457,640.00","1,768,209.00","837,092.00","932,089.00","1,147,695.00","853,146.00","984,982.00","1,661,270.00","1,278,233.00","3,321,337.00","1,645,238.00","2,024,218.00","2,054,292.00","2,221,954.00","2,298,437.00","2,359,792.00","2,204,169.00","2,505,256.00"
BXP,Bill Express Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,"481,727,000.00","785,527,000.00","1,018,616,000.00", , , , , , , , , , , , , , , 
BYE,Byron Energy Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,"34,589.00","9,406,942.00","12,258,107.00","1,581,019.00","1,300,967.00","13,214,518.00","8,681,312.00","2,187,176.00","250,054.00",--,"149,440.00","45,246.00","13,241.00","16,237,574.00","55,907,832.00","35,952,943.00","57,938,808.00", 
BYH,Bryah Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , ,--,--,"513,445.00","165,303.00","206,221.00", 
BYI,Beyond International Limited,Annual Profit and Loss - Total Revenue Excluding Int,"87,276,021.00","95,028,000.00","52,498,000.00","67,593,000.00","101,380,000.00","57,057,000.00","65,809,000.00","68,377,000.00","63,825,000.00","76,561,000.00","78,913,000.00","82,155,000.00","90,577,000.00","102,973,000.00","90,393,000.00","91,839,000.00","101,713,000.00","86,575,000.00","86,937,000.00","83,444,000.00","95,573,000.00","116,639,000.00","93,055,000.00"
BYL,Brierty Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , ,"219,127,833.00","182,581,250.00","147,718,580.00","219,087,228.00","252,603,778.00","292,662,896.00","251,351,098.00","292,879,001.00","213,850,473.00","128,195,242.00", , , , , 
BZL,Braziron Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , ,--,--,"33,793.00",--,--,"17,748.00", , , , , , , 
C1X,Cosmos Exploration Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , , ,--, 
C29,C29 Metals Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , , ,--, 
C6C,Copper Mountain Mining Corporation,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , ,--,"308,392,226.00","330,984,251.00","356,663,271.00","625,421,308.00", 
C79,Chrysos Corporation Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , , , , , , ,"14,162,000.00"
CA8,CoAssets Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , ,"321,632.00","7,164,758.00","14,390,554.00", , , 
CAA,Capral Limited,Annual Profit and Loss - Total Revenue Excluding Int,"1,207,910,000.00","564,434,000.00","475,591,000.00","403,371,000.00","359,505,000.00","339,771,000.00","550,488,000.00","569,621,000.00","534,101,000.00","406,338,000.00","404,407,000.00","349,271,000.00","304,389,000.00","322,457,000.00","387,128,000.00","402,771,000.00","426,107,000.00","450,782,000.00","456,293,000.00","419,575,000.00","433,364,000.00","596,134,000.00", 
CAD,Caeneus Minerals Ltd,Annual Profit and Loss - Total Revenue Excluding Int,"7,000.00","10,723,495.00","7,211,424.00","814,977.00","8,249.00","74,508.00","56,806.00","9,613,784.00","39,373,126.00","9,065,857.00","200,934.00","29,676.00","57,870,086.00",--,"40,844.00","50,000.00",--,"13,527.00","48,710.00","2,324.00","217,648.00","5,000.00", 
CAD1,Carillon Development Limited ,Annual Profit and Loss - Total Revenue Excluding Int,"7,000.00","10,723,000.00","6,908,000.00","814,977.00","8,249.00","74,508.00","56,806.00","9,613,784.00","39,373,126.00","9,065,857.00","200,934.00","29,676.00","57,870,086.00",--, , , , , , , , , 
CAE,Cannindah Resources Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,--,--,--,--,"276,160.00","99,963.00","462,288.00","140,799.00","12,000.00",--,--,--,--,"116,256.00","6,632.00",--,"66,949.00", 
CAF,Centrepoint Alliance Limited,Annual Profit and Loss - Total Revenue Excluding Int, ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CAG,Cape Range Ltd,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , , ,--,"853,752.00","1,678,761.00","664,000.00","525,558.00", 
CAG1,Cape Range Limited,Annual Profit and Loss - Total Revenue Excluding Int,"11,293,897.00","1,262,746.00","91,366.00","299,636.00","21,758.00","957,518.00", ,--,--,"100,000.00",376.00,--,"6,480.00","79,131.00","27,940.00", , , , , , , , 
CAI,Calidus Resources Limted,Annual Profit and Loss - Total Revenue Excluding Int,"14,819.00","47,814.00","24,210.00","524,897.00","3,890,782.00","9,108,078.00","42,997.00","89,854.00","242,320.00","119,834.00","187,479.00","276,903.00","507,418.00","820,506.00","610,415.00","459,938.00","443,253.00","1,679,114.00",--,"3,691,174.00","524,227.00","144,432.00", 
CAI1,Casinos Austria International Limited,Annual Profit and Loss - Total Revenue Excluding Int,"89,378,000.00","109,831,000.00","43,135,000.00","42,773,000.00", , , , , , , , , , , , , , , , , , , 
CAJ,Capitol Health Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , ,"154,551.00","1,512,114.00","13,413,336.00","29,499,180.00","35,405,104.00","45,578,545.00","52,256,294.00","62,393,546.00","90,196,463.00","110,642,466.00","158,050,000.00","109,774,000.00","119,033,000.00","149,238,000.00","153,791,000.00","177,996,000.00","184,158,000.00"
CAL,CITIC Australia Trading Limited,Annual Profit and Loss - Total Revenue Excluding Int, ,"317,484,000.00","283,681,000.00","454,029,000.00","611,842,000.00","755,053,000.00","823,692,000.00","899,597,000.00", , , , , , , , , , , , , , , 
CAM,Clime Capital Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CAN,Cann Group Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , , , , , , , , , , , , ,--,"8,421.00","3,345,348.00","2,607,941.00","1,599,599.00","8,527,000.00","11,238,000.00"
CAQ,CAQ Holdings Limited,Annual Profit and Loss - Total Revenue Excluding Int, , , , , ,--,--,--,--,--,--,--,--,--,--,"2,121,443.00",--,--,--,--,--,--, 
