ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ALZ,Australand Property Group,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , , , , , , 
AM7,Arcadia Minerals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , , , ,"20,615.00","14,499.00", 
AMA,Ama Group Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"3,630,000.00","7,841,000.00","2,888,000.00","2,411,000.00","2,103,000.00","1,926,000.00","1,561,000.00","2,777,000.00","8,098,000.00","34,963,000.00","45,944,000.00","55,421,000.00","63,340,000.00","438,499,000.00","379,606,000.00",--
AMB,Ambition Group Limited,Annual Balance Sheet - NCA PP&E,"829,561.00","616,732.00","378,950.00","332,560.00","572,091.00","691,565.00","842,167.00","1,997,000.00","1,704,000.00","1,047,000.00","1,541,000.00","1,431,000.00","926,000.00","1,153,000.00","1,118,000.00","1,556,000.00","1,448,000.00","1,044,000.00","713,000.00","7,028,000.00", , , 
AMC,Amcor Plc,Annual Balance Sheet - NCA PP&E,"2,440,700,000.00","3,343,400,000.00","3,182,800,000.00","4,295,600,000.00","4,745,000,000.00","4,400,100,000.00","4,296,800,000.00","3,835,400,000.00","3,624,400,000.00","3,795,900,000.00","4,800,600,000.00","4,497,300,000.00","4,667,600,000.00","4,883,000,000.00","3,100,200,000.00","3,342,057,291.00","3,623,619,714.00","3,595,033,801.00","3,650,791,503.00","5,668,045,059.00","6,032,493,078.00","5,710,295,291.00","6,105,385,397.00"
AMD,Arrow Minerals Ltd,Annual Balance Sheet - NCA PP&E, , , , , ,0.00,"19,906.00","27,802.00","20,644.00","3,485.00","27,968.00","29,899.00","26,008.00","2,009.00",0.00,"10,980.00","2,047.00","122,029.00","301,077.00","211,174.00","135,066.00","104,505.00", 
AME,Alto Metals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , ,0.00,"93,884.00","93,817.00","48,712.00","22,034.00","91,314.00","111,788.00","103,092.00","95,971.00","170,715.00", 
AMH,AMCIL Limited,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AMI,Aurelia Metals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"211,120.00","260,355.00","335,997.00","452,386.00","731,360.00","5,091,648.00","59,142,195.00","144,347,914.00","90,765,790.00","80,514,000.00","73,354,000.00","159,814,000.00","173,099,000.00","210,084,000.00","470,167,000.00","298,974,000.00"
AML,Aeon Metals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"23,000.00","223,000.00","199,000.00","250,000.00","261,000.00","205,000.00","165,000.00","171,000.00","157,000.00","144,000.00","126,000.00","437,000.00","413,000.00","334,000.00","270,000.00", 
AMM,Armada Metals Limited,Annual Balance Sheet - NCA PP&E,"22,899,023.00","55,201,399.00","34,519,951.00","34,631,007.00","38,832,000.00","43,475,000.00","49,156,000.00","59,352,000.00","65,922,000.00","74,467,000.00","93,680,000.00","102,878,000.00","108,849,000.00","123,209,000.00","140,981,000.00", , , , , , ,"2,964.00", 
AMM1,Amcom Telecommunications Limited,Annual Balance Sheet - NCA PP&E,"22,899,023.00","55,201,399.00","34,519,951.00","34,631,007.00","38,832,000.00","43,475,000.00","49,156,000.00","59,352,000.00","65,922,000.00","74,467,000.00","93,680,000.00","102,878,000.00","108,849,000.00","123,209,000.00","140,981,000.00", , , , , , , , 
AMN,Agrimin Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,0.00,"182,522.00","143,562.00","95,882.00","77,981.00","41,430.00","22,496.00","1,918.00",0.00,"24,848.00","19,878.00","13,756.00","75,749.00","354,070.00","367,365.00", 
AMO,Ambertech Limited,Annual Balance Sheet - NCA PP&E, , , , , ,"988,000.00","954,000.00","730,000.00","770,000.00","583,000.00","531,000.00","380,000.00","1,969,000.00","1,794,000.00","1,575,000.00","1,365,000.00","1,153,000.00","987,000.00","1,254,000.00","875,000.00","7,124,000.00","6,082,000.00","5,067,000.00"
AMP,AMP Limited,Annual Balance Sheet - NCA PP&E,"651,000,000.00","306,000,000.00","221,000,000.00","1,956,000,000.00","76,000,000.00","336,000,000.00","502,000,000.00","586,000,000.00","592,000,000.00","475,000,000.00","452,000,000.00","479,000,000.00","468,000,000.00","456,000,000.00","401,000,000.00","423,000,000.00","66,000,000.00","75,000,000.00","95,000,000.00","343,000,000.00","174,000,000.00","169,000,000.00", 
AMS,Atomos Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , ,"824,000.00","1,673,000.00","11,626,000.00","5,419,000.00","7,902,000.00"
AMT,Allegra Orthopaedics Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"3,799,000.00","4,170,714.00","4,449,175.00","4,162,000.00","3,682,000.00","3,159,000.00","2,567,000.00","2,116,000.00","1,526,974.00","477,219.00","567,044.00","1,147,789.00","974,195.00","1,056,063.00","702,175.00","581,620.00"
AMV,Alamain Investments Limited,Annual Balance Sheet - NCA PP&E,"9,326,725.00","10,264,785.00","5,570,557.00","5,353,464.00", , , , , , , , , , , , , , , , , , , 
AMX,Aerometrex Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , ,"155,259.00","252,950.00","1,678,598.00","2,993,510.00","2,323,455.00","1,585,786.00", , , , , ,"14,146,000.00","16,364,000.00","16,729,000.00","14,791,000.00"
AMX2,Ampella Mining Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , ,"155,259.00","252,950.00","1,678,598.00","2,993,510.00","2,323,455.00","1,585,786.00", , , , , , , , , 
AN1,Anagenics Limited,Annual Balance Sheet - NCA PP&E, , , , , , ,"86,171.00","135,085.00","36,106.00","20,991.00","14,232.00","11,764.00","32,276.00","51,633.00","43,269.00","74,989.00","69,017.00","68,722.00","770,990.00","800,243.00","1,503,356.00","579,899.00","691,454.00"
ANB,Australia New Agribusiness & Chemical Group Ltd,Annual Balance Sheet - NCA PP&E, , , , , , , , , , ,--,"23,502.00","12,975,915.00","15,121,749.00","6,341,285.00","4,599,420.00", , , , , , , 
ANC,Angus & Coote (Holdings) Limited,Annual Balance Sheet - NCA PP&E,"25,405,000.00","26,151,000.00","27,931,000.00","27,148,000.00","26,720,000.00","30,227,000.00","28,317,000.00", , , , , , , , , , , , , , , , 
AND,Ansarada Group Limited,Annual Balance Sheet - NCA PP&E,"460,847.00","200,758.00","105,558.00","11,382.00","19,253.00","57,514.00","113,924.00","441,982.00","1,588,578.00","1,929,586.00","16,405,000.00", , , , , , , , ,"49,500.00","7,136.00","7,305,000.00","6,965,000.00"
AND2,Andean Resources Limited,Annual Balance Sheet - NCA PP&E,"460,847.00","200,758.00","105,558.00","11,382.00","19,253.00","57,514.00","113,924.00","441,982.00","1,588,578.00","1,929,586.00","16,405,000.00", , , , , , , , , , , , 
ANE,Auspine Limited,Annual Balance Sheet - NCA PP&E,"149,839,000.00","144,163,000.00","144,433,000.00","148,799,000.00","208,982,000.00","218,802,000.00","299,196,000.00","289,340,000.00", , , , , , , , , , , , , , , 
ANG,Austin Engineering Limited,Annual Balance Sheet - NCA PP&E, , , , ,"1,202,673.00","3,578,298.00","3,352,522.00","9,989,518.00","21,846,000.00","26,704,000.00","30,268,000.00","53,670,000.00","92,852,000.00","106,561,000.00","131,772,000.00","125,233,000.00","113,308,000.00","105,327,000.00","66,681,000.00","60,616,000.00","56,963,000.00","47,942,000.00","49,252,000.00"
ANI,Australian Industrial REIT,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , ,--,--, , , , , , , 
ANL,Amani Gold Limited,Annual Balance Sheet - NCA PP&E, , , , , , ,"7,076.00","176,189.00","139,078.00","133,192.00","94,833.00","79,370.00","58,428.00","65,534.00","44,095.00","79,397.00","39,813.00","99,420.00","378,469.00","257,093.00","148,217.00","30,231.00", 
ANN,Ansell Limited,Annual Balance Sheet - NCA PP&E,"658,200,000.00","669,900,000.00","332,500,000.00","262,900,000.00","227,800,000.00","195,400,000.00","195,600,000.00","192,200,000.00","175,500,000.00","186,400,000.00","164,200,000.00","140,900,000.00","150,600,000.00","201,100,000.00","218,789,808.00","301,041,666.00","329,921,896.00","283,281,331.00","311,730,483.00","327,677,170.00","447,326,242.00","473,530,194.00","517,636,812.00"
ANO,Advance ZincTek Limited,Annual Balance Sheet - NCA PP&E, , , , ,"699,000.00","1,248,559.00","1,706,009.00","1,984,651.00","1,762,717.00","1,339,790.00","1,750,100.00","1,491,068.00","2,025,526.00","2,427,349.00","2,582,758.00","2,395,195.00","2,175,115.00","2,028,514.00","1,883,356.00","4,560,968.00","10,871,296.00","13,564,000.00","14,803,000.00"
ANP,Antisense Therapeutics Limited,Annual Balance Sheet - NCA PP&E, ,"14,719.00","52,440.00","50,911.00","47,350.00","38,350.00","21,481.00","17,817.00","13,700.00","8,115.00","14,341.00","7,690.00","15,199.00","12,734.00","13,596.00","5,424.00","3,403.00","14,088.00","7,675.00","2,299.00","138,119.00","302,004.00","216,699.00"
ANQ,AnaeCo Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , ,"1,093,038.00","1,038,958.00","2,133,157.00","4,097,907.00","4,428,653.00","4,928,315.00","4,131,974.00","34,592.00","9,426.00","4,651.00", , , , , 
ANR,Anatara Lifesciences Ltd,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , ,--,"24,776.00","16,259.00","40,932.00","42,924.00","20,196.00","7,187.00","85,031.00","66,917.00"
ANS,AustSino Resources Group Limited,Annual Balance Sheet - NCA PP&E,"42,593.00","124,484.00","40,715.00","44,248.00","47,498.00","38,596.00","30,839.00","23,162.00","6,701.00","6,871.00","5,556.00","6,386.00","83,384.00","67,148.00","52,726.00","238,747.00","171,505.00","254,045.00","229,425.00","208,991.00","534,953.00", , 
ANW,Aus Tin Mining Ltd,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , ,"45,454.00","29,179.00","19,480.00",433.00,"133,108.00","278,258.00","322,901.00","228,039.00","825,912.00","334,458.00","405,501.00", 
ANX,Anax Metals Limited,Annual Balance Sheet - NCA PP&E, , , , ,"35,026.00","28,736.00","41,121.00","64,370.00","838,151.00","608,035.00","625,317.00","520,753.00","366,715.00","231,644.00","91,775.00","215,997.00","142,193.00","107,406.00","19,824.00","12,151.00","2,193.00","654,524.00", 
ANZ,Australia & New Zealand Banking Group Ltd,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
AO1,AssetOwl Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , ,"9,448.00","10,532.00","4,769.00",536.00,0.00,0.00,0.00,"44,801.00","38,381.00","15,586.00","5,370.00","4,116.00", 
AOA,Ausmon Resources Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , ,"19,325.00","37,372.00","24,813.00","14,607.00","6,193.00",152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00, 
AOD,Aurora Dividend Income Trust (Managed Fund),Annual Balance Sheet - NCA PP&E, , , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--, , , , 
AOE,Arrow Energy Limited,Annual Balance Sheet - NCA PP&E,0.00,"14,838.00","51,792.00","56,554.00","334,478.00","897,860.00","10,069,337.00","200,475,654.00","272,455,064.00","642,356,000.00", , , , , , , , , , , , , 
AOF,Australian Unity Office Property Fund,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , ,--,--,--,--,--,--,--,--
AOG,Aveo Group,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , , 
AOG1,Australian Oil And Gas Corporation Ltd,Annual Balance Sheet - NCA PP&E,"80,101,000.00","80,966,000.00", , , , , , , , , , , , , , , , , , , , , 
AOH,Altona Mining Limited,Annual Balance Sheet - NCA PP&E, , ,"11,116.00","174,527.00","161,534.00","235,108.00","283,514.00","468,951.00","306,368.00","216,637.00","13,643,245.00","24,642,559.00","59,654,000.00","77,604,000.00","83,978,000.00","163,000.00","80,000.00","44,000.00", , , , , 
AOK,Austex Oil Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"5,433,782.00","6,478,491.00","12,289,118.00","12,460,185.00","17,927,771.00","25,322,370.00","45,228,904.00","62,018,836.00","44,551,999.00","43,606,926.00", , , , , , 
AON,Apollo Minerals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"375,000.00",0.00,0.00,"27,060.00","42,401.00","20,495.00","43,383.00","31,492.00",0.00,0.00,"4,835.00","281,482.00","167,920.00","7,703.00","4,472.00", 
AOP,Apollo Consolidated Limited,Annual Balance Sheet - NCA PP&E, , , , , ,"259,727.00","910,137.00","821,777.00","298,756.00",--,0.00,0.00,"6,607.00","2,540.00","1,688.00",0.00,0.00,0.00,0.00,0.00,"77,311.00","66,099.00", 
AOR,AurionGold Limited,Annual Balance Sheet - NCA PP&E,"235,018,000.00","285,227,000.00","589,598,000.00", , , , , , , , , , , , , , , , , , , , 
AOU,Auroch Minerals Ltd,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , ,0.00,0.00,"3,470.00","1,157.00",0.00,0.00,"20,442.00","15,277.00",496.00,0.00,"265,681.00", 
AOW,American Patriot Oil & Gas Limited ,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , ,"44,545.00","139,661.00","163,169.00","120,061.00","103,729.00","738,544.00", , , , 
APA,APA Group,Annual Balance Sheet - NCA PP&E,"1,172,242,000.00","1,208,739,000.00","1,232,010,000.00","1,222,117,000.00","1,184,862,000.00","1,818,308,000.00","1,956,037,000.00","3,570,223,000.00","3,236,723,000.00","3,362,445,000.00","3,483,328,000.00","3,768,342,000.00","3,472,198,000.00","5,280,411,000.00","5,574,481,000.00","8,355,193,000.00","9,189,087,000.00","9,150,165,000.00","9,691,666,000.00","9,796,072,000.00","9,821,955,000.00","9,500,772,000.00","9,420,335,000.00"
APB,Arafura Pearls Holdings Limited,Annual Balance Sheet - NCA PP&E, , , , , , ,"4,110,232.00","5,105,723.00","5,335,025.00","7,664,320.00","7,274,924.00", , , , , , , , , , , , 
APC,Australian Potash Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , ,--,"3,751.00","2,151.00",551.00,--,--,"76,129.00","119,993.00","131,152.00","321,932.00","284,212.00", 
APD,APN Property Group Limited,Annual Balance Sheet - NCA PP&E, , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, , 
APE,Eagers Automotive Limited,Annual Balance Sheet - NCA PP&E,"77,688,000.00","91,991,000.00","91,414,000.00","156,141,000.00","174,529,000.00","187,886,000.00","240,965,000.00","332,067,000.00","358,748,000.00","305,645,000.00","335,611,000.00","336,544,000.00","350,862,000.00","344,956,000.00","292,485,000.00","291,298,000.00","354,710,000.00","361,121,000.00","388,407,000.00","1,488,516,000.00","1,295,395,000.00","1,145,473,000.00", 
APF,Advance Property Fund ,Annual Balance Sheet - NCA PP&E,--, , , , , , , , , , , , , , , , , , , , , , 
APG,Austpac Resources NL,Annual Balance Sheet - NCA PP&E,"11,239,999.00","11,636,899.00","12,017,704.00","11,987,708.00","11,990,001.00","13,008,051.00","211,000.00","317,881.00","274,565.00","15,496,913.00","16,644,445.00","17,934,402.00","28,993,671.00","32,708,304.00","34,900,650.00","272,098.00","190,742.00","159,301.00","125,823.00","91,552.00","278,763.00","21,862.00", 
APH2,Ascent Pharmahealth Ltd,Annual Balance Sheet - NCA PP&E, , , , ,"89,133.00","119,008.00","278,000.00","1,411,000.00","3,511,000.00","3,301,000.00","7,555,000.00", , , , , , , , , , , , 
API,Australian Pharmaceutical Industries Limited,Annual Balance Sheet - NCA PP&E,"14,053,000.00","23,415,000.00","23,137,000.00","53,074,000.00","58,772,000.00","73,478,000.00","69,228,000.00","77,345,000.00","85,236,000.00","112,307,000.00","128,285,000.00","119,929,000.00","120,950,000.00","121,901,000.00","116,820,000.00","101,946,000.00","100,129,000.00","95,280,000.00","101,015,000.00","107,130,000.00","234,896,000.00","230,824,000.00", 
APK,Australian Power and Gas Company Limited,Annual Balance Sheet - NCA PP&E,"825,000.00","470,017.00","760,000.00","624,791.00","254,752.00","143,426.00","3,152.00","270,690.00","138,000.00","358,000.00","751,000.00","775,000.00","414,000.00","994,000.00", , , , , , , , , 
APL,Antipodes Global Investment Company Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , ,--,--,--,--,--,--, 
APL2,Australian Plantation Timber Limited,Annual Balance Sheet - NCA PP&E,"188,687,000.00", ,"30,000.00","14,000.00",0.00, , , , , , , , , , , , , , , , , , 
APM,APM Human Services International Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , , , , ,"109,400,000.00","136,123,000.00"
APO,APN Outdoor Group Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , ,"67,900,000.00","77,858,000.00","96,643,000.00","106,838,000.00", , , , , 
APR,API Fund,Annual Balance Sheet - NCA PP&E, , , , , ,--,--,--,--, , , , , , , , , , , , , , 
APS,Allup Silica Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , , , , ,0.00, 
APT,Afterpay Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , ,"2,965,313.00","4,459,866.00","4,008,000.00","4,213,000.00","12,126,000.00","42,070,000.00", 
APW,Aims Property Securities Fund,Annual Balance Sheet - NCA PP&E, , , , , ,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
APX,Appen Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , ,"400,000.00","379,000.00","725,000.00","1,762,000.00","4,906,000.00","27,499,000.00","28,475,000.00","22,980,981.00", 
APY1,Asia Pacific Specialty Chemicals Limited,Annual Balance Sheet - NCA PP&E,"45,358,000.00","41,604,000.00", , , , , , , , , , , , , , , , , , , , , 
APZ,Aspen Group,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
AQA,Aquila Resources Limited,Annual Balance Sheet - NCA PP&E,"3,140,000.00","3,089,840.00","3,059,429.00","2,953,313.00","39,512.00","117,717.00","26,504,697.00","31,176,000.00","38,914,000.00","62,791,000.00","64,166,000.00","75,975,000.00","86,192,000.00","115,555,000.00", , , , , , , , , 
AQC,Australian Pacific Coal Limited,Annual Balance Sheet - NCA PP&E,"118,406.00","177,279.00","120,648.00","50,494.00","29,352.00","10,417.00","9,240.00","29,261.00","330,734.00","1,159,812.00","541,092.00","420,110.00","340,664.00","228,311.00","185,448.00","137,169.00","346,994.00","40,022,913.00","45,046,544.00","43,811,646.00","42,737,432.00","4,737,881.00", 
AQD,Ausquest Limited,Annual Balance Sheet - NCA PP&E, , , ,"20,240.00","29,133.00","35,306.00","61,144.00","73,562.00","164,262.00","185,082.00","143,506.00","127,705.00","102,456.00","71,563.00","50,957.00","32,400.00","23,290.00","21,993.00","47,773.00","52,992.00","101,199.00","72,011.00", 
AQE,Aequs Capital Limited,Annual Balance Sheet - NCA PP&E,"3,474,891.00","378,434.00","193,666.00","11,918.00","79,039.00","69,258.00","73,269.00","52,070.00","65,385.00", , , , , , , , , , , , , , 
AQF,Australian Governance Masters Index Fund Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , ,--,--,--,--,--,--,--,--,--, , , , , 
AQI,Alicanto Minerals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , ,0.00,"2,985.00","9,518.00","53,412.00","151,480.00","239,550.00","453,842.00","372,477.00","307,468.00","416,988.00", 
AQJ,Aus Asia Minerals Limited,Annual Balance Sheet - NCA PP&E, , , , , , ,"2,285,169.00","156,263.00","151,681.00","147,099.00","2,240,240.00","3,103,651.00","2,468,841.00","2,050,056.00","7,386.00","7,935.00",--,--, , , , , 
AQN,Aquirian Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , , , ,"3,776,991.00", ,"6,595,846.00"
AQO,Ambassador Oil and Gas Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , ,0.00,0.00,0.00,"247,906.00", , , , , , , , 
AQP,Aquarius Platinum Limited,Annual Balance Sheet - NCA PP&E,"83,776,531.00","257,493,596.00","334,952,195.00","447,872,340.00","491,733,197.00","504,415,346.00","574,785,416.00","611,270,177.00","518,328,485.00","615,382,055.00","807,673,354.00","738,328,522.00","684,090,864.00","455,004,851.00","214,651,804.00","210,490,885.00", , , , , , , 
AQQ,Aphrodite Gold Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , ,"22,404.00","218,365.00","196,752.00","151,666.00","103,042.00","77,511.00","53,835.00","39,630.00", , , , , 
AQS,Aquis Entertainment Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , ,0.00,0.00,0.00,0.00,--,"14,751,809.00","13,433,742.00","12,003,595.00","10,489,495.00","8,801,815.00","7,319,289.00", 
AQX,Alice Queen Limited,Annual Balance Sheet - NCA PP&E, , , , ,"1,001,238.00","1,172,588.00", ,"1,812,717.00","13,489.00","14,326.00","61,666.00","62,296.00","44,580.00","22,904.00","10,778.00",0.00,"7,127.00","27,038.00","42,533.00","31,107.00","80,427.00","295,839.00", 
AQZ,Alliance Aviation Services Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , ,"136,964,000.00","178,937,000.00","210,596,000.00","218,158,000.00","170,719,000.00","168,518,000.00","173,169,000.00","177,409,000.00","202,458,000.00","224,777,000.00","434,718,000.00","501,130,000.00"
AR1,Austral Resources Australia Ltd,Annual Balance Sheet - NCA PP&E,"137,507.00","10,387.00","19,225.00","11,859.00","13,476.00","41,942.00","35,684.00","154,908.00","199,747.00","168,340.00","133,846.00","284,429.00","1,450,141.00","3,512,334.00","1,030,053.00","47,481.00","29,078.00","19,371.00", , ,"299,000.00","13,080,000.00", 
AR3,Australian Rare Earths Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , , , ,0.00, , 
AR9,archTIS Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , ,"146,186.00", ,"107,214.00","1,092,313.00","1,199,930.00","1,042,764.00"
ARA,Ariadne Australia Limited,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ARB,ARB Corporation Limited,Annual Balance Sheet - NCA PP&E,"16,958,037.00","18,877,423.00","22,313,121.00","27,799,776.00","29,648,962.00","44,332,000.00","34,842,000.00","37,232,000.00","41,983,000.00","42,141,000.00","43,453,000.00","46,174,000.00","52,596,000.00","63,156,000.00","71,943,000.00","113,968,000.00","116,977,000.00","126,989,000.00","157,696,000.00","169,420,000.00","220,574,000.00","241,113,000.00","273,319,000.00"
ARC,ARC Funds Limited,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ARD,Argent Minerals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,--,--,0.00,"5,883.00","546,085.00","517,819.00","501,275.00","467,990.00","434,417.00","408,438.00","420,826.00","398,371.00","362,707.00","358,693.00","569,482.00", 
ARE,Argonaut Resources NL,Annual Balance Sheet - NCA PP&E,"9,428.00",0.00,"250,000.00","1,241,059.00","68,383.00","165,701.00","221,621.00","203,224.00","143,687.00","583,206.00","550,467.00","168,255.00","230,104.00","144,259.00","87,832.00","16,308.00","15,026.00","14,543.00","22,394.00","96,464.00","75,530.00","125,614.00", 
ARF,Arena REIT,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , ,--,--,--,--,--,--,--,--,--,--,--
ARG,Argo Investments Limited,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ARH,Australasian Resources Limited,Annual Balance Sheet - NCA PP&E,"8,457.00","6,819.00","3,543.00","534,394.00","46,111.00","173,932.00","207,870.00","262,286.00","360,584.00","346,353.00","223,166.00","164,616.00","132,770.00","5,778.00","2,431.00", , , , , , , , 
ARI,A.C.N 004 410 833 Limited,Annual Balance Sheet - NCA PP&E,"518,300,000.00","1,213,900,000.00","1,150,300,000.00","1,158,300,000.00","1,188,200,000.00","1,228,400,000.00","1,399,900,000.00","1,603,400,000.00","2,438,400,000.00","2,477,400,000.00","2,474,500,000.00","2,786,600,000.00","3,072,500,000.00","3,180,000,000.00","3,211,600,000.00","2,220,400,000.00", , , , , , , 
ARJ,The Ark Fund Limited,Annual Balance Sheet - NCA PP&E,--,--,--,--,--,--,--,--,--,--, , , , , , , , , , , , , 
ARL,Ardea Resources Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , ,"354,000.00","357,446.00","652,603.00","618,232.00","172,901.00","35,153.00", 
ARN,Aldoro Resources Ltd,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00, 
ARO,Astro Resources NL,Annual Balance Sheet - NCA PP&E,"1,203,000.00","190,000.00","14,751.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,085.00","9,412.00","41,333.00",0.00,"150,000.00","150,000.00","135,669.00","122,469.00","110,555.00","262,096.00","269,411.00","302,231.00", 
ARQ1,Arc Energy Limited,Annual Balance Sheet - NCA PP&E,"21,556,480.00","20,107,222.00","18,884,448.00","30,040,505.00","53,746,000.00","69,673,000.00","116,267,000.00","235,960,000.00", , , , , , , , , , , , , , , 
ARR,American Rare Earths Limited,Annual Balance Sheet - NCA PP&E, , , , , , ,"14,400,166.00","17,513,000.00","18,249,000.00",0.00,0.00,"840,238.00","16,944.00","1,046.00",622.00,198.00,0.00,0.00,"5,202.00","3,902.00","114,872.00","58,456.00", 
ARS,ALT RESOURCES LIMITED,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , ,"322,084.00","371,152.00","341,978.00","506,915.00","437,895.00","636,827.00", , 
ART,Airtasker Limited,Annual Balance Sheet - NCA PP&E,--,--,--,--, , , , , , , , , , , , , , , , ,"900,000.00","710,000.00","1,404,000.00"
ART1,AMP Shopping Centre Trust,Annual Balance Sheet - NCA PP&E,--,--,--,--, , , , , , , , , , , , , , , , , , , 
ARU,Arafura Resources Limited,Annual Balance Sheet - NCA PP&E, , , ,"1,700.00","23,389.00","27,887.00","187,582.00","344,048.00","655,793.00","1,802,360.00","476,982.00","498,920.00","362,011.00","255,736.00","194,104.00","185,317.00","130,248.00","138,929.00","483,621.00","110,688.00","489,899.00","351,594.00","707,316.00"
ARV,Artemis Resources Limited,Annual Balance Sheet - NCA PP&E, , , , , , , ,"2,628.00","2,064.00","25,111.00","88,326.00","70,823.00","52,295.00","6,765.00",0.00,0.00,0.00,"1,161,615.00","180,250.00","23,513,404.00","23,567,299.00","23,564,426.00", 
ARX,Aroa Biosurgery Limited,Annual Balance Sheet - NCA PP&E,"385,971.00","370,415.00","473,572.00","9,467,659.00","438,695.00","9,369,820.00","58,260,485.00","57,612,284.00","238,679.00","92,845.00","47,550.00","62,916.00","37,431.00","18,188.00","3,825.00","2,553.00",461.00,0.00,0.00, ,"8,515,160.00","11,620,306.00","14,272,701.00"
AS1,Angel Seafood Holdings Ltd,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , ,"7,915,896.00","3,411,268.00","7,038,786.00","7,370,640.00","9,216,515.00", 
AS2,Askari Metals Limited,Annual Balance Sheet - NCA PP&E, , , , , , , , , , , , , , , , , , , , , ,0.00,"271,060.00"
