ASX Code,Company Name,Item,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AOW,American Patriot Oil & Gas Limited ,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"14,191,411.00","3,278,034.00","7,772,774.00","11,237,867.00","4,972,530.00","5,091,776.00", , , , 
APA,APA Group,Annual Balance Sheet - Total Assets,"1,388,037,000.00","1,400,839,000.00","1,416,869,000.00","1,431,822,000.00","1,433,671,000.00","1,916,521,000.00","2,060,855,000.00","4,237,934,000.00","5,096,992,000.00","4,747,327,000.00","4,982,436,000.00","5,427,605,000.00","5,496,054,000.00","7,698,928,000.00","7,972,510,000.00","14,652,886,000.00","14,842,675,000.00","15,045,948,000.00","15,227,226,000.00","15,433,927,000.00","16,007,165,000.00","14,742,868,000.00","15,836,287,000.00"
APB,Arafura Pearls Holdings Limited,Annual Balance Sheet - Total Assets, , , , , , ,"33,413,439.00","42,844,442.00","59,689,536.00","78,103,059.00","44,160,513.00", , , , , , , , , , , , 
APC,Australian Potash Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"3,811,831.00","2,311,733.00","773,396.00","494,286.00","295,163.00","847,154.00","2,285,068.00","2,478,477.00","8,771,346.00","13,400,664.00","29,698,905.00", 
APD,APN Property Group Limited,Annual Balance Sheet - Total Assets, , , , , ,"137,658,540.00","44,535,000.00","76,251,000.00","76,907,000.00","49,366,000.00","39,829,000.00","38,283,000.00","39,038,000.00","37,727,000.00","67,709,000.00","106,272,000.00","231,784,000.00","131,379,000.00","149,796,000.00","150,850,000.00","141,698,000.00", , 
APE,Eagers Automotive Limited,Annual Balance Sheet - Total Assets,"135,762,000.00","229,393,000.00","248,154,000.00","309,097,000.00","376,677,000.00","426,746,000.00","537,523,000.00","719,864,000.00","738,131,000.00","736,695,000.00","900,023,000.00","931,760,000.00","1,178,078,000.00","1,216,865,000.00","1,357,998,000.00","1,489,410,000.00","1,754,434,000.00","1,824,771,000.00","1,767,668,000.00","4,875,250,000.00","4,033,651,000.00","3,730,945,000.00", 
APF,Advance Property Fund ,Annual Balance Sheet - Total Assets,"928,563,000.00", , , , , , , , , , , , , , , , , , , , , , 
APG,Austpac Resources NL,Annual Balance Sheet - Total Assets,"11,778,753.00","13,158,846.00","13,876,317.00","12,760,522.00","12,902,667.00","14,064,085.00","6,184,000.00","10,974,097.00","18,100,713.00","17,881,859.00","19,270,754.00","25,500,705.00","31,411,985.00","36,835,562.00","35,590,058.00","35,730,838.00","36,597,889.00","27,845,064.00","2,615,975.00","2,883,399.00","2,753,605.00","2,250,388.00", 
APH2,Ascent Pharmahealth Ltd,Annual Balance Sheet - Total Assets, , , , ,"34,830,053.00","31,253,547.00","40,782,000.00","102,659,000.00","139,116,000.00","142,071,000.00","157,252,000.00", , , , , , , , , , , , 
API,Australian Pharmaceutical Industries Limited,Annual Balance Sheet - Total Assets,"383,070,000.00","542,276,000.00","657,341,000.00","772,781,000.00","822,605,000.00","1,115,090,000.00","873,280,000.00","908,283,000.00","999,255,000.00","1,047,244,000.00","1,484,943,000.00","1,390,904,000.00","1,373,371,000.00","1,375,954,000.00","1,289,066,000.00","1,342,548,000.00","1,449,175,000.00","1,451,076,000.00","1,502,756,000.00","1,665,214,000.00","1,542,971,000.00","1,529,942,000.00", 
APK,Australian Power and Gas Company Limited,Annual Balance Sheet - Total Assets,"12,434,000.00","7,403,958.00","7,263,000.00","4,919,066.00","2,971,552.00","2,254,844.00","2,777,384.00","71,149,734.00","75,447,000.00","85,276,000.00","109,578,000.00","171,533,000.00","198,076,000.00","225,459,000.00", , , , , , , , , 
APL,Antipodes Global Investment Company Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"323,400,000.00","367,597,000.00","495,684,000.00","656,445,000.00","556,146,000.00","613,327,000.00", 
APL2,Australian Plantation Timber Limited,Annual Balance Sheet - Total Assets,"313,141,000.00", ,"27,501,000.00","32,295,000.00","79,779,000.00", , , , , , , , , , , , , , , , , , 
APM,APM Human Services International Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"2,461,800,000.00","2,678,527,000.00"
APO,APN Outdoor Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"338,000,000.00","389,238,000.00","451,370,000.00","453,306,000.00", , , , , 
APR,API Fund,Annual Balance Sheet - Total Assets, , , , , ,"11,762,305.00","23,481,289.00","74,930,886.00","37,308,000.00", , , , , , , , , , , , , , 
APS,Allup Silica Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"6,189,156.00", 
APT,Afterpay Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"179,993,992.00","240,327,898.00","392,225,000.00","820,468,000.00","1,608,526,000.00","3,116,227,000.00", 
APW,Aims Property Securities Fund,Annual Balance Sheet - Total Assets, , , , , ,"99,190,961.00","171,576,000.00","235,167,000.00","204,564,000.00","116,909,000.00","98,073,000.00","83,385,000.00","61,033,000.00","59,536,000.00","76,947,000.00","88,762,000.00","93,117,000.00","93,910,000.00","106,129,000.00","115,017,000.00","109,480,000.00","122,245,000.00", 
APX,Appen Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , ,"23,800,000.00","42,017,000.00","54,027,000.00","188,048,000.00","238,402,000.00","634,137,000.00","600,366,000.00","687,592,337.00", 
APY1,Asia Pacific Specialty Chemicals Limited,Annual Balance Sheet - Total Assets,"136,081,000.00","123,771,000.00", , , , , , , , , , , , , , , , , , , , , 
APZ,Aspen Group,Annual Balance Sheet - Total Assets,"14,197,310.00","851,699.00","903,476.00","44,887,000.00","103,735,000.00","223,419,000.00","352,421,000.00","536,670,000.00","652,744,000.00","620,794,000.00","646,880,000.00","597,784,000.00","587,424,000.00","610,932,000.00","221,720,000.00","362,428,000.00","138,648,000.00","133,114,000.00","127,662,000.00","141,735,000.00","190,714,000.00","246,496,000.00","452,458,000.00"
AQA,Aquila Resources Limited,Annual Balance Sheet - Total Assets,"5,683,001.00","6,033,573.00","6,153,588.00","5,215,095.00","9,014,328.00","6,484,067.00","98,519,389.00","113,327,000.00","292,810,000.00","210,713,000.00","448,411,000.00","405,978,000.00","576,978,000.00","1,006,212,000.00", , , , , , , , , 
AQC,Australian Pacific Coal Limited,Annual Balance Sheet - Total Assets,"2,657,090.00","4,145,819.00","2,984,245.00","2,377,531.00","438,534.00","296,638.00","8,377,120.00","13,180,175.00","17,115,930.00","5,886,035.00","2,595,261.00","2,158,838.00","3,601,543.00","3,265,556.00","3,796,693.00","2,862,462.00","32,855,556.00","66,176,787.00","70,851,365.00","71,223,703.00","67,099,337.00","53,555,188.00", 
AQD,Ausquest Limited,Annual Balance Sheet - Total Assets, , , ,"5,771,911.00","5,476,288.00","8,368,255.00","8,464,195.00","15,092,121.00","20,812,137.00","44,885,090.00","43,086,101.00","33,744,688.00","23,598,632.00","13,988,061.00","13,416,668.00","18,269,628.00","10,941,615.00","5,610,789.00","8,926,398.00","7,201,452.00","8,159,525.00","9,393,154.00", 
AQE,Aequs Capital Limited,Annual Balance Sheet - Total Assets,"17,096,043.00","17,796,528.00","12,670,262.00","6,378,673.00","15,809,391.00","18,495,883.00","13,174,201.00","21,991,387.00","15,627,158.00", , , , , , , , , , , , , , 
AQF,Australian Governance Masters Index Fund Limited,Annual Balance Sheet - Total Assets, , , , , , , , , ,"98,058,670.00","31,309,000.00","58,575,000.00","56,566,000.00","58,504,000.00","64,219,000.00","60,142,000.00","51,874,000.00","49,927,000.00", , , , , 
AQI,Alicanto Minerals Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , ,"2,438,163.00","1,473,344.00","1,000,064.00","1,592,815.00","2,025,049.00","2,792,627.00","3,415,314.00","1,309,850.00","4,372,764.00","7,435,426.00", 
AQJ,Aus Asia Minerals Limited,Annual Balance Sheet - Total Assets, , , , , , ,"8,847,720.00","7,353,342.00","5,943,668.00","7,502,668.00","8,232,953.00","5,094,961.00","4,491,339.00","2,271,684.00","380,780.00","4,009,523.00","44,267.00","23,765.00", , , , , 
AQN,Aquirian Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"15,473,229.00", ,"22,970,081.00"
AQO,Ambassador Oil and Gas Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"18,467,854.00","15,220,851.00","8,859,576.00","7,802,008.00", , , , , , , , 
AQP,Aquarius Platinum Limited,Annual Balance Sheet - Total Assets,"142,186,173.00","422,967,487.00","471,087,110.00","559,853,161.00","686,929,888.00","718,203,483.00","955,462,128.00","1,113,672,675.00","1,004,475,379.00","1,130,149,124.00","1,618,209,550.00","1,357,059,316.00","1,178,677,264.00","824,712,668.00","761,650,743.00","773,522,135.00", , , , , , , 
AQQ,Aphrodite Gold Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"17,857,961.00","17,028,944.00","19,776,114.00","23,628,025.00","23,769,762.00","24,694,083.00","27,131,444.00","29,490,655.00", , , , , 
AQS,Aquis Entertainment Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"3,297,559.00","2,107,393.00","2,152,905.00","1,815,846.00","1,305,879.00","31,283,852.00","22,650,185.00","20,090,039.00","18,083,910.00","18,923,950.00","20,062,225.00", 
AQX,Alice Queen Limited,Annual Balance Sheet - Total Assets, , , , ,"4,445,024.00","3,833,052.00", ,"3,153,507.00","5,327,612.00","2,253,338.00","12,232,673.00","10,724,209.00","455,782.00","1,007,166.00","444,332.00","265,103.00","3,007,825.00","4,835,975.00","9,172,255.00","9,728,162.00","15,135,785.00","22,306,151.00", 
AQZ,Alliance Aviation Services Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"182,095,000.00","217,459,000.00","258,338,000.00","266,643,000.00","220,546,000.00","236,449,000.00","250,113,000.00","271,830,000.00","301,524,000.00","435,874,000.00","608,730,000.00","666,490,000.00"
AR1,Austral Resources Australia Ltd,Annual Balance Sheet - Total Assets,"787,792.00","290,937.00","314,940.00","120,364.00","1,125,527.00","679,812.00","4,023,754.00","2,908,463.00","4,992,289.00","4,795,567.00","5,818,481.00","5,586,454.00","13,277,944.00","8,604,501.00","5,281,782.00","75,627.00","1,002,456.00","480,744.00", , ,"62,923,000.00","69,992,000.00", 
AR3,Australian Rare Earths Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"12,438,000.00", , 
AR9,archTIS Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"11,391,916.00", ,"9,515,691.00","8,922,258.00","30,250,696.00","26,894,736.00"
ARA,Ariadne Australia Limited,Annual Balance Sheet - Total Assets,"110,124,000.00","163,053,000.00","108,625,000.00","93,407,000.00","103,853,000.00","37,456,000.00","103,693,000.00","168,101,000.00","141,170,000.00","69,685,000.00","71,831,000.00","75,803,000.00","86,850,000.00","88,592,000.00","93,009,000.00","90,169,000.00","97,329,000.00","189,655,000.00","191,259,000.00","156,291,000.00","130,068,000.00","208,818,000.00","228,318,000.00"
ARB,ARB Corporation Limited,Annual Balance Sheet - Total Assets,"41,612,454.00","45,748,322.00","52,977,777.00","58,625,225.00","72,035,203.00","91,917,000.00","90,025,000.00","101,875,000.00","114,160,000.00","120,128,000.00","149,236,000.00","164,624,000.00","188,108,000.00","219,051,000.00","241,764,000.00","269,869,000.00","291,808,000.00","323,243,000.00","364,656,000.00","399,099,000.00","486,519,000.00","658,262,000.00","704,208,000.00"
ARC,ARC Funds Limited,Annual Balance Sheet - Total Assets,"16,889,915.00","12,347,078.00","9,370,209.00","3,222,937.00","9,839,250.00","10,304,622.00","8,335,611.00","15,941,772.00","13,999,457.00","7,865,447.00","6,302,901.00","4,950,583.00","1,455,384.00","2,117,521.00","1,336,062.00","3,868,402.00","4,580,896.00","6,197,530.00","7,488,837.00","5,014,769.00","4,261,290.00","3,452,773.00","2,940,077.00"
ARD,Argent Minerals Limited,Annual Balance Sheet - Total Assets, , , , , , , ,"4,115,357.00","3,553,895.00","2,384,664.00","1,470,161.00","11,171,795.00","4,207,114.00","1,385,989.00","1,440,585.00","1,126,860.00","1,142,099.00","2,581,979.00","2,154,202.00","1,224,206.00","2,469,258.00","4,470,062.00", 
ARE,Argonaut Resources NL,Annual Balance Sheet - Total Assets,"688,661.00","256,113.00","407,778.00","1,968,984.00","3,714,390.00","4,446,187.00","10,385,899.00","8,552,034.00","20,717,941.00","19,314,643.00","19,319,651.00","23,392,497.00","25,345,730.00","15,938,071.00","12,266,690.00","5,352,028.00","2,357,754.00","1,461,905.00","7,362,965.00","5,353,528.00","4,735,556.00","11,776,198.00", 
ARF,Arena REIT,Annual Balance Sheet - Total Assets, , , , , , , , , , , , ,"235,200,000.00","241,275,000.00","375,297,000.00","450,623,000.00","513,951,000.00","621,282,000.00","726,087,000.00","825,721,000.00","1,012,580,000.00","1,151,511,000.00","1,518,566,000.00"
ARG,Argo Investments Limited,Annual Balance Sheet - Total Assets,"1,307,550,000.00","1,525,204,000.00","1,706,999,000.00","1,725,389,000.00","2,211,381,000.00","2,789,875,000.00","3,306,938,000.00","4,616,454,000.00","3,909,675,000.00","3,127,445,000.00","3,561,400,000.00","3,838,216,000.00","3,493,084,000.00","4,232,680,000.00","4,912,162,000.00","5,034,649,000.00","4,854,537,000.00","5,399,358,000.00","5,848,938,000.00","6,064,311,000.00","5,283,538,000.00","6,607,251,000.00","6,424,615,000.00"
ARH,Australasian Resources Limited,Annual Balance Sheet - Total Assets,"1,731,752.00","1,773,521.00","2,344,609.00","2,644,058.00","6,501,013.00","18,624,192.00","18,617,711.00","359,762,379.00","358,370,640.00","340,852,647.00","327,805,259.00","328,252,155.00","329,384,935.00","30,231,670.00","25,381,154.00", , , , , , , , 
ARI,A.C.N 004 410 833 Limited,Annual Balance Sheet - Total Assets,"1,693,800,000.00","2,710,800,000.00","2,582,000,000.00","2,577,000,000.00","2,803,200,000.00","3,119,600,000.00","3,138,800,000.00","3,569,500,000.00","7,327,800,000.00","6,933,100,000.00","7,067,700,000.00","8,315,100,000.00","8,931,400,000.00","8,611,600,000.00","8,002,300,000.00","6,241,100,000.00", , , , , , , 
ARJ,The Ark Fund Limited,Annual Balance Sheet - Total Assets,"2,475,775.00","2,356,847.00","3,086,303.00","2,158,208.00","1,646,414.00","3,658,367.00","2,231,283.00","15,994,611.00","59,444,242.00","60,798,669.00", , , , , , , , , , , , , 
ARL,Ardea Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"14,664,000.00","12,989,249.00","39,614,202.00","38,280,688.00","33,497,226.00","36,101,469.00", 
ARN,Aldoro Resources Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , ,"5,339,917.00","4,993,913.00","6,275,670.00","8,102,961.00", 
ARO,Astro Resources NL,Annual Balance Sheet - Total Assets,"12,338,000.00","12,269,000.00","2,473,709.00","1,084,000.00","826,559.00","2,805,027.00","2,520,509.00","1,719,444.00","663,372.00","422,684.00","3,958,746.00","4,003,228.00","5,614,545.00","4,094,000.00","4,377,422.00","2,430,553.00","2,587,185.00","2,708,199.00","2,959,539.00","3,554,226.00","4,254,968.00","8,809,744.00", 
ARQ1,Arc Energy Limited,Annual Balance Sheet - Total Assets,"35,257,523.00","36,103,818.00","36,195,279.00","58,019,053.00","101,584,000.00","162,193,000.00","214,296,000.00","479,321,000.00", , , , , , , , , , , , , , , 
ARR,American Rare Earths Limited,Annual Balance Sheet - Total Assets, , , , , , ,"72,251,479.00","154,700,000.00","27,259,000.00","478,678.00","7,226,417.00","4,140,558.00","3,406,148.00","2,652,362.00","2,370,449.00","2,876,306.00","4,445,210.00","7,606,672.00","4,788,794.00","3,417,376.00","6,720,475.00","9,949,039.00", 
ARS,ALT RESOURCES LIMITED,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , ,"8,655,394.00","4,624,846.00","5,395,393.00","7,910,661.00","14,473,926.00","24,763,245.00", , 
ART,Airtasker Limited,Annual Balance Sheet - Total Assets,"1,208,269,000.00","1,267,343,000.00","1,406,311,000.00","1,810,295,000.00", , , , , , , , , , , , , , , , ,"35,600,000.00","57,534,000.00","54,840,000.00"
ART1,AMP Shopping Centre Trust,Annual Balance Sheet - Total Assets,"1,208,269,000.00","1,267,343,000.00","1,406,311,000.00","1,810,295,000.00", , , , , , , , , , , , , , , , , , , 
ARU,Arafura Resources Limited,Annual Balance Sheet - Total Assets, , , ,"3,635,223.00","3,421,022.00","4,161,714.00","10,726,459.00","13,952,588.00","31,170,483.00","36,741,782.00","63,698,399.00","153,899,527.00","147,914,498.00","144,001,650.00","136,776,960.00","132,188,526.00","99,717,080.00","102,891,938.00","101,956,870.00","106,064,481.00","131,381,548.00","125,534,379.00","143,321,514.00"
ARV,Artemis Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , ,"6,077,749.00","15,177,594.00","7,085,375.00","8,620,638.00","9,840,776.00","10,799,303.00","9,119,169.00","9,433,130.00","7,161,304.00","1,767,242.00","10,050,417.00","69,980,307.00","62,186,412.00","56,861,147.00","61,727,417.00", 
ARX,Aroa Biosurgery Limited,Annual Balance Sheet - Total Assets,"13,851,300.00","12,364,692.00","12,120,798.00","15,440,720.00","19,600,381.00","40,577,644.00","88,532,469.00","71,602,563.00","83,082,811.00","5,131,146.00","8,075,031.00","10,928,152.00","9,357,211.00","8,406,091.00","7,510,308.00","6,355,387.00","6,515,135.00","6,181,826.00","2,927,027.00", ,"82,535,829.00","73,124,942.00","104,705,827.00"
AS1,Angel Seafood Holdings Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , ,"17,592,334.00","12,274,267.00","18,885,243.00","21,799,951.00","28,784,219.00", 
AS2,Askari Metals Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , , ,"6,226,745.00","7,273,876.00"
ASB,Austal Limited,Annual Balance Sheet - Total Assets,"138,895,000.00","190,361,000.00","233,224,000.00","232,189,000.00","250,484,000.00","277,690,000.00","343,123,000.00","504,453,000.00","446,400,000.00","503,738,000.00","648,118,000.00","674,620,000.00","825,987,000.00","944,618,000.00","911,297,000.00","1,070,879,000.00","1,013,126,000.00","960,001,000.00","1,148,796,000.00","1,327,301,000.00","1,368,108,000.00","1,449,515,000.00","1,689,445,000.00"
ASE1,Australian Topmaking Services Limited ,Annual Balance Sheet - Total Assets,"47,104,000.00", , , , , , , , , , , , , , , , , , , , , , 
ASG,Autosports Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"762,500,000.00","886,816,000.00","1,078,432,000.00","1,079,478,000.00","1,184,941,000.00","1,207,836,000.00","1,224,569,000.00"
ASH,Ashley Services Group Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , ,"141,400,000.00", ,"138,369,000.00","56,898,000.00","44,311,000.00","46,951,000.00","45,265,000.00","56,893,000.00","70,173,000.00", 
ASIA,BetaShares Asia Technology Tigers ETF,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , ,"57,734,000.00","169,462,000.00","729,821,000.00", 
ASM,Australian Strategic Materials Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , ,"139,269,195.00", ,"228,635,000.00", 
ASN,Anson Resources Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , ,"4,016,054.00","3,296,011.00","2,650,972.00","1,917,100.00","1,649,926.00","1,422,951.00","721,203.00","2,326,836.00","4,387,781.00","4,112,175.00","6,085,244.00", 
ASO,Aston Minerals Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"3,130,012.00","2,867,173.00","9,396,888.00","9,407,759.00","9,609,846.00","41,664,066.00","53,749.00","3,048,416.00","18,506,119.00","11,654,082.00","9,578,567.00","14,409,267.00", 
ASP,Aspermont Limited,Annual Balance Sheet - Total Assets,"5,282,000.00","4,229,000.00","5,106,000.00","4,736,000.00","4,723,000.00","7,051,000.00","9,161,000.00","15,801,000.00","47,764,000.00","48,646,000.00","45,778,000.00","37,931,000.00","38,256,000.00","44,334,000.00","41,141,000.00","34,848,000.00","26,618,000.00","18,255,000.00","20,709,000.00","13,968,000.00","15,362,000.00","19,252,000.00", 
ASQ,Australian Silica Quartz Group Ltd,Annual Balance Sheet - Total Assets, , , , , , , ,"5,777,168.00","8,513,108.00","19,114,667.00","67,564,927.00","65,689,043.00","57,925,373.00","52,199,363.00","47,397,968.00","27,609,943.00","19,855,938.00","19,326,307.00","7,253,519.00","6,333,368.00","5,494,069.00","8,475,930.00", 
ASR,Asra Minerals Limited,Annual Balance Sheet - Total Assets,"6,717,867.00","11,960,171.00","11,284,820.00","10,719,144.00","12,493,220.00","12,678,361.00","12,680,881.00","13,850,444.00","13,854,866.00","12,437,245.00","12,314,083.00","12,215,702.00","10,898,402.00","300,026.00","104,170.00","9,474,486.00","11,716,315.00","19,426,125.00","19,492,400.00","19,227,784.00","23,783,480.00","32,843,520.00", 
ASR1,Australian Rural Group Limited,Annual Balance Sheet - Total Assets,"6,717,867.00","11,960,171.00", , , , , , , , , , , , , , , , , , , , , 
AST,AusNet Services,Annual Balance Sheet - Total Assets, , , , , ,"7,407,500,000.00","6,947,027,000.00","6,932,354,000.00","7,419,587,000.00","7,819,800,000.00","8,608,700,000.00","8,476,600,000.00","8,730,900,000.00","10,084,300,000.00","10,612,300,000.00","12,063,300,000.00","11,676,000,000.00","11,756,500,000.00","12,517,300,000.00","12,815,800,000.00","14,284,800,000.00","14,629,600,000.00", 
ASU,Alpha Technologies Corporation Limited,Annual Balance Sheet - Total Assets,"12,227,321.00","8,633,005.00","7,027,097.00","5,858,395.00","5,138,367.00","6,040,445.00","12,815,798.00","20,497,000.00","32,315,000.00","10,635,000.00", , , , , , , , , , , , , 
ASW,Advanced Share Registry Ltd,Annual Balance Sheet - Total Assets, , , , , , , , ,"6,971,351.00","7,096,901.00","7,114,541.00","8,567,776.00","8,520,914.00","8,665,535.00","8,575,958.00","8,565,833.00","7,981,506.00","7,667,761.00","9,676,418.00","9,378,613.00","9,416,826.00","10,348,442.00", 
ASX,ASX Limited,Annual Balance Sheet - Total Assets,"254,680,000.00","244,361,000.00","264,833,000.00","271,917,000.00","289,890,000.00","358,210,000.00","813,246,000.00","9,518,463,000.00","6,791,885,000.00","6,786,847,000.00","6,620,796,000.00","6,182,444,000.00","6,527,200,000.00","7,368,700,000.00","8,008,800,000.00","8,058,600,000.00","10,451,600,000.00","13,211,700,000.00","12,923,000,000.00","15,330,300,000.00","17,414,800,000.00","16,597,000,000.00","18,237,500,000.00"
ASZ,ASG Group Limited,Annual Balance Sheet - Total Assets,"8,901,836.00","1,910,913.00","2,344,394.00","16,696,090.00","25,816,568.00","44,788,000.00","53,869,000.00","76,703,000.00","96,425,000.00","101,187,000.00","176,071,000.00","198,259,000.00","205,304,000.00","165,315,000.00","179,791,000.00","177,128,000.00","187,352,000.00", , , , , , 
AT1,Atomo Diagnostics Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , ,"36,699,000.00","36,100,878.00","32,238,806.00","26,621,859.00"
ATA,Atturra Limited,Annual Balance Sheet - Total Assets, , , , , , ,"5,683,197.00","9,954,657.00","9,252,097.00","12,383,096.00","26,680,183.00","31,966,826.00","26,754,412.00","36,199,541.00","46,040,118.00","12,383,711.00","1,281,860.00","36,748.00","25,395.00","1,874.00", ,"79,300,000.00","115,883,000.00"
ATA1,ATC Alloys Ltd,Annual Balance Sheet - Total Assets, , , , , , ,"5,683,197.00","9,954,657.00","9,252,097.00","12,383,096.00","26,680,183.00","31,966,826.00","26,754,412.00","36,199,541.00","46,040,118.00","12,383,711.00","1,281,860.00","36,748.00","25,395.00","1,874.00", , , 
ATC,Altech Chemicals Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , ,"5,755,303.00","8,735,613.00","8,064,929.00","7,695,252.00","7,420,560.00","3,868,860.00","3,779,701.00","6,799,795.00","24,783,870.00","34,681,476.00","68,576,253.00","77,414,468.00","89,767,105.00", 
ATE,Atherton Resources Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , , ,"156,105,000.00","155,895,000.00","72,895,000.00","66,979,000.00","24,865,000.00","41,360,000.00", , , , , , , 
ATEC,BetaShares S&P/ASX Australian Technology ETF,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , , , , , ,"45,238,000.00","209,689,000.00", 
ATH,Alterity Therapeutics Limited,Annual Balance Sheet - Total Assets,"20,876,444.00","22,314,743.00","17,581,319.00","16,389,926.00","41,415,398.00","22,289,159.00","10,421,146.00","7,722,185.00","11,698,313.00","4,597,250.00","6,801,417.00","9,010,952.00","7,341,868.00","17,073,821.00","41,640,855.00","41,834,382.00","33,725,020.00","25,280,946.00","18,726,013.00","19,909,918.00","9,907,718.00","33,585,754.00", 
ATI,Atlantic Limited,Annual Balance Sheet - Total Assets,"10,752,463.00","10,268,223.00","6,978,201.00","6,950,712.00","6,898,481.00","7,249,523.00","5,162,794.00","1,169,598.00","992,172.00","4,764,020.00","4,257,760.00","424,707,000.00","509,788,000.00","537,409,000.00","59,448,000.00","6,332,000.00", , , , , , , 
ATL,Apollo Tourism & Leisure Ltd,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"224,235,000.00","316,762,000.00","508,632,000.00","584,658,000.00","430,637,000.00","356,716,000.00","351,324,000.00"
ATM,Aneka Tambang (Persero) Tbk (Pt),Annual Balance Sheet - Total Assets,"472,374,146.00","481,281,273.00","490,844,685.00","681,070,999.00","833,227,780.00","965,101,273.00","1,023,141,385.00","1,453,503,612.00","1,350,519,480.00","1,179,261,648.00","1,346,612,568.00","1,635,772,632.00","1,969,278,671.00","2,006,158,123.00","2,160,772,615.00","3,010,994,930.00","3,082,934,273.00","2,839,034,567.00","3,261,495,378.00","3,106,791,617.00","2,932,216,338.00","3,177,541,654.00", 
ATP,Atlas Pearls Ltd,Annual Balance Sheet - Total Assets,"17,144,601.00","21,164,130.00","23,715,481.00","22,192,134.00","21,187,019.00","24,510,368.00","22,521,665.00","27,969,668.00","34,522,241.00","24,767,799.00","26,539,268.00","30,831,380.00","33,601,741.00","35,676,454.00","40,822,795.00","30,942,348.00","34,808,148.00","34,178,414.00","31,709,815.00","31,230,995.00","22,299,735.00","28,051,781.00", 
ATR,Astron Corporation Limited,Annual Balance Sheet - Total Assets,"31,004,120.00","44,122,601.00","47,566,588.00","48,243,996.00","76,976,309.00","93,484,496.00","119,949,180.00","144,858,127.00","232,983,727.00","215,504,942.00","214,309,381.00","208,778,988.00","206,387,152.00","203,933,032.00","105,584,666.00","120,890,786.00","114,460,169.00","112,583,948.00","116,751,569.00","127,521,168.00","129,725,999.00","127,876,453.00", 
ATS,Australis Oil and Gas Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , , , , , ,"68,050,000.00","166,108,974.00","269,880,986.00","327,757,636.00","114,546,870.00","125,176,405.00", 
ATU,Atrum Coal Limited,Annual Balance Sheet - Total Assets, , , , , , , , , , , , ,"8,447,455.00","4,716,287.00","13,841,028.00","13,053,065.00","11,547,436.00","13,687,960.00","16,770,000.00","20,154,952.00","17,689,353.00","11,722,404.00", 
ATV,Activeport Group Ltd,Annual Balance Sheet - Total Assets,"4,337,653.00","2,353,168.00","2,964,980.00","3,523,922.00","3,362,152.00","5,873,521.00","10,341,183.00","14,745,945.00","13,509,516.00","19,235,003.00","20,901,591.00","23,734,728.00","26,028,842.00","30,607,321.00", , , , , , , ,"27,755,000.00", 
