yearmonth,ticker,industry,ret,rmrf,smb,hml,rmw,cma,wml,pmc,ticker_encode,date,winsor_ret,winsor_rmrf,winsor_smb,winsor_hml,winsor_rmw,winsor_cma,winsor_wml,winsor_pmc,_Nobs,_R2,_adjR2,_b_winsor_rmrf,_b_winsor_smb,_b_winsor_hml,_b_winsor_rmw,_b_winsor_cma,_b_winsor_wml,_b_winsor_pmc,_b_cons
201212,ABY1,54,.11627907,.018748131,.022406761,.013064667,.010754257,.0097497301,-.0071263099,.033795144,ABY1,2012m12,.11627907,.018748131,.022406761,.013064667,.010754257,.0097497301,-.0071263099,.033795144,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201205,ABY1,54,-.16923077,-.10046597,.081407823,.11353949,.07893616,.093551226,.12557542,-.027241603,ABY1,2012m5,-.16923077,-.099070437,.081407823,.10987329,.07893616,.089470416,.10232159,-.027241603,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201404,ABY1,54,-.20689656,-.011402978,-.044240918,.018410649,-.011872596,-.0045251856,-.035900615,-.022531522,ABY1,2014m4,-.20689656,-.011402978,-.044240918,.018410649,-.011872596,-.0045251856,-.035900615,-.022531522,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201206,ABY1,54,-.12962963,-.025486544,-.074928038,-.033504054,-.03388584,-.037321933,-.0079242662,.009077725,ABY1,2012m6,-.12962963,-.025486544,-.074928038,-.033504054,-.03388584,-.037321933,-.0079242662,.009077725,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201011,ABY1,54,-.024793388,-.045245245,.025828529,.021566084,-.0067487312,.03090287,.067032166,-.026086986,ABY1,2010m11,-.024793388,-.045245245,.025828529,.021566084,-.0067487312,.03090287,.067032166,-.026086986,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201207,ABY1,54,-.12765957,.0019745713,-.066583402,-.017496979,-.024274198,-.00026348114,.0060296501,-.068460524,ABY1,2012m7,-.12765957,.0019745713,-.066583402,-.017496979,-.024274198,-.00026348114,.0060296501,-.068460524,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201510,ABY1,54,.53333336,.030471694,-.025176503,-.00098365964,-.0012798986,-.01352444,-.045814481,.010989954,ABY1,2015m10,.32166666,.030471694,-.025176503,-.00098365964,-.0012798986,-.01352444,-.045814481,.010989954,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201509,ABY1,54,-.21052632,-.041917507,.048893936,.016667347,.0052452642,.031148916,.066434994,-.011657323,ABY1,2015m9,-.21052632,-.041917507,.048893936,.016667347,.0052452642,.031148916,.066434994,-.011657323,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201106,ABY1,54,-.14124294,-.067629606,-.022538243,-.0033918798,.031410623,-.011369531,-.0012977463,.020985454,ABY1,2011m6,-.14124294,-.067629606,-.022538243,-.0033918798,.031410623,-.011369531,-.0012977463,.020985454,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201408,ABY1,54,-.071428575,-.028728785,.018070295,-.0034719438,-.011650017,.010490619,-.022022206,.012260153,ABY1,2014m8,-.071428575,-.028728785,.018070295,-.0034719438,-.011650017,.010490619,-.022022206,.012260153,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201112,ABY1,54,-.1038961,-.046954721,-.029770648,-.0014521466,-.010529854,-.0094444761,-.014378013,-.0046219523,ABY1,2011m12,-.1038961,-.046954721,-.029770648,-.0014521466,-.010529854,-.0094444761,-.014378013,-.0046219523,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201410,ABY1,54,-.039999999,.011036994,-.050649039,-.025700124,.015450676,.0046162866,.017637433,.0057652029,ABY1,2014m10,-.039999999,.011036994,-.050649039,-.025700124,.015450676,.0046162866,.017637433,.0057652029,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
201009,ABY1,54,.31818181,.0015790151,-.062350761,-.084860243,-.089934103,-.075081535,-.088827081,-.0028920639,ABY1,2010m9,.31818181,.0015790151,-.062350761,-.084860243,-.070702285,-.075081535,-.088827081,-.0028920639,74,.5601419313489525,.5134903180071748,1.365408319212872,1.222130068654413,.9126766583075858,-.3051618263284386,-2.714708452968724,-.5531073718367754,.4572765253657664,.0304169863753491
